code,name,category,pe,2018-06,2018-03,2017-12,2017-09
LRAD,LRAD Corp.,计算机硬件,-60.39999872,-80200.0_84.81%,460900.00000000006_54.49%,-1683300.0000000002_-107.12%,165700.0_132.26%
CLAC,Capitol Acquisition Corp. II ,,-142.85714225,0,0,0,0
QUIK,快辑半导体,半导体,-3.58620687,0,0,-3409000.0_11.64%,0
UONEK,"Urban One, Inc.",,,0,0,0,0
SORL,瑞立集团有限公司,汽车部件与设备,5.05000019,7492700.0_13.82%,9192800.0_19.50%,3212000.0_-65.22%,9539000.0_165.08%
MZF,Managed Duration Investment Grade Municipal Fund,股权,10.23571441,0,0,0,0
FBSS,福基尔银行股份,银行,26.32652932,1659000.0_67.58%,1586000.0_106.51%,-543000.0_-167.20%,1281000.0_83.52%
MFD,Macquarie\/First Trust Global Infra\/Util Dividend & Income Fd,股权,30.72972902,0,0,0,0
KAAC,Kayne Anderson Acquisition Corp.,,,582800.0_179.49%,714700.0_294.94%,325500.0_0,220700.0_0
AHC,AH贝罗,媒体,-4.94444436,-534000.0_33.66%,-4014000.0_9.39%,12816000.0_168.14%,2580000.0_670.80%
BRPAU,Big Rock Partners Acquisition Corp.,,,0,0,0,0
USAS,Americas Silver Corp.,,-14.9999994,0,0,0,-2772000.0_-366.54%
RENN,人人公司,互联网,-1.02040814,0,-41570000.0_-156.95%,-54190000.0_41.91%,-22940000.0_-0.57%
PNF,纽约太平洋投资管理市政收益基金,债务\r,61.93250087,0,0,1224500.0_138.54%,1224500.0_138.54%
DDF,"Delaware Investments Dividend & Income Fund, Inc.",股权,9.02905813,0,0,0,0
INVE,单片机微系统,电子,-4.99199982,-2745000.0_-44.17%,-2301000.0_-239.88%,-4538000.0_-324.91%,-1034000.0_-39.35%
HMNF,HMN金融,储蓄及贷款\r,15.48507424,1727000.0_68.65%,1445000.0_18.83%,387000.0_-77.02%,1780000.0_25.88%
CGI,萨拉东,运输,38.33333234,0,0,0,0
OMED,"OncoMed Pharmaceuticals, Inc.",,-0.7898089,-3976000.0_73.89%,-5574000.0_75.35%,9463000.0_142.36%,-10692000.0_58.66%
BJZ,BJZ信托,债务\r,113.92308433,0,0,163200.0_191.02%,163200.0_191.02%
LKM,凌动智行有限公司,,,0,0,109000000.00000001_184.57%,-29097000.0_-199.29%
VOC,VOC Energy Trust,,19.99999957,0,1870000.0_37.50%,1615000.0_-5.00%,1870000.0_22.22%
NMI,纽文市政收益基金,股权,16.98461595,0,0,0,0
FPT,FPT基金,股权,22.96610304,0,0,0,0
IRIX,艾里德克斯,医疗保健产品,-7.04347874,-3280000.0_-19.27%,-3603000.0_-93.09%,-5155000.0_52.33%,-3096000.0_-361.40%
GCV,GCV基金,股权,16.18707369,0,0,2660700.0_-6.28%,2660700.0_-6.28%
CELP,Cypress Energy Partners LP,,56.49999867,3556000.0_615.49%,960000.0_119.51%,1939000.0_6.71%,562000.0_-71.87%
BLRX,BioLineRx Ltd.,生物技术和制药,-3.16428562,-4788000.0_2.23%,-6198000.0_-27.66%,-7357000.0_-71.69%,-7243000.0_-67.12%
SSBI,Summit State Bank (California),银行,18.93292653,1461000.0_57.10%,1740000.0_97.50%,479000.0_-59.68%,1001000.0_-16.44%
WILC,G. Willi Food International Ltd.,食品,30.86956424,6484000.0_312.47%,7210000.0_67.91%,10969000.0_279.67%,8188000.0_83.42%
INTT,inTEST Corp.,半导体,34.42307745,4014000.0_177.79%,381000.0_-81.67%,-4566000.0_-556.14%,2018000.0_85.14%
RFIL,RF Industries Ltd.,电信,-22.77777838,0,0,0,0
ELLO,Ellomay Capital Ltd.,,-146.33333215,0,-409000.0_75.64%,-3610400.0_-347.83%,1544000.0_389.14%
MXPT,"MAXPOINT INTERACTIVE, INC.",,-5.11070118,0,0,0,0
AP,安博科-匹兹堡,金属构造\/部件,-1.12275452,-2700000.0_-54.37%,1389000.0_129.79%,-2988000.0_93.04%,-1903000.0_93.09%
TMSR,"TMSR Holding Co., Ltd.",,,1844900.0_-74.43%,923600.0_-71.85%,-8406400.0_-408.28%,2124600.0_-51.89%
RLJE,"RLJ Entertainment, Inc.",媒体内容,-1.08260102,-2014000.0_-82.26%,-6525000.0_-6.58%,3817000.0_189.50%,-2716000.0_31.41%
SALM,"Salem Media Group, Inc.",媒体内容,10.44117622,-2167000.0_-270.36%,828000.0_-21.89%,22358000.0_652.29%,-46000.0_-102.10%
DGT,SPDR Global Dow ETF,环球,8.66119123,0,0,5377300.0_25.90%,5377300.0_25.90%
PRCP,"Perceptron, Inc.",商业服务,-4.97948708,0,1020000.0_270.57%,366000.0_-85.50%,1558000.0_166.16%
JPXN,iShares JPX-Nikkei 400 ETF,,,0,4113500.0_128.13%,4113500.0_128.13%,3745299.9999999995_-22.14%
OCX,OncoCyte Corp.,,-5.59523804,-4505000.0_-18.43%,-3778000.0_19.69%,-3960000.0_-27.62%,-6906000.0_-166.13%
CTG,"Computer Task Group, Inc.",,-2.68018006,940000.0_116.59%,414000.0_-44.87%,-419000.0_-136.66%,40000.0_100.25%
CRT,CRT信托,油气,14.54717067,2169200.0_42.57%,2030300.0_46.76%,1622400.0_-15.00%,1526399.9999999998_17.43%
BSD,BSD信托,股权,11.26785699,0,0,0,0
PEIX,"Pacific Ethanol, Inc.",能源-替代能源,,-14604000.0_-46.95%,-9497000.0_29.57%,-14110000.0_-207.02%,-541000.0_84.62%
KEQU,基瓦尼科技,,20.42424318,0,0,0,0
AMRK,"A-Mark Precious Metals, Inc.",,13.49484512,0,-677000.0_-151.88%,-58000.0_-102.12%,444000.0_-77.10%
SSFN,Stewardship Financial Corp.,银行,13.58974458,2301000.0_81.47%,1808000.0_82.44%,48000.0_-96.44%,1640000.0_58.45%
MOXC,"Moxian, Inc.",,,-2040000.0_-1.31%,-1746300.0_71.14%,-1879300.0_32.95%,-2826600.0000000005_36.22%
WBKC,Wolverine Bancorp,储蓄及贷款\r,20.13888809,0,0,0,0
AMRB,里弗银行,银行,16.59574513,1269000.0_-2.16%,1353000.0_14.27%,-392000.0_-120.47%,1109000.0_-38.83%
UCP,UCP INC,,9.94782593,0,0,0,0
HYGS,Hydrogenics Corp.,能源-替代能源,-7.46835435,-4801000.0_12.10%,-1954000.0_14.93%,-1129000.0_54.91%,-2003000.0_-5.48%
DRD,DRDGOLD Ltd.,采矿,26.75000191,0,0,"30300000.0_2,144.44%","30300000.0_2,144.44%"
ORGS,"Orgenesis, Inc.",,,0,0,0,0
CXH,MFS市政基金,股权,230.2500061,0,0,0,0
ROYT,Pacific Coast Oil Trust,,234.99999572,1582000.0_6.89%,"3240000.0_1,623.40%",1156000.0_0,1531000.0_0
EDUC,Educational Development Corp.,,43.43137261,0,0,0,0
PBBI,"PB Bancorp, Inc.",,56.42857501,0,965000.0_51.97%,791000.0_15.64%,584000.0_38.06%
SOLO,Electrameccanica Vehicles Corp.,,,-2616200.0_-66.11%,-2404000.0_-9.79%,-4617100.0_15.08%,-2984700.0000000005_-105.29%
EMX,EMX Royalty Corp.,,-37.66666735,0,0,0,-2897700.0_-161.23%
AVNW,阿维亚网络公司,电信,-4.0407674,0,-2390000.0_-624.24%,5351000.0_210.74%,-565000.0_5.99%
ARTX,阿罗特克,航空航天\/国防,-30.90909194,83500.0_114.04%,595600.0_177.52%,4408900.0_316.07%,788199.9999999999_23.95%
QPAC,Quinpario Acquisiton corp. ,,860.99998491,0,0,0,0
EDAP,EDAP TMS SA,,22.14285637,0,89000.0_-94.71%,-91000.0_92.88%,-525000.0_-141.63%
THM,International Tower Hill Mines Ltd.,,-7.96833354,0,0,0,-1745500.0_-14.49%
ABTL,Autobytel Inc,互联网,24.20689718,0,0,0,0
MVIS,维视图像,计算机硬件,-2.98749997,-8459000.0_-53.97%,-7132000.0_-19.89%,-7861000.0_-46.39%,-5241000.0_-28.77%
MATR,Mattersight Corp.,计算机,-3.11046501,-4538000.0_33.29%,-2131000.0_56.97%,-1549000.0_50.32%,-3016000.0_48.34%
AST,"Asterias Biotherapeutics, Inc.",,-1.92771091,-6982000.0_20.00%,-2312000.0_63.23%,-6548000.0_29.93%,-6809000.0_36.05%
BCRH,Blue Capital Reinsurance Holdings Ltd.,,6.19631927,2500000.0_-45.65%,500000.0_-87.80%,0_0,"-51900000.0_-1,672.73%"
AUG,"Auryn Resources, Inc.",,,0,0,0,"1841000.0_1,178.47%"
PBSK,"Poage Bankshares, Inc.",银行,53.09999847,704000.0_91.83%,229000.0_-50.54%,"-3680000.0_-1,608.20%",-18000.0_-104.95%
IROQ,"IF Bancorp, Inc.",储蓄及贷款\r,20.33613412,0,994000.0_17.77%,-728000.0_-162.22%,975000.0_-25.17%
NXC,Nuveen California Select Tax Free Income Portfolio,债务\r,11.17600021,0,104600.00000000001_107.06%,104600.00000000001_107.06%,1992400.0_24.65%
PXE,Invesco Dynamic Energy Exploration & Production ETF,股权,6.41309796,0,0,0,0
CSBR,"Champions Oncology, Inc.",,-11.04166596,0,0,0,0
SYNC,"Synacor, Inc.",互联网,-6.24999975,-2584000.0_21.12%,-2375000.0_64.32%,-106000.0_96.53%,261000.0_107.76%
YGYI,"Youngevity International, Inc.",,,-614000.0_77.51%,-2308000.0_-12.09%,"-6820000.0_-1,245.17%","-1068000.0_-1,694.03%"
CFBI,"Community First Bancshares, Inc. (Georgia)",,,618000.0_74.58%,333000.0_-19.57%,-961000.0_-352.89%,218000.0_-42.02%
CH,"Aberdeen Chile Fund, Inc.",股权,7.82051278,0,0,9481300.0_950.65%,9481300.0_950.65%
ALSK,阿拉斯加通信系统,,32.59999942,3402000.0_220.21%,2069000.0_392.23%,-2976000.0_-286.35%,284000.0_-11.25%
HCFT,"Hunt Companies Finance Trust, Inc.",,,-21490100.000000004_-835.75%,11315000.0_377.60%,8890700.0_-22.94%,-4256300.0_-384.45%
ABDC,Alcentra Capital Corp.,,9.80000018,-2239000.0_56.55%,3539000.0_243.23%,-13368300.0_-371.53%,-1611500.0_12.54%
OPHT,Ophthotech Corp.,生物技术和制药,-0.43853214,-13209000.0_40.51%,-13073000.0_69.68%,-9542000.0_85.60%,189000000.0_410.51%
PTI,"Proteostasis Therapeutics, Inc.",,-1.14077668,-15478000.0_8.73%,-11026000.0_26.96%,-13424000.0_-42.55%,-13954000.0_-29.55%
CPIX,坎伯兰药业,制药,-91.66666872,-745500.0_85.60%,-2392200.0_-84.93%,-821800.0000000001_-6.74%,-757200.0_-893.02%
UG,"United-Guardian, Inc.",医疗保健产品,33.29071303,1392700.0_26.13%,1059900.0_67.06%,1015400.0000000001_35.29%,1090300.0_21.13%
EMCF,恩克莱尔金融,银行,20.26551298,1413000.0_35.73%,1362000.0_42.47%,573000.0_-52.09%,1707000.0_61.34%
WEBK,"Wellesley Bancorp, Inc.",银行,27.32000022,1420000.0_51.55%,1437000.0_63.11%,201000.0_-72.16%,1166000.0_54.44%
NTZ,纳图兹家具,家具家饰,-12.8333333,0,-4800000.0_55.96%,"-5852000.0_-2,644.35%",-10900000.0_-94.64%
NICK,"Nicholas Financial, Inc.",,9.11965852,1420000.0_74.66%,643000.0_160.09%,-2898000.0_-280.45%,344000.0_-82.54%
LCAHU,"Landcadia Holdings, Inc.",,,0,0,0,0
FNTEU,FinTech Acquisition Corp. II,,,0,0,0,0
BLNK,Blink Charging Co.,,,-1232800.0_72.08%,2204100.0_171.15%,"25770800.0_1,670.22%","-93620400.00000001_-3,787.64%"
SNFCA,Security National Financial Corp.,保险,5.47872352,0,0,0,0
MOGO,"Mogo Finance Technology, Inc.",,,0,0,0,0
EGF,EGF基金,股权,116.63636357,0,0,443000.0_146.67%,443000.0_146.67%
UFAB,"Unique Fabricating, Inc.",,12.49999987,0,0,2056300.0_18.79%,0
KTCC,Key Tronic Corp.,,11.86153896,1258000.0_-5.84%,644000.0_-32.99%,-224000.0_-114.66%,432000.0_-75.89%
SPAN,Span-America Medical Systems,,20.40135999,0,0,0,0
RADA,Rada Electronic Industries Ltd.,电子,-7.20000007,12000.0_-97.60%,204000.0_-47.69%,657000.0_235.19%,794000.0_179.56%
TRIB,Trinity Biotech Plc,医疗保健产品,-0.9223744,594000.0_-34.15%,378000.0_-69.66%,-42863000.0_57.51%,445000.0_186.07%
CZWI,"Citizens Community Bancorp, Inc. (Wisconsin)",储蓄及贷款\r,27.45098091,503000.0_-53.55%,1341000.0_43.58%,1340000.0_42.55%,-458000.0_-360.23%
EVLV,"EVINE Live, Inc.",,-8.3999996,0,0,0,0
JRSH,"Jerash Holdings (US), Inc.",,,-885200.0_-125.82%,-984700.0_-135.49%,2207200.0_-7.65%,5752100.0_111.00%
BSE,BSE信托,债务\r,7.36842111,0,0,0,0
CHKR,Chesapeake Granite Wash Trust,投资公司\r,6.48148122,2193000.0_-37.75%,3680000.0_15.11%,3073000.0_2.23%,3518000.0_36.67%
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",,,0,0,0,0
CEV,Eaton Vance California Municipal Income Trust,债务\r,63.61110752,0,0,0,0
ADMP,Adamis Pharmaceuticals Corp.,,-2.05882347,-9702400.0_-95.17%,-7618400.0_-31.97%,"-8025700.000000001_-1,097.57%",-6769299.999999999_-1.88%
SRSC,Sears Canada Inc.  ,,-0.44555556,0,0,0,0
MXE,墨西哥产权与收入基金,股权,-12.34444439,0,0,0,0
OAKS,Five Oaks Investment Corp.,,-4.35443033,0,11315000.0_377.60%,8890700.0_-22.94%,-4256300.0_-384.45%
PERI,Perion Network Ltd.,软件,,986000.0_102.74%,57000.0_102.75%,"-37277000.0_-11,785.58%",2613000.0_-46.73%
MTECU,MTech Acquisition Corp.,,,0,0,0,0
DFBH,DFB Healthcare Acquisitions Corp.,,,689800.0_0,220300.0_0,0,0
STKS,"The ONE Group Hospitality, Inc.",,-4.40298504,314000.0_114.38%,118000.0_119.67%,-231200.0_98.57%,-1012500.0_-160.22%
MFCB,MFC Bancorp Ltd.,,-21.49999851,0,0,-33969000.0_-110.44%,-6986000.0_6.25%
RETO,"ReTo Eco-Solutions, Inc.",,,0,0,1905800.0000000002_99.63%,1905800.0000000002_99.63%
TGEN,"Tecogen, Inc.",,-54.16666788,-739200.0_-167.29%,37100.0_-17.07%,"274300.0_5,920.79%",55100.0_-73.47%
TRCH,"Torchlight Energy Resources, Inc.",,-6.3888885,-1491800.0_-41.44%,-1774500.0_-68.00%,2206600.0_315.61%,-1015500.0_-15.99%
CVU,"CPI Aerostructures, Inc.",,-21.4285721,1257200.0_64.20%,1256800.0_0.60%,2057200.0_-3.65%,1695500.0_0.56%
SCACU,Saban Capital Acquisition Corp.,,,0,0,0,0
ASRV,"AmeriServ Financial, Inc.",银行,37.08333257,1744000.0_25.56%,1767000.0_31.08%,-995000.0_-186.52%,1551000.0_45.63%
RMBL,"RumbleON, Inc.",,,-4736300.0_-150.30%,-3613900.0_-291.58%,"-3440700.0_-2,083.37%","-2317500.0_-5,685.22%"
ALPN,"Alpine Immune Sciences, Inc.",,,-7907000.0_-119.76%,-5306000.0_-166.77%,-4318000.0_-312.42%,2122000.0_667.38%
ANW,"Aegean Marine Petroleum Network, Inc.",运输,1.7192983,0,0,-28635000.0_-279.00%,-3740000.0_-135.19%
ARKR,Ark Restaurants Corp.,,14.77419376,2925000.0_73.69%,-690000.0_-140.42%,1741000.0_-16.50%,1275000.0_-9.64%
SNAK,"Inventure Foods, Inc.",,-2.59415583,0,0,0,0
CRME,Cardiome药业,制药,-2.94936691,0,0,0,-6623000.0_-25.34%
WBB,"Westbury Bancorp, Inc.",银行,23.09302358,0,0,0,0
BFO,BFO基金,债务\r,27.8431374,0,0,0,0
DVD,多佛赛车,,21.50000063,6508000.0_25.08%,-992000.0_58.75%,7643000.0_135.53%,-2015000.0_7.01%
XTNT,"Xtant Medical Holdings, Inc.",,-3.8974026,0,-5253000.0_9.20%,-28419600.0_-526.42%,-8514300.0_-73.83%
ONCS,"OncoSec Medical, Inc.",,-1.1692308,0,0,0,0
HCAC,Hennessy Capital Acquisition Corp. III,,-6.91095883,"-1837000.0_-2,961.67%","444000.0_4,540.00%",665000.0_0,-323000.0_0
HMTA,HomeTown Bankshares Corp. (Virginia),,36.51324302,989000.0_116.89%,1202000.0_54.70%,399000.0_-33.94%,937000.0_0.11%
RNGR,"Ranger Energy Services, Inc.",,,-1200000.0_79.31%,-10300000.0_-66.13%,-5800000.0_-87.10%,"-9500000.0_-4,850.00%"
ALJJ,"ALJ Regional Holdings, Inc.",,6.64516105,-2896000.0_-401.67%,-340000.0_-186.73%,"-5318000.0_-1,065.15%",13770000.0_57.37%
BCLI,"Brainstorm Cell Therapeutics, Inc.",,-13.96296234,-3091000.0_-197.21%,-2298000.0_-28.74%,276000.0_144.23%,-2403000.0_-49.63%
PXSV,Invesco Russell 2000 Pure Value ETF,股权,8.28398509,0,0,0,0
AWRE,艾卫公司,软件,19.99999868,-188000.0_-264.91%,-495000.0_-264.45%,-581000.0_-226.30%,1229000.0_-21.87%
BWL.A,"Bowl America, Inc.",,60.0,0,0,1436699.9999999998_106.46%,0
KGJI,金凰珠宝股份有限公司,,1.3764705,13563800.000000002_68.84%,13234900.0_162.12%,10477800.0_-75.02%,28987000.0_82.75%
GLU,Gabelli Global Utility & Income Trust,环球,12.79591775,0,0,3598800.0_257.78%,3598800.0_257.78%
PNBK,爱国者国家合众银行,银行,40.40836723,1036000.0_28.86%,1065000.0_-38.44%,600000.0_-42.58%,1013000.0_24.45%
MAYS,梅斯物业,,46.14457832,0,0,0,0
LCA,"Landcadia Holdings, Inc.",,,489099.99999999994_120.47%,"452900.0_5,696.05%","371100.0_80,241.68%",269100.0_738.56%
CPST,凯普斯通涡轮,,-1.37931039,-4897000.0_-19.67%,-1943000.0_53.47%,-323000.0_96.98%,-3667000.0_37.48%
VIRC,Virco Manufacturing Corp.,办公家具\r,3.40136048,0,0,0,0
GFY,GFY基金,股权,23.83797142,0,1315200.0_-46.40%,1315200.0_-46.40%,1844100.0_-23.31%
SANW,S&W Seed Co.,农业,-45.00000117,0,1778500.0_34.00%,-399900.0_-134.50%,-1817500.0_43.51%
PCTI,"PCTEL, Inc.",计算机硬件,-3.79999976,-1226000.0_-247.31%,"-858000.0_-2,760.00%",3250000.0_161.01%,955000.0_445.71%
FLL,"Full House Resorts, Inc.",住宿,-10.92307699,-661000.0_56.63%,-4286000.0_-611.96%,-3690000.0_-47.72%,789000.0_484.44%
LIQT,"LiqTech International, Inc.",,-2.33333329,-263500.0_77.90%,-1533300.0000000002_-84.01%,-955300.0_91.62%,-1479400.0_-57.78%
SCAC,Saban Capital Acquisition Corp.,,,-543400.0_-358.68%,"280900.0_2,533.49%",378800.0_392.18%,337700.00000000006_325.38%
CMCL,Caledonia Mining Corp. Plc,,,0,0,0,3876000.0_112.62%
CMT,"Core Molding Technologies, Inc.",多元化制造商,10.0515461,445000.0_-79.42%,518000.0_-69.31%,755000.0_-62.84%,855000.0_-16.91%
ADXS,"Advaxis, Inc.",生物技术和制药,-0.75392674,0,0,0,0
NNA,Navios Maritime Acquisition Corp.,,1.28275005,-22068000.0_65.74%,-24466000.0_-535.73%,-11992000.0_-166.23%,-8105000.0_-191.92%
GSB,"GlobalSCAPE, Inc.",软件,19.16666617,0,-935000.0_-212.52%,-193000.0_-118.79%,276000.0_-79.31%
NMRX,纳姆热斯通信,计算机硬件,-3.06399994,0,0,0,0
RDVT,"Red Violet, Inc.",,,-1494000.0_87.69%,-2084000.0_27.96%,-3140000.0_14.09%,-3334000.0_54.89%
GEC,"Great Elm Capital Group, Inc.",,1.3990825,0,-4389000.0_-56.92%,-1202000.0_85.22%,-3384000.0_0.91%
ISL,"Aberdeen Israel Fund, Inc.",股权,-25.94444384,0,0,1855600.0_26.97%,1855600.0_26.97%
LMB,"Limbach Holdings, Inc.",,-43.39130157,709000.0_5.98%,-2424000.0_-99.67%,1129000.0_144.96%,128000.0_-85.68%
AGTC,Applied Genetic Technologies Corp.,,6.58730179,0,-8101000.0_-575.08%,-5190000.0_-391.74%,-1397000.0_-146.18%
UBOH,联合货币中心银行,银行,13.69047662,2200000.0_85.65%,1799000.0_29.05%,865000.0_-42.33%,402000.0_-70.83%
NTRP,"Neurotrope, Inc.",,-1.66959577,-2122500.0_27.95%,-1988700.0_35.06%,-4310600.0_13.98%,-2296300.0_36.07%
HDSN,哈德森科技,环境控制,5.8666664,-28587000.0_-435.33%,-3056000.0_-153.30%,-5205000.0_-170.39%,2104000.0_-56.07%
EMAN,eMagin Corp.,半导体,-6.11111078,-5065000.0_-123.13%,-2081000.0_-4.10%,-522000.0_84.95%,-2992000.0_-23.13%
NAII,"Natural Alternatives International, Inc.",生物技术和制药,5.69767443,0,2051000.0_175.30%,-1318000.0_-153.45%,1434000.0_-42.41%
MACQ,"M I Acquisitions, Inc.",,-158.57143335,-162500.0_-116.64%,-146800.0_22.29%,-13300.0_79.28%,152300.0_518.75%
TAT,TransAtlantic Petroleum Ltd.,油气,-10.42857166,-1006000.0_-277.74%,-1775000.0_88.94%,-4039000.0_29.13%,-4353000.0_-137.30%
BTN,"Ballantyne Strong, Inc.",计算机硬件,255.00000093,-6755000.0_-242.03%,"-3785000.0_-1,078.04%",-995000.0_-529.75%,-1037000.0_-120.64%
HYAC,Haymaker Acquisition Corp.,,,"1077300.0_63,883.90%",860500.0_0,506200.0_0,0
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,,,-5628000.0_-434.60%,-3177000.0_-160.20%,0,0
ANCB,Anchor Bancorp (Washington),银行,50.00000222,1162000.0_77.40%,1388000.0_97.72%,-1403000.0_-434.05%,1044000.0_82.20%
RIOT,"Riot Blockchain, Inc.",,,"-24433800.0_-1,762.66%",-16565300.0_-280.48%,-9003300.0_-293.95%,-5302100.0_-209.87%
EDGW,厄奇沃特科技,商业服务,-21.73913004,-201000.0_76.63%,-4219000.0_-57.02%,-25417000.0_-641.67%,-172000.0_-500.00%
INFU,"InfuSystem Holdings, Inc.",卫生保健设施,46.42857123,-505000.0_54.34%,204000.0_113.80%,"-17994000.0_-3,712.29%",-129000.0_-330.36%
MGYR,"Magyar Bancorp, Inc.",银行,65.85473595,599000.0_107.99%,396000.0_32.00%,329000.0_-5.19%,488000.0_39.03%
EEA,"The European Equity Fund, Inc.",股权,-43.57142812,0,0,3253100.0_651.53%,3253100.0_651.53%
MNI,麦克拉奇报业,媒体,-2.11791394,0,0,"61139000.0_1,881.17%","-260000000.0_-2,556.83%"
NETS,Netshoes (Cayman) Ltd.,,,-38110000.0_-8.40%,-60337000.0_-59.97%,-49718000.0_-88.89%,-47753000.0_-57.59%
NRT,北欧皇家石油信托,油气,11.92424178,0,0,0,0
WRN,Western Copper & Gold Corp.,,-36.00000224,0,0,0,-605200.0_-4.22%
ASYS,"Amtech Systems, Inc.",半导体,-20.91304285,4971000.0_74.97%,2835000.0_263.02%,"6452000.0_2,043.37%","7319000.0_1,086.39%"
SPHS,"Sophiris Bio, Inc.",生物技术和制药,-4.87755114,0,0,-3964000.0_-624.68%,-2654000.0_38.05%
CNIT,中国信息技术有限公司,电信,-8.79999982,0,98100.0_105.87%,-220400.0_97.29%,1145300.0_136.44%
ESBK,埃尔迈拉储蓄银行,储蓄及贷款\r,16.4,1163000.0_4.96%,1131000.0_4.82%,1454000.0_38.87%,1215000.0_1.08%
ACU,Acme United Corp.,家庭产品\/用品\r,12.95731719,2436000.0_-14.41%,764000.0_15.93%,-654500.0_-219.88%,1202000.0_-18.40%
LDF,拉丁美洲探索基金,股权,4.69827583,0,0,3739000.0_502.58%,3739000.0_502.58%
ATACU,Atlantic Acquisition Corp. (New York),,,0,0,0,0
VISI,"Volt Information Sciences, Inc.",,-8.71794928,0,0,0,0
CPSS,"Consumer Portfolio Services, Inc.",,3.37623774,3165000.0_-30.77%,3145000.0_-29.80%,-9951000.0_-233.30%,4663000.0_-36.54%
FEIM,高频电子,,-47.41176668,0,0,0,0
PPIH,"Perma-Pipe International Holdings, Inc.",,,0,0,0,0
TURN,180 Degree Capital Corp.,,,4808000.0_109.91%,4808000.0_109.91%,2418400.0_177.77%,2418400.0_140.16%
FFBW,"FFBW, Inc.",,,353000.0_218.02%,123000.0_51.85%,-417000.0_-56.18%,39000.0_316.67%
EVGN,Evogene Ltd.,化学制品,-3.59740266,0,0,0,-5024000.0_1.76%
ZX,正兴集团,汽车制造,-19.71428556,0,26148000.0_102.43%,9497000.0_181.68%,-5441000.0_66.06%
LAZY,"Lazydays Holdings, Inc.",,,1842000.0_-49.23%,3027000.0_-23.85%,0,0
FRD,"Friedman Industries, Inc.",钢铁,-24.16666651,3599900.0_888.09%,2155800.0_671.90%,122899.99999999999_151.95%,310000.0_151.34%
SDR,Sandridge Mississippian Trust II,,4.46874994,2749000.0_-20.11%,2891000.0_-6.83%,2595000.0_-10.33%,2462000.0_-5.78%
TRIL,"Trillium Therapeutics, Inc.",,-1.67763157,0,0,0,-11337000.0_-43.47%
AQXP,"Aquinox Pharmaceuticals, Inc.",生物技术和制药,-1.53571425,2918000.0_121.20%,-14623000.0_-75.84%,-16268000.0_-44.68%,-11833000.0_-45.26%
LCM,LCM成长基金,环球,-154.19999847,0,0,0,0
UBCP,联合合众银行,银行,18.59154959,1212000.0_32.31%,1148000.0_35.06%,780000.0_-13.43%,1000000.0_7.76%
PATI,"Patriot Transportation Holding, Inc.",,13.25512509,1086000.0_138.16%,-188000.0_-172.31%,3592000.0_293.86%,201000.0_-90.37%
SNSS,"Sunesis Pharmaceuticals, Inc.",生物技术和制药,-0.80578512,-6840000.0_22.64%,-7273000.0_26.04%,-6623000.0_22.42%,-10159000.0_-13.46%
PLX,"Protalix Biotherapeutics, Inc.",生物技术,-1.63793106,"-11294000.0_-2,609.78%",-9400000.0_84.11%,-15141000.0_-477.02%,-11437000.0_-56.89%
RIBT,RiceBran Technologies,,-2.98969073,-2160000.0_-76.76%,-1913000.0_16.17%,-4326000.0_-278.81%,3299000.0_405.46%
MACK,"Merrimack Pharmaceuticals, Inc.",生物技术,-4.35537175,-17769000.0_-103.48%,-17782000.0_41.03%,-12951000.0_61.49%,3133000.0_110.35%
HCAP,Harvest Capital Credit Corp.,,11.43812563,815800.0_143.86%,2070000.0_-11.29%,1492000.0_-46.27%,-333200.0_-114.06%
OMEX,奥德赛海洋探索,,-9.86904788,-1610000.0_40.51%,-2641400.0_10.71%,-2250500.0_28.06%,-3105800.0_-11.02%
AAU,Almaden Minerals Ltd.,采矿,-15.6325001,0,0,0,-1460800.0000000002_-59.75%
FCO,"Aberdeen Global Income Fund, Inc.",环球,12.12121164,0,0,0,0
NBW,"Neuberger Berman California Intermediate Municipal Fund, Inc.",债务\r,11.3243239,0,0,0,0
LOR,LOR基金,环球,8.03968269,0,0,3331400.0_59.05%,3331400.0_59.05%
MMDMU,Modern Media Acquisition Corp.,,,0,0,0,0
TLF,"Tandy Leather Factory, Inc.",,11.01449265,1440100.0_40.12%,1273600.0_3.44%,1671300.0_-18.87%,521400.0_-47.88%
IAM,I-AM Capital Acquisition Co.,,,0,0,0,0
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc.",债务\r,10.69402953,0,106900.0_107.39%,106900.0_107.39%,1455100.0_2.40%
RRTS,"Roadrunner Transportation Systems, Inc.",运输,2.7692308,-41955000.0_-10.81%,-23643000.0_-18.55%,-23327000.0_39.98%,-10053000.0_96.85%
ATNM,"Actinium Pharmaceuticals, Inc.",,-1.25039995,-4862800.0_31.06%,-6314299.999999999_21.67%,-5163099.999999999_22.89%,-6322900.0_4.18%
FEO,FEO新兴机会基金,股权,6.09589043,0,0,"2593100.0_2,360.44%","2593100.0_2,360.44%"
MSP,Madison Strategic Sector Premium Fund,股权,11.43269306,0,0,1568700.0_-5.12%,1568700.0_-5.12%
DEST,Destination Maternity Corp.,零售,-19.95652204,0,0,0,0
