code,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
TDF,Templeton Dragon Fund Inc,2.93961,0.8612040000000001,7.191428999999999,0_0_0_0,0_0_0_0,55450800.0_416.14%_0_0,55450800.0_416.14%_0_0,0,0,0,0,0,0,0,0,55450800.0,416.14%,0,0,55450800.0,416.14%,0,0
DK,Delek US Holdings,10.918505,2.8491880000000003,4.982367,86700000.0_369.25%_2564000000.0_108.30%,-20000000.0_-230.72%_2353000000.0_99.05%,225000000.0_361.27%_2513000000.0_131.68%,113999999.99999999_172.54%_2341000000.0_116.83%,86700000.0,369.25%,2564000000.0,108.30%,-20000000.0,-230.72%,2353000000.0,99.05%,225000000.0,361.27%,2513000000.0,131.68%,113999999.99999999,172.54%,2341000000.0,116.83%
SCHE,Schwab Emerging Markets Equity E,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBB,PowerShares DB Base Metals Fund,10.32008,0.929235,1.587197,-9053800.0_-122.76%_0_0,-23064000.0_-186.51%_0_0,20478900.0_32.70%_0_0,28080500.0_260.76%_0_0,-9053800.0,-122.76%,0,0,-23064000.0,-186.51%,0,0,20478900.0,32.70%,0,0,28080500.0,260.76%,0,0
IAU,黄金信托ETF(iShares),0.0,0.937974,-0.03,"-675000000.0_-2,124.81%_0_0",200999999.99999997_-63.00%_0_0,101000000.0_108.93%_0_0,"267000000.0_4,185.99%_0_0",-675000000.0,"-2,124.81%",0,0,200999999.99999997,-63.00%,0,0,101000000.0,108.93%,0,0,267000000.0,"4,185.99%",0,0
UTSL,Direxion Daily Utilities Bull 3X Shares,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IEMG,iShares Core MSCI Emerging Marke,4.592894,0.999765,11.406751,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRD.A,Crawford & Company,29.863689,2.589037,0.285966,-2428000.0_-123.63%_279000000.0_3.64%,8430000.0_10.59%_273000000.0_2.18%,-2643000.0_-130.96%_299000000.0_9.67%,11970000.0_5.47%_271000000.0_-2.43%,-2428000.0,-123.63%,279000000.0,3.64%,8430000.0,10.59%,273000000.0,2.18%,-2643000.0,-130.96%,299000000.0,9.67%,11970000.0,5.47%,271000000.0,-2.43%
CKH,海科控股,6.852807,1.4077870000000001,7.748649,46007000.0_258.18%_217000000.0_68.65%,5558000.0_-47.84%_185000000.0_35.58%,79034000.0_187.53%_186000000.0_47.01%,21104000.0_162.02%_158000000.0_44.36%,46007000.0,258.18%,217000000.0,68.65%,5558000.0,-47.84%,185000000.0,35.58%,79034000.0,187.53%,186000000.0,47.01%,21104000.0,162.02%,158000000.0,44.36%
FPL,First Trust New Opps MLP & Energy Fund,2.584577,0.0,4.02,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARKQ,ARK Industrial Innovation ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXS,埃克斯资本,0.0,1.072742,-4.15004,104000000.0_8.18%_0_0,73202000.0_268.68%_0_0,-27428000.0_-118.42%_0_0,-457000000.0_-344.94%_0_0,104000000.0,8.18%,0,0,73202000.0,268.68%,0,0,-27428000.0,-118.42%,0,0,-457000000.0,-344.94%,0,0
SMAR,Smartsheet,0.0,-32.353218,-3.182937,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDX,印度尼西亚ETF-Market Vectors,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA,iShares S&P Asia 50 Index Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,潘多拉媒体,0.0,23.660396,-1.467986,-91982000.0_66.57%_385000000.0_2.11%,-132000000.0_0.42%_319000000.0_1.02%,-44749000.0_50.28%_395000000.0_0.70%,-66243000.0_-7.65%_379000000.0_7.60%,-91982000.0,66.57%,385000000.0,2.11%,-132000000.0,0.42%,319000000.0,1.02%,-44749000.0,50.28%,395000000.0,0.70%,-66243000.0,-7.65%,379000000.0,7.60%
ARD,Ardagh Group S.A.,25.562648,-2.9638169999999997,0.63139,58000000.0_75.76%_2347000000.0_6.10%,-15000000.0_76.56%_2224000000.0_13.47%,30000000.0_600.00%_1789000000.0_-2.03%,53000000.0_983.33%_1989999999.9999998_-1.49%,58000000.0,75.76%,2347000000.0,6.10%,-15000000.0,76.56%,2224000000.0,13.47%,30000000.0,600.00%,1789000000.0,-2.03%,53000000.0,983.33%,1989999999.9999998,-1.49%
HNI,HNI Corp,20.917001000000003,3.676096,2.108811,18596000.0_34.21%_544000000.0_5.66%,2461000.0_-48.53%_505000000.0_5.74%,33930000.0_209.67%_584000000.0_0.51%,37331000.0_10.41%_599000000.0_2.54%,18596000.0,34.21%,544000000.0,5.66%,2461000.0,-48.53%,505000000.0,5.74%,33930000.0,209.67%,584000000.0,0.51%,37331000.0,10.41%,599000000.0,2.54%
XSOE,WisdomTree Emerging Markets Ex-State Owned Enterprises Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGL,PowerShares DB Gold Fund,0.0,0.959291,-0.485018,-9754600.0_-211.28%_0_0,552100.0_-95.25%_0_0,2167100.0_106.59%_0_0,2774700.0000000005_177.51%_0_0,-9754600.0,-211.28%,0,0,552100.0,-95.25%,0,0,2167100.0,106.59%,0,0,2774700.0000000005,177.51%,0,0
AVX,AVX Corp.,118.27925900000001,1.549754,0.173995,55963000.0_77.75%_454000000.0_37.05%,31820000.0_-6.02%_447000000.0_35.52%,-93212000.0_-362.43%_432000000.0_26.70%,34818000.0_31.29%_353000000.0_7.71%,55963000.0,77.75%,454000000.0,37.05%,31820000.0,-6.02%,447000000.0,35.52%,-93212000.0,-362.43%,432000000.0,26.70%,34818000.0,31.29%,353000000.0,7.71%
FLY,巴布科克和布朗航空,14.258551,0.747061,1.051299,24344000.0_745.28%_102000000.0_28.55%,9630000.0_90.62%_87076000.0_10.64%,7170000.0_111.23%_103000000.0_26.73%,-12504000.0_-154.50%_85554000.0_6.05%,24344000.0,745.28%,102000000.0,28.55%,9630000.0,90.62%,87076000.0,10.64%,7170000.0,111.23%,103000000.0,26.73%,-12504000.0,-154.50%,85554000.0,6.05%
BAR,GraniteShares Gold Trust,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMP,阿莫斯莱斯金融,12.147742,3.557931,11.627675,462000000.0_17.56%_2513000000.0_7.35%,594000000.0_47.39%_2480000000.0_9.40%,181000000.0_-54.75%_2542000000.0_9.43%,503000000.0_133.95%_2411000000.0_5.15%,462000000.0,17.56%,2513000000.0,7.35%,594000000.0,47.39%,2480000000.0,9.40%,181000000.0,-54.75%,2542000000.0,9.43%,503000000.0,133.95%,2411000000.0,5.15%
BST,BlackRock Science and Technology Trust,10.023323,1.819348,3.43,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSL,Direxion Daily Industrials Bull 3X Shares,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEXA,Nexa Resources S.A.,14.847439000000001,0.6605409999999999,0.800138,-35323000.0_-796.43%_637000000.0_11.40%,62750000.0_13.62%_676000000.0_23.10%,23977000.0_131.14%_737000000.0_27.37%,80989000.0_67.42%_626000000.0_19.68%,-35323000.0,-796.43%,637000000.0,11.40%,62750000.0,13.62%,676000000.0,23.10%,23977000.0,131.14%,737000000.0,27.37%,80989000.0,67.42%,626000000.0,19.68%
TAN,太阳能ETF-Guggenheim,12.367232000000001,0.0,1.77,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXC,SunCoke Energy,4.582032,1.631573,2.463972,11400000.0_136.19%_367000000.0_13.55%,13000000.0_122.53%_350000000.0_13.17%,174000000.0_452.06%_360000000.0_10.44%,18800000.0_30.56%_339000000.0_15.35%,11400000.0,136.19%,367000000.0,13.55%,13000000.0,122.53%,350000000.0,13.17%,174000000.0,452.06%,360000000.0,10.44%,18800000.0,30.56%,339000000.0,15.35%
TLK,印尼电信,16.59815,0.000268,1.3622,4829000000000.0_-40.52%_32025000000000.0_-2.95%,7978000000000.0_-14.91%_32343000000000.0_4.26%,6688000000000.0_-4.50%_31253000000000.0_3.68%,8518000000000.0_13.48%_32982000000000.0_10.92%,4829000000000.0,-40.52%,32025000000000.0,-2.95%,7978000000000.0,-14.91%,32343000000000.0,4.26%,6688000000000.0,-4.50%,31253000000000.0,3.68%,8518000000000.0,13.48%,32982000000000.0,10.92%
BBD,巴西布拉德斯科银行,10.406595,0.38067,0.6640020000000001,0_0_0_0,0_0_0_0,3599000000.0_0_0_0,3015000000.0_-7.26%_0_0,0,0,0,0,0,0,0,0,3599000000.0,0,0,0,3015000000.0,-7.26%,0,0
GMS,GMS Inc.,16.784817999999998,1.8264650000000002,1.535316,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGF.A,狮门娱乐A,16.675892,1.555015,1.394828,-11400000.0_-106.53%_933000000.0_-7.22%,89600000.0_45.69%_1040000000.0_-17.18%,191000000.0_726.56%_1143000000.0_51.89%,12900000.0_174.57%_941000000.0_47.11%,-11400000.0,-106.53%,933000000.0,-7.22%,89600000.0,45.69%,1040000000.0,-17.18%,191000000.0,726.56%,1143000000.0,51.89%,12900000.0,174.57%,941000000.0,47.11%
LBRT,Liberty Oilfield Services Inc.,10.6033,3.4264370000000004,1.9578810000000002,94741000.0_142.71%_628000000.0_81.15%,53987000.0_564.70%_495000000.0_96.19%,19532000.0_542.00%_449000000.0_188.35%,63663000.0_463.68%_442000000.0_334.22%,94741000.0,142.71%,628000000.0,81.15%,53987000.0,564.70%,495000000.0,96.19%,19532000.0,542.00%,449000000.0,188.35%,63663000.0,463.68%,442000000.0,334.22%
DWDP,陶氏杜邦,208.32017199999999,1.625181,0.332229,1803000000.0_32.67%_24245000000.0_75.26%,1148000000.0_25.46%_21510000000.0_62.59%,"-1216000000.0_-1,547.62%_20066000000.0_54.12%",534000000.0_-34.72%_15354000000.0_23.00%,1803000000.0,32.67%,24245000000.0,75.26%,1148000000.0,25.46%,21510000000.0,62.59%,-1216000000.0,"-1,547.62%",20066000000.0,54.12%,534000000.0,-34.72%,15354000000.0,23.00%
PPLT,ETFS Physical Platinum Shares,0.0,0.0,-40.169998,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,特雷克斯,21.725332,2.997465,1.773966,57800000.0_-42.66%_1403000000.0_18.68%,"50300000.0_1,193.48%_1261000000.0_25.23%",-26700000.0_90.01%_1064000000.0_9.12%,59200000.0_-38.78%_1111000000.0_5.19%,57800000.0,-42.66%,1403000000.0,18.68%,50300000.0,"1,193.48%",1261000000.0,25.23%,-26700000.0,90.01%,1064000000.0,9.12%,59200000.0,-38.78%,1111000000.0,5.19%
REX,REX American Resources,11.749461,1.3410549999999999,6.7756300000000005,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBL,Gamco投资,8.448952,-16.621389999999998,3.076121,31582000.0_37.95%_87193000.0_-0.46%,27261000.0_9.83%_87497000.0_1.84%,13495000.0_-58.72%_98666000.0_-1.28%,16600000.0_-46.21%_88341000.0_0.71%,31582000.0,37.95%,87193000.0,-0.46%,27261000.0,9.83%,87497000.0,1.84%,13495000.0,-58.72%,98666000.0,-1.28%,16600000.0,-46.21%,88341000.0,0.71%
EMF,邓普顿新兴市场基金,3.0557830000000004,0.79565,4.777826999999999,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AON,怡安保险,41.466435,7.7689710000000005,3.507415,58000000.0_-92.54%_2561000000.0_8.15%,610000000.0_100.00%_3090000000.0_29.78%,-12000000.0_-102.61%_2909000000.0_9.77%,192000000.0_-41.10%_2340000000.0_6.32%,58000000.0,-92.54%,2561000000.0,8.15%,610000000.0,100.00%,3090000000.0,29.78%,-12000000.0,-102.61%,2909000000.0,9.77%,192000000.0,-41.10%,2340000000.0,6.32%
UIS,优利系统,15.011085999999999,-0.637915,1.062548,6000000.0_115.58%_667000000.0_0.18%,41700000.0_240.40%_708000000.0_6.61%,"54500000.0_3,306.25%_745000000.0_3.20%",-52900000.0_-110.76%_666000000.0_-2.49%,6000000.0,115.58%,667000000.0,0.18%,41700000.0,240.40%,708000000.0,6.61%,54500000.0,"3,306.25%",745000000.0,3.20%,-52900000.0,-110.76%,666000000.0,-2.49%
THR,Thermon Group Holdings,58.62631700000001,2.5784279999999997,0.446216,3378000.0_373.11%_88902000.0_71.84%,6594000.0_96.89%_103000000.0_51.79%,833000.0_-84.33%_92660000.0_44.02%,5078000.0_38.21%_61631000.0_-10.44%,3378000.0,373.11%,88902000.0,71.84%,6594000.0,96.89%,103000000.0,51.79%,833000.0,-84.33%,92660000.0,44.02%,5078000.0,38.21%,61631000.0,-10.44%
HGI,Guggenheim International Multi-A,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEUM,Pareteum Corp,0.0,6.012929,-0.531674,1656500.0_223.36%_6003200.000000001_85.33%,-2134100.0_-65.03%_4112600.0_47.14%,-7517700.0_33.29%_4014700.0000000005_27.67%,-2309300.0_82.29%_3498700.0_10.35%,1656500.0,223.36%,6003200.000000001,85.33%,-2134100.0,-65.03%,4112600.0,47.14%,-7517700.0,33.29%,4014700.0000000005,27.67%,-2309300.0,82.29%,3498700.0,10.35%
OUNZ,Merk黄金信托ETV,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIY,Merrill Lynch Depositor Inc Pref,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAN,达纳,15.021272,2.512175,1.3247879999999999,127000000.0_73.97%_2054000000.0_11.63%,111000000.00000001_38.75%_2138000000.0_25.69%,-110000000.00000001_-122.49%_1837000000.0_26.95%,73000000.0_19.67%_1830999999.9999998_32.30%,127000000.0,73.97%,2054000000.0,11.63%,111000000.00000001,38.75%,2138000000.0,25.69%,-110000000.00000001,-122.49%,1837000000.0,26.95%,73000000.0,19.67%,1830999999.9999998,32.30%
THD,iShares MSCI Thailand Investable,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PZD,PowerShares Cleantech Portfolio,0.0,0.0,-1.09899,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEMS,iShares MSCI Emerging Markets Sm,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEP,Nextera Energy Partners,40.194418,1.505283,1.212855,296000000.0_377.42%_0_0,-21000000.0_-136.21%_0_0,-23000000.0_-110.80%_0_0,38000000.0_-71.85%_0_0,296000000.0,377.42%,0,0,-21000000.0,-136.21%,0,0,-23000000.0,-110.80%,0,0,38000000.0,-71.85%,0,0
BKF,iShares MSCI BRIC Index Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATI,阿利根尼,0.0,1.706696,-0.045794999999999995,75600000.0_464.18%_1010000000.0_14.69%,60500000.0_186.73%_978999999.9999999_13.06%,5200000.0_-62.04%_910000000.0_14.29%,-119000000.0_77.35%_869000000.0_12.80%,75600000.0,464.18%,1010000000.0,14.69%,60500000.0,186.73%,978999999.9999999,13.06%,5200000.0,-62.04%,910000000.0,14.29%,-119000000.0,77.35%,869000000.0,12.80%
CIVI,Civitas Solutions,102.1224,3.5141400000000003,0.160102,9585000.0_30.21%_404000000.0_8.64%,-2488000.0_-145.41%_393000000.0_8.39%,9394000.0_124.79%_395000000.0_10.02%,-10688000.0_0_380000000.0_0,9585000.0,30.21%,404000000.0,8.64%,-2488000.0,-145.41%,393000000.0,8.39%,9394000.0,124.79%,395000000.0,10.02%,-10688000.0,0,380000000.0,0
SPEM,SPDR S&P Emerging Markets ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM,波斯顿啤酒,38.411827,8.106978999999999,8.134213,23535000.0_-19.19%_273000000.0_10.15%,9310000.0_63.02%_190000000.0_17.79%,30530000.0_37.73%_206000000.0_-5.95%,33683000.0_6.83%_247000000.00000003_-2.52%,23535000.0,-19.19%,273000000.0,10.15%,9310000.0,63.02%,190000000.0,17.79%,30530000.0,37.73%,206000000.0,-5.95%,33683000.0,6.83%,247000000.00000003,-2.52%
SCL,Stepan Co,21.441527,2.6281779999999997,4.142894999999999,32923000.0_18.02%_520000000.0_5.00%,30716000.0_-3.75%_499000000.0_6.63%,9886000.0_17.54%_474000000.0_12.64%,21853000.0_2.27%_488000000.0_9.61%,32923000.0,18.02%,520000000.0,5.00%,30716000.0,-3.75%,499000000.0,6.63%,9886000.0,17.54%,474000000.0,12.64%,21853000.0,2.27%,488000000.0,9.61%
GEM,Goldman Sachs ActiveBeta Em Mkts Equity ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,Stifel Financial Corp,16.794942000000002,1.388312,3.2557419999999997,0_0_0_0,88761000.0_35.49%_0_0,-1988000.0_-107.40%_0_0,66536000.0_273.50%_0_0,0,0,0,0,88761000.0,35.49%,0,0,-1988000.0,-107.40%,0,0,66536000.0,273.50%,0,0
BIG,必乐透,12.488631,2.934659,4.014051,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSL,南非萨索尔,36.794616,1.399435,1.039826,1210000000.0_-80.11%_46654000000.0_6.62%,1210000000.0_-80.11%_46654000000.0_6.62%,3863000000.0000005_-17.37%_44076000000.0_3.84%,3863000000.0000005_-17.37%_44076000000.0_3.84%,1210000000.0,-80.11%,46654000000.0,6.62%,1210000000.0,-80.11%,46654000000.0,6.62%,3863000000.0000005,-17.37%,44076000000.0,3.84%,3863000000.0000005,-17.37%,44076000000.0,3.84%
VIV,Telefonica Brasil S.A. ADS,8.528642,0.235908,1.164312,3166000000.0_262.72%_10823000000.0_1.18%,1098000000.0_10.22%_10789000000.0_1.88%,1517000000.0_24.87%_11034000000.0_1.47%,1223000000.0_28.34%_10886000000.0_1.80%,3166000000.0,262.72%,10823000000.0,1.18%,1098000000.0,10.22%,10789000000.0,1.88%,1517000000.0,24.87%,11034000000.0,1.47%,1223000000.0,28.34%,10886000000.0,1.80%
PIN,印度ETF-PowerShares,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOE,费罗,27.407840999999998,4.909524,0.797582,29861000.0_40.66%_416000000.0_19.39%,23598000.0_6.68%_405999999.99999994_26.51%,-8547000.0_58.50%_378000000.0_34.20%,22965000.0_364.76%_350000000.0_21.31%,29861000.0,40.66%,416000000.0,19.39%,23598000.0,6.68%,405999999.99999994,26.51%,-8547000.0,58.50%,378000000.0,34.20%,22965000.0,364.76%,350000000.0,21.31%
FND,Floor & Decor Holdings Inc.,24.907823,6.871523,1.5171940000000002,39846000.0_95.05%_434000000.0_26.23%,31871000.0_186.40%_403000000.0_31.13%,47976000.0_187.16%_390000000.0_39.96%,23255000.0_63.55%_344000000.0_26.76%,39846000.0,95.05%,434000000.0,26.23%,31871000.0,186.40%,403000000.0,31.13%,47976000.0,187.16%,390000000.0,39.96%,23255000.0,63.55%,344000000.0,26.76%
NFX,新田,14.363985999999999,3.358132,1.939573,119000000.0_21.43%_679000000.0_68.91%,86000000.0_-41.50%_580000000.0_39.09%,95000000.0_630.77%_509000000.0_22.65%,87000000.0_81.25%_438999999.99999994_11.99%,119000000.0,21.43%,679000000.0,68.91%,86000000.0,-41.50%,580000000.0,39.09%,95000000.0,630.77%,509000000.0,22.65%,87000000.0,81.25%,438999999.99999994,11.99%
KMPR,Kemper Corp,23.458412,2.522398,3.397502,37600000.0_2.73%_0_0,"53800000.0_18,033.33%_0_0",36900000.0_18.27%_0_0,47700000.0_392.64%_0_0,37600000.0,2.73%,0,0,53800000.0,"18,033.33%",0,0,36900000.0,18.27%,0,0,47700000.0,392.64%,0,0
SMH,半导体指数ETF-HOLDRs,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHT,红帽,84.585121,17.543608,1.6744080000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABEV,Ambev S.A.,32.208789,1.401512,0.144681,2424000000.0_14.09%_11510000000.0_12.09%,2598000000.0_13.44%_11640000000.0_3.54%,3299000000.0_-31.74%_15027000000.000002_14.04%,136000000.0_-95.71%_11362000000.0_8.39%,2424000000.0,14.09%,11510000000.0,12.09%,2598000000.0,13.44%,11640000000.0,3.54%,3299000000.0,-31.74%,15027000000.000002,14.04%,136000000.0,-95.71%,11362000000.0,8.39%
ECH,iShares MSCI Chile Investable,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIV,新兴市场股息机会指数-SPDR S&P,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARKK,ARK Innovation ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBR,Amber Road,0.0,8.316844999999999,-0.37708800000000003,-3204100.0000000005_29.07%_21056400.0_7.02%,-3167200.0000000005_28.23%_20064400.0_8.14%,-1809100.0_59.88%_20633000.0_7.43%,-2237700.0_40.98%_20213300.0_7.23%,-3204100.0000000005,29.07%,21056400.0,7.02%,-3167200.0000000005,28.23%,20064400.0,8.14%,-1809100.0,59.88%,20633000.0,7.43%,-2237700.0,40.98%,20213300.0,7.23%
OBOR,KraneShares MSCI One Belt One Road Index ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJCB,Barclays iPath Bloomberg Copper Subindex Total Return,0.0,0.0,-2.996428,150000000.0_134.52%_0_0,150000000.0_134.52%_0_0,-212000000.0_-137.35%_0_0,-212000000.0_-137.35%_0_0,150000000.0,134.52%,0,0,150000000.0,134.52%,0,0,-212000000.0,-137.35%,0,0,-212000000.0,-137.35%,0,0
UDOW,道指三倍做多ETF-ProShares,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIG,二倍做多美国油气指数,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYLD.A,NRG Yield Inc,38.93463,1.119332,0.517791,96000000.0_128.57%_0_0,-4000000.0_73.33%_0_0,-98000000.0_-8.89%_0_0,40000000.0_2.56%_0_0,96000000.0,128.57%,0,0,-4000000.0,73.33%,0,0,-98000000.0,-8.89%,0,0,40000000.0,2.56%,0,0
URTY,ProShares UltraPro Russell2000,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCHI,中国ETF-iShares MSCI,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC,宾士域,49.594859,3.778593,1.318685,79000000.0_-33.84%_1401000000.0_3.62%,72900000.0_12.33%_1211000000.0_4.40%,-117000000.0_-760.45%_1091000000.0_45.76%,79000000.0_-7.49%_1141000000.0_4.44%,79000000.0,-33.84%,1401000000.0,3.62%,72900000.0,12.33%,1211000000.0,4.40%,-117000000.0,-760.45%,1091000000.0,45.76%,79000000.0,-7.49%,1141000000.0,4.44%
CMD,ProShares UltraShort Bloomberg Commodity,42.912579,6.502235,2.184441,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLI,麦克凯利房地产,27.508090000000003,1.311022,0.78486,1501000.0_103.84%_0_0,50688000.0_123.01%_0_0,5411000.0_-67.72%_0_0,44703000.0_565.41%_0_0,1501000.0,103.84%,0,0,50688000.0,123.01%,0,0,5411000.0,-67.72%,0,0,44703000.0,565.41%,0,0
RESI,Altisource Residential,0.0,1.187081,-2.415361,-21336000.0_61.70%_0_0,-27350000.0_44.59%_0_0,-37474000.0_38.77%_0_0,-42916000.0_25.54%_0_0,-21336000.0,61.70%,0,0,-27350000.0,44.59%,0,0,-37474000.0,38.77%,0,0,-42916000.0,25.54%,0,0
BLK,贝莱德,14.235845000000001,2.3894759999999997,33.542792999999996,1078000000.0_24.77%_3604999999.9999995_11.40%,1094000000.0_26.04%_3583000000.0_15.88%,2310000000.0_171.45%_3469000000.0_20.03%,959000000.0_9.35%_3233000000.0_13.96%,1078000000.0,24.77%,3604999999.9999995,11.40%,1094000000.0,26.04%,3583000000.0,15.88%,2310000000.0,171.45%,3469000000.0,20.03%,959000000.0,9.35%,3233000000.0,13.96%
GNR,SPDR S&P Global Natural Resource,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI,Intrepid Potash,153.741807,1.052516,0.022115,-958000.0_83.86%_39483000.0_13.38%,1757000.0_112.85%_41185000.0_10.82%,-1390000.0_91.61%_24476000.0_-18.94%,-1908000.0_89.54%_23854000.0_-27.36%,-958000.0,83.86%,39483000.0,13.38%,1757000.0,112.85%,41185000.0,10.82%,-1390000.0,91.61%,24476000.0,-18.94%,-1908000.0,89.54%,23854000.0,-27.36%
