code,name,category,pe,2014-12-31,2015-12-31,2016-12-31,2017-12-31
FNGU,BMO REX MicroSectors FANG+ Index 3X Leveraged ETN,,,0.0,0.0,0.0,0.0
FNGZ,Bank of Montreal,,,0.0,0.0,0.0,0.0
FNI,中国ETF-First Trust,股权,,0.0,0.0,0.0,0.0
FNK,First Trust Mid Cap Value AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FNTEW,FinTech Acquisition Corp. II,,,0.0,0.0,0.0,0.0
FNX,First Trust Mid Cap Core AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FNY,First Trust Mid Cap Growth AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FOANC,Gabelli NextShares Trust Gabelli Food of All Nations NextShares,,,0.0,0.0,0.0,0.0
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",股权,,0.0,0.0,0.0,0.0
FOIL,iPath Pure Beta Aluminum ETN,环球,,0.0,0.0,0.0,0.0
FONE,First Trust NASDAQ CEA Smartphone Index Fund,环球,,0.0,0.0,0.0,0.0
FPA,First Trust Asia Pacific ex-Japan AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FPAC,Far Point Acquisition,,,0.0,0.0,0.0,0.0
FPE,First Trust Preferred Securities & Income ETF,,,0.0,0.0,0.0,0.0
FPEI,First Trust Institutional Preferred Securities & Income ETF,,,0.0,0.0,0.0,0.0
FPF,First Trust Intermediate Duration Preferred & Income Fund,环球,,0.0,0.0,0.0,0.0
FPL,First Trust New Opportunities MLP & Energy Fund,,2.70398008,0.0,0.0,0.0,0.0
FPX,First Trust US IPO Index Fund,股权,,0.0,0.0,0.0,0.0
FPXI,First Trust International IPO ETF,,,0.0,0.0,0.0,0.0
FQAL,Fidelity Quality Factor ETF,,,0.0,0.0,0.0,0.0
FREL,Fidelity MSCI Real Estate Index ETF,,,0.0,0.0,0.0,0.0
FRI,不动产投资信托指数ETF-First Trust S&P,股权,,0.0,0.0,0.0,0.0
FRLG,Large Cap Growth Index-Linked ETNS,,,0.0,0.0,0.0,0.0
FRN,Invesco Frontier Markets ETF,股权,,0.0,0.0,0.0,0.0
FSACW,Federal Street Acquisition Corp.,,,0.0,0.0,0.0,0.0
FSD,First Trust High Income Long\/Short Fund,股权,,0.0,0.0,0.0,0.0
FSTA,Fidelity MSCI Consumer Staples Index ETF,股权,,0.0,0.0,0.0,0.0
FSZ,First Trust Switzerland AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FTA,First Trust Large Cap Value AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FTAG,First Trust Indxx Global Agriculture ETF,,,0.0,0.0,0.0,0.0
FTC,First Trust Large Cap Growth AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FTCS,First Trust Capital Strength ETF,股权,,0.0,0.0,0.0,0.0
FTEC,Fidelity MSCI Information Technology Index ETF,,,0.0,0.0,0.0,0.0
FTGC,First Trust Global Tactical Commodity Strategy Fund,股权,,0.0,0.0,0.0,0.0
FTHI,First Trust High Income ETF,,,0.0,0.0,0.0,0.0
FTLB,First Trust Low Beta Income ETF,股权,,0.0,0.0,0.0,0.0
FTLS,First Trust Long\/Short Equity ETF,,,0.0,0.0,0.0,0.0
FTRI,First Trust Indxx Global Natural Resources Income ETF,,,0.0,0.0,0.0,0.0
FTSD,Franklin Liberty Short Duration U.S. Government ETF,股权,,0.0,0.0,0.0,0.0
FTSL,First Trust Senior Loan Fund,股权,,0.0,0.0,0.0,0.0
FTSM,First Trust Enhanced Short Maturity ETF,,,0.0,0.0,0.0,0.0
FTVA,Aptus Fortified Value ETF,,,0.0,0.0,0.0,0.0
FTW,First Trust India NIFTY 50 Equal Weight ETF,股权,,0.0,0.0,0.0,0.0
FTXD,First Trust Nasdaq Retail ETF,,,0.0,0.0,0.0,0.0
FTXG,First Trust Nasdaq Food & Beverage ETF,,,0.0,0.0,0.0,0.0
FTXH,First Trust Nasdaq Pharmaceuticals ETF,,,0.0,0.0,0.0,0.0
FTXL,First Trust Nasdaq Semiconductor ETF,,,0.0,0.0,0.0,0.0
FTXN,First Trust Nasdaq Oil & Gas ETF,,,0.0,0.0,0.0,0.0
FTXO,First Trust Nasdaq Bank ETF,,,0.0,0.0,0.0,0.0
FTXR,First Trust Nasdaq Transportation ETF,,,0.0,0.0,0.0,0.0
FTY,iShares FTSE NAREIT Real Estate 50 Index Fund,股权,,0.0,0.0,0.0,0.0
FUD,E-TRACS UBS Bloomberg CMCI Food Total Return ETN,环球,,0.0,0.0,0.0,0.0
FUE,ELEMENTS MLCX Biofuels Index-Total Retrun ETN,股权,,0.0,0.0,0.0,0.0
FULL,Full Circle Capital Corporation,投资公司\r,-6.2093024,0.0,0.0,0.0,0.0
FUT,ProShares Managed Futures Strategy ETF,,,0.0,0.0,0.0,0.0
FUTY,Fidelity MSCI Utilities Index ETF,股权,,0.0,0.0,0.0,0.0
FV,First Trust Dorsey Wright Focus 5 ETF,,,0.0,0.0,0.0,0.0
FVAL,Fidelity Value Factor ETF,,,0.0,0.0,0.0,0.0
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,,,0.0,0.0,0.0,0.0
FWDB,Madrona Global Bond ETF,环球,,0.0,0.0,0.0,0.0
FWDD,Madrona Domestic ETF,股权,,0.0,0.0,0.0,0.0
FWDI,Madrona International ETF,股权,,0.0,0.0,0.0,0.0
FXC,加元ETF-CurrencyShares,债务\r,,0.0,0.0,0.0,0.0
FXCH,Invesco CurrencyShares Chinese Renminbi Trust,股权,,0.0,0.0,0.0,0.0
FXCM,福汇,,-0.45826512,0.0,0.0,0.0,0.0
FXEP,PowerShares Developed EuroPacific Currency Hedged Low Vol,,,0.0,0.0,0.0,0.0
FXEU,PowerShares Europe Currency Hedged Low Volatility Portfolio,,,0.0,0.0,0.0,0.0
FXF,瑞士法郎ETF-CurrencyShares,股权,,0.0,0.0,0.0,0.0
FXJP,PowerShares Japan Currency Hedged Low Volatility Portfolio,,,0.0,0.0,0.0,0.0
FXL,First Trust Technology AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FXN,First Trust Energy AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FXO,First Trust Financials AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FXP,中国ETF-ProShares FTSE两倍做空,股权,,0.0,0.0,0.0,0.0
FXR,First Trust Industrials\/Producer Durables AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FXU,First Trust Utilities AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FXZ,First Trust Materials AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FYC,First Trust Small Cap Growth AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FYLD,CAMBRIA FGN SHAREH CAMBRIA FGN SHAREHOLDER YLD,,,0.0,0.0,0.0,0.0
FYT,First Trust Small Cap Value AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
FYX,First Trust Small Cap Core AlphaDEX Fund,股权,,0.0,0.0,0.0,0.0
GAA,Cambria Global Asset Allocation ETF,,,0.0,0.0,0.0,0.0
GAF,SPDR S&P Emerging Middle East & Africa ETF,股权,,0.0,0.0,0.0,0.0
GAINP,Gladstone Investment Corporation,,,0.0,0.0,0.0,0.0
GAL,SPDR SSgA Global Allocation ETF,环球,,0.0,0.0,0.0,0.0
GALTU,Galectin Therapeutics Inc. - Units,生物技术和制药,,0.0,0.0,0.0,0.0
GALTW,Galectin Therapeutics Inc. - Warrants,生物技术和制药,,0.0,0.0,0.0,0.0
GAMR,ETFMG Video Game Tech ETF,,,0.0,0.0,0.0,0.0
GARD,Reality Shares DIVCON Dividend Guard ETF,,,0.0,0.0,0.0,0.0
GASL,Direxion Daily Natural Gas Related Bull 3x Shares,环球,,0.0,0.0,0.0,0.0
GASX,Direxion Daily Natural Gas Related Bear 3x Shares,环球,,0.0,0.0,0.0,0.0
GAZ,iPath Bloomberg Natural Gas Subindex Total Return ETN,股权,,0.0,0.0,0.0,0.0
GAZB,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,,,0.0,0.0,0.0,0.0
GBAB,Guggenheim Taxable Municipal Managed Duration Trust,,,0.0,0.0,0.0,0.0
GBB,iPath GBP\/USD Exchange Rate ETN,资产配置,,0.0,0.0,0.0,0.0
GBF,iShares Government\/Credit Bond ETF,股权,,0.0,0.0,0.0,0.0
GBIL,Goldman Sachs TreasuryAccess 0-1 Year ETF,,,0.0,0.0,0.0,0.0
GCC,WisdomTree Continuous Commodity Index Fund,股权,,0.0,0.0,0.0,0.0
GCE,Claymore CEF Index-Linked GS ConnectSM ETN,环球,,0.0,0.0,0.0,0.0
GCOW,Pacer Global Cash Cows Dividend ETF,,,0.0,0.0,0.0,0.0
GDF,GDF基金,环球,-7.88135644,0.0,0.0,0.0,0.0
GDJJ,ProShares Ultra Junior Miners,,,0.0,0.0,0.0,0.0
GDJS,ProShares UltraShort Junior Miners ETF,,,0.0,0.0,0.0,0.0
GDL,The GDL Fund,环球,,0.0,0.0,0.0,0.0
GDO,"Western Asset Global Corporate Defined Opportunity Fund, Inc.",股权,,0.0,0.0,0.0,0.0
GDVD,Principal Active Global Dividend Income ETF,,,0.0,0.0,0.0,0.0
GDX,金矿指数ETF-Market Vectors 美交所,环球,-1.01438155,0.0,0.0,0.0,0.0
GDXJ,金矿指数ETF-Market Vectors,环球,,0.0,0.0,0.0,0.0
GDXS,ProShares Ultrashort Gold Miners,,,0.0,0.0,0.0,0.0
GDXX,ProShares Ultra Gold Miners,,,0.0,0.0,0.0,0.0
GEB,General Electric Capital Corp.,,,0.0,0.0,0.0,0.0
GEB.L,GEB.L,,,0.0,0.0,0.0,0.0
GECXU,"Great Elm Capital Group, Inc. Unit",,,0.0,0.0,0.0,0.0
GEH,General Electric Capital Corp.,,,0.0,0.0,0.0,0.0
GEH.L,GEH.L,,,0.0,0.0,0.0,0.0
GEK,General Electric Capital Corp.,,,0.0818,0.0,0.0,0.0
GEK.L,GEK.L,,,0.0,0.0,0.0,0.0
GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,,,0.0,0.0,0.0,0.0
GENY,Principal Millennials Index ETF,,,0.0,0.0,0.0,0.0
GEQ,Guggenheim Equal Weight Enhanced Equity Income Fund,股权,,0.0,0.0,0.0,0.0
GER,Goldman Sachs MLP & Energy Renaissance Fund,,0.02625415,0.0,0.0,0.0,0.0
GEUR,AdvisorShares Gartman Gold\/Euro ETF,,,0.0,0.0,0.0,0.0
GEX,VanEck Vectors Global Alternative Energy ETF,环球,,0.0,0.0,0.0,0.0
GGE,Guggenheim Enhanced Equity Strategy Fund,股权,18.51612815,0.0,0.0,0.0,0.0
GGM,Guggenheim Credit Allocation Fund,,,0.0,0.0,0.0,0.0
GGO,Gabelli Go Anywhere Trust,,,0.0,0.0,0.0,0.0
GGO.C,The Gabelli Go Anywhere Trust,,,0.0,0.0,0.0,0.0
GGOV,ProShares German Sovereign\/Sub-Sovereign ETF,债务\r,,0.0,0.0,0.0,0.0
GGZ,The Gabelli Global Small & Mid Cap Value Trust,,,0.0,0.0,0.0,0.0
GGZ.R,GGZ.R,,,0.0,0.0,0.0,0.0
GHE,Exchange Traded Concepts Trust,,,0.0,0.0,0.0,0.0
GHII,金马国际公司,控股公司-多元经营\r,6.12954517,0.0,0.0,0.0,0.0
GHS,REX Gold Hedged S&P 500 ETF,,,0.0,0.0,0.0,0.0
GHY,"Prudential Global Short Duration High Yield Fund, Inc.",环球,,0.0,0.0,0.0,0.0
GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,,,0.0,0.0,0.0,0.0
GHYG,iShares Global High Yield Corporate Bond ETF,股权,,0.0,0.0,0.0,0.0
GI,"ECPM HOLDINGS, LLC",,-2.76816599,0.0,0.0,0.0,0.0
GIG.R,GIG.R,,,0.0,0.0,0.0,0.0
GIGB,Goldman Sachs Access Investment Grade Corporate Bond ETF,,,0.0,0.0,0.0,0.0
GII,SPDR S&P Global Infrastructure ETF,环球,,0.0,0.0,0.0,0.0
GIVE,AdvisorShares Global Echo ETF,环球,,0.0,0.0,0.0,0.0
GJH,STRATS Trust for U.S. Cellular Corp. SEC Series 2004-6,,,0.0,0.0,0.0,0.0
GJO,"STRATS Trust for Wal Mart Stores, Inc. Series 2005-4",,,0.0,0.0,0.0,0.0
GJP,"STRATS Trust for Dominion Resources, Inc. Series 2005-6",,,0.0,0.0,0.0,0.0
GJR,STRATS Trust for Procter & Gamble 2006-1,,,0.0,0.0,0.0,0.0
GJS,STRATS Trust for Goldman Sachs Group Series 2006-2,,,0.0,0.0,0.0,0.0
GJT,STRATS Trust for Allstate Corp. Series 2006-3,,,0.0,0.0,0.0,0.0
GJV,STRATS Trust for News Corp. Series 2006-4,,,0.0,0.0,0.0,0.0
GK,G&K Services,纺织品\r,34.20701794,0.0,0.0,0.0,0.0
GLACU,Greenland Acquisition Corp.,,,0.0,0.0,0.0,0.0
GLBS,Globus Maritime Ltd.,休闲,-0.03346495,0.0507,-1.0609,-0.4733,-0.1473
GLDC,黄金食品加工,,42.842858,0.0,0.0,0.0,0.0
GLDI,Credit Suisse X-Links Gold Shares Covered Call ETN,环球,,0.0,0.0,0.0,0.0
GLDM,SPDR Gold MiniShares Trust,,,0.0,0.0,0.0,0.0
GLDW,SPDR Long Dollar Gold Trust,,,0.0,0.0,0.0,0.0
GLDX,Global X Gold Explorers ETF,环球,,0.0,0.0,0.0,0.0
GLL,黄金ETF-ProShares两倍做空,环球,,0.0,0.0,0.0,0.0
GLTR,ETFS Physical Precious Metals Basket Shares,,,0.0,0.0,0.0,0.0
GMAN,Gordmans商店,零售,-0.1020339,0.0,0.0,0.0,0.0
GMF,SPDR S&P Emerging Asia Pacific ETF,股权,,0.0,0.0,0.0,0.0
GMFL,Invesco Multi-Factor Large Cap ETF,,,0.0,0.0,0.0,0.0
GML,SPDR S&P Emerging Latin America ETF,股权,,0.0,0.0,0.0,0.0
GMM,SPDR S&P Emerging Markets ETF,股权,,0.0,0.0,0.0,0.0
GMMB,Columbia Intermediate Municipal Bond Strategy Fund,股权,,0.0,0.0,0.0,0.0
GMOM,Cambria Global Momentum ETF,,,0.0,0.0,0.0,0.0
GMTB,Columbia Core Bond Strategy Fund,股权,,0.0,0.0,0.0,0.0
GMZ,Goldman Sachs MLP Income Opportunities Fund,,,0.0,0.0,0.0,0.0
GNAF,Bank of Montreal,,,0.0,0.0,0.0,0.0
GNAT,WisdomTree Trust International Energy Sector Fund,股权,,0.0,0.0,0.0,0.0
GNMA,iShares GNMA Bond ETF,股权,,0.0,0.0,0.0,0.0
GNR,SPDR S&P Global Natural Resources ETF,环球,,0.0,0.0,0.0,0.0
GNRX,VanEck Vectors Generic Drugs ETF,,,0.0,0.0,0.0,0.0
GNT,"Gamco Natural Resources, Gold & Income Trust",股权,,0.0,0.0,0.0,0.0
GOAU,U.S. Global GO GOLD & Precious Metal Miners ETF,,,0.0,0.0,0.0,0.0
GOEX,Global X Gold Explorers ETF,,,0.0,0.0,0.0,0.0
GOF,Guggenheim Strategic Opportunities Fund,股权,6.83749964,0.0,0.0,0.0,0.0
GOODN,Gladstone Commercial Corporation,,-505.80001077,0.0,0.0,0.0,0.0
GOP,Republican Policies Fund,,,0.0,0.0,0.0,0.0
GOVT,Ishares Barclays U.S. Treasury Bond Fund,股权,,0.0,0.0,0.0,0.0
GPACW,Global Partner Acquisition Corp.,,,0.0,0.0,0.0,0.0
GPAQW,Gordon Pointe Acquisition Corp.,,,0.0,0.0,0.0,0.0
GPIAW,GP INVESTMENTS ACQUISITION CO,,,0.0,0.0,0.0,0.0
GQRE,FlexShares Global Quality Real Estate Index Fund,环球,,0.0,0.0,0.0,0.0
GRBIC,Gabelli RBI NextShares,,,0.0,0.0,0.0,0.0
GRES,IQ Global Resources ETF,环球,,0.0,0.0,0.0,0.0
GRI,Cohen & Steers Global Realty Majors ETF,环球,,0.0,0.0,0.0,0.0
GRID,First Trust Nasdaq Clean Edge Smart GRID Infrastructure Index,环球,,0.0,0.0,0.0,0.0
GRIN,Grindrod Shipping Holdings Ltd,,,0.0,0.0,0.0,0.0
GRMY,Xtrackers Germany Equity ETF,,,0.0,0.0,0.0,0.0
GRN,iPath Global Carbon ETN,股权,,0.0,0.0,0.0,0.0
GRSH,"Gores Holdings, Inc",,-28.69999843,0.0,0.0,0.0,0.0
GRSHW,"Gores Holdings, Inc",,,0.0,0.0,0.0,0.0
GRU,Elements MLCX Grains Index-Total Return ETN,股权,,0.0,0.0,0.0,0.0
GRWN,iPath Pure Beta Softs ETN,环球,,0.0,0.0,0.0,0.0
GRX,The Gabelli Healthcare & WellnessRx Trust,环球,,0.0,0.0,0.0,0.0
GSAH,GS Acquisition Holdings Corp,,,0.0,0.0,-18.204,-0.054
GSC,GS Connect S&P GSCI Enhanced Commodity TR Strategy ETN,股权,,0.0,0.0,0.0,0.0
GSD,WisdomTree Global SmallCap Dividend Fund,,,0.0,0.0,0.0,0.0
GSEU,Goldman Sachs ActiveBeta Europe Equity ETF,,,0.0,0.0,0.0,0.0
GSEW,Goldman Sachs Equal Weight U.S. Large Cap Equity ETF,,,0.0,0.0,0.0,0.0
GSHTW,"Gores Holdings II, Inc.",,,0.0,0.0,0.0,0.0
GSIE,Goldman Sachs ActiveBeta International Equity ETF,,,0.0,0.0,0.0,0.0
GSJ,Goldman Sachs Group Inc 6.5% PREF 01\/11\/61 USD,,2.43981036,0.0,0.0,0.0,0.0
GSJ.L,GSJ.L,,,0.0,0.0,0.0,0.0
GSJY,Goldman Sachs ActiveBeta Japan Equity ETF,,,0.0,0.0,0.0,0.0
GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,,,0.0,0.0,0.0,0.0
GSP,iPath S&P GSCI Total Return Index ETN,股权,,0.0,0.0,0.0,0.0
GSSC,Goldman Sachs Activebeta U.S. Small Cap Equity ETF,,,0.0,0.0,0.0,0.0
GSY,Invesco Ultra Short Duration ETF,股权,31.77847957,0.0,0.0,0.0,0.0
GTAA,Cambria Global Tactical ETF,环球,,0.0,0.0,0.0,0.0
GTIP,iShares Global Inflation-Linked Bond Fund,环球,,0.0,0.0,0.0,0.0
GTO,Invesco Total Return Bond ETF,,,0.0,0.0,0.0,0.0
GTWN,Georgetown Bancorp,储蓄及贷款\r,236.36363764,0.0,0.0,0.0,0.0
GTYHW,"GTY Technology Holdings, Inc.",,,0.0,0.0,0.0,0.0
GUDB,Sage ESG Intermediate Credit ETF,,,0.0,0.0,0.0,0.0
GULF,WisdomTree中东红利股指数ETF,股权,,0.0,0.0,0.0,0.0
GUR,SPDR S&P Emerging Europe ETF,资产配置,,0.0,0.0,0.0,0.0
GURI,Global X Guru International Index ETF,,,0.0,0.0,0.0,0.0
GURU,Global X Guru Index ETF,环球,,0.0,0.0,0.0,0.0
GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 3X Shares,,,0.0,0.0,0.0,0.0
GVAL,Cambria Global Value ETF,环球,,0.0,0.0,0.0,0.0
GVI,iShares Barclays Intermediate,股权,,0.0,0.0,0.0,0.0
GVIP,Goldman Sachs Hedge Industry VIP ETF,,,0.0,0.0,0.0,0.0
GWL,SPDR S&P World ex-US ETF,股权,,0.0,0.0,0.0,0.0
GWX,SPDR S&P International Small Cap ETF,股权,,0.0,0.0,0.0,0.0
GXC,中国ETF-SPDR S&P,股权,,0.0,0.0,0.0,0.0
GYB,CABCO Series 2004-101 Trust Goldman Sachs Capital I,,,0.0,0.0,0.0,0.0
GYC,CABCO Series 2004-102 Trust,,,0.0,0.0,0.0,0.0
GYEN,AdvisorShares Gartman Gold\/Yen ETF,,,0.0,0.0,0.0,0.0
GYLD,Arrow Dow Jones Global Yield ETF,环球,,0.0,0.0,0.0,0.0
HACK,ETFMG Prime Cyber Security ETF,,,0.0,0.0,0.0,0.0
HACV,iShares Currency Hedged MSCI ACWI Minimum Volatility ETF,,,0.0,0.0,0.0,0.0
HACW,iShares Currency Hedged MSCI ACWI ETF,,,0.0,0.0,0.0,0.0
HAHA,CSOP China CSI 300 A-H Dynamic ETF,,,0.0,0.0,0.0,0.0
HAKD,Direxion Daily Cyber Security Bear 2X Shares,,,0.0,0.0,0.0,0.0
HAKK,Direxion Daily Cyber Security Bull 2X Shares,,,0.0,0.0,0.0,0.0
HAO,中国小型股指数ETF-Guggenheim,股权,,0.0,0.0,0.0,0.0
HAP,VanEck Vectors Natural Resources ETF,环球,,0.0,0.0,0.0,0.0
HAR,哈曼国际,家具家饰,22.03557337,0.0,0.0,0.0,0.0
HAUD,iShares Currency Hedged MSCI Australia ETF,,,0.0,0.0,0.0,0.0
HAWX,iShares Currency Hedged MSCI ACWI ex U.S. ETF,,,0.0,0.0,0.0,0.0
HBANP,"Huntington Bancshares, Inc.",,1880.00003202,0.0,0.0,0.0,0.0
HBU,ProShares Ultra Homebuilders &amp; Supplies,,,0.0,0.0,0.0,0.0
HBZ,ProShare UltraShort Homebuilders &amp; Supplies,,,0.0,0.0,0.0,0.0
HCACU,HENNESSY CAP ACQUI,,,0.0,0.0,0.0,0.0
HCACW,Hennessy Capital Acquisition Corp. - Warrant,,,0.0,0.0,0.0,0.0
HCAPL,Harvest Capital Credit Corporation - 7.00% Notes due 2020,,,0.0,0.0,0.0,0.0
HCCH,HL Acquisitions Corp,,,0.0,0.0,0.0,0.0
HCCHR,HL Acquisitions Corp,,,0.0,0.0,0.0,0.0
HCCHW,HL Acquisitions Corp,,,0.0,0.0,0.0,0.0
HCJ,"HCI GROUP, INC.",,4.1419086,0.0,0.0,0.0,0.0
HCJ.L,HCJ.L,,,0.0,0.0,0.0,0.0
HCOR,Hartford Corporate Bond ETF,,,0.0,0.0,0.0,0.0
HCRF,iShares Edge MSCI Multifactor Healthcare ETF,,,0.0,0.0,0.0,0.0
HDAW,Xtrackers MSCI All World ex US High Dividend Yield Hedged,,,0.0,0.0,0.0,0.0
HDEE,Deutsche X-trackers MSCI Emerging Markets High Dividend Yield He,,,0.0,0.0,0.0,0.0
HDEF,Xtrackers MSCI EAFE High Dividend Yield Hedged Equity ETF,,,0.0,0.0,0.0,0.0
HDEZ,Deutsche X-trackers MSCI Eurozone High Dividend Yield Hedged Equ,,,0.0,0.0,0.0,0.0
HDG,ProShares Hedge Replication ETF,环球,,0.0,0.0,0.0,0.0
HDGE,AdvisorShares Ranger Equity Bear ETF,股权,,0.0,0.0,0.0,0.0
HDLS,WisdomTree International Hedged SmallCap Dividend Fund,,,0.0,0.0,0.0,0.0
HDLV,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Vol ETN,,,0.0,0.0,0.0,0.0
HDMV,First Trust Horizon Managed Volatility Developed Intl ETF,,,0.0,0.0,0.0,0.0
HDRA,Hydra Industries Acquisition Corp. ,,-9.71264341,0.0,0.0,0.0,0.0
HDRAR,Hydra Industries Acquisition Corp. - Rights,,,0.0,0.0,0.0,0.0
HDRAW,Hydra Industries Acquisition Corp. - Warrants,,,0.0,0.0,0.0,0.0
HDRW,WisdomTree Global ex-U.S. Hedged Real Estate Fund,,,0.0,0.0,0.0,0.0
HDV,iShares Core High Dividend ETF,股权,,0.0,0.0,0.0,0.0
HDWM,WisdomTree Trust WisdomTree International Hedged Equity Fund,,,0.0,0.0,0.0,0.0
HDWX,SPDR S&amp;P International Dividend Currency Hedged ETF,,,0.0,0.0,0.0,0.0
HECO,EcoLogical Strategy ETF,股权,,0.0,0.0,0.0,0.0
HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,,,0.0,0.0,0.0,0.0
HEFA,iShares Currency Hedged MSCI EAFE ETF,股权,,0.0,0.0,0.0,0.0
HEFV,iShares Currency Hedged MSCI EAFE Minimum Volatility ETF,,,0.0,0.0,0.0,0.0
HEMV,iShares Currency Hedged MSCI EM Minimum Volatility ETF,,,0.0,0.0,0.0,0.0
HEOP,欧克斯赛银行,银行,27.24489821,0.0,0.0,0.0,0.0
HEQ,John Hancock Hedged Equity & Income Fund,股权,,0.0,0.0,0.0,0.0
HEUS,iShares Currency Hedged MSCI Europe Small-Cap ETF,,,0.0,0.0,0.0,0.0
HEUV,iShares Currency Hedged MSCI Europe Minimum Volatility ETF,,,0.0,0.0,0.0,0.0
HEVY,iPath Pure Beta Industrial Metals ETN,环球,,0.0,0.0,0.0,0.0
HEWC,iShares Currency Hedged MSCI Canada ETF,,,0.0,0.0,0.0,0.0
HEWG,iShares Currency Hedged MSCI Germany ETF,,,0.0,0.0,0.0,0.0
HEWI,iShares Currency Hedged MSCI Italy ETF,,,0.0,0.0,0.0,0.0
HEWJ,iShares Currency Hedged MSCI Japan ETF,股权,,0.0,0.0,0.0,0.0
HEWL,iShares Currency Hedged MSCI Switzerland ETF,,,0.0,0.0,0.0,0.0
HEWP,iShares Currency Hedged MSCI Spain ETF,,,0.0,0.0,0.0,0.0
HEWU,iShares Currency Hedged MSCI United Kingdom ETF,,,0.0,0.0,0.0,0.0
HEWW,iShares Currency Hedged MSCI Mexico ETF,,,0.0,0.0,0.0,0.0
HEWY,iShares Currency Hedged MSCI South Korea ETF,,,0.0,0.0,0.0,0.0
HEZU,iShares Currency Hedged MSCI Eurozone ETF,,,0.0,0.0,0.0,0.0
HFEZ,SPDR EURO STOXX 50 Currency Hedged ETF,,,0.0,0.0,0.0,0.0
HFGIC,Hartford Global Impact NextShares Fund,,,0.0,0.0,0.0,0.0
HFRO,Highland Floating Rate Opportunities Fund,,,0.0,0.0,0.0,0.0
HFXE,IQ 50 PERCENT HEDGED FTSE EUROPE ETF,,,0.0,0.0,0.0,0.0
HFXI,IQ 50 Percent Hedged FTSE International ETF,,,0.0,0.0,0.0,0.0
HFXJ,IQ 50 Percent Hedged FTSE Japan ETF,,,0.0,0.0,0.0,0.0
HGEU,ProShares Hedged FTSE Europe ETF,,,0.0,0.0,0.0,0.0
HGG,hhgregg电子零售,,-0.06865672,0.0,0.0,0.0,0.0
HGI,Invesco Zacks International Multi-Asset Income ETF,环球,,0.0,0.0,0.0,0.0
HGJP,ProShares Hedged FTSE Japan ETF,,,0.0,0.0,0.0,0.0
HGSD,WisdomTree Global Hedged SmallCap Dividend Fund,,,0.0,0.0,0.0,0.0
HH,Hooper Holmes Inc,卫生保健设施,-0.62608699,0.0,0.0,0.0,0.0
HHY,HHY基金,股权,-7.111111,0.0,0.0,0.0,0.0
HHYX,iShares Currency Hedged Global ex USD High Yield Bond ETF,,,0.0,0.0,0.0,0.0
HIE,Miller\/Howard High Income Equity Fund,,,0.0,0.0,0.0,0.0
HILO,Columbia EM Quality Dividend ETF,股权,,0.0,0.0,0.0,0.0
HIPS,GraniteShares HIPS US High Income ETF,,,0.0,0.0,0.0,0.0
HJLIW,"Hancock Jaffe Laboratories, Inc.",,,0.0,0.0,0.0,0.0
HJPX,iShares Currency Hedged JPX-Nikkei 400 ETF,,,0.0,0.0,0.0,0.0
HJV,MS Structured SATURNS Series 2007-1,,,0.0,0.0,0.0,0.0
HMOP,Hartford Municipal Opportunities ETF,,,0.0,0.0,0.0,0.0
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,,,0.0,0.0,0.0,0.0
HNR,哈维斯特天然资源,油气,1.23507457,0.0,0.0,0.0,0.0
HOLD,AdvisorShares Sage Core Reserves ETF,,,0.0,0.0,0.0,0.0
HOML,ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders,,,0.0,0.0,0.0,0.0
HOMX,"ETRACS ISE Exclusively Homebuilders ETN due March 13, 2045",,,0.0,0.0,0.0,0.0
HONR,InsightShares Patriotic Employers ETF,,,0.0,0.0,0.0,0.0
HOT,美国喜达屋,住宿,157.24490113,0.0,0.0,0.0,0.0
HOTRW,"Chanticleer Holdings, Inc. - Warrants",,,0.0,0.0,0.0,0.0
