code,name,pe,pb,eps,description
CVE,Cenovus能源,0.0,0.797563,-0.5,Cenovus Energy is a Canadian oil company.
OBE,畔西能源信托,0.0,0.31821900000000003,-0.851,Obsidian Energy Ltd.是加拿大最大的非常规石油和天然气生产商。西宾夕法尼亚石油有限责任公司经营众多业务，但是在轻油领域占据主导地位。公司总部位于卡尔加里和亚伯达省，其经营范围遍布加拿大西部。西宾夕法尼亚石油有限责任公司是一家关注于利润增长的开发和生产公司，公司的目标是增加产量、现金流以及加强其资产负债表地位。在增加其石油产量占总产量比重的同时，公司致力于将其资本项目效率和生产基地可靠性最大化。
ERUS,iShares MSCI Russia Capped ETF,0.0,0.0,0.0,0
USD,ProShares Ultra Semiconductors,0.0,0.0,0.0,0
JCP,彭尼百货,0.0,0.473753,-0.13778900000000002,<p>美国彭尼公司（J.C. Penney Company Inc.），也被译为杰西潘尼公司。彭尼公司是美国最大的商店和药品商店零售商，在美国50个州和波多黎各、墨西哥、智利经营1230多家商店。公司销售男女和儿童服装，为中等收入和中高等收入家庭提供家具；同时，彭尼公司还经营人寿保险业、重大事故、健康和信用卡保险，该公司经营的药店是本国最大的药品连锁店，拥有2600家药店，主要集中在美国和南北美其他地区，销售制药和相关产品。公司雇员人数达到30678人。</p>
NAV,纳威司达,24.123720000000002,-0.922359,1.7542900000000001,纳威司达公司（Navistar）是北美商用车及发动机生产巨头，是全球著名的卡车和轿车制造商，公司成立于1902年美国伊利诺斯州。纳威司达公司的历史可追溯到1831年，其前身为McCormick和International Harvester公司。 纳威司达是北美最大的中型柴油发动机和6-8级商用卡车和客车制造商。 纳威司达凭借其防卫系统团队，已成为行业领先的防地雷反伏击车制造商，该类型车辆被美国国防部采购用于保护美军士兵。 该公司生产 International 品牌的商用卡车、MaxxForce 品牌的柴油发动机、IC 品牌的学校和商用客车以及用于旅游汽车和箱型车的 Workhorse 品牌底盘，同时还是自创品牌设计公司和敞篷小型载货卡车、货车、SUV 市场的制造商。 纳威司达还是卡车和柴油发动机的零件供应商。 旗下拥有一家全资子公司，提供融资服务。
SEND,"SendGrid, Inc.",0.0,8.267472,-0.375319,"SendGrid, Inc.成立于2009年7月的特拉华州，是一家领先的数字通信平台，使企业能够通过电子邮件可靠，有效和规模地与客户接触。 他们基于云的平台采用允许无摩擦和为企业立即创造价值，为开发商和营销人员提供使用电子邮件无缝和有效地接触客户的工具。 自成立以来，他们已经处理了超过一万亿的电子邮件。"
KOP,科佩斯控股,31.189488,8.199091000000001,1.1221729999999999,"Koppers Holdings is a holding company. Through its subsidiaries, Co. is a global provider of carbon compounds and commercial wood treatment products. Co. operates two principal businesses, Carbon Materials & Chemicasl and Railroad & Utility products."
CRS,卡朋特科技,14.746210000000001,1.85618,3.9576269999999996,"Carpenter Technology is engaged in the manufacturing, fabrication, and distribution of specialty metals and engineered products. Co. primarily processes basic raw materials such as chromium, nickel, titanium, iron scrap and other metal alloying elements."
WIT,Wipro Ltd ADS,19.84605,0.050546,0.261513,<p>Wipro（维布络）是一家全球性的IT服务公司，为客户提供覆盖IT服务，外包研发中心，基础设施外包，业务流程服务和商业咨询在内的多项IT业务。 维布络成立于1947年，但最初是作为植物油精炼公司成立的；之后转向IT服务。经过三十多年在信息技术领域的精耕细作与积累，维布络已成为印度外包巨头。</p>
VNTR,Venator Materials PLC,3.2181580000000003,0.9548,3.69466,Venator材料公司根据特拉华州的法律成立于2016年10月19日。在从Huntsman分拆后，SpinCo将成为全球领先的化工产品制造商和营销商，提高下游消费者的生活质量，促进可持续发展的未来。他们的产品包括广泛的创新化学品和配方，为服装和建筑带来色彩和活力，保护和延长产品寿命，提高服装的舒适性和耐用性，降低能耗。该公司是全球领先的许多主要产品线生产商，包括TiO2，彩色颜料，功能添加剂，纺织化学品，染料和数字墨水。他们在各种终端市场经营，包括工业和建筑涂料，塑料，纸张，印刷油墨，药品，食品，化妆品，纤维和薄膜，建筑材料，功能和技术纤维，服装，家庭和机构家具，运输。他们是全球领先的彩色颜料和功能添加剂产品制造商，是北美领先的木材处理产品生产商。
SID,巴西国家黑色冶金,4.144997,0.44446599999999997,0.537998,"Companhia Siderurgica Nacional manufactures, sales and exports steel and steel products, and in the exploration of manganese, iron ore, dolomite and limestone. Co. is also engaged in railroad transportation and electric power generation and distribution."
NOK,诺基亚,0.0,1.865416,-0.235107,<p>诺基亚公司是全球领先的手机制造商，其生产的一系列手机配备了许多服务和软件，使用户能够体验音乐、导航、视频、电视、影像、游戏、商务等诸多功能。此外，诺基亚还通过诺基亚西门子通信技术有限公司为通信网络提供设备、服务和解决方案。截止2007年12月31日，该公司已在全世界设立了移动终端和网络基础设施的生产企业。产品销往全球150多个国家，拥有全球性的销售、客户服务和其它运作部门网络。2004年1月1日至2007年3月31日，诺基亚拥有4个下属商业集团：移动电话、多媒体、企业解决方案和诺基亚西门子通信技术公司，由两个平行部门―消费者与市场运作和技术平台提供支持和服务，除此之外，还有多个企业职能部门。2007年4月1日，诺基亚网络运营部和西门子与运营商相关的部门合并，组建了诺基亚西门子通信技术公司。诺基亚的主要竞争对手包括阿尔卡特、思科、华为、摩托罗拉、NEC、中兴通讯、IBM、LG、三星、索尼爱立信、苹果、谷歌、索尼等知名企业。</p>
QTWO,Q2 Holdings Inc,0.0,17.251479999999997,-0.616949,"Q2 Holdings, Inc.是安全云虚拟银行业务的主要提供者。公司使地方性金融组织（RCFI ）能够提供一系列强有力的集成虚拟银行服务，同时使这些组织更有效地与零售商和商业往来账户持有人进行业务往来，另外这些顾客希望能随时随地利用任何装置进行银行业务交易。公司通过软件服务模型向其广大客户提供解决方案，在此模型下地方性金融组织用户向公司解决方案支付使用费。公司提供安全的云软件解决方案，此举目的是使地方性金融组织提高开户人数量，并通过利用虚拟银行的力量提升他们的利润以及市场份额。公司于2005年3月在特拉华州注册成立，其原名为CBG控股股份有限公司。"
GCE,Claymore CEF Index Linked GS Con,0.0,0.0,0.0,0
WAIR,Wesco Aircraft Holdings,0.0,1.917429,-0.136418,"韦斯科航空控股公司于1953年成立。公司基于每年销售的基础上是在全球航空航天业和完善的供应链管理服务方面世界上最大的分销商和供应商之一。公司的服务范围从传统分销到供应商关系的管理、质量保证、配套工具、无库存制度（或JIT）、交付和使用点的库存管理。公司供应超过575,000家不同的库存单位（或SKUs），包括硬件、轴承、工具以及最近的电子元件和机械零件。 该公司已经成长为服务于超过8200的客户，主要在商业，军事和通用航空领域，包括领先的原始设备制造商（OEM）及其分包商，通过这些，公司支持几乎所有西方主要飞机项目。公司还服务于行业客户，包括在汽车，能源，医药和电子等行业的客户。"
SFUN,搜房网,0.0,1.8024799999999999,-0.024884,<p>搜房网是全球排名领先的房地产家居网络平台，在购房者中具有影响力和号召力，拥有7500名员工，网络业务覆盖314个城市，在中国106个城市拥有分公司和办公室。搜房网致力于全心全意为房地产和家居行业服务，业务覆盖：新房、二手房、租房、别墅、商业地产、家居、装修装饰等。2010年9月搜房网（股票代码SFUN)在美国纽约证券交易所成功上市。</p>
TSU,堤姆通信服务,16.692447,1.93272,0.8824350000000001,"TIM Participacoes is holding company engaged in the Brazilian telecommunications market. Through its subsidiary, Co. is a supplier of cellular communication services."
SE,Sea Ltd,0.0,21.603989000000002,-3.167076,Sea Ltd是东南亚领先的互联网公司，基于收入公司在该地区的网络游戏市场份额是第一位。公司同时作为该地区数字电子钱包支付市场的领导者。SEA LTD开发了一个综合平台，包括数字娱乐(专注于在线游戏)、电子商务和数字金融服务(专注于电子钱包服务)，每一个都本地化以满足GSEA的独特特征。GSEA定义为印尼、台湾、越南、泰国、菲律宾、马来西亚和新加坡的联合区域。
AYX,Alteryx Inc.,0.0,18.554192999999998,-0.203324,"Alteryx, Inc.最初于1997年3月在加利福尼亚州作为SRC, LLC注册成立，于1997年11月开始主要业务，于2010年3月更名为Alteryx, LLC，并于2011年3月改名为Alteryx, Inc.。该公司是自助数据分析软件的提供商。他们的软件平台使组织能够提高业务成果和业务分析师的生产力。他们的基于订阅的平台允许组织准备，混合和分析来自众多来源的数据，并受益于数据驱动的决策。它们的平台提供的易用性，速度和复杂性通过直观和高度可重复的可视化工作流程得到增强。"
GDX,黄金矿业ETF(Market Vectors),0.0,0.0,-3.21272,"该ETF跟踪纽交所金矿指数（NYSE Arca Gold Miners Index），其追踪的标的为在美上市的全球黄金矿业公司的市值加权指数，包括Goldcorp，纽曼矿业，巴里克黄金公司等。一倍做多。
风险提示：标的成分和权重，有可能随着时间的迁移而发生变化。"
TWI,Titan International Inc,0.0,1.4921879999999998,-0.51477,"Titan International and its subsidiaries manufactures wheels, tires and assemblies for off-highway vehicles used in the agricultural, earthmoving or construction and consumer markets."
CXO,康休,18.282708,2.7786020000000002,7.547569,"Concho Resources Inc is an independent oil and natural gas company engaged in the acquisition, development, exploitation and exploration of oil and natural gas properties"
MPC,马拉松石油,10.296475,2.5272900000000003,8.14065,<p>马拉松石油天然气集团公司（MPC）是一家在美国从事石油产品精炼厂，运输和市场营销的公司。本公司业务分为三个部分：炼油与销售，高速公路和管道运输。马拉松石油公司的炼油，营销及运输业务主要集中在中西部地区，美国墨西哥湾沿岸及东南亚地区。 MPC有两个零售品牌：赛道和马拉松。本公司在墨西哥湾沿岸和美国的中西部地区拥有并经营6家炼油厂，总的原油加工能力约120万桶，截至2011年12月31日。 2011年6月30日MPC从马拉松石油公司（Marathon石油公司）分离出来，成为一个独立的公司。</p>
GHM,Graham Corp,0.0,2.6320799999999998,-0.866828,"Graham designs, manufactures and sells custom-built vacuum and heat transfer equipment, including steam jet ejector vacuum systems, surface condensers, vacuum pumps and compressors, various types of heat exchangers and plate and frame exchangers."
RSX,俄罗斯ETF-Market Vectors,0.0,0.0,0.0,"RSX旨在追踪Market Vectors Russia TR指数，标的成分主要在俄罗斯的证券交易所上市交易，以天然气、石油、金融、电信和大宗商品类公司为主。
风险提示：标的成分和权重，有可能随着时间的迁移而发生变化。"
KB,韩国国民银行,5.703958,0.600975,8.076848,Kookmin Bank engages in commercial banking activities with initial focus on providing household consumers and small & medium-sized enterprises with financial and lending services. Co.'s main activities include accepting deposits and issuing credit...
AHL,阿斯彭保险控股有限公司,0.0,0.9908819999999999,-7.691012,<p>阿斯彭保险控股有限公司（阿斯控股）是一家控股公司。本公司通过其附属公司在三个司法管辖区开展保险和再保险业务。它在全球范围内开展财产和意外伤害保险和再保险业务。其保险包括财产，人员伤亡，船舶，能源和运输保险和金融及专业险种。财产再保险（浩劫与其他）由意外再保险和专业再保险板块组成。 2013年4月，本公司宣布成立一个新的部门，阿斯资本市场再保险分部。该公司成立于2002年，总部设在百慕大汉密尔顿。</p>
ASHR,德银沪深300指数ETF,0.0,0.0,0.0,本基金所追踪之指数为沪深300指数，在扣除各种费用和支出之前追求达到和指数一样的投资表现，包括价差与利息收益。
SVM,希尔威,0.0,1.546857,-0.61,"希尔威金属矿业有限公司是一家加拿大矿业公司，总部设在温哥华，是加拿大多伦多证交所和美国纽约证交所上市公司。主要在中国从事矿山项目的收购、勘探、开发和生产。公司投资的重点是具有发展潜力的银、金和铅锌等有色金属矿床。经过过去几年的快速发展，已成长为中国最主要的白银和铅锌矿生产商之一。公司通过大量风险找矿资金的投入, 探明有经济价值的矿产资源, 进而进行卓有成效的项目开发，取得了良好的经营业绩。公司在河南、广东、安徽、四川和青海有多个银、铅、锌和铜的矿山及勘探项目。公司正致力于成为环保、安全、和谐、盈利的白银和铅锌矿业公司。公司愿意并期待着与中国矿业界的同行们进行交流与合作，以寻求互惠互利的共同发展机会。"
RGR,斯特姆-鲁格,21.707708,4.304469999999999,2.833095,斯特姆-鲁格是美国最大的枪械制造商之一。
ATHM,汽车之家,25.463291,6.860269000000001,3.118607,<p>汽车之家是一家汽车综合资讯网站。汽车之家的网站内容既有编辑原创，也有用户自制的评论、文章、图片和视频等内容。它通过提供汽车资讯聚集用户，向汽车行业厂商提供广告、营销和订购等服务。</p>
WTI,W&T Offshore Inc,10.863688,-1.801782,0.604767,"W&T Offshore, Inc., together with its subsidiaries, engages in the acquisition, exploitation, exploration, production, and development of oil and natural gas properties in the Gulf of Mexico. It has interests in approximately 77 producing fields in federal and state waters; leases covering approximately 0.6 million net acres in the outer continental shelf off the coasts of Louisiana, Texas, Mississippi, and Alabama; and interests in approximately 288 structures. As of December 31, 2009, the company had proved reserves of 371.0 billion cubic feet of gas equivalent. W&T Offshore, Inc. was founded in 1983 and is based in Houston, Texas."
LND,Brasilagro Brazilian Agric Real,6.133636,0.27771,0.570624,BrasilAgro – Brazilian Agricultural Real Estate公司2005年9月23日注册于巴西。公司专注于农业资产的收购开发与利用，公司相信这些业务可以产生巨大的资金流和升值潜力。公司旨在将收购资产转化为基础设施和技术方面的投资而栽培出高附加值作物，通过经常性出售其开发的资产以实现资本收益。
XPP,二倍做多富时中国50ETF(ProShares),0.0,0.0,0.0,"XPP旨在正向追踪FTSE China 50 指数，自带两倍杠杆。标的成分全部在香港证券交易所上市交易，包含香港交易所总市值最高的50支中国股票。
风险提示：标的成分和权重，有可能随着时间的迁移而发生变化。"
AP,安博科-匹兹堡,0.0,0.631051,-0.600061,Ampco-Pittsburgh operates through two business segments: Forged and Cast Rolls segment and  Air and Liquid Processing segment that manufacture and sell primarily custom-engineered equipment.
DS,Drive Shack Inc,0.0,2.908265,-0.764936,Drive Shack Inc.是一家房地产投资和融资的公司。公司投资，并积极管理房地产证券，贷款，多余的抵押服务权（Excess MSRs），与房地产相关的资产，如高级生活设施，及其他资产的投资组合。公司的目标是最大化其投资收益率和资助这些投资的成本之间的差额。公司经常寻求对冲利率风险。该公司强调投资组合管理，资产质量，流动性，多样化，匹配资金的融资和信贷风险管理。公司通过以下部门开展业务：（一）资金投资与无追索权债务抵押债券（non-recourse CDOs），（二）于取消综合入账纽卡斯尔债务抵押的非举债投资（unlevered CDOs），（三）非举债超额按揭服务，（四）高级生物资产的投资融资与无追索权债务（nonrecourse senior living），（五）出资与其他无追索权债务（non-recourse other），（六）投资及融资与债务追索债务回购（recourse），（七）其他非举债投资（unlevered other），（八）公司。
IGV,iShares North American Tech-Software ETF,5.389462,1.5237530000000001,37.083481,iShares Trust - Goldman Sachs Software Index Fund is an open-end management investment company. The investment objective of each Fund is to seek investment results that correspond to the price and yield performance of its underlying index.
HCI,Homeowners Choice Inc,0.0,2.0491650000000003,-0.86429,"HCI Group, Inc.成立于2006年11月30日，公司是一个佛罗里达控股公司，在佛罗里达州通过其子公司主要为房主、业主、租户提供财产和意外保险。公司以竞争力的利率提供保险产品, 而使用选择性承保要求获得利润。该公司于2007年开始运营参与“take-out program”, 这是一个立法强制项目，旨在鼓励私营企业承担公民保单。 起初，该公司的增长主要是来源于一系列公民保单的承保和一项与HomeWise保险公司的承受交易。这种增长轨道有利于公司减少保单获取成本和再保险费用。"
INST,"Instructure, Inc.",0.0,10.465601,-1.667909,"Instructure, Inc.2008年9月在特拉华州成立。该公司为学术机构和公司提供一个创新的，基于云计算的学习管理平台。该公司建立学习管理应用程序，为教育市场和企业市场建立桥梁，使客户能够轻松开发，提供和管理面对面和在线学习的体验。"
EOCC,Empresa Nacional de Electricidad S.A.,9.536906,0.08697200000000001,2.13801,Empresa Nacional De Electricidad S.A.是在1943年12月1号根据治理共和国法律注册成立的股份制有限公司。这家公司的商业简称有”恩德萨公司”和“恩德萨智利”。智利政府拥有恩德萨智利自从其诞生到该公司通过在1987年到1989年期间一系列的私有化进程。 恩德萨是一家在智利、阿根廷、哥伦比亚和秘鲁公开上市的责任制股份有限公司，同时拥有巴西公司的股权。这家公司的核心业务是发电。在2011年的收入中，非法电业务的利润低于1%，这并不能说明该业务的破裂。
VLRS,Controladora Vuela Compania de Aviacion SAB de CV,92.898889,1.589836,0.08041,Volaris Aviation Holding Company是总部设在墨西哥的一个超大型油轮并利用其超大型油轮的业务模式和高效运作提供低基数票价和刺激需求。同时致力于为客户提供高品质的客户服务。公司的乘客群主要是这些目视飞行、有成本意识的商务人士和在墨西哥的休闲旅客以及在美国选择目的地的人。公司的非捆绑式定价策略使得它能够提供低票价，使乘客能够用额外的费用选择和支付一系列可选的产品和服务。Volaris航空集团公司于2005年10月27日成立。
GKOS,Glaukos Corp,0.0,10.403258000000001,-0.164873,Glaukos Corporation，于1998年7月14日在美国特拉华州注册成立，是一个治疗青光眼的开发商，制造商和医疗设备商。该公司是一家眼科医疗技术公司，专注于设计、开发、改造和商业化治疗青光眼的突破性产品和程序，青光眼也是世界上引起失明的主要原因之一。该公司已率先微创青光眼手术，或MIGS，彻底改变了传统青光眼的治疗和管理模式。
BDD,PowerShares DB Base Metals Doubl,0.0,0.0,0.0,0
RING,iShares MSCI Global Gold Miners ETF,0.0,0.0,0.0,0
CLDR,Cloudera Inc.,6.858603,6.951538,2.048522,"Cloudera, Inc.于2008年6月27日在特拉华州注册成立，总部设在加利福尼亚州的帕洛阿尔托。该公司为他们的数据管理，机器学习和高级分析平台提供销售订阅和服务。该平台为数据管理，机器学习和高级分析提供了一整套功能集成，为客户提供了一种敏捷，可扩展和具有成本效益的解决方案，用于转变业务。"
DE,迪尔股份有限公司,22.345741,4.532838,6.478192,"<p>迪尔公司（纽约证券交易所代码：DE）是一家提供先进产品和优质服务的全球领先企业。我们的客户与土地息息相关――为了应对全球日益增长的衣食住行需求，他们在土地上耕耘、收获、拓垦、建屋，而我们则致力于为他们的成功提供支持。自1837年建立以来，约翰迪尔一直坚守诚信，交付品质出众的创新产品。1837年，铁匠约翰迪尔（John Deere）制造出世界上第一架耕地时不会粘连泥土的钢犁。这个创新产品取得了巨大商业成功，于是约翰迪尔由此起家创立了以自己命名的公司。</p><p>经历175年的发展，约翰迪尔公司已成为美国历史最悠久的工业公司之一，也是世界上最受尊敬的公司之一。</p><p>到目前为止，公司是全球农业、林业、工程、草坪和场地养护、景观工程、灌溉设备领域的领先供应商，全球非道路用柴油发动机的领先制造商以及美国最大的设备融资公司之一。</p><p>2011年全球数据：全球净销售收入：320亿美金全球员工人数：55,000余人全球业务遍及：160多个国家及地区全球业务划分：增长性业务――农业机械及工程机械辅助性业务――草坪设备及林业设备支持性业务――金融服务、动力系统、智能解决方案、零件服务</p>"
USOU,United States 3x Oil Fund,0.0,0.0,0.0,0
CAI,CAI International Inc.,5.5263349999999996,0.783011,4.6196980000000005,"CAI International, Inc.最初于1989年8月3日在内华达州注册成立，当时的名称是Container Applications International, Inc.。该公司是世界领先的集装箱租赁及管理公司之一。该公司通过两个分部经营业务：集装箱租赁和集装箱管理。公司购买新集装箱，并将他们主要租给集装箱航运公司，货运代理企业和其他运输公司，或者保留新买来的集装箱作为自有船队的一部分，或是出售给集装箱投资者，对他们来说，这提供了管理服务。在经营船队方面，该公司出租或再出租船队，并且安排集装箱和维修合同,处理集装箱回空和存储。"
SCCO,Southern Copper Corp,34.480777,5.256139,1.286804,"Southern Copper is an integrated producer of copper, molybdenum, zinc and silver. All of Co.'s mining, smelting and refining facilities are located in Peru and in Mexico and it conducts exploration activities in those countries and Chile."
PEK,中国ETF-Market Vectors,0.0,0.0,0.0,0
EUXL,Direxion Daily EURO STOXX 50 (R) Bull 3X Shares Direxion Daily EURO STOXX 5,0.0,0.0,0.0,0
KBA,KraneShares Bosera MSCI China A ETF,0.0,0.0,0.0,0
THS,树屋食品,0.0,1.365527,-5.867786,Treehouse Foods engages as a food manufacturer servicing primarily the retail grocery and foodservice channels.
AU,AngloGold Ashanti Ltd ADS,169.605477,1.228361,0.046107,<p>AngloGold Ashanti 是非洲最大的黄金生产商。</p>
SEAS,SeaWorld Entertainment Inc.,0.0,9.001952000000001,-0.057911000000000004,"SeaWorld Entertainment, Inc.于2009年10月2日在美国特拉华州注册成立，并于2012年12月13日从“海洋控股公司”更名为海洋世界娱乐公司。公司是一家著名的主题公园和娱乐公司，提供个性化的，互动性的和教育意义的经验，来把想象力与自然融合，使客户来庆祝，关注和爱护自然。该公司拥有全球知名品牌，包括如标志性品牌如海洋世界，莎木和布希花园。公司有50多年的历史，它已建成11个首选目的地和区域性主题公园，都集中在美国各地的主要市场，其中有许多展示一类一种的约67,000种海洋和陆地动物的收藏品。该公司的主题公园游乐设施，表演和其他景点吸引了很多人，中为游客提供非凡的体验和强大的价值。除了该公司的主题公园，它最近已开始将其品牌运用到媒体，娱乐和消费产品上。"
JBT,约翰宾技术,45.156624,8.736464,2.513474,John Bean Technologies Corporation是一家为全球食品加工和航空运输等行业提供技术解决方案的公司。公司通过其JBT 食品技术部和JBT航空技术部设计、制造、测试和提供精密系统的技术服务。 JBT 食品技术部向许多国家和地区的工业食品加工企业提供解决方案和服务，提供的产品包括： 冷冻和冷藏肉类、海鲜、家禽、随时可以吃的饭菜、水果、蔬菜、乳制品和面包产品的冷冻方案; 对禽、肉、海鲜、蔬菜类食品进行加膜、油炸、煮等蛋白质处理方案; 各种包装的水果、蔬菜、汤、调味汁、奶制品和宠物食品以及现成吃的饭菜的处理解决方案 柑橘、番茄和其他水果和果汁的榨取、汇总和无菌处理方案。 JBT航空技术部向其国内和国际机场管理机构、航空客运、航空货运及地面代理公司、军队等行业销售方案和服务。产品和服务包括： 货物装载的地面支持设备、飞机除冰和飞机牵引; 旅客登机门设备、地面上的飞机电源和冷却; 维修机场设备、系统和设施的机场服务; 货物装载、飞机牵引、飞机供电和地面飞机制冷等军事装备; 汽车、印刷、食品饮料、制造业、仓库和医疗行业材料处理的自动导引车辆。
UPL,Ultra Petroleum Corp,0.0,-0.21918,-0.41808199999999995,"Ultra Petroleum is an independent oil and gas company engaged in the acquisition, exploration, development, and production of oil and gas properties."
SSTK,Shutterstock Inc,46.745717,5.159153,1.132938,"Shutterstock是一家商业图片交易商，成立于2003年，总部位于美国纽约。Shutterstock在全球100多个国家展开业务，提供10种语言服务。作为一个双边市场，Shutterstock的使命是将具有创造力的专业人士与最佳照片结合起来。Shutterstock公司拥有一个在线图书馆，里面存储着海量的照片和各种专业图片，订阅其服务的用户可以得到授权下载想要的图片。通过贡献者收集图片，当这些图片被付费用户下载之后，Shutterstock与图片贡献者分享收入。Shutterstock的口号是Make money with your photos!该公司2012年10月11日登陆纽交所上市，发行价17美元,IPO发行450万股普通股，融资约7650万美元；摩根士丹利和德银为其主承销商。"
GRA,格雷斯事务所,616.452646,16.541404,0.115094,"W. R. Grace & Co., through its subsidiaries, is engaged in specialty chemicals and specialty materials businesses on a worldwide basis."
SLX,Market Vectors Steel Index Fund,0.0,0.0,0.0,0
MUR,墨菲石油,0.0,1.163492,-0.807767,"<p>墨菲石油公司是美国一家石油和天然气综合性公司，成立于1963年5月20日，总部设在阿肯色州的埃尔多拉多。公司在世界各地的分公司和其它分支机构近70家，拥有雇员1339人。1996年公司总收入20.22亿美元，净收入1.38亿美元，总资产22.44亿美元。主要子公司：美国墨菲石油公司、墨菲东部石油公司、墨菲石油有限公司、墨菲勘探与生产公司。董事会主席是R.Madison Murphy,总裁和首席执行官是Claiborne P.Ddming。2008年世界500强，墨菲石油公司排名456位。2012年财富世界500强排行榜排名第352位。墨菲石油公司的油气勘探与生产经营活动集中在美国的墨西哥湾、加拿大西部、英国北海地区、厄瓜多尔和中国海域。1996年公司在这一领域的经营收入为1.02亿美元，钻井总数达到109口，全年生产成本1.60亿美元。勘探支出6050万美元。公司炼油、销售和运输经营活动主要集中在美国、加拿大和英国。其中在美国有2家炼厂,炼油能力分别为500万吨和175万吨。在英国有一家炼厂，炼油能力为540万吨，还在加拿大经营管线运输。此外，公司通过批发向958家零售店销售炼制产品。1996年公司总炼油能力为835万吨，总产量820万吨，总销售量为850万吨，管线运输量为915万桶，经营收入为1410万美元。</p>"
NE,诺布尔,0.0,0.35584299999999996,-3.617433,<p>诺布尔钻井公司是世界主要石油钻井承包商之一，成立于1921年。该公司目前拥有91台钻井装置，其中海上钻机44台、陆上钻机47台。从1985年起，公司以NDCO标号在美国NASDAQ系统注册。该公司在美国许多地区设有办事处。其国际分公司(Noble Drilling InternationInc.)在加拿大注册。此外，还在美国、东非以及远东地区从事钻井活动。公司还是英国北海海域最大的开发井钻井承包商，在委内瑞拉也设有分公司。</p>
MANU,曼联,1043.046376,6.55046,0.02416,<p>曼彻斯特联足球俱乐部（简称曼联）位于英国英格兰西北区大曼彻斯特郡曼彻斯特市，其前身“牛顿希斯”成立于1878年，1902年改组并改现名。现为英格兰足球超级联赛俱乐部。</p><p>2012年8月10日，曼联登陆纽交所，IPO融资1亿美元；发行价为14美元；承销商为Jefferies、瑞信、JP摩根、美林银行、德意志银行。</p>
UYM,基础材料指数ETF-ProShares两倍做多,0.0,0.0,0.0,"本基金两倍追踪道琼斯美国基础材料指数(Dow Jones US Basic Materials index)；本基金至少投资80%以上的资产在基金经理人认为有助达成投资目标的股票或是衍生性金融商品上。
风险提示：标的成分和权重，有可能随着时间的迁移而发生变化。"
UBR,ProShares Ultra MSCI Brazil,0.0,0.0,0.0,0
PLD,普洛斯,18.757716000000002,2.672185,3.52335,<p>普洛斯是美洲，欧洲和亚洲的工业物流地产全球领先的所有者，经营者和开发者。我们通过开发和管理世界一流的高品质的物流配送创造了价值，作为全球供应链的一个组成部分为客户和投资者提供服务。</p>
KDMN,Kadmon Holdings LLC,0.0,4.447764,-0.61475,"Kadmon Holdings, Inc.(NASDAQ:KDMN)创立于2010年9月，总部位于美国纽约市，全职雇员138人（3/31/2016），是一家综合性生物制药公司，从事小分子和生物制剂的研发及商业化。Kadmon Holdings通过旗下全资子公司Kadmon Pharmaceuticals, LLC研发自身免疫性疾病、纤维化疾病、肿瘤、遗传性疾病相关的药物及候选产品。Kadmon充分利用其多学科研究和临床开发团队成员（之前与Kadmon仪器将超过15个药品推向市场），通过许可产品和使用其小分子和生物制剂平台，来确定并寻求新的候选产品的多元化投资组合。"
HILO,EGShares Emerging Markets High I,0.0,0.0,0.0,0
