code,name,open,latestPrice,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,grow_radio_3,grow_radio_6,grow_self_3,grow_self_6,max_price,max_price_radio,price,price_week_3,vol_radio,volume_3,volume_6,week_3_rs,week_6_rs,year
JHY,Nuveen High Income 2020 Target Term Fund Common Shares of Beneficial Interest,9.71,9.72,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,168,-0.0037312208825122906,-0.00407388492010161,-0.03663333333333263,-0.04006666666666684,10.7814,0.10029309737139878,9.7001,9.673366666666666,0.15350493424019931,170500.33333333334,147810.66666666666,0.0018715842468279816,-0.013000600005295189,3
MPW,Medical Properties Trust,14.57,14.6,15.272894,1.389653,0.955942,112000000.00000001_51.79%_202000000.0_21.04%,91043000.0_33.52%_204999999.99999997_31.11%,72376000.0_67.36%_206999999.99999997_33.87%,76881000.0_8.98%_180000000.0_40.82%,112000000.0,51.79%,202000000.0,21.04%,91043000.0,33.52%,205000000.0,31.11%,72376000.0,67.36%,207000000.0,33.87%,76881000.0,8.98%,180000000.0,40.82%,252,-0.002638277827303402,-0.009323519177338117,-0.04333333333333359,-0.13999999999999999,15.8,0.07594936708860765,14.6,14.6,-0.11137344438510537,8827176.333333334,9933505.0,0.002266480867839076,-0.01795791124268805,4
EOS,Eaton Vance Enhanced Equity Inco,17.1,17.07,6.261968,1.024541,2.72598,33529400.0_-23.39%_1716600.0_-4.30%,33529400.0_-23.39%_1716600.0_-4.30%,31456100.0_125.38%_1594300.0_-35.39%,31456100.0_125.38%_1594300.0_-35.39%,33529400.0,-23.39%,1716600.0,-4.30%,33529400.0,-23.39%,1716600.0,-4.30%,31456100.0,125.38%,1594300.0,-35.39%,31456100.0,125.38%,1594300.0,-35.39%,252,-0.017419945143622967,-0.005931082963974801,-0.30666666666666725,-0.10679999999999978,17.9,0.06424581005586585,16.75,17.136666666666667,0.10227935387707988,590386.3333333334,535605.0,-0.012698573842238494,-0.015069266790668995,4
JHMU,John Hancock Exchange-Traded Fund Trust,29.4,29.26,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,128,0.00838435003690066,-0.002509102209595672,0.2393333333333345,-0.0730666666666681,29.57,0.010483598241460897,29.26,28.85813333333334,-0.34782869962342755,21706.0,33282.666666666664,0.01125024617074336,-0.0081536444885731,2
DJP,Barclays iPath DJ UBS Commodity,24.36,24.43,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.010238220924329171,0.004851556493385902,0.24333333333333465,0.10999999999999943,40.54,0.4013320177602368,24.27,24.11,-0.02273085667516531,1390252.3333333333,1422589.0,0.014613028128922562,-0.006332797391983314,4
EPD,Enterprise Products Partners L.P,29.14,29.33,21.565796,2.815004,1.360024,687000000.0_3.18%_8467000000.0_28.15%,911999999.9999999_18.22%_9298000000.0_27.02%,797000000.0_19.05%_8427000000.0_30.06%,621000000.0_-3.39%_6887000000.0_16.32%,687000000.0,3.18%,8467000000.0,28.15%,912000000.0,18.22%,9298000000.0,27.02%,797000000.0,19.05%,8427000000.0,30.06%,621000000.0,-3.39%,6887000000.0,16.32%,252,-0.003589529995225191,0.00490803162688636,-0.10666666666666558,0.14000000000000057,41.1,0.29367396593673967,29.03,29.01,-0.09262476519266902,13702303.666666666,15101033.333333334,0.0031979974417675728,-0.004125643448763571,4
MIY,BlackRock MuniYield Michigan Qua,12.17,12.23,44.732337,0.813001,0.273404,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.003231286046311206,-0.01022194862543468,-0.03999999999999974,-0.13000000000000078,15.58,0.21373555840821568,12.25,12.32,-0.009941574315272955,333320.0,336667.0,-0.0005425865982557765,-0.021335725705381697,4
UNH,联合健康,269.19,270.11,21.991169,5.3832580000000005,12.282658,3010000000.0_28.09%_56086000000.0_12.05%,2924000000.0_33.46%_55188000000.0_13.27%,3721000000.0_117.86%_52061000000.0_9.52%,2561000000.0_29.47%_50322000000.0_8.70%,3010000000.0,28.09%,56086000000.0,12.05%,2924000000.0,33.46%,55188000000.0,13.27%,3721000000.0,117.86%,52061000000.0,9.52%,2561000000.0,29.47%,50322000000.0,8.70%,252,0.002113962990515347,-0.0012758277922300316,0.5666666666666819,-0.3399999999999939,269.56,0.0,269.56,268.26666666666665,-0.16309958582469425,10838257.333333334,12950474.333333334,0.007521781671903316,-0.012152405368706548,4
SDD,ProShares UltraShort SmallCap600,12.6188,12.7117,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.028005520640367723,0.013096093605315945,0.337033333333333,0.14659999999999998,52.7,0.7555977229601518,12.88,12.433033333333334,0.708689630254125,18916.333333333332,11070.666666666666,0.045327941909152784,0.00018613644901007038,4
SPXS,Direxion Daily S&P 500 Bear 3X,22.15,22.13,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.02505448474339325,-0.007766185528121295,0.5366666666666665,-0.16999999999999935,1220.0,0.9813770491803279,22.72,22.046666666666667,-0.010438638184502313,12693001.333333334,12826896.666666666,0.028575339845442683,-0.018875227595800455,4
RWM,罗素2000指数反向ETF,39.29,39.42,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.018777578822963555,0.006298031802427173,0.7100000000000032,0.23333333333333428,71.71,0.44721796123274293,39.64,38.839999999999996,0.5465712626423115,2352360.6666666665,1521016.6666666667,0.02249735740335093,-0.004069156063847946,4
GAA,Cambria Global Asset Allocation ETF,26.35,26.45,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,193,-0.008223074741836147,0.0058738020616911114,-0.22153333333333217,0.15476666666666716,28.515,0.07571453620901276,26.356,26.50533333333333,-0.5674558704453442,22258.0,51458.333333333336,-0.004001929003939748,-0.00875403675010848,3
MUC,黑岩加州投资基金,12.32,12.34,73.20574599999998,0.820865,0.16856600000000002,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.009553033359363477,-0.010155356055693338,-0.11999999999999922,-0.13133333333333277,16.29,0.24493554327808464,12.3,12.416666666666666,0.12034864984373712,448461.0,400287.0,-0.004218786522405084,-0.020885769864366372,4
XLU,公共事业指数ETF-SPDR,54.03,54.3,105.04141,1.064192,0.516939,0_0_0_0,-113999999.99999999_-158.94%_64072600.0_4.23%,-113999999.99999999_-158.94%_64072600.0_4.23%,169000000.0_761.89%_62203400.0_-8.79%,0.0,0,0.0,0,-114000000.0,-158.94%,64072600.0,4.23%,-114000000.0,-158.94%,64072600.0,4.23%,169000000.0,761.89%,62203400.0,-8.79%,252,0.00845185970017482,-0.0029082551346717805,0.44666666666666544,-0.16000000000000134,56.41,0.03793653607516386,54.27,53.51666666666667,0.2486145520148155,80858075.0,64758235.333333336,0.01151086994219446,-0.012399737002526346,4
SGGB,Barclays iPath Bloomberg Sugar Subindex Total Return,44.33,44.47,0.0,0.0,-0.399,150000000.0_134.52%_3554999999.9999995_3.18%,150000000.0_134.52%_3554999999.9999995_3.18%,-212000000.0_-137.35%_4410000000.0_-11.32%,-212000000.0_-137.35%_4410000000.0_-11.32%,150000000.0,134.52%,3554999999.999999,3.18%,150000000.0,134.52%,3554999999.999999,3.18%,-212000000.0,-137.35%,4410000000.0,-11.32%,-212000000.0,-137.35%,4410000000.0,-11.32%,39,0.03194843119807068,0.004420061123632391,1.206666666666668,0.162966666666667,51.08,0.13997650743931087,43.93,41.89333333333334,0.20702025498095922,65610.0,54357.0,0.03831671993023864,-0.0016704250298718512,0
WPC,W. P. Carey Inc,64.03,64.29,23.471093,2.223557,2.739114,79424000.0_18.31%_209000000.0_-6.02%,68066000.0_13.78%_212000000.0_1.10%,74473000.0_53.65%_208000000.0_-7.50%,83654000.0_-25.51%_220000000.00000003_-3.09%,79424000.0,18.31%,209000000.0,-6.02%,68066000.0,13.78%,212000000.0,1.10%,74473000.0,53.65%,208000000.0,-7.50%,83654000.0,-25.51%,220000000.00000003,-3.09%,252,-0.0044839153490531525,-0.005054930392868264,-0.3099999999999999,-0.3399999999999987,72.77,0.11021025147725706,64.75,64.0,0.30372657429606964,1963206.6666666667,1505842.3333333333,-0.0010104934986665398,-0.013945494321628412,4
RST,如师通,19.75,19.81,0.0,-107.708514,-0.507959,-4158000.0_-266.34%_43502000.0_-5.23%,"-6402000.0_-1,510.13%_42808000.0_-10.24%",2366000.0_142.15%_44789000.0_-13.33%,-3231000.0_40.74%_46206000.0_-5.11%,-4158000.0,-266.34%,43502000.0,-5.23%,-6402000.0,"-1,510.13%",42808000.0,-10.24%,2366000.0,142.15%,44789000.0,-13.33%,-3231000.0,40.74%,46206000.0,-5.11%,252,0.02534356867208974,0.047691864024021036,0.4450000000000003,0.7599999999999998,19.99,0.027263631815907862,19.445,19.775,-0.024870587024642572,1029723.3333333334,1055986.3333333333,0.02986241547923743,0.03805592611953474,4
ENS,艾诺斯,86.3,86.7,31.088483,3.117772,2.788814,0_0_0_0,54139000.0_60.57%_683000000.0_8.97%,-25779000.0_-169.49%_659000000.0_16.90%,0_0_0_0,0.0,0,0.0,0,54139000.0,60.57%,683000000.0,8.97%,-25779000.0,-169.49%,659000000.0,16.90%,0.0,0,0.0,0,252,-0.0026326212084333924,0.006980750576381857,-0.25,0.5833333333333334,87.13,0.02788936072535284,84.7,85.67666666666666,0.09778260421013407,950581.6666666666,865910.6666666666,0.0021953169259312116,-0.0011556780831940869,4
MCV,Medley Capital Corporation 6.125,24.7999,24.8,0.0,3.858106,-1.827308,-26665900.0_-989.28%_13944900.0_-41.15%,-28778600.0_-134.96%_17035100.0_-30.06%,-31944000.0_-605.00%_20630800.0_-20.82%,-12152700.0_-276.47%_22147500.0_-18.56%,-26665900.0,-989.28%,13944900.0,-41.15%,-28778600.0,-134.96%,17035100.0,-30.06%,-31944000.0,-605.00%,20630800.0,-20.82%,-12152700.0,-276.47%,22147500.0,-18.56%,252,-0.005714394859099859,-0.0036379111017669752,-0.1431333333333337,-0.0920999999999997,25.75,0.03689320388349512,24.8,24.783533333333335,0.40186915887850455,12400.0,8845.333333333334,-0.0006025605654808504,-0.010691338886168208,4
ICF,不动产指数ETF-iShares,99.01,99.3,0.0,0.986325,-2.607104,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.006332094998994924,-0.0022257688621734827,-0.673333333333332,-0.23000000000000398,111.73,0.11151884006086107,99.27,98.99,4.1177095398175085,2415490.6666666665,471986.6666666667,-0.006366230211295291,-0.013451934705689561,4
CPT,卡姆登物业信托,94.0,94.38,44.251107,2.614662,2.132828,39872000.0_-1.10%_241000000.0_6.00%,40525000.0_12.60%_235000000.0_5.18%,89082000.0_111.70%_236000000.0_6.45%,35475000.0_-88.31%_231999999.99999997_3.22%,39872000.0,-1.10%,241000000.0,6.00%,40525000.0,12.60%,235000000.0,5.18%,89082000.0,111.70%,236000000.0,6.45%,35475000.0,-88.31%,232000000.0,3.22%,252,-0.002926106927985204,-0.0007660380295585653,-0.28333333333333616,-0.07333333333333296,95.7,0.01650992685475442,94.12,93.25333333333333,0.07598031493181111,2253875.3333333335,2094718.0,0.0012762854396181841,-0.010444318628002143,4
BTAL,QuantShares US Market Neutral An,20.2693,20.2814,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.006014565059709785,-0.005863852000648418,0.1206666666666673,-0.11893333333333445,23.29,0.12398024903392012,20.4025,20.257333333333335,-0.66650021621399,21594.333333333332,64750.666666666664,0.012278927884738848,-0.013212121336057927,4
IHIT,Invesco High Income 2023 Target Term Fund,9.97,9.99,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,99,0.003135127473025899,-0.003006012024048091,0.031033333333333246,-0.029999999999999954,10.48,0.04675572519083971,9.99,9.966666666666667,0.05551539084458528,186391.0,176587.66666666666,0.006934814442934739,-0.012106739843642437,1
TSS,Total System Services,94.67,95.31,26.832422,6.949791,3.552046,142000000.0_22.25%_1008000000.0_-17.57%,143000000.0_33.61%_986999999.9999999_-16.68%,244000000.0_227.89%_1273000000.0_12.46%,125000000.0_42.64%_1248000000.0_8.78%,142000000.0,22.25%,1008000000.0,-17.57%,143000000.0,33.61%,987000000.0,-16.68%,244000000.0,227.89%,1273000000.0,12.46%,125000000.0,42.64%,1248000000.0,8.78%,252,-0.013496866840740987,0.0006562259762987899,-1.3266666666666727,0.059999999999997534,98.83,0.05180613174137412,93.71,96.10333333333334,-0.07199469642416324,5379501.666666667,5796843.666666667,-0.01026263037968005,-0.00747852950379625,4
IDU,iShares Trust Dow Jones U.S. Uti,137.49,137.97,90.979651,1.080581,1.516493,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.007848671546428364,-0.000285900054275393,1.0561999999999898,-0.04666666666666212,141.42,0.019809079338141713,138.6186,136.33953333333332,3.016963861109472,385739.6666666667,96027.66666666667,0.010823993228995013,-0.009570591432308057,4
CMSA, CMS Energy Corporation,24.342,24.2982,13.609997,0.0,1.78532,140000000.0_50.54%_1492000000.0_2.97%,241000000.0_21.11%_1953000000.0_6.78%,-2000000.0_-102.56%_1778000000.0_8.41%,172000000.0_-7.53%_1527000000.0_-3.78%,140000000.0,50.54%,1492000000.0,2.97%,241000000.0,21.11%,1953000000.0,6.78%,-2000000.0,-102.56%,1778000000.0,8.41%,172000000.0,-7.53%,1527000000.0,-3.78%,31,-0.00759953128858516,-0.01573369486056976,-0.18726666666666603,-0.3933333333333344,25.25,0.037695049504950444,24.2982,24.2894,-0.3868843990793049,80710.33333333333,131639.66666666666,0.0038193271113651293,-0.01921473446581638,0
VET,Vermilion Energy Inc. Common (Ca,32.77,32.71,70.163021,3.232137,0.4662,0_0_0_0,0_0_0_0,0_0_0_0,-39191000.0_-170.75%_231999999.99999997_5.38%,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-39191000.0,-170.75%,232000000.0,5.38%,252,-0.01389173880129159,0.00664686359656596,-0.4567000000000026,0.2099999999999985,71.78,0.5578169406519923,31.7399,32.5233,-0.2895232842339949,487774.0,686544.6666666666,-0.005400067286361446,0.00027396680247069916,4
SSG,ProShares UltraShort Semiconduct,16.9414,16.86,0.0,0.0,-0.81718,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.03660795270836426,0.008006833053313551,0.5966666666666663,0.11389999999999922,1063.0,0.9831984948259643,17.86,16.62,-0.3400914938906071,37409.333333333336,56688.666666666664,0.05067301607469057,0.0006955049919094916,4
SEA,Guggenheim Shipping ETF,9.99,10.07,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.01123896393701239,0.012124617025284163,-0.11500000000000021,0.1200000000000004,23.19,0.5728762397585166,9.905,10.058333333333332,-0.47711041697654816,87884.66666666667,168075.0,-0.012214144450002332,-0.0022540705959012905,4
EUM,ProShares Short MSCI Emerging Ma,20.26,20.15,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.018908532449356176,-0.008775938473302302,0.3633333333333333,-0.17666666666666586,33.17,0.3834790473319265,20.45,19.900000000000002,-0.24724218278252585,2765845.0,3674282.6666666665,0.0280077444785508,-0.009882126964537328,4
COLD,Americold Realty Trust,24.65,25.22,0.0,5.785344,-0.039998,29406000.0_450.70%_395000000.0_4.44%,-8639000.0_-297.06%_391000000.0_4.86%,8000000.0_-35.26%_401999999.99999994_1.56%,0_0_0_0,29406000.0,450.70%,395000000.0,4.44%,-8639000.0,-297.06%,391000000.0,4.86%,8000000.0,-35.26%,402000000.0,1.56%,0.0,0,0.0,0,39,-0.004556722160431973,0.007134220530739221,-0.11666666666666596,0.17666666666666586,25.38,0.00945626477541365,25.14,25.013333333333332,-0.7137720047000711,3282843.3333333335,11469330.0,0.0007942822418555128,-0.0034968035718849545,0
CIM,奇美拉投资,17.59,17.7,5.861137,0.906865,3.019892,118000000.0_2.69%_144000000.0_-29.18%,239000000.0_46.80%_256000000.0_30.88%,108000000.0_-51.51%_122000000.0_-50.07%,139000000.0_-19.43%_165000000.0_-14.70%,118000000.0,2.69%,144000000.0,-29.18%,239000000.0,46.80%,256000000.0,30.88%,108000000.0,-51.51%,122000000.0,-50.07%,139000000.0,-19.43%,165000000.0,-14.70%,252,-0.01739765936662283,-9.980160983233631e-05,-0.3266666666666668,-0.00333333333333267,20.58,0.13605442176870736,17.78,17.786666666666665,-0.040159434749186186,4890467.666666667,5095083.333333333,-0.012627526230996658,-0.008461640225676519,4
AMRC,阿梅雷斯克,12.55,12.65,11.98943,1.650108,1.0550959999999998,8702000.0_46.01%_197000000.0_18.19%,7504000.0_530.28%_167000000.0_24.37%,20501000.0_506.00%_211000000.0_21.18%,8791000.0_51.31%_204999999.99999997_13.37%,8702000.0,46.01%,197000000.0,18.19%,7504000.0,530.28%,167000000.0,24.37%,20501000.0,506.00%,211000000.0,21.18%,8791000.0,51.31%,205000000.0,13.37%,252,-0.02076426009320591,-0.020139914446808436,-0.27999999999999997,-0.2833333333333332,14.85,0.15824915824915822,12.5,12.969999999999999,0.41454663691710864,630810.0,445945.0,-0.018402772544675393,-0.03227224376577745,4
SCAP,AdvisorShares Trust,38.17,38.17,24.158227,0.0,1.58,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,119,-0.011151015856370529,-0.018164125572673072,-0.45333333333333553,-0.7754333333333321,41.1798,0.07308923307058311,38.17,39.0,1.1888903869489011,5411.666666666667,2472.3333333333335,-0.013850452546303469,-0.017114340543036934,2
JPXN,iShares JPX-Nikkei 400 ETF,62.79,63.7679,6.6942949999999986,0.974776,9.525708,0_0_0_0,4113500.0_128.13%_532600.0_28.07%,4113500.0_128.13%_532600.0_28.07%,3745299.9999999995_-22.14%_416300.0_-13.18%,0.0,0,0.0,0,4113500.0,128.13%,532600.0,28.07%,4113500.0,128.13%,532600.0,28.07%,3745300.0,-22.14%,416300.0,-13.18%,252,-0.006302148056618989,0.012454025277901232,-0.4140333333333383,0.7782333333333303,70.06,0.08981016271767063,63.7679,64.16596666666666,0.32460199004975127,53249.0,40200.0,-0.0016357697237800277,0.0027258361612664136,4
VXZ,中期波动率指数期货ETN,17.97,17.83,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.018824750329065762,-0.009525186257802463,0.323333333333333,-0.1733333333333332,67.64,0.7319633353045536,18.13,17.63333333333333,-0.3966683388703154,229308.66666666666,380070.6666666667,0.023282275290787847,-0.020710134363272164,4
PRB,Market Vectors Pre-Refunded Muni,24.08,24.1748,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.0005905177976758722,-0.001757737728650154,0.014200000000001248,-0.04269999999999996,24.8599,0.02755843748365836,24.1748,24.161600000000004,-0.7396059249688524,1881.0,7223.666666666667,0.003597673462597166,-0.01212402404108561,4
KTF,KTF基金,10.2,10.22,95.048547,0.8387379999999999,0.107524,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.008990982791866088,-0.011114165786160417,-0.09373333333333396,-0.11999999999999922,14.71,0.30871515975526864,10.1688,10.2996,-0.23746820782622138,386256.6666666667,506545.0,-0.006357579821631512,-0.02414934358316272,4
VPU,Vanguard Utilities ETF,120.84,121.31,0.0,0.8548680000000001,-2.194237,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.007313984132626262,0.00010574658799220674,0.8666666666666695,0.00666666666666534,124.34,0.024449091201544204,121.3,119.66000000000001,0.30929455713712917,686833.6666666666,524583.0,0.008824204185546173,-0.009051359769248906,4
RYU,Rydex ETF Trust Rydex S&P Equal,90.58,90.5099,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.007117257758986074,0.00034882709112339535,0.6283333333333303,0.024499999999993822,90.68,0.0022606969563300893,90.475,89.20166666666667,0.013202367019240316,30876.666666666668,30474.333333333332,0.009558366868499176,-0.007555038063942399,4
NFO,Guggenheim Insider Sentiment ETF,65.7,65.3935,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.006102203597438213,-0.00017018140027569902,-0.40640000000000026,-0.01233333333333538,67.06,0.024850879809126144,65.3935,65.80250000000001,-0.318229771072898,4308.333333333333,6319.333333333333,-0.0027823977073030814,-0.010275682500105297,4
FELP,Foresight Energy LP,3.85,3.89,0.0,0.918652,-0.934041,-29222000.0_-79.53%_271000000.0_31.06%,-21569000.0_80.60%_241000000.0_4.48%,-74191000.0_12.73%_285000000.0_12.53%,-13581000.0_44.18%_231999999.99999997_0.70%,-29222000.0,-79.53%,271000000.0,31.06%,-21569000.0,80.60%,241000000.0,4.48%,-74191000.0,12.73%,285000000.0,12.53%,-13581000.0,44.18%,232000000.0,0.70%,226,-0.0016559867075098909,0.009317432189108165,-0.007200000000000095,0.03500000000000014,20.44,0.8101761252446185,3.88,3.9233333333333333,-0.5254952932686365,39670.333333333336,83603.66666666667,0.001496122882911714,0.0017578882605777503,4
MFO,"MFA Financial, Inc.",25.8448,25.94,34.235367,3.0082,0.757696,70395000.0_-11.93%_88243000.0_-8.33%,83395000.0_6.83%_98858000.0_5.60%,101000000.0_38.49%_115999999.99999999_33.07%,63805000.0_-23.14%_84150000.0_-13.45%,70395000.0,-11.93%,88243000.0,-8.33%,83395000.0,6.83%,98858000.0,5.60%,101000000.0,38.49%,116000000.0,33.07%,63805000.0,-23.14%,84150000.0,-13.45%,252,0.0033321110707074503,-0.0020959516452409795,0.08523333333333365,-0.05426666666666691,26.75,0.030280373831775655,25.94,25.758566666666667,0.11350950360512777,41028.0,36845.666666666664,0.008969803884133402,-0.01247339262532581,4
EOD,Wells Fargo Advantage Global D,5.19,5.21,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.011736495410300593,-0.01027609488341002,-0.06333333333333317,-0.056666666666666345,8.53,0.3903868698710433,5.2,5.22,0.14111726804535896,832444.6666666666,729499.6666666666,-0.008513121920262844,-0.020190619099966802,4
EQR,资产住宅公司,65.41,65.55,41.119299,2.373465,1.594142,118000000.0_-42.00%_640000000.0_4.46%,221000000.0_47.09%_633000000.0_4.79%,130000000.0_-56.98%_631000000.0_4.16%,144000000.0_-33.70%_624000000.0_2.98%,118000000.0,-42.00%,640000000.0,4.46%,221000000.0,47.09%,633000000.0,4.79%,130000000.0,-56.98%,631000000.0,4.16%,144000000.0,-33.70%,624000000.0,2.98%,252,-0.010718755736594912,-0.0005928562467981559,-0.7233333333333292,-0.040000000000001514,81.73,0.197968922060443,65.55,65.56666666666666,-0.10015604035640527,6655008.666666667,7395736.333333333,-0.006639393046909349,-0.010219800183479691,4
BF.A,布朗霍文集团,49.58,49.92,32.462128,17.558101,1.537792,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.00936942404045068,-0.009479258764766579,-0.47666666666666896,-0.5566666666666672,68.46,0.27636576102833765,49.54,50.06999999999999,-0.5622344976658311,97211.66666666667,222063.33333333334,-0.004535076832150196,-0.020477883447659297,4
QUS,SPDR MSCI USA Quality Mix ETF,82.64,82.975,81.34804100000002,0.0,1.02,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,173,-0.0057951520241101145,0.004687748309725876,-0.4868333333333368,0.391500000000003,84.64,0.019671550094518032,82.975,83.0799,0.8090614193797039,56326.333333333336,31135.666666666668,-0.002673321416350342,-0.002730005285693273,3
USCI,United States Commodity Index Fund,42.98,43.1135,0.0,0.0,-13.22,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.00635446391403643,0.000816428596088002,0.269999999999996,0.03333333333333144,61.1,0.2975466448445172,42.9199,42.74666666666667,-0.2213612854374415,161788.66666666666,207784.0,0.011160621398087295,-0.0072296192099852745,4
ICAN,SerenityShares Impact ETF,29.13,29.05,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,79,-0.011793053048407632,-0.0031453982195324454,-0.35329999999999845,-0.09333333333333253,29.72,0.02254374158815606,29.05,29.209999999999997,1.3018351136674884,8404.0,3651.0,-0.0030723597296740592,-0.010453026437175746,1
ENR,劲量控股,60.53,60.75,29.071159,75.962655,2.0897,23800000.0_-4.42%_393000000.0_5.59%,7800000.0_-83.37%_374000000.0_4.29%,60400000.0_-36.82%_573000000.0_2.45%,34100000.0_57.87%_465000000.00000006_7.56%,23800000.0,-4.42%,393000000.0,5.59%,7800000.0,-83.37%,374000000.0,4.29%,60400000.0,-36.82%,573000000.0,2.45%,34100000.0,57.87%,465000000.00000006,7.56%,252,-0.007743608236185776,-0.006367495616398274,-0.5266666666666661,-0.426666666666667,144.67,0.5789728347273104,60.91,59.38333333333333,0.17252953049966838,2681790.0,2287183.3333333335,-0.0031693387815816356,-0.015871301518336156,4
