code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,month_rs,price,volume_end,volume_start,year,year_rs
DIT,AMCON Distributing,16.205332,0.841328,5.368603,785000,1.0388,252,0.480194667,49.68959048,27903.53968,25761.23016,21,0.339467085
IIN,IntriCon Corporation,110.99856,22.226629,0.603161,2008000,5.4153,129,0.47901898,8.132829457,680974.9385,113256.25,10,0.384478907
MYGN,万基遗传,25.757466,3.557438,1.887608,13100000,0.0315,252,0.477034368,16.93789206,29950466.69,42007841.27,21,0.344003187
BEAT,CardioNet,0,7.072856,-0.086508,10444000,5.051,127,0.469952683,14.39015748,8454136.438,6218295.238,10,0.354494235
UTHR,United Therapeutics Corporation,7.560841,2.10412,16.389711,173000000,4.0875,232,0.469230526,50.6924569,14609388.86,33861951.72,19,0.327611321
CLW,克利尔沃特纸业,5.182144,0.801358,5.547897,6961000,-0.1339,118,0.469037224,42.85127119,2403859.661,3765532.203,9,0.307766285
WLL,Whiting Petroleum Corp,0,1.112364,-11.772764,2120000,1.0321,179,0.469023373,121.5435754,50507943.11,7301763.764,14,0.353049635
CATM,Cardtronics,0,4.409765,-3.476785,3772000,-0.7511,130,0.468888019,25.55676923,8387800.615,4733395.385,10,0.342204496
LPX,路易斯安那太平洋,8.535679,2.357596,3.41742,163000000,0.7217,252,0.467357212,15.84373016,48198541.06,18591019.05,21,0.338729395
SMI,中芯国际,35.63251,0.937867,0.159405,31665000,-0.0496,175,0.466879498,5.201971429,3166148.955,5727151.724,14,0.347309511
DXCM,德康医疗,0,24.985557,-0.060621,30200000,9.4138,162,0.466436109,32.14194444,17156046.84,6196211.111,13,0.371350597
DAIO,Data I/O Corporation,11.742214,2.061609,0.471802,486000,-0.597,252,0.465643182,3.612769841,702697.627,548624.6032,21,0.336792301
AWX,Avalon Holdings Corp,50.908319,0.428301,0.084662,494000,53.8889,245,0.465559471,3.73623102,871214.4715,153412.2951,20,0.367971646
HL,赫克拉矿业,0,0.915096,-0.017044,12074000,1.5027,177,0.465285048,5.255028249,129883702.9,95580752.27,14,0.369053795
MHH,Mastech Holdings,22.607678,3.527352,0.897925,2817000,3.0474,121,0.465102212,3.584647107,586103.6721,391793.3333,10,0.353732579
BYD,博伊德赌场,22.801281,3.61578,1.617453,38945000,-0.2005,252,0.464683182,17.57170635,35239649.2,9470079.365,21,0.330496716
HLX,螺旋能源,19.78641,0.851304,0.465471,17784000,3.7774,149,0.464275224,18.45946309,28206739.59,36168718.92,12,0.335441132
CDE,科尔黛伦矿业,0,1.288553,-0.027974,2930000,1.2675,252,0.464177634,26.58003968,51930779.82,6210215.873,21,0.397212873
ALGN,阿莱技术公司,99.927201,24.222031,3.678678,106000000,0.5338,213,0.463122116,45.46251174,17078718.93,13167182.08,17,0.348487185
ZEUS,Olympic Steel,8.235228,0.800812,2.621664,15848000,2.3037,252,0.461957015,18.34531746,2421732.54,2366361.111,21,0.370279245
MOMO,陌陌,20.66138,6.327604,2.121833,117000000,0.9391,46,0.461825545,24.31967391,100910522.3,30440893.13,3,0.326001547
CZR,凯撒娱乐,0.883981,2.182704,11.708398,29000000,1.0203,80,0.461406175,11.79725,89463990.53,17155435,6,0.324340311
XNET,迅雷,0,1.608635,-0.191451,699000,1.0722,52,0.46122771,7.947596154,34171095.12,5399264.115,4,0.272219948
BLFS,BioLife Solutions Inc.,0,21.336153,-0.018259,1139000,2.4827,54,0.461078635,4.053333333,3416709.074,2195664.407,4,0.326545075
DLHC,DLH Holdings Corp,56.944634,1.731471,0.095707,1614000,0.7079,76,0.460972818,3.331877632,235652.7105,285739.4737,6,0.318370832
SKX,斯凯奇,24.303659,2.364182,1.203934,60859000,-0.1709,232,0.460247935,11.22854698,57133584.01,24069791.38,19,0.35408326
CSTM,Constellium N.V.,0,-4.861645,-0.38214,55000000,2.6667,65,0.460165968,13.61376923,22377488.33,17926275.22,5,0.296583534
RBCN,卢比肯科技,0,0.751654,-2.516931,150000,1.0268,131,0.45975316,93.06558244,502897.1818,766780.3077,10,0.36499033
NOA,North American Energy Partners,18.681024,1.656499,0.417536,33000,1.0053,143,0.459183642,7.239694406,1248378.986,3851174.648,11,0.355846896
CVTI,契诺货运,7.689196,1.680159,3.735111,9971000,5.4412,252,0.458620695,13.7993254,1744855.087,1146180.159,21,0.364907465
ASPS,Altisource Portfolio Solutions S,2.318398,2.033046,15.998115,2255000,-0.7681,110,0.457663417,77.58033545,7858314.036,1749536.291,9,0.334330626
SVT,Servotronics Inc,11.341413,0.965722,0.978714,707000,5.7333,252,0.457364445,7.379680556,78483.45238,30451.5873,21,0.35570388
ARCB,ArcBest Corporation,19.441644,1.815329,2.43035,1233000,-0.9218,252,0.455810243,26.06495,8069153.635,5883017.46,21,0.324662437
TREE,LendingTree,39.080918,8.876131,6.146222,42547000,4.814,122,0.455239212,65.89795082,5282785.262,806695.082,10,0.369967446
EZPW,艾茨克普,11.991671,0.820371,0.929812,14274000,1.7439,252,0.455188087,9.975753968,9356303.69,6347734.921,21,0.36096184
USG,美国石绵,65.256574,3.239788,0.661849,58000000,0.6111,252,0.455164089,29.34436508,35511976.79,15421332.54,21,0.36045902
NGS,Natural Gas Services Group Inc,14.335302,1.114198,1.534673,247000,-0.3413,192,0.454039976,17.83822917,881108.5313,2630069.792,16,0.340097964
OCLR,Oclaro,25.503428,2.712617,0.36897,6420000,-0.8854,114,0.453221301,5.615263158,72118212.56,17848356.14,9,0.384254253
BC,宾士域,49.594859,3.778593,1.318685,79000000,-0.3384,252,0.452186418,31.18261905,24731819.58,12947075.4,21,0.343738565
KOSS,高斯电子,0,2.08047,-0.46,347000,5.931,252,0.45179544,6.033840476,396036.7698,194496.8254,21,0.329681551
SPNS,Sapiens International Corp,53.34256,2.908955,0.222524,2129000,1.5937,252,0.449968766,10.89040357,897518.3175,424254.9206,21,0.377764506
SBGL,Sibanye Gold Limited,11.80354,0.615066,0.195704,39150000,1.0163,68,0.449921703,6.894917647,60157922.26,17143260,5,0.355257177
SSP,E.W. Scripps Co Cl A,0,1.309605,-0.495074,5720000,-0.3306,252,0.448927111,10.28936508,9985565.421,38387563.31,21,0.302985611
GRA,格雷斯事务所,616.452646,16.541404,0.115094,38600000,-0.1126,247,0.447756724,35.7059919,13059976.3,12893794.31,20,0.359858868
MCRI,Monarch Casino & Resort,28.747087,3.038265,1.658255,9239000,0.2763,252,0.447082854,14.19027778,1154310.294,1359900.794,21,0.320252353
LAD,利西亚车行,8.435503,1.788862,10.170111,60660000,0.1402,252,0.44701887,37.39928571,6117341.524,1697945.238,21,0.327637947
PAG,潘世奇汽车,6.721443,1.778379,7.78553,135000000,0.2647,252,0.446317506,20.07013889,12522878.21,12670174.6,21,0.306788493
OIS,Oil States International Inc,0,1.40385,-1.072767,2742000,1.1925,212,0.445792581,17.50371462,31914882.67,35424777.36,17,0.319754269
WYND,Wyndham Destinations...,4.03624,-8.332244,10.901236,378000000,3.4471,147,0.445556893,52.10639456,22975282.12,46824400,12,0.265963011
FOR,福里斯特,26.075976,1.746402,0.987499,10286000,5.064,130,0.445285768,16.71469231,5991188.231,5294783.077,10,0.316218922
NSIT,Insight Enterprises,16.60999,2.200015,3.385312,51479000,0.2788,252,0.445117151,20.92748849,4369201.968,9887301.46,21,0.314092365
RYI,Ryerson Holding,13.665073,21.639624,0.793995,17400000,20.75,50,0.444991273,9.5921,5774660.28,4340766.04,4,0.324384886
AMS,American Shared Hospital Service,8.143815,0.570094,0.380657,500000,0.1261,252,0.444810406,3.383166667,223902.0238,221805.5556,21,0.327144283
MHO,MI 家居,8.923408,0.913185,2.92265,27911000,0.6429,252,0.444528816,22.81384921,4390450.968,2462515.873,21,0.321677762
DGSE,DGSE Cos,9.680674,2.282228,0.073342,274200,0.0341,252,0.444370857,2.937815476,495813.5794,151013.4921,21,0.372196663
TEUM,Pareteum Corp,0,6.012929,-0.531674,1656500,2.2336,23,0.443681955,1.976147826,66946768.92,7754035,1,0.232633547
CNTY,世纪赌场,62.27416,1.346261,0.13007,97000,-0.9553,252,0.443576541,4.391071429,1540511.563,1140426.19,21,0.319264846
INS,Intelligent Systems Corp,45.90336,5.942648,0.315881,1058000,5.6125,252,0.442333375,2.780780556,134876,130415.873,21,0.374722497
TSEM,Tower Semiconductor Ltd,7.672435,1.882169,2.726644,36009000,-0.3039,252,0.441448274,57.13607937,6368798.492,125352.381,21,0.35085421
ISNS,图像传感系统,15.063228,3.42529,0.398321,511000,0.582,252,0.440909453,7.20904246,1822964,191045.873,21,0.347586712
RDIB,Reading International Inc,21.472544,3.762717,1.347302,5101000,-0.7323,102,0.438071582,12.23120784,7478.823529,2925.490196,8,0.315693575
CYBE,数码光学科技,147.249129,2.789548,0.142955,740000,-0.3242,252,0.437888611,12.16017738,718942.619,1046500,21,0.32191409
ACLS,Axcelis科技设计公司,4.671889,1.657155,4.227412,14669000,0.0529,219,0.437048912,20.57761644,4557498.291,5746050.229,18,0.371397115
PFIN,P & F Industries,0,0.677834,-0.129755,305000,18.0625,252,0.43693205,7.544098413,133003.2143,67833.33333,21,0.331082649
MDCA,MDC Partners Inc,1.487463,-0.85946,3.226972,5951000,-0.5581,239,0.436271325,5.968564435,7419451.583,2838693.277,19,0.319370596
SNHY,Sun Hydraulics Corporation,43.145187,3.072945,1.133846,6796000,-0.067,252,0.436039504,18.26252659,1950605.865,1987583.77,21,0.351009979
MIC,麦格里基础设施,7.72723,1.290225,6.025445,36279000,0.394,166,0.434774488,42.4163253,10647015.02,6445501.205,13,0.301066994
ARC,美国图文公司,0,1.084106,-0.484812,4008000,0.0774,164,0.432860396,10.52536585,3892650.72,5519121.951,13,0.345975828
TSU,堤姆通信服务,16.692447,1.93272,0.882435,335000000,0.5281,239,0.432534269,11.4358159,27971543.3,15250526.05,19,0.312085158
SBGI,Sinclair Broadcast Group,5.402489,1.845462,5.414171,29309000,-0.3633,252,0.43235298,15.89678571,19395655.28,9969864.286,21,0.346284394
AER,AerCap Holdings N.V.,8.152084,0.971976,6.963864,254000000,-0.1008,143,0.43096313,26.82083916,27814343.31,8869269.014,11,0.289842882
F,福特汽车,5.686688,1.058748,1.702221,1069000000,-0.4798,252,0.430463223,14.32715516,1025918857,307301352.5,21,0.308495396
UFS,Domtar Corp,0,1.310346,-3.49648,43000000,0.1316,139,0.430109906,38.3494964,12601285.31,21053594.2,11,0.298096113
VRS,Verso Paper Corp,25.739627,1.344817,1.134049,1000000,1.0204,27,0.429346599,12.02537037,8071769.429,4487237.769,2,0.268078312
ABCD,新生,14.611084,-100.156284,0.940382,4435000,-0.2343,106,0.42869321,3.882066038,1444427.887,663333.9623,8,0.312534088
REGN,Regeneron Pharmaceuticals,25.408124,5.652737,14.811404,551000000,0.4221,252,0.426623955,121.6695833,15305721.6,8117688.095,21,0.342392025
USAK,USA Truck,8.945844,2.407795,2.338516,2544000,1.8939,252,0.426284402,13.34585317,1004609.754,693734.9206,21,0.347521601
NVEC,NVE Corporation,38.965316,6.640937,3.00729,3945000,0.1963,252,0.425595166,40.16452381,558104.7302,3721644.127,21,0.334798682
FTI,FMC Technologies Inc,83.31889,1.051161,0.363423,110000000,-0.3075,208,0.425213216,24.90644231,56479014.64,84904463.46,17,0.295918006
IESC,Integrated Electrical Services,0,1.863113,-0.744316,8649000,0.4727,149,0.42506435,10.94536913,674833.2267,940720.2703,12,0.347446112
AAXN,"Axon Enterprise, Inc.",179.899058,8.517153,0.364371,8485000,2.728,208,0.424623857,12.7378,21531556.55,86485523.08,17,0.373269892
SRI,Stoneridge Inc,15.572739,3.375376,1.963688,15120000,0.6953,252,0.424543554,12.36638889,3111785.405,855877.7778,21,0.349572763
ZAGG,ZAGG Inc,16.563217,3.389063,0.999202,3215000,-0.0552,107,0.424342488,8.319485981,9317228.463,16586007.55,8,0.338516717
KRO,康诺斯全球,8.842968,2.793137,2.326142,77700000,-0.6046,178,0.424179552,14.82328652,9099924.764,1086838.202,14,0.350679698
GGB,盖尔道钢铁,0,0.259165,-0.04349,698000000,8.1259,235,0.424098287,5.85712383,151544020.5,43421055.76,19,0.32943254
RGNX,Regenxbio Inc,26.746574,7.293249,2.473214,10594000,1.732,37,0.423133144,26.39486486,8479728.632,3635753.167,3,0.311610342
EGRX,"Eagle Pharmaceuticals, Inc.",40.376615,6.533683,1.996205,2659000,-0.4095,56,0.422332228,53.60540536,6850907.75,5125568.571,4,0.334387676
SIMO,慧荣科技,25.9031,3.836709,2.258031,30728000,0.2786,160,0.422239598,21.1191875,10031798.84,9133340,13,0.339762371
ETE,能源转换,17.090564,-19.178507,1.069596,633000000,4.2314,151,0.421789465,16.64534768,120395789.2,34621738.67,12,0.273038597
RICK,Rick’s Cabaret International,14.646293,2.076175,2.279075,5407000,0.4044,252,0.420466513,8.425436508,1591706.048,713553.9683,21,0.345316101
TTD,Trade Desk Inc.,103.077804,19.727696,1.34219,19343000,0.0262,25,0.418409916,57.8972,21899774.31,15747227,2,0.234073765
ADUS,爱德斯,47.689708,4.438957,1.373462,4297000,0.5915,108,0.416709476,20.34611111,1225271.963,1210044.444,9,0.338281436
PESI,佩尔马福克斯环境服务,0,1.953001,-0.088985,582000,1.4199,252,0.414833117,37.20978929,263247.0159,82112.06349,21,0.312022384
GPK,Graphic Packaging Holding,14.85317,2.602358,0.966797,66000000,0.5714,252,0.414607115,7.800674603,40763688.49,2353576.19,21,0.292651777
ATI,阿利根尼,0,1.706696,-0.045795,75600000,4.6418,252,0.412563942,34.65793651,39773661.09,20036164.29,21,0.344835257
UFPT,UFP Technologies,26.094217,2.040801,1.393029,3990000,0.5171,252,0.411646152,10.99345238,676737.3254,365363.4921,21,0.333384361
MTZ,MasTec Inc,10.20328,2.319293,4.121224,80401000,-0.0352,252,0.411357899,19.18650754,17304328.31,5248134.524,21,0.314116178
TGH,Textainer Group Holdings Ltd,11.802821,0.714428,1.26241,18705000,2.9706,132,0.411347955,23.38037879,5274741.545,2821586.364,11,0.297758772
TVTY,"Tivity Health, Inc.",16.393101,4.121239,2.009992,23584000,0.7383,252,0.410668678,19.61107063,7230277.516,7644782.54,21,0.321069374
ARII,美国轨道车,6.216961,1.325315,7.487581,9192000,-0.1566,153,0.410389483,32.74124183,3355576.026,2717943.421,12,0.33506624
INCY,因塞特医疗,0,8.596705,-0.459133,52394000,5.1969,252,0.409281803,31.26301587,31640317.6,18361682.54,21,0.334103553
ISRG,直觉外科公司,76.454235,10.510289,7.08293,255000000,0.1417,220,0.408933665,111.7257445,22941602.84,35202454.09,18,0.311257778
APT,Alpha Pro Tech Ltd,18.540279,1.569995,0.191475,959000,0.1928,252,0.408782357,2.079000397,4262250.452,1495302.198,21,0.313746681
CTB,库珀轮胎与橡胶,34.653779,1.320488,0.851278,15709000,-0.6572,252,0.408723962,21.29081349,17653177.09,11613352.38,21,0.314883902
FENG,凤凰新媒体,63.911498,0.85752,0.069784,49019000,1.0296,89,0.408335161,5.989438202,5703458.133,7101313.636,7,0.317594278
XPO,XPO Logistics,27.727951,3.634372,3.813841,159000000,1.7815,195,0.40781471,20.17930256,17445830.68,293000,16,0.338439189
GTLS,查特工业,49.570891,2.822158,1.499267,13100000,2.9697,147,0.407590081,42.65806122,7809282.189,6994919.178,12,0.321200844
SMP,Standard Motor Products Inc,40.148486,2.470455,1.268541,15945000,-0.1024,252,0.40757739,20.69257937,2466799.754,1076508.73,21,0.324575499
SIM,Grupo Simec S.A. de C.V. ADS,14.206996,0.818663,0.643345,643000000,0.0485,252,0.406873272,7.044195635,660662.8492,1468332.54,21,0.347106431
UNT,Unit Corp,13.238328,1.029119,2.075791,8150000,-0.1003,252,0.406662413,31.90246032,11198720.45,5668587.302,21,0.31526716
BOOT,Boot Barn Holdings Inc.,20.594317,3.294623,1.295503,6761000,7.7014,48,0.40616529,15.92916667,9853841.417,7645450.917,4,0.287974397
DLA,Delta Apparel Co,312.170277,0.881529,0.059711,4550000,0.0184,252,0.405408077,12.33470238,388951.6587,390787.3016,21,0.326187275
PNK,Pinnacle Entertainment Inc,24.361642,-6.965429,1.409593,21766000,1.5832,252,0.405153603,17.28380952,16043896.87,5692952.381,21,0.304666456
NEWT,Newtek Business Services Inc,10.025226,1.55915,2.336107,7621000,0.0997,252,0.402760522,13.90327976,994145.0476,139157.1429,21,0.305989241
AMD,AMD,73.160387,26.595495,0.327773,116000000,3.7619,252,0.402473287,11.34500556,633784811.7,240254577,21,0.356672005
PGTI,PGT Inc,21.870817,6.012072,1.131645,22548000,1.1987,148,0.402243288,8.0651,7594098.514,1337612.162,12,0.316371883
MDR,迈克德莫特国际,9.815155,1.000436,2.002006,45000000,0.25,252,0.40214875,23.83180556,32964146.48,23782909.08,21,0.319854375
TST,TheStreet,1.730745,1.671588,1.230684,27516000,78.8157,233,0.401890637,4.50622103,2055585.778,4376457.759,19,0.325002156
VRTX,福泰制药,108.810487,16.824045,1.625211,206000000,5.6172,252,0.401083885,50.68575397,39108371.34,21444376.98,21,0.320874896
AUDC,奥科,47.425715,3.408797,0.22414,2394000,1.3609,233,0.400160657,8.316459227,2887633.906,7825220.69,19,0.322442291
PERI,Perion Network Ltd,0,0.656503,-0.43353,986000,1.0274,83,0.399102429,14.4577012,1097962.595,1270212.707,6,0.287766908
WYNN,永利度假村,28.904636,9.248932,5.047633,205000000,0.9222,192,0.398907822,97.53765573,47303763.61,3082553881,16,0.30568256
SODA,SodaStream International Ltd,35.141988,5.813948,4.051279,26110000,0.817,95,0.397103653,44.227,7801302.417,23148202.13,7,0.286068633
VTNR,Vertex Energy Inc.,0,1.573123,-0.233596,2661800,2.4658,68,0.396790332,2.677967647,1446359.912,3251659,5,0.29790621
NHTC,然健环球,14.672372,3.550689,1.831333,9023000,-0.1242,44,0.396634932,26.70318182,1661182.091,6359986.773,3,0.281882215
TWIN,Twin Disc,30.264628,2.06274,0.843559,5956000,4.0689,252,0.396489841,14.29486111,1065475.476,509060.3175,21,0.351763932
DL,正保教育,37.113296,7.668166,0.236034,4404000,0.4929,123,0.396471696,8.686313821,1994724.21,525267.2131,10,0.307563306
ROCK,Gibraltar Industries,18.852,2.5864,2.424146,22837000,0.7885,252,0.39640209,18.09888214,3695554.754,1659080.952,21,0.313149139
BITA,易车网,0,0.537493,-3.311105,27386000,1.4328,95,0.394890278,25.98673684,18600059.94,8010991.489,7,0.308802155
UFI,仪化宇辉,18.910312,1.541537,1.732917,10764000,0.1092,252,0.394743928,24.07825397,1443120.341,1291970.635,21,0.327191301
ATRO,Astronics,70.19411,3.598982,0.640937,14025000,0.825,252,0.393858056,16.64047619,2072376.635,697750,21,0.314779592
ASH,亚什兰,113.682653,1.558175,0.746288,36000000,2.2,252,0.393595141,61.17996032,18471968.23,10237900.79,21,0.258938912
TGA,Transglobe Energy Corp,0,1.222881,-0.170317,7361000,1.13,129,0.393191061,5.579100775,3353687.846,3826456.25,10,0.316068183
AU,AngloGold Ashanti Ltd ADS,169.605477,1.228361,0.046107,21500000,1.2606,242,0.393162508,27.79842975,59111749.46,17642326.45,20,0.314467555
PCRX,Pacira Pharmaceuticals,0,6.513895,-0.255555,2564000,1.1299,92,0.392811818,43.17201087,16597330.07,5933630.435,7,0.320612559
EBS,Emergent Biosolutions,23.845706,3.191993,2.511144,50144000,9.8631,143,0.392642327,23.1563986,6244372.403,5008018.31,11,0.300252167
KODK,柯达,3.058946,11.02355,1.013421,4000000,0,59,0.390681802,14.75898305,15273521.1,2667296.034,4,0.230594395
MOC,Command Security Corp,0,1.144189,-0.079594,729800,9.2288,252,0.388092444,1.910186905,535995.6746,388481.746,21,0.324378302
MPX,海洋产品,26.99842,8.564151,0.70856,8990000,0.4692,212,0.387767594,8.19215283,446971.0377,754798.5849,17,0.302722129
FANH,泛华金融控股集团,19.664951,2.88031,1.329777,173000000,0.2221,131,0.38682885,12.25625954,2963912.682,5959247.692,10,0.313742307
TROX,特诺,0,2.689617,-2.126243,50000000,9,75,0.386468428,17.4848,26463027.47,14563916.22,6,0.288795511
GORO,Gold Resource,37.099992,2.477078,0.141779,3754000,3.3449,98,0.386357262,10.20903061,12976375.24,7673475.51,8,0.289781616
ANIK,阿尼卡医疗,32.872416,2.449494,1.260023,10092000,-0.1123,252,0.386050028,16.68837302,2407550.262,1437877.778,21,0.318131602
CTG,Computer Task Group Incorporate,83.264175,1.281775,0.0723,940000,1.1659,252,0.384842606,9.345972222,1028204.325,930393.6508,21,0.304691173
SYX,Systemax Inc,17.803094,7.040613,2.09795,18200000,0.3188,252,0.383835109,11.91150794,1318972.23,2559037.302,21,0.330551834
IOSP,英诺斯派材料,30.299018,2.318566,2.56774,21800000,-0.1648,152,0.383420384,35.12279605,2247933.842,2486102.632,12,0.283910599
OC,欧文斯科宁,20.905781,1.544622,2.748522,122000000,0.2708,145,0.383197388,38.29958621,29320822.3,27267973.61,12,0.268498051
KGJI,金凰珠宝,1.226402,0.217977,1.002934,13563800,0.6884,98,0.382910706,1.785290816,3203257.49,3513306.122,8,0.287552945
IPGP,IPG光电,22.585884,4.131004,7.390014,122000000,0.1682,142,0.382532954,68.22584507,8075195.986,5988590.141,11,0.288506337
CYD,玉柴国际,5.353922,0.652886,3.660868,197000000,0.0647,252,0.382084409,11.44781746,2593009.675,5574085.714,21,0.296279612
VIPS,唯品会,12.294584,1.932378,0.559596,689000000,0.8575,79,0.381303481,11.76531646,176803284,127396453.8,6,0.322971647
ATNI,大西洋电讯,58.036335,1.721858,1.268688,10780000,-0.0118,252,0.381017926,31.43751786,1123322.746,430588.8889,21,0.263869441
