code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,,std,volume_end,volume_start,,year
CRT,CRT信托,12.737595,10.487554,1.224721,252,15.22,60.18,27.42934087,8.88,23.92766548,40.90702381,17.45333333,17.75,,12.81065103,412791.0159,329176.9841,,21
SGGB,Barclays iPath Bloomberg Sugar Subindex Total Return,0,0,-0.399,9,39.04,50.12,44.28558889,38.67,38.92,45.3301,48.60666667,49.09,,4.546930269,226147,43538.25,,0
AGX,Argan Inc.,11.198663,1.756081,3.616503,252,38.8,73.75,17.5458127,1.9,35.1902381,8.804285714,8.642914286,12.1494,,16.0472565,1705722.119,42532.16667,,21
PXH,PowerShares Exchange-Traded Fund,0,0,0,133,20.68,28.39,20.57184211,11.59,18.99555556,21.23806818,21.51772727,25.5,,3.396868348,4222980.791,1929646.97,,11
FDN,First Trust Dow Jones Internet I,0,0,0,148,145.05,145.69,50.61583784,13.07,87.64018,41.44183673,22.00989796,20.59,,31.88445095,8392960.486,2123574.324,,12
RJZ,Elements ETN-Rogers Metals,0,0,0,132,7.62,13.15,9.045482576,5.75,7.802811364,9.842386364,9.49125,10.09,,1.693157318,157319.3636,942646.9697,-785327.6061,11
DEM,WisdomTree Emerging Markets Eq,0,0,0,135,42.9,64.59,47.08877778,27.85,40.38977778,52.77733333,48.09922222,51.85,,8.044465523,8723947.574,5057017.91,,11
OSPR,Osprey Energy Acquisition Corp.,5062.780306,18.625515,0.00223,12,11.29,11.29,9.879175,9.58,10.395,9.625025,9.6175,9.69,1.6,0.517883792,5637147.5,912784.3333,,1
CNX,康索尔能源,4.337205,0.786709,3.668261,234,15.4,112.37,27.31606838,5,24.4574359,44.78942308,12.70134615,8,,17.59836106,79393060.51,36659578.63,,19
SMTA,Spirit MTA REIT,317.820318,2.233728,0.033069,4,10.61,10.72,10.405,9.99,10.665,9.99,10.3,9.03,1.58,0.328887012,2602784.5,12082771,,0
EEM,新兴市场ETF-iShares MSCI,4.172733,0.723202,10.393667,186,42.33,55.585,36.44376344,11.715,40.18814516,39.4775,29.66564516,11.125,,9.543667992,1126202121,672955973.1,,15
IGN,iShares S&P North American Techn,11.41294,0.863109,4.866406,207,55.9,56.34,31.30860386,9.51,39.26486957,28.21775362,26.44318841,39.1,,8.65992858,1139755.837,2652642.718,,17
GGB,盖尔道钢铁,0,0.259165,-0.04349,235,3.71,24.98,5.857379149,0.4274,4.803164557,11.24542564,1.537062821,0.3739,,4.999282175,151032549.3,43421055.76,107611493.5,19
EL,雅诗兰黛,45.03351,10.566201,3.010869,252,138.15,149.72,42.75550595,11.11,84.50613095,24.81458333,18.94580357,11.5625,,33.54458516,47636287.94,39635107.94,,21
EEP,安桥能源合作伙伴,23.90917,3.372342,0.484333,252,11.48,39.9,24.36345238,9.64,25.8552381,25.00821429,22.22690476,23.565,,5.631898372,18225830.92,3614598.413,,21
SLCA,US Silica Holdings,11.221348,1.291188,2.017583,80,20.47,71.81,30.44975,10.35,35.93148148,33.2737037,21.82461538,17.25,,13.07469998,44945059.65,27905472.5,,6
TS,泰纳瑞斯钢铁,30.820643,3.604117,1.132358,190,32.79,74.5,32.1645,3.845,33.59453125,39.06079365,23.81547619,3.28,,14.04620985,36706101.92,38375420,,15
CARS,Cars.com Inc.,10.217751,1.127784,2.602334,16,26.9,29.69,26.9025,23.82,27.455,27.698,25.444,25.34,1.56,1.765580169,20057677.25,37466891.25,,1
QLD,纳指两倍做多ETF,2.960683,0,32.810001,148,100.7,101.52,25.38873311,2.8225,51.927,15.33392857,8.363673469,9.1225,,22.90377246,106690006.8,1500656659,,12
EIDO,iShares MSCI Indonesia Investabl,0,0,0,101,22.36,35.57,26.87133663,17.69,25.17970588,26.38647059,29.11378788,22.2,,3.488223967,15996161.73,6590810,,8
GLTR,ETFS Physical Precious Metal Bas,0,0,-5.31,96,57.61,111.92,73.23052708,52.29,62.86466875,63.98269375,92.84421875,75.73,,15.34344027,597159.3125,526402.0833,,8
FNV,Franco Nevada Corp,96.710145,2.5858,0.69,85,62.16,81.82,55.898,35.77,70.7037931,50.80535714,45.65607143,46.85,,12.61458602,15918987.93,8981923.81,,7
IHC,独立控股,14.885389,1.232156,2.428556,252,35.25,37.15,11.75520516,2.4773,16.41939405,11.10351667,7.742704762,5.2181,,6.695529923,243458.2619,198352.9444,,21
PSJ,PowerShares ETF Tst Dynamic Soft,5.508209,1.667099,15.458745,160,87.03,87.03,31.81816625,12.01,50.86262222,26.66273585,17.56981132,15.09,,16.51697492,216188.5375,542027.5,,13
NES,Nuverra Environmental Solutions,0,0.647895,-2.038653,12,9.33,23.13,15.08496667,9.33,11.1925,19.23,14.8324,21,,4.850524697,229857,311694.8333,-81837.83333,1
EFBI,"Eagle Financial Bancorp, Inc.",26.437564,0.851995,0.596878,15,16.054,17.802,15.99284667,15.1,16.02614,15.884,16.0684,14.5,1.554,0.577851919,21080.125,129599.5714,,1
ISDR,Issuer Direct Corporation,26.401478,4.113522,0.579513,55,14.9,19.8897,10.67646182,4.95,15.43370526,7.1225,9.208888889,13.35,1.55,4.128007664,183084.8214,141650.1481,,4
CUB,Cubic Corp,267.749451,3.043834,0.282727,252,75.4,75.7,31.24882262,5.25,49.58380952,30.3452381,13.81742024,12.6667,,16.92777894,2464733.127,1782008.73,,21
IBKCO,IBERIABANK CORP DEP SHS REP 1/400 PER PFD S,6.290697,0,4.3,29,27.15,28.14,27.14262414,25.7499,27.23575,27.59935,26.53167778,25.61,1.54,0.633558292,60810.46667,132055.8571,,2
FNDE,Schwab Fundamental Emerging Markets Large Company Index ETF,0,0,0,62,27.76,32.49,25.33814516,17.57,28.52280952,21.66933333,25.8465,25.2,,3.48022063,4769545,1626087.452,,5
UPRO,三倍做多标普500ETF,0,0,0,112,56.38,56.63,17.93365,2.4083,33.20325263,15.24392162,4.941083784,2.3883,,14.11683331,150811069,655095600,,9
CVEO,Civeo Corporation,0,1.272506,-1.250002,53,3.89,25.41,4.722077358,0.8901,3.035555556,1.815561111,9.585294118,21.26,,6.190163887,17113387.63,34385379.23,-17271991.6,4
PSDO,Presidio Inc.,11.260485,2.041342,1.435995,19,15.04,19.17,15.02657895,13.1,14.50857143,16.08166667,14.57583333,13.5,1.54,1.513858254,3741526.8,6647430.667,,1
OIS,Oil States International Inc,0,1.40385,-1.072767,212,33.25,64.55,17.515625,1.885,33.09059859,14.04411972,5.23925,2.5775,,13.57235047,31869342.55,35424777.36,,17
SOR,Source Capital Inc,7.21957,0.909742,5.652691,252,40.18,76.75,54.43283254,24.52,53.39540238,56.07904762,53.82404762,49.5,,11.77051115,327161.7302,118374.6032,,21
HY,Hyster-Yale Materials Handling C,29.504179,1.837967,2.096991,72,61.42,100.94,68.32152778,41.08,68.92208333,63.79625,72.24625,43,,12.82968297,1183808.25,1018991.5,,6
HSON,Hudson Global,8.40548,1.299802,0.202249,187,1.72,25.19,6.991860963,1.07,2.38115873,4.568709677,14.10008065,4.5,-2.78,5.893387125,1067674.394,3919175.269,-2851500.875,15
MYE,Myers Industries Inc,0,4.418451,-0.008748,252,22.15,23.3,13.51428849,3.95,16.77607143,12.55845238,11.20834167,10.995,,4.057177804,2392919,1865956.921,,21
TECK,泰克资源有限公司,17.052238,0.893618,1.34,197,22.29,61.83,24.09916244,3.3,18.9,34.67363636,18.64115385,4.505,,14.05017859,88718512.02,33488504.08,,16
NGHCZ,National General Holdings Corp,18.896788,0,1.37,38,25.5374,26.25,25.08776316,23.42,25.32365385,25.45519231,24.43416667,24.01,1.5274,0.690531674,160987.6316,399098.8421,,3
NAT,Nordic American Tanker,0,0.49657,-2.107813,252,2.23,55.26,19.09218254,1.88,9.412857143,32.35208333,15.51160714,18.24,,11.1047906,21101005.77,2928627.778,18172377.99,21
PICK,iShares MSCI Global Metals & Mining Producers ETF,0,0,0,80,30.11,51.1,32.58325,14.74,29.76111111,27.74518519,40.53807692,51.5,,8.183926169,3210093.225,334826.25,,6
GEN, Genesis Healthcare,0,-0.143966,-5.985521,42,1.65,7.26,2.855459524,0.6897,1.377807143,2.617857143,4.570714286,8.57,,1.903383275,10441910.33,4155791,6286119.333,3
QED,IQ Hedge Event-Driven Tracker ETF,307.602856,0,0.07,42,21.502,21.61,20.27760238,18.51,21.17971429,20.27582143,19.37727143,19.99,1.512,0.834525356,12276.57143,15210.66667,,3
PXQ,PowerShares ETF Networking Port,15.134837,1.245459,3.803807,160,58.52,58.55,27.15420125,9.92,40.01791111,25.2695283,15.93245283,15.13,,11.16023649,176974.05,686160,,13
EZJ,ProShares Ultra MSCI Japan,0,0,0,112,38.7745,47.6033,27.24556696,16.33,33.87753947,26.36325676,21.31666216,19.2967,,7.221194352,161890.1607,725608.9286,,9
CMC,美国工商五金公司,44.719361,1.765622,0.490168,252,21.29,37.7,13.80449444,2.5,17.0827381,19.9403869,4.390358333,3.9925,,8.278794613,30824978.7,15332826.19,,21
WFT,Weatherford International Ltd,0,-2.120362,-2.726518,116,2.35,24.18,12.53956897,2.29,5.463333333,14.73051282,17.55342105,10.18,,6.057133544,330312671,246922660.3,83390010.64,9
AGCO,爱科集团,22.068541,1.653115,2.778616,252,59.1,73.77,35.03857143,6.5,54.02654762,35.08285714,16.00630952,31.63,,18.66907528,25369917.89,18120281.75,,21
FRLG,GS Finance Large Cap Growth Index Linked,0,0,0,6,128.8,128.92,115.8833333,100.25,128.86,114.165,104.625,94.9,,11.41984355,448519.6667,914004.6667,,0
PPR,荷兰国际最优惠利率信托,25.785558,0.883579,0.193907,252,4.99,10.38,6.590992063,3.28,5.515,6.094761905,8.163214286,10.19,-5.2,1.547567236,9603792.079,6811728.571,2792063.508,21
QTNA,Quantenna Communications Inc,17.315667,3.216618,0.963867,24,18.31,20.94,16.77708333,12.2,15.52125,16.035,18.775,16.8,1.51,2.728767008,7324459,6082120.667,,2
TLTE,FlexShares Morningstar Emerging,0,0,0,73,52.3,64.075,51.04490274,38.64,54.395804,46.73178333,51.8675,50.41,,5.152613957,774702.8649,475366.6667,,6
VNE,"Veoneer, Inc.",0,2.322027,-1.044415,3,51.39,52.3,51.21,49.94,51.39,49.94,52.3,41.75,,1.190252074,4217325,26159704,,0
SUM,Summit Materials Inc,21.373146,1.853662,0.983945,43,21.11,31.95,24.19216047,15.4653,28.37727333,22.70420714,21.19606429,19.6459,1.4641,4.492680222,29730050.36,19496111.67,,3
PYN,PIMCO New York Municipal Income,11.352466,1.021217,0.83418,192,9.72,16.74,11.41700469,6.08,9.812889062,9.70109375,14.73703125,15,-5.28,2.592353317,286575.7292,262292.7083,24283.02083,16
PTF,PowerShares Dynamic Technology S,7.691197,0,8.65795,144,68.61,68.61,32.32786667,14.3,45.51370417,28.68479167,22.78510417,25.34,,11.40465913,449638.2917,230880.5556,,12
ASHX,Deutsche X-trackers CSI 300 China A-Shares Hedged Equity ETF,0,0,0,36,17.69,25.4319,21.25721389,17.5,20.69279167,20.66435833,22.41449167,25.53,,1.982345348,49261.38889,23836.05556,,3
XSW,SPDR S&P Software And Services ETF,0,0,0,85,91.52,91.52,39.05706471,12.3725,66.18894483,33.093075,16.92017857,12.7,,23.0960522,151216.6744,211028.5714,,7
GLD,SPDR黄金ETF,0,0.90503,-1.369611,96,112.93,177.65,130.7893667,101.46,120.5890625,117.3040375,154.475,128.72,,19.224433,158099016.6,210026806.3,,8
CMRE,Costamare,23.329466,0.578727,0.306908,95,6.72,23.7,13.27168421,5.31,7.05375,18.069375,14.73774194,12,-5.28,5.265244059,8983040.646,3382444.681,5600595.965,7
SPA,斯巴顿,0,1.721156,-0.973778,252,12.79,32.4,10.96703333,1.35,20.09380952,6.427205952,6.380084524,13.1746,,7.566762863,915917.5635,151161.2222,,21
EPOL,iShares MSCI Poland Capped ETF,0,0,0,101,23.71,39.62,25.66340792,16.87,22.08850588,26.21647059,28.77681818,24.86,,4.931128032,5835953.627,2905876,,8
SHW,宣伟公司,22.283541,11.090846,20.07715,252,459.35,459.35,112.513373,17.63,249.8719048,59.76321429,27.905,29.19,,112.4764407,20024866.25,16414328.57,,21
DBP,PowerShares DB Precious Metals Fund,0,0.950362,-0.142738,141,34.32,66.61,40.60939149,24.99,37.19157872,51.01914894,33.61744681,24.08,,9.657259536,876981.3662,1694014.286,,11
SPXL,Direxion Daily S&P 500 Bull 3X,0,0,0,76,53.5,53.75,23.59489868,6.3475,37.70990385,21.0223,11.487892,6.225,,12.47028322,97191321.05,124245557.9,,6
SM,SM Energy,15.49982,1.245278,1.960668,252,29.92,89.04,31.70343254,3.9075,46.48059524,38.25214286,10.37755952,11.375,,22.04308871,35180839.23,7264976.984,,21
WCG,WellCare Health Plans Inc,27.849506,5.671205,10.887446,171,304.24,304.24,72.62871345,8.96,128.5254386,44.29017544,45.07052632,19.3,,56.59093612,10431862.2,15138944.71,,14
FTS,Fortis Inc,18.541465,1.309451,1.7593,24,32.46,36.83,33.63583333,29.78,32.70875,36.2,31.99875,31.03,1.43,2.04949605,5111906.333,4566560,,2
SQM,智利矿业化工,24.338943,5.91419,1.790957,252,42.2,64.72,19.68970476,0.1695,37.39895952,21.37274405,0.297410714,0.5915,,21.54744982,15201131.13,62799738.89,,21
EQWM,PowerShares Russell Midcap Equal Weight Portfolio,0,0,0,41,51.17,51.64,42.65258293,33.5781,47.9263,42.07315714,37.59719231,40.63,,4.694326535,24282.52381,36008.1,,3
DAVA,Endava Ltd,54.657756,16.474098,0.481176,3,26.42,26.42,25.51666667,23.91,26.42,26.22,23.91,25,1.42,1.395002987,934276.5,5962529,,0
TCI,Transcontinental Realty Investor,44.708076,1.33437,0.670125,252,30.81,43.84,13.60082381,1.62,13.6941381,12.82964286,14.27869048,19,,6.497928892,59954.96032,84195.2381,,21
SGOL,ETFS Gold Trust,0,0,-10.7,109,115.17,181.06,131.2130853,100.77,120.9547649,131.3798611,141.5895833,98.95,,19.46901256,776931.0364,2320483.333,,9
UZC,United States Cellular Corp,73.045339,0.571818,0.364705,35,26.3279,27.29,25.99908286,24.61,25.76065833,26.5375,25.67181818,24.95,1.3779,0.796746786,402717.3333,1201080.412,,2
GLPI,Gaming and Leisure Properties I,20.111562,3.210892,1.77659,60,35.6,42.495,33.99033333,26.08,35.7265,31.333,34.9115,34.29,1.31,3.282688396,25955643.4,15043726.53,,5
TVPT,Travelport Worldwide,20.09163,-16.185639,0.928745,49,18.97,18.97,14.71142857,10.89,15.78882353,13.38,14.898125,17.69,1.28,1.938912926,26069914.88,18109783,,4
HRL,荷美尔,20.743249,3.732192,1.829993,252,39.98,43.24,14.19752262,3.3825,27.70333333,9.547767857,5.341466667,4.0075,,10.99454056,40955065.25,21367190.48,,21
CHGG,Chegg Inc,0,9.196705,-0.128711,59,32.38,32.38,10.68237288,4.29,18.444,6.4585,6.958421053,11,,7.201531767,18813092,12463023.52,,4
ICL,Israel Corporation Ltd,0,2.482766,-0.1,49,5.64,7.25,5.033757143,3.53,4.558235294,4.149375,6.42338125,7.1,,1.191156626,4310185.64,5691562.75,-1381377.11,4
JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF,0,0,0,45,53.53,63.13,50.92674222,39.17,57.35978,48.27630667,47.14414,51.08,,6.024281738,473962.0435,200983,,3
OI,欧文斯伊利诺玻璃,21.149204,3.706886,0.856297,252,17.41,57.22,23.26531746,2.88,23.11047619,28.63642857,18.04904762,33.81,,10.09901756,36179847.85,16901756.35,,21
APVO,Aptevo Therapeutics Inc.,44.059405,2.160532,0.1212,26,5.52,5.56,3.065192308,1.33,4.452222222,2.416111111,2.235,4.29,1.23,1.281700808,6607248,5213351.231,27%,2
BSBR,桑坦德巴西分行,10.316712,0.700301,0.801612,108,7.99,14.4,8.145555556,3.15,7.728333333,5.980555556,10.72777778,13.3,-5.31,2.79125816,50432323.61,122569579.6,-72137256.02,9
TDF,Templeton Dragon Fund Inc,2.93961,0.861204,7.191429,252,21.18,36.49,18.97828254,5.69,23.14270476,23.91369048,9.878452381,15.94,,7.559455366,1506755.317,2824767.46,,21
DK,Delek US Holdings,10.918505,2.849188,4.982367,149,55.42,55.78,21.36852349,5.29,29.9096,20.6644,13.37163265,16.11,,11.59258724,20227830.97,4917524.324,,12
SCHE,Schwab Emerging Markets Equity E,0,0,0,105,25.33,30.58,24.79633333,18.39,24.274,24.56171429,25.55328571,25.45,,2.482745869,14617956.51,4213342.308,,8
DBB,PowerShares DB Base Metals Fund,10.32008,0.929235,1.587197,141,15.87,28.05,18.54028369,11.21,15.49893617,19.12510638,20.99680851,24.1,,4.116526265,4186720.113,4486144.286,,11
IAU,黄金信托ETF(iShares),0,0.937974,-0.03,165,11.45,17.82,10.90875758,4.17,11.91563636,13.91181818,6.898818182,4.275,,3.397765873,133772110.3,66741564.63,,13
UTSL,Direxion Daily Utilities Bull 3X Shares,0,0,0,17,27.8553,33.6341,27.14931176,21.54,26.18921667,27.09733333,28.3638,24.95,,2.925369649,440034.2222,40560.75,,1
IEMG,iShares Core MSCI Emerging Marke,4.592894,0.999765,11.406751,72,51.25,61.44,48.68090278,36.98,52.0125,44.33875,49.69145833,49.23,,5.16045809,163676515.2,27334079.61,,6
HGSH,汉广厦房地产,6.90001,0.399184,0.217391,97,1.35,10.9,2.866509278,0.26,1.63359697,4.490240625,2.51421875,4.15,-2.8,2.256218107,1186831.02,871570.8333,315260.1871,8
CKH,海科控股,6.852807,1.407787,7.748649,252,51.02,97.8,53.13606468,17.8467,65.97244048,62.75565476,30.68009881,32.07,,19.0434187,3378221.246,3550019.841,,21
LMHA,"Legg Mason, Inc.",8.712144,0.676544,3.030253,31,26.39,27.26,26.39588387,25.11,26.42704545,26.5445,26.21299,25.19,1.2,0.545516423,343293.25,1079144.533,,2
ARKQ,ARK Industrial Innovation ETF,0,0,0,49,36.605,37.14,24.71406531,16.075,33.09558824,21.0152625,19.5075,20.02,,6.592234394,589417.08,37586.20833,,4
AXS,埃克斯资本,0,1.072742,-4.15004,183,57.17,69.3,39.20202186,22.38,54.20639344,32.47934426,30.92032787,25.3,,11.94357875,13655663.39,15206828.57,,15
SMAR,Smartsheet,0,-32.353218,-3.182937,6,31.7,31.7,25.52,19.3,30.715,23.735,22.11,18.4,,4.718639634,4136318.667,9882490.333,,0
IDX,印度尼西亚ETF-Market Vectors,0,0,0,113,20.31,34.05,24.41942478,13.98,21.86921053,25.81263158,25.6077027,13.275,,4.153389255,1516238.211,7159464.286,,9
AIA,iShares S&P Asia 50 Index Fund,0,0,0,131,62.36,71.79,45.88965649,22.18,53.43556818,45.32715909,38.74383721,48.69,,9.321675035,1126594.818,605581.5385,,10
P,潘多拉媒体,0,23.660396,-1.467986,88,9.1,37.42,14.44852273,4.41,9.339666667,20.46275862,13.71931034,20,,6.986575229,168332043.6,112647404.5,55684639.05,7
CASA,Casa Systems,11.088771,11.244912,1.259833,10,14.65,29.34,19.245,14.65,15.225,23.98,19.87,13.5,1.15,4.715874492,16925811.6,12333168.8,,0
HNI,HNI Corp,20.917001,3.676096,2.108811,252,42.56,60.22,33.76630952,9.81,38.6847619,34.34642857,28.2677381,29.25,,10.54880598,4272657.905,2997872.222,,21
XSOE,WisdomTree Emerging Markets Ex-State Owned Enterprises Fund,0,0,0,46,28.36,34.3352,25.3759,18.58,30.3886625,22.77584667,22.62900667,24.6,,4.247663523,475792.4348,20936.73913,,3
DGL,PowerShares DB Gold Fund,0,0.959291,-0.485018,141,37.5,63.85,41.80304965,25.76,39.74574468,50.99893617,34.66446809,23.97,,8.846688238,1320080.549,1247315.714,,11
AVX,AVX Corp.,118.279259,1.549754,0.173995,252,20.57,48.72,14.52210317,6.845,13.99130952,13.44904762,16.12595238,16.155,,4.848522749,4450580.881,7953876.19,,21
FLY,巴布科克和布朗航空,14.258551,0.747061,1.051299,133,14.53,22.8,12.80300752,3.13,13.34377778,13.59454545,11.45840909,23,,2.907441858,4149241.269,2359993.939,,11
BAR,GraniteShares Gold Trust,0,0,0,24,119.02,134.64,86.7476375,25.98,126.48125,103.9722875,29.789375,35.98,,49.99844971,354478.75,59315.16667,,2
AMP,阿莫斯莱斯金融,12.147742,3.557931,11.627675,157,143.12,169.47,77.67458599,15.94,124.4769811,63.97019231,43.67653846,38.02,,39.37954386,22109446.39,46675992.31,,13
LCAHU,"Landcadia Holdings, Inc.",725.806463,0.34748,0.0155,29,11.13,11.5,10.62878966,10.0001,10.891,10.7279,10.22732222,10,1.13,0.347910403,111433.1333,512297.1429,,2
DUSL,Direxion Daily Industrials Bull 3X Shares,0,0,0,17,35.65,42.6345,32.51514118,25.88,33.40615,35.959,27.3133,25.04,,4.587281014,247118.8889,48676.125,,1
ECCB,Eagle Point Credit Company Inc,12.611022,1.213263,2.092614,24,26.42,26.45,26.00981667,25.4,26.2178625,26.134,25.6775875,25.3,1.12,0.323317161,46253.58333,119522.3333,,2
TAN,太阳能ETF-Guggenheim,12.367232,0,1.77,126,21.85,278,52.54571429,14.31,24.3447619,29.83761905,103.4547619,258.4,,51.07797563,4967758.19,1283765.079,,10
DOGZ,多尼斯,7.402688,1.22298,0.387697,10,2.8,5.9,3.97385,2.8,3.1846,4.216666667,4.783366667,5.8,-3,0.947888102,292803.4,363525.8,-19%,0
TLK,印尼电信,16.59815,0.000268,1.3622,252,22.77,35.32,14.89347976,1.3611,23.68,16.52244048,4.47799881,9.8981,,8.934452711,9479185.889,15562057.08,,21
APWC,亚太电线电缆,9.258441,0.234364,0.289876,90,2.65,6.42,2.902018889,1.36,2.678686667,2.41387,3.6135,5.69,-3.04,0.771605301,85315.46667,133304.4444,-47988.97778,7
GBLIZ,Global Indemnity plc,8.989296,0,2.84,38,25.71,25.9649,25.13994211,23.44,25.65360769,25.41868462,24.2815,24.6,1.11,0.716704446,132735.8947,205698.4211,,3
MTGEP,American Capital Mortgage Investment Corp. - 8.125% Series A Cum,15.539639,0,1.66,53,25.9471,26.49,25.22798679,23.3739,25.88260556,24.87507778,24.90852941,24.84,1.1071,0.647795649,79747.22222,167643.9231,,4
SLDA,Sutherland Asset Management Corporation,16.077962,0,1.644487,14,26.4,26.4,25.5808,24.931,26.0105,25.23174,25.48,25.3,1.1,0.450772634,160286.1429,515677.2857,,1
DWDP,陶氏杜邦,208.320172,1.625181,0.332229,252,69.72,75.58,39.40212937,7.16,48.74904762,35.3047619,34.15257857,30.1467,,12.08456031,185914311.6,75170258.73,,21
PPLT,ETFS Physical Platinum Shares,0,0,-40.169998,105,74,185.87,127.043,74,90.31514286,129.3088571,161.505,160.66,,32.45337713,963704,1347503.846,,8
TEX,特雷克斯,21.725332,2.997465,1.773966,252,38.24,88.96,25.96791667,5.57,30.3102381,36.40071429,11.19279762,10.375,,17.40769798,46364277.24,15764355.56,,21
REX,REX American Resources,11.749461,1.341055,6.77563,252,78.36,106.83,27.53296786,4.5022,57.12011905,14.88357143,10.5952131,5.0267,,26.08216673,1357910.444,1596915.675,,21
GBL,Gamco投资,8.448952,-16.62139,3.076121,252,25.98,88.94,40.15107143,3.81,49.43309524,44.79154762,26.22857143,4.63,,17.69549883,572430.2381,803469.8413,,21
TEI,邓普顿新兴市场基金,8.496772,0.798608,1.198102,252,9.93,17.68,12.56472222,8.13,12.78845238,13.80690476,11.09880952,13.19,-3.26,2.243356088,3137198.175,2008929.365,1128268.81,21
AON,怡安保险,41.466435,7.768971,3.507415,252,146.87,146.87,55.09626984,18.24,93.96916667,38.94666667,32.37297619,35.3333,,33.535777,35596513.29,27098047.22,,21
UIS,优利系统,15.011086,-0.637915,1.062548,252,19.15,451.3,81.12242063,3.9,17.72678571,46.97142857,178.6690476,153.8,,89.46740881,12698910.26,4052105.556,,21
THR,Thermon Group Holdings,58.626317,2.578428,0.446216,89,26.36,28.8,21.21617978,12,20.95333333,22.99333333,19.64965517,12.05,,3.451119879,2821428.356,3199550,,7
HGI,Guggenheim International Multi-A,0,0,0,135,16.4155,25.01,17.26003926,10.04,16.04522889,17.64322222,18.09166667,24.75,,2.661333202,137646.9559,331128.3582,,11
TEUM,Pareteum Corp,0,6.012929,-0.531674,23,2.77,2.9975,1.972452174,0.5803,2.60875,1.308925,2.003571429,4.355,,0.886463338,66366703.67,7754035,58612668.67,1
OUNZ,Merk黄金信托ETV,0,0,0,53,11.73,13.42,12.23333396,10.52,12.57871111,12.10813333,12.00020588,12.91,,0.706417577,1435299.852,1014140,,4
PIY,Merrill Lynch Depositor Inc Pref,0,0,0,205,16.4,28.0045,23.76331415,9.05,24.25557101,22.76933824,24.25779412,24,,3.703676157,59182.38835,74459.80392,,17
DAN,达纳,15.021272,2.512175,1.324788,128,19.06,33.04,15.7128125,0.36,19.93139535,17.78860465,9.268571429,13,,6.96921057,36508218.2,43429120.31,,10
THD,iShares MSCI Thailand Investable,0,0,0,127,89.56,100.54,66.33425197,21.32,77.97883721,75.0752381,45.67142857,50.26,,18.91717648,4375420.875,3625426.984,,10
PZD,PowerShares Cleantech Portfolio,0,0,-1.09899,144,43.8392,44.66,28.87786458,14.63,34.72307292,26.34625,25.56427083,24.77,,6.651380657,127508.2361,553993.0556,,12
EEMS,iShares MSCI Emerging Markets Sm,0,0,0,86,46.49,56.28,46.28007674,37.7,47.2766069,45.7,45.84875,49.83,,3.880015668,970598.9535,171160.4651,,7
IRET,IRET房产信托,6.299361,1.275347,0.871517,70,5.4,9.87,7.243857143,4.65,5.866666667,7.130869565,8.793913043,8.8,-3.4,1.345535067,10639071.86,7747025.371,37%,5
BKF,iShares MSCI BRIC Index Fund,0,0,0,131,40.0595,59.5,39.33841603,21.75,36.88357955,38.22818182,42.98639535,58.64,,7.418486291,1396224.515,2919824.615,,10
ATI,阿利根尼,0,1.706696,-0.045795,252,26.41,115.73,34.66174603,2.9,27.50690476,54.28095238,22.19738095,54.29,,23.03318339,39709327.79,20036164.29,,21
RMP,Rice Midstream Partners LP,10.091128,0.839896,1.7887,46,18.05,25.22,18.7126087,10.79,19.46625,21.87866667,14.74266667,16.96,1.09,3.750785657,9225673.913,4080149.913,,3
SPEM,SPDR S&P Emerging Markets ETF,0,0,0,139,34.39,42.825,31.81908273,16.185,32.17340426,32.69516304,30.58097826,28.65,,4.737975447,2658151.943,796020.2899,,11
SAM,波斯顿啤酒,38.411827,8.106979,8.134213,252,302.75,314.52,80.89884921,6.75,187.4895238,43.18952381,12.0175,9,,84.20610838,2286543.976,1320587.302,,21
SCL,Stepan Co,21.441527,2.628178,4.142895,252,87.22,89.21,31.29363095,9.025,60.12577381,21.39380952,12.36130952,13.375,,23.09157946,1628533.048,512122.2222,,21
GEM,Goldman Sachs ActiveBeta Em Mkts Equity ETF,0,0,0,37,32.21,38.61,30.31156757,23.48,34.84230769,29.85083333,25.864,24.35,,4.15152449,2617579.684,2278197.778,,3
SF,Stifel Financial Corp,16.794942,1.388312,3.255742,252,55.62,67.52,24.57020079,2.9813,44.19071429,25.0410119,4.47887619,4.335,,18.10117349,8996703.738,1368912.294,,21
BIG,必乐透,12.488631,2.934659,4.014051,252,42.82,60.78,28.28440476,7.48,42.78892857,23.70428571,18.36,41.63,,13.6413853,28822342.83,20641891.27,,21
SSL,南非萨索尔,36.794616,1.399435,1.039826,252,38.22,62.9,29.13484127,3.66,39.14511905,38.8447619,9.414642857,13.63,,16.14185765,6991503.595,3987524.603,,21
APT,Alpha Pro Tech Ltd,18.540279,1.569995,0.191475,252,3.65,7.86,2.078805952,0.48,2.387013095,2.116309524,1.733095238,9.18,-5.53,1.180887211,4261699.579,1495302.198,2766397.381,21
PIN,印度ETF-PowerShares,0,0,0,127,25.6,27.47,20.44625984,10.55,22.26337209,18.71880952,20.31333333,25.34,,3.486060277,12610828.27,7206766.667,,10
FOE,费罗,27.407841,4.909524,0.797582,252,21.61,30.15,17.23952381,1.43,12.64464286,15.25797619,23.81595238,25.3333,,7.041529608,15651406.4,3819726.587,,21
