code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
ISRL,Isramco,0,-43.472961,-8.231749,4383000,3%,252,-0.616666667,2.7865,0%,3%,74%,52.57008016,-79%,19608.79365,91280.31746,21,0.515921431
WTTR,Select Energy Services Inc.,25.35042,1.741817,0.506106,25023000,339%,18,-0.616666667,0.033333333,-4%,1%,11%,14.95444444,86%,12360666.56,6641386,1,0.031992095
CPAC,Cementos Pacasmayo S.A.A.,27.961971,3.663241,0.37551,23452000,10%,80,-0.625833333,-0.312466667,-6%,-3%,16%,10.243835,-51%,436344.075,881547.5,6,0.11607705
CDE,科尔黛伦矿业,0,1.288553,-0.027974,2930000,127%,252,-0.63,-0.395,-9%,-5%,46%,26.57948413,737%,51957670.45,6210215.873,21,0.397212873
PATI,"Patriot Transportation Holding, Inc.",14.535355,1.325214,1.417922,1086000,138%,44,-0.632366667,0.013816667,-3%,0%,12%,21.22279545,13%,73422.22727,64864.59091,3,0.079242687
TGH,Textainer Group Holdings Ltd,11.802821,0.714428,1.26241,18705000,297%,132,-0.633333333,-0.5,-4%,-3%,41%,23.37924242,87%,5277694.152,2821586.364,11,0.297758772
DMLP,多尔切斯特,12.446495,6.575617,1.462259,16364000,94%,188,-0.641666667,0.435416667,-3%,3%,22%,21.67143617,46%,1115769.266,765528.7234,15,0.17774983
MRC,MRC Global,33.955653,2.390563,0.584586,22000000,267%,78,-0.646666667,0.558333333,-3%,3%,21%,20.27294872,23%,25585725.64,20846805.13,6,0.160595324
BABA,阿里巴巴,47.710196,7.758025,3.65184,7650000000,-45%,49,-4.726666667,-1.998333333,-3%,-0.009541694,0.172316242,117.8777551,0.000384403,349002354.4,348868248.3,4,0.132343885
UVV,环球烟草,13.120091,1.1311,4.565517,11060000,233%,252,-0.65,2.591666667,-1%,6%,22%,44.65543651,57%,4457488,2842315.079,21,0.180250384
SEB,Seaboard Corp,30.155987,1.267207,122.164795,7000000,-88%,252,-104.7366667,-104.465,-3%,-0.025582463,0.351256025,1650.825873,1.324552567,580101.3175,249553.9683,21,0.283999821
TI,意大利电信,11.029932,0.600887,0.63645,377000000,-12%,252,-0.213333333,-0.483333333,-3%,-0.053624673,0.181837413,38.63996032,2.280492714,4631118.429,1411714.286,21,0.158487859
AMKR,艾马克技术公司,10.218262,1.185514,0.845545,33184000,-72%,245,-0.236666667,-0.375,-3%,-0.036892177,0.516867381,9.878857143,-0.17796153,32200887.56,39171995.9,20,0.433090224
VLP,Valero Energy Partners LP,14.028189,10.238905,2.744474,64019000,10%,58,-0.65,0.146666667,-2%,1%,14%,44.4062069,-10%,2529489.793,2800692.69,4,0.10469316
ON,ON Semiconductor Corp.,9.584333,2.929564,2.203596,156000000,66%,222,-0.653333333,-0.720833333,-3%,-3%,31%,8.501891892,83%,139217230,75954045.95,18,0.262980919
SXC,SunCoke Energy,4.582032,1.631573,2.463972,11400000,136%,87,-0.656666667,0.1,-5%,1%,26%,13.57885057,42%,14736690.84,10390248.84,7,0.213067257
LMB,Limbach Holdings Inc,0,1.634706,-0.495261,709000,6%,23,-0.673333333,-0.4225,-6%,-4%,4%,12.64413043,93%,490144.5833,254529.3636,1,0.013355095
TXN,德州仪器,25.565293,10.389341,4.445089,1405000000,33%,81,-0.68,0.84,-1%,1%,8%,59.36876543,-16%,111440161.2,133404165,6,0.066270717
ASIX,AdvanSix Inc.,7.668521,2.439097,4.384157,28410000,10%,24,-0.68,-0.045,-1%,0%,14%,33.08833333,-37%,5251958.917,8342735.417,2,0.093848964
GPRK,GeoPark Ltd,0,10.768807,-0.114722,5500000,594%,56,-0.68,1.025,-3%,8%,36%,7.424883929,280%,3638167,956463.9643,4,0.283923317
HGV,Hilton Grand Vacations Inc.,8.817856,6.094956,3.687971,107000000,110%,21,-0.693333333,-1.763333333,-2%,-4%,6%,36.96380952,40%,21074849.73,15076298.5,1,0.028222854
TSU,堤姆通信服务,16.692447,1.93272,0.882435,335000000,53%,239,-0.693333333,-1.19,-4%,-6%,43%,11.4348954,84%,27987376,15250526.05,19,0.312085158
FMC,FMC Corp.,11.718457,3.843609,7.299596,132000000,76%,252,-0.696666667,1.713333333,-1%,2%,17%,33.10011905,27%,26268078.95,20656723.81,21,0.140841296
RLGY,Realogy Holdings,7.018181,1.0775,3.019301,124000000,13%,72,-0.703333333,-1.105,-3%,-5%,10%,36.43180556,2%,32208688.92,31568914.69,6,0.082068906
TWNK,Hostess Brands Inc,5.095668,1.009968,2.339242,24620000,-13%,23,-0.446666667,-0.43,-3%,-0.028775003,0.1118812,14.04869565,-0.184910199,21761449.42,26698223.18,1,0.060006569
CRH,CRH水泥,7.784008,1.566777,4.329389,730000000,293%,252,-0.703333333,-0.236666667,-2%,-1%,14%,24.45290476,1390%,6614581.349,444078.5714,21,0.125096775
UGP,Ultrapar Participacoes S/A ADS,14.827021,0.622427,0.696701,241000000,2%,228,-0.713333333,-1.986666667,-7%,-12%,50%,9.400697807,-17%,11565333.08,13872661.32,19,0.330029448
IGT,国际游戏科技,0,1.622218,-3.276923,195000000,177%,42,-0.723333333,-0.965,-3%,-4%,15%,21.64785714,62%,37533309.48,23154497.05,3,0.108800172
MUR,墨菲石油,0,1.163492,-0.807767,45518000,359%,252,-0.723333333,0.98,-2%,4%,27%,36.07704444,88%,47452490.28,25302793.65,21,0.210769902
BPMP,BP Midstream Partners LP,25.788198,8.53859,0.790284,40192000,225%,12,-0.733333333,0.165,-4%,1%,4%,19.60833333,-55%,3844606.167,8539376,1,-0.003828577
HEES,HE设备服务,9.799465,5.34602,3.506314,20771000,110%,153,-0.736666667,-0.551666667,-2%,-1%,32%,20.4127451,46%,5787442.494,3975110.526,12,0.275445122
BBBY,3B家居,6.678225,0.914842,2.839078,43576000,-42%,252,-0.576666667,-0.469166667,-3%,-0.019887694,0.154971629,38.9321627,-0.042132371,63496272.01,66289192.86,21,0.129005022
FBM,Foundation Building Materials Inc.,7.054975,1.547924,1.954649,5400000,329%,20,-0.743333333,-0.318333333,-5%,-2%,8%,14.3615,-56%,2247851.5,5066200.6,1,0.020505377
CDK,"CDK Global, Inc.",21.835705,-21.726068,2.804123,102000000,67%,49,-0.76,-0.115,-1%,0%,11%,55.81693878,-5%,19322269.88,20259242.88,4,0.07326713
SRCI,Synergy Resources Corp,10.430646,1.640324,0.929952,49624000,78%,87,-0.766666667,-0.113333333,-7%,0%,33%,8.096666667,630%,63343343.14,8675583.721,7,0.259985875
PKX,浦项钢铁,8.159966,0.140256,8.747585,5.80338E+11,9%,252,-0.78,-1.095,-1%,-1%,22%,61.02503968,-36%,7300700.484,11442115.08,21,0.174948515
CCS,Century Communities,10.54656,1.096157,2.773416,33193000,124%,52,-0.783333333,-0.108333333,-3%,0%,12%,22.48115385,105%,4215123.385,2055225.192,4,0.091742228
CVU,CPI Aerostructures,12.319351,1.00704,0.706206,1257200,64%,252,-0.783333333,-0.283333333,-8%,-3%,27%,8.044964286,25%,475780.6984,380149.5,21,0.237829613
CTG,Computer Task Group Incorporate,83.264175,1.281775,0.0723,940000,117%,252,-0.793333333,-0.496666667,-11%,-7%,38%,9.345376984,11%,1028594.937,930393.6508,21,0.304691173
TI.A,意大利电信,9.326222,0.150431,0.66372,377000000,-12%,252,-0.2134,-0.385033333,-3%,-0.049337588,0.193128186,25.01753968,5.30162347,1642123.056,260587.3016,21,0.160975001
MTW,马尼托沃克,18.054488,1.225099,1.271706,9700000,1840%,252,-0.796666667,-0.924166667,-3%,-3%,51%,53.8491004,257%,14350393.18,4023933.135,21,0.399039907
ARKR,Ark Restaurants Corp,15.581901,1.848244,1.443983,2925000,74%,252,-0.811066667,-0.2922,-3%,-1%,27%,18.35270476,-21%,95821.83333,121150,21,0.208117665
MOD,摩丁制造,33.154831,1.881747,0.536875,22500000,29%,252,-0.816666667,-0.9,-5%,-5%,54%,19.35313492,123%,5104938.77,2287034.127,21,0.381431081
USCR,US Concrete Inc,23.625878,2.763756,2.061299,16278000,793%,92,-0.816666667,-1.7,-1%,-3%,28%,35.44201087,707%,6441905.957,798067.3913,7,0.21492696
TAP,莫库酒业,9.298491,1.081075,7.316241,431000000,29%,252,-0.823333333,-1.62,-1%,-2%,20%,46.49819444,68%,29857357.59,17732041.27,21,0.153526679
WLL,Whiting Petroleum Corp,0,1.112364,-11.772764,2120000,103%,179,-0.84,2.776666667,-1%,8%,47%,121.5487709,592%,50535797.2,7301763.764,14,0.353049635
FCX,麦克莫兰铜金,7.283193,2.213117,1.986766,1035000000,210%,252,-0.843333333,-0.503333333,-5%,-3%,38%,22.49142857,318%,486204804.5,116274595.2,21,0.306252933
FANH,泛华金融控股集团,19.664951,2.88031,1.329777,173000000,22%,131,-0.846666667,-0.1175,-3%,0%,39%,12.23755725,-50%,2970646.182,5959247.692,10,0.313742307
CVRR,CVR Refining LP,10.556667,2.354058,2.069782,118000000,721%,69,-0.85,1.125,-4%,9%,26%,18.3515942,15%,12680074.37,11024821.91,5,0.190469456
NWHM,New Home Company Inc. ,12.936271,0.713314,0.684123,115000,-92%,57,-0.303333333,-0.318333333,-3%,-0.030410551,0.123006228,12.21368421,0.153538453,1553293.414,1346546.714,4,0.100116814
RDCM,Radcom Ltd,50.16905,3.090414,0.36676,757000,471%,252,-0.85,-0.2,-4%,-1%,65%,10.23520635,144%,811638.619,333298.4127,21,0.519184617
PXD,先锋自然资源,34.007739,2.612562,5.176469,63000000,-73%,252,-5.69,0.178333333,-3%,0.00386893,0.227751008,74.72833333,1.140241435,37409969.68,17479322.22,21,0.196507415
AN,AutoNation,9.714311,1.640892,4.700282,97600000,11%,252,-0.868333333,0.004166667,-2%,0%,23%,27.44464286,-9%,28897581.88,31814934.92,21,0.185610745
SMG,Scotts Co Cl A,23.13206,7.791654,3.198591,82800000,-45%,252,-2.596666667,-1.008333333,-3%,-0.011911777,0.228252412,43.2319246,0.66375014,10112171.67,6077938.889,21,0.170351084
NFX,新田,14.363986,3.358132,1.939573,119000000,21%,252,-0.87,0.581666667,-3%,3%,21%,32.02375,188%,53619198.39,18593648.41,21,0.174545917
AA,美国铝业,57.264208,1.612339,0.758589,230000000,67%,252,-0.873333333,-0.126666667,-2%,0%,24%,64.01328373,312%,152354891.3,36987106.73,21,0.195500691
BSIG,OM Asset Management plc,33.668493,15.354895,0.371267,2500000,-82%,48,-0.446666667,-0.503333333,-3%,-0.033440687,0.091039826,15.18083333,1.849782542,11525139.83,4044217.292,4,0.065251713
MGI,速汇金国际,0,-1.437372,-0.566942,2300000,-63%,65,-0.206666667,-0.418333333,-3%,-0.051506948,0.25407212,12.01207692,1.060490731,9486630.939,4604063.875,5,0.160611338
BZH,贝哲房屋,0,0.699249,-2.254986,13409000,88%,252,-0.876666667,-0.63,-6%,-4%,70%,71.37583175,190%,13465521.13,4637966.667,21,0.489759333
OC,欧文斯科宁,20.905781,1.544622,2.748522,122000000,27%,145,-0.876666667,-3.2,-1%,-4%,38%,38.30972414,8%,29344230.18,27267973.61,12,0.268498051
ETH,伊森艾伦室内装饰,17.164358,1.579738,1.331247,11478000,-2%,252,-0.766666667,-0.108333333,-3%,-0.003857036,0.265133964,28.87962976,-0.160108227,6213216.04,7397638.889,21,0.210760606
BHE,Benchmark Electronics Inc,0,0.969803,-1.436041,10943000,-39%,252,-1.05,-0.633333333,-3%,-0.018200407,0.160027415,18.68237421,-0.426507186,6626810.952,11555176.96,21,0.129461098
CO,中国脐带血库,19.650936,1.732411,0.335353,74510000,7%,107,-0.88,-0.555,-10%,-6%,25%,5.365794393,96%,3798702.259,1933288.679,8,0.18904855
ECT,ECA Marcellus Trust I,7.222028,0.685036,0.263084,1127300,-36%,99,-0.066666667,0,-3%,0.003785026,0.257561627,10.29800505,-0.424994688,1331806.18,2316163.265,8,0.198377783
SBGI,Sinclair Broadcast Group,5.402489,1.845462,5.414171,29309000,-36%,252,-1.266666667,-0.5,-3%,-0.009084769,0.43235298,15.89519841,0.947202192,19413341.59,9969864.286,21,0.346284394
FUN,雪松娱乐,15.885917,-42.191761,3.29726,19243000,-39%,252,-2.02,-0.998333333,-3%,-0.015667947,0.202228383,32.3084127,1.795470177,3761185.317,1345457.143,21,0.158793017
EQGP,EQT GP Holdings LP,19.243972,56.715559,1.139058,172000000,24%,41,-0.88,-0.378333333,-4%,-2%,10%,26.04243902,-42%,2801061.381,4826987.3,3,0.069817273
STM,意法半导体,39.568873,3.293792,0.510755,263000000,72%,252,-0.89,-0.4225,-4%,-2%,19%,16.99452381,23%,41349749.57,33689630.16,21,0.165088196
SWM,Schweitzer-Mauduit International,27.890644,2.298442,1.453534,25800000,16%,252,-0.89,0.275,-2%,1%,24%,23.18208333,142%,5242994.857,2169498.413,21,0.196144059
SRCL,消毒循环,31.472672,1.822177,1.948357,27600000,119%,252,-0.893333333,0.645,-1%,1%,14%,53.46380952,0%,13120001.34,13085470.63,21,0.12207633
ATGE,DeVry Education Group Inc,88.545453,1.918843,0.55,62875000,45%,252,-0.916666667,-0.366666667,-1%,0%,30%,33.02884921,103%,16684836.51,8223549.206,21,0.238734826
IVZ,美国景顺集团,8.444986,1.124822,2.858501,242000000,-3%,137,-0.9,-1.366666667,-3%,-0.047250496,0.158820489,27.66058394,-0.138396062,66914228.42,77662398.53,11,0.128110307
USDP,USD Partners LP,12.709032,3.45369,0.786842,6712000,-22%,48,-0.358333333,-0.104166667,-3%,-0.00912052,0.150603577,11.56989583,0.046313184,1031782.292,986112.2917,4,0.117314654
MYRG,MYR Group,18.341857,1.919174,1.911475,6835000,456%,122,-0.94,0.285,-3%,2%,30%,23.73672131,-11%,2384741.721,2686947.541,10,0.217432701
HLTH,Nobilis Health Corp.,35.028913,0.389936,0.021271,1740000,-47%,42,-0.062666667,-0.114666667,-3%,-0.071843905,0.299473594,2.629285714,0.067169877,9609915.048,9005047.143,3,0.199909178
LYB,利安德巴塞尔,7.777045,4.227408,14.802538,1654000000,46%,96,-0.943333333,-0.076666667,-1%,0%,18%,75.21197917,-13%,63972669.79,73419816.67,8,0.135143867
EGRX,"Eagle Pharmaceuticals, Inc.",40.376615,6.533683,1.996205,2659000,-41%,56,-2.706666667,2.458333333,-3%,0.050130055,0.422332228,53.59401786,0.33837515,6859933.607,5125568.571,4,0.334387676
BCOR,Blucora,23.751688,2.699587,1.519892,35157000,910%,76,-0.95,1.55,-3%,7%,31%,18.02578947,16%,9341068.342,8032802.632,6,0.218510243
RCKY,Rocky Brands,18.050018,1.551004,1.689749,2649200,82%,252,-0.95,0.891666667,-3%,4%,37%,12.53982143,-17%,619974.1508,747179.3651,21,0.311322965
BID,苏富比,23.671917,3.956708,1.964353,57277000,-26%,252,-1.893333333,-0.428333333,-3%,-0.007339172,0.287686134,28.98920635,1.007698515,20994293.04,10456895.24,21,0.243182606
BREW,Craft Brew Alliance,26.434425,2.770196,0.735783,4452000,158%,79,-0.95,-0.125,-5%,-1%,32%,12.89278481,115%,1990283.525,925735.8974,6,0.217258525
POPE,Pope Resources,15.703246,4.934097,4.648714,2532000,2094%,252,-0.970033333,0.089983333,-1%,0%,20%,39.10852698,12%,59475.93651,52996.8254,21,0.165025809
MATW,马修国际加工,17.299249,2.042828,3.063717,24345000,-17%,252,-2.066666667,0.35,-4%,0.009243747,0.136178407,35.04421627,0.495900399,2354795.357,1574165.873,21,0.115965239
CC,Chemours Company,7.98601,7.705518,5.559723,282000000,75%,40,-0.973333333,-1.256666667,-2%,-3%,33%,28.67425,-33%,44252352.75,66163028.85,3,0.246104057
SCCO,Southern Copper Corp,34.480777,5.256139,1.286804,411000000,37%,104,-0.976666667,-1.723333333,-2%,-3%,15%,33.52964808,-42%,26107459.58,44975375,8,0.130395318
DK,Delek US Holdings,10.918505,2.849188,4.982367,86700000,369%,149,-0.98,1.085,-2%,3%,36%,21.30973154,316%,20479677.21,4917524.324,12,0.296071312
AIMC,奥创控股公司,22.056426,2.907537,1.852068,19007000,24%,142,-0.983333333,-0.933333333,-2%,-2%,21%,23.96352113,-11%,3074450.056,3439932.394,11,0.177688241
SOGO,搜狗,37.589707,3.454284,0.22852,33160000,41%,11,-1.006666667,0.038333333,-10%,1%,3%,9.613636364,22%,60645720.17,49874400.2,0,-0.048946628
CYD,玉柴国际,5.353922,0.652886,3.660868,197000000,6%,252,-1.02,-0.415,-5%,-2%,38%,11.44694444,-53%,2593471.563,5574085.714,21,0.296279612
CETV,Central European Media Enterprises,21.235389,9.102367,0.176592,26025000,-6%,252,-0.141666667,-0.070833333,-4%,-0.016257628,0.483842016,20.80632024,1.69457864,8259360.429,3065176.984,21,0.390392294
BECN,Beacon Roofing Supply,30.43362,1.425032,1.263734,49375000,11%,169,-1.03,-2.245,-2%,-5%,22%,27.08621302,6%,10789045.48,10216734.4,14,0.19256125
CPS,Cooper-Standard Holdings Inc.,16.371361,2.883252,8.476998,43202000,4%,60,-1.046666667,0.751666667,-1%,1%,15%,85.86566667,196%,2932600.867,991261.8333,5,0.114405179
WLTW,Willis Towers Watson Public Limited Company,41.877673,1.879205,3.509746,65000000,59%,33,-1.053333333,-0.715,-1%,0%,5%,138.9515152,-11%,14212073.18,15886227.06,2,0.030604848
FTSI,FTS International Inc.,1.510407,58.346602,7.70653,104000000,134%,8,-1.056666667,-1.248333333,-8%,-8%,-6%,15.74375,-20%,13169588.5,16500463.25,0,-0.084230225
ENTG,英特格,38.109278,4.506248,0.879051,54349000,36%,219,-1.066666667,-0.683333333,-3%,-2%,51%,11.61187215,26%,18162934.67,14405813.76,18,0.366249222
YNDX,Yandex,15.71863,3.64025,2.022441,33331000000,857%,89,-1.066666667,-1.098333333,-3%,-3%,29%,25.71393258,23%,59759791.24,48529765.91,7,0.213361434
LKSD,"LSC Communications, Inc.",0,1.863352,-1.886677,8000000,60%,24,-1.073333333,-0.65,-7%,-3%,17%,18.98416667,-19%,6621575.167,8205199.333,2,0.081585259
UXIN,优信,0,3.980915,-38.417156,210000000,137%,4,-1.073333333,-1.145,-14%,-14%,-18%,6.5875,-49%,14905648,29312316.5,0,-0.183673447
REDU,瑞思学科英语,0,10.600053,-0.105865,43312000,38%,12,-1.1,-0.758333333,-8%,-5%,9%,13.99583333,-73%,2785627.167,10195935.33,1,-0.020964305
AEIS,先进能源工业公司,15.598469,3.815316,3.720878,46405000,1%,252,-1.1,-1.623333333,-2%,-2%,33%,24.17501984,-8%,7884879.286,8548599.206,21,0.280289004
ADNT,Adient PLC,310.38489,1.103927,0.14627,73000000,-67%,24,-1.76,-2.756666667,-4%,-0.05076143,0.099325662,63.09208333,0.017799648,22628878.33,22233136.33,2,0.05133799
QD,趣店,3.112148,1.356036,1.934355,724000000,42%,12,-1.113333333,-1.025,-15%,-11%,-3%,11.37,-50%,47800634.83,96347143.17,1,-0.12776008
TWI,Titan International Inc,0,1.492188,-0.51477,5737000,188%,252,-1.126666667,-0.845,-11%,-7%,50%,11.92230159,315%,12742772.32,3070166.667,21,0.401160515
OPRA,Opera,0,0,0,7411000,391%,3,-1.13,-1.13,-8%,-8%,-6%,11.64666667,-48%,5031665.5,9609491,0,-0.057894966
CYOU,畅游,16.408411,0.91054,0.873942,32083000,-38%,114,-0.686666667,-2.215,-4%,-0.093342057,0.266700151,28.3670614,-0.330829094,4265069.947,6373663.158,9,0.22258421
SMI,中芯国际,35.63251,0.937867,0.159405,31665000,-5%,175,-0.23,-0.16,-4%,-0.025645372,0.466879498,5.2018,-0.446874397,3167834.25,5727151.724,14,0.347309511
AQUA,Evoqua Water Technologies Corp.,102.233444,6.115163,0.188588,1035000,-41%,11,-0.78,-0.535,-4%,-0.025601873,0.018022642,21.01727273,-0.153578977,13817982.67,16325188.4,0,-0.025086607
INTC,英特尔,16.732747,3.137326,2.848307,5006000000,78%,252,-1.135,-1.0075,-2%,-2%,12%,27.85125992,-34%,820514692.3,1246716318,21,0.114109052
AVD,美国先锋,26.952172,1.989659,0.779158,5564000,23%,252,-1.15,-0.108333333,-5%,0%,30%,11.92770516,173%,3358242.627,1230551.048,21,0.254089096
NTRI,NutriSystem Inc,20.856632,8.576985,1.841141,26136000,7%,223,-1.166666667,0.508333333,-3%,2%,55%,20.03540359,-15%,9765416.411,11467572.97,18,0.45146539
HNNA,Hennessy Advisors Inc,5.618264,1.68294,2.609169,4218000,7%,54,-1.18,-0.978333333,-7%,-6%,17%,16.47944074,-4%,267713.6667,279048.2593,4,0.128608544
RDS.A,荷兰皇家壳牌石油 Class A,13.718043,1.488534,4.782752,6188000000,277%,252,-1.183333333,0.308333333,-2%,1%,12%,59.90670635,15%,54995447.77,47828682.54,21,0.101343129
XOXO,XO集团,65.637946,4.167713,0.468479,5285000,275%,88,-1.19,1.293333333,-4%,7%,22%,14.86556818,23%,2242497.045,1825854.545,7,0.16187791
MMI,Marcus & Millichap,22.332664,3.943989,1.641094,22167000,42%,60,-1.19,-0.123333333,-3%,0%,22%,29.51566667,24%,2945120.1,2368290.4,5,0.159751562
IMOS,南茂科技,57.309942,0.031822,0.2394,124000000,-61%,208,-0.578966667,-0.429483333,-4%,-0.026684982,0.634914799,16.1135,0.665399288,3051131.596,1832072.115,17,0.46024197
LM,美盛,9.708851,0.707399,3.260942,78365000,23%,252,-1.2,-1.605,-4%,-4%,22%,43.97522381,121%,36059898.85,16348640.87,21,0.176760352
GENC,范科工业,19.395165,1.379652,0.678004,2682000,4%,197,-1.216666667,-0.633333333,-8%,-4%,50%,6.731777157,57%,457903.5051,291310.7143,16,0.340278613
CENT,Central Garden & Pet Company,17.069306,2.75813,2.30355,41537000,26%,252,-1.23,-0.551666667,-3%,-1%,38%,19.16164683,-44%,2527045.794,4490947.619,21,0.289084005
MHK,Mohawk Industries Inc,15.490405,1.92859,12.292126,198000000,-25%,252,-8.51,-7.306666667,-4%,-0.032773726,0.321168502,90.79514563,0.79415577,15187670.28,8465078.968,21,0.232371515
CRI,卡特,16.771331,6.028941,6.268435,37268000,-1%,180,-4.376666667,-1.505,-4%,-0.013192543,0.228468957,50.50569444,0.011611704,13681843.72,13524797.78,15,0.184803444
TRIP,猫途鹰,0,5.450834,-0.149944,32000000,19%,82,-1.243333333,1.878333333,-2%,5%,28%,60.33731707,30%,51534893.66,39616700,6,0.238697627
OKE,欧尼克（万欧卡）,35.948058,4.164413,1.877431,282000000,60%,252,-1.256666667,1.555,-2%,3%,18%,24.74076389,98%,40401690.79,20355604.76,21,0.144900275
RMAX,Re/Max Holdings Inc,65.272258,1.876074,0.758362,14591000,-6%,60,-2.1,-2.333333333,-4%,-0.042655228,0.109453798,42.303,-0.210092531,2086327.7,2641230.5,5,0.083062715
KEM,Kemet Corp,32.687089,3.128866,0.782572,35220000,-84%,161,-1.113333333,0.458333333,-4%,0.032911632,1.703994156,13.72148789,0.744738431,10786228.15,6182146.25,13,0.997197631
GLNG,Golar海运,0,1.532321,-0.217103,53158000,182%,190,-1.263333333,-0.235,-4%,0%,34%,22.40478947,526%,22686133.42,3621986.316,15,0.27008087
SHI,上石化,5.583087,1.479818,10.3115,1758000000,170%,252,-1.263333333,-0.615,-2%,-1%,32%,26.65387778,-43%,704898.7302,1237386.905,21,0.244960086
TS,泰纳瑞斯钢铁,30.820643,3.604117,1.132358,166000000,127%,190,-1.276666667,-0.418333333,-4%,-1%,29%,32.16060526,-4%,36867847.19,38375420,15,0.237920333
EEX,Emerald Expositions Events Inc.,11.070064,1.433556,1.422756,5900000,197%,18,-1.276666667,-0.448333333,-6%,-2%,5%,20.55277778,-10%,3573080.222,3978702.333,1,0.018196686
EXEL,伊克力西斯,16.154497,6.783952,1.091956,87494000,396%,222,-1.283333333,-0.723333333,-7%,-4%,50%,9.717477477,459%,60746843.88,10858771.17,18,0.420377532
RIO,力拓,8.654454,2.035782,5.579786,2250000000,37%,252,-1.293333333,-0.091666667,-2%,0%,23%,40.52525794,433%,63649534.15,11938780.95,21,0.193257695
CLR,大陆能源,18.300736,4.340009,3.579091,242000000,481%,137,-1.31,0.3,-2%,1%,31%,36.13474453,49%,64950989.77,43683735.29,11,0.259379946
PFGC,Performance Food Group,17.838451,3.158813,1.948039,64400000,59%,36,-1.316666667,0.516666667,-4%,2%,10%,27.56472222,62%,14923975.11,9189819.111,3,0.075105335
DQ,大全新能源,3.898128,0.87302,9.404514,13601000,11%,96,-1.326666667,-2.865,-4%,-5%,77%,27.07653125,182%,3616305.396,1282570.833,8,0.533856554
MN,Manning & Napier,19.443485,0.258904,0.138864,6190000,-58%,83,-0.133333333,-0.15,-4%,-0.045833813,0.153032079,10.63710843,0.282729032,2154334.024,1679492.683,6,0.122284734
UCTT,超科林半导体,5.913686,1.243404,2.372463,18960000,-6%,175,-0.796666667,-0.828333333,-4%,-0.045258579,0.481812698,9.161714286,1.208176835,7780983.17,3523713.793,14,0.377957184
TM,丰田汽车,7.544373,1.176978,16.282333,6.84236E+11,8%,252,-1.33,-1.193333333,-1%,-1%,12%,83.98809524,179%,10296847.86,3695669.841,21,0.112612378
OSG,Overseas Shipholding ,5.513414,0.893514,0.614864,3055000,-5%,34,-0.163333333,0.101666667,-4%,0.040624456,0.283617501,6.226470588,0.445696457,11858986.47,8202957.412,2,0.166563384
X,美国钢铁,10.097984,1.521516,3.064968,214000000,-18%,252,-1.67,-0.803333333,-4%,-0.019657439,0.482871081,37.44849206,4.215701959,232686906.9,44612769.05,21,0.360780803
BBGI,比斯利,2.374914,0.672029,2.800101,4918600,26%,224,-1.333333333,-0.625,-10%,-5%,56%,8.571865625,-58%,223798.8482,534076.7857,18,0.412597535
CENX,世纪铝业,15.459688,1.286651,0.810495,19400000,173%,252,-1.35,-0.8,-9%,-5%,62%,17.76238095,673%,45041984.88,5824919.048,21,0.447695592
XOG,Extraction Oil & Gas Inc.,0,1.301231,-0.694776,8848000,22%,24,-1.436666667,-0.146666667,-10%,0%,12%,15.36666667,25%,34139045.5,27253271.58,2,0.042542377
CRZO,卡里索油气,166.54698,5.230903,0.146205,35309000,-37%,252,-1.226666667,1.443333333,-5%,0.084641813,0.355040003,22.74041667,7.855315927,27329662.56,3086243.651,21,0.295438656
FOX,21世纪福克斯公司,18.495109,4.221415,2.410367,983000000,85%,118,-1.44,1.49,-3%,4%,19%,24.50974576,-5%,73690216.41,77260810.17,9,0.142915814
NWL,纽威,5.102403,0.733886,4.248978,132000000,-41%,252,-1.193333333,-0.505,-5%,-0.016124932,0.198929935,28.4452381,1.620034167,76687208.58,29269545.24,21,0.148867478
CNTY,世纪赌场,62.27416,1.346261,0.13007,97000,-96%,252,-0.38,0.006666667,-5%,0.002245939,0.443576541,4.391111111,0.351555301,1541349.063,1140426.19,21,0.319264846
YUMC,百胜中国,26.961069,4.50886,1.310408,150000000,14%,23,-1.44,-1.17,-4%,-3%,11%,36.49826087,-26%,55252398,74819268.45,1,0.05874274
AMG,艾佛里管理公司,11.457942,2.166319,12.877531,205000000,0%,251,-1.443333333,-7.36,-1%,-4%,22%,94.76052908,35%,10325926.47,7634124,20,0.157176261
VIPS,唯品会,12.294584,1.932378,0.559596,689000000,86%,79,-1.448333333,-1.644166667,-16%,-14%,38%,11.76341772,39%,177150495.4,127396453.8,6,0.322971647
GM,通用汽车,0,1.40188,-3.072887,2366000000,42%,95,-1.46,-0.23,-4%,0%,14%,32.52631579,0%,273845663.2,273413944.7,7,0.110557177
TROW,罗派斯,17.456577,4.590102,6.611262,460000000,18%,252,-1.476666667,0.818333333,-1%,1%,15%,47.48862103,34%,36361245.98,27087471.43,21,0.118700499
LPI,Laredo Petroleum,3.726186,2.028021,2.262367,33452000,-45%,82,-0.43,-0.02,-5%,0.005340267,0.342923721,16.31182927,1.365295437,74086389.41,31322256.1,6,0.25990518
