code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_3_1,grow_3_2,grow_3_3,grow_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
PNTR,Pointer Telocation Ltd,6.207271,1.662825,2.078208,1925000,-0.0209,252,0.266666667,0.05,1.2,-0.45,-0.283333333,0.705686455,188.4679516,0.076502647,303396.9524,281835.7698,21,0.442954811
WNC,Wabash National Corp,9.052344,2.155601,2.077915,31902000,0.3904,252,0.266666667,0.65,-1.15,1.3,-0.218333333,0.809435117,13.82833333,3.096541325,18623777.45,4546219.841,21,0.515540405
ARES,Ares Management L.P.,24.274145,6.020474,0.865118,14169000,-0.8755,53,0.266666667,0.25,0.05,0.5,-0.041666667,0.143070622,18.24698113,1.234245528,4153530.667,1859030.538,4,0.098707705
SFS,Smart & Final Stores,0,1.295985,-1.962028,6601000,-0.0739,49,0.266666667,-0.5,1,0.3,0.141666667,0.224667319,12.50510204,0.97919314,9780210.28,4941513.833,4,0.143486906
SDPI,Superior Drilling Products Inc,52.061348,2.90659,0.035535,1004800,2.275,52,0.266666667,0.77,0.16,-0.13,0.185866667,0.524676606,2.190332692,1.069424232,1716714.192,829561.2692,4,0.343006723
HMLP,Hoegh LNG Partners LP,10.105581,1.602935,1.800985,19944000,0.6331,50,0.266666667,-0.55,0.95,0.4,0.341666667,0.10995518,18.9323,0.512987929,1685324.88,1113905.04,4,0.074670296
OBCI,Ocean Bio-Chem,14.610003,1.570675,0.301848,1121400,0.1773,252,0.2565,0.06,0.6769,0.0326,0.02415,0.77538151,1.980693254,-0.125825423,460554.4841,526844.9762,21,0.5245203
NCMI,National CineMedia,2325.819717,-1.832091,0.003904,17000000,0.1644,140,0.253333333,0.02,0.85,-0.11,0.651666667,0.235199488,15.26264286,0.309694864,8068781.214,6160810,11,0.185142352
ARCC,阿瑞斯,8.545036,1.020301,2.03627,254000000,0.427,168,0.25,-0.16,0.51,0.4,0.235,0.209957549,15.49610119,1.291560401,38015955.85,16589550,14,0.155989038
JNPR,瞻博网络,59.168658,2.230627,0.483026,117000000,-0.3521,108,0.25,-0.47,2.1,-0.88,0.645,0.193526543,25.22814815,-0.320948133,104501237.2,153892864.8,9,0.144814359
ODP,欧迪办公,18.78864,0.85894,0.177767,16000000,-0.3333,48,0.25,-0.07,0.84,-0.02,0.19,0.307830782,5.151666667,-0.341027511,125920943.7,191086799.4,4,0.198204159
SUP,Superior Industries International,0,1.483386,-0.562965,8135000,2.0819,252,0.25,-3.3,3.4,0.65,0.875,0.228261187,24.19821429,-0.27190135,2960695.857,4066338.889,21,0.188260607
SEM,Select Medical Holdings,13.07527,2.947983,1.491365,60559000,0.1805,109,0.25,-1.05,-0.95,2.75,0.233333333,0.19162197,11.73522936,1.056983713,16949922.91,8240183.333,9,0.162310967
PICO,PICO控股,0,1.391742,-0.18078,4302000,0.4436,252,0.25,0.55,-0.2,0.4,0.166666667,0.208618973,22.01821429,1.302949669,1729866.127,751152.381,21,0.172474088
WBC,WABCO Holdings,14.584309,5.332527,8.26299,109000000,0.1945,135,0.246666667,-6.84,-2.7,10.28,-2.77,0.186733712,76.00777778,-0.279093956,9083262.294,12599786.57,11,0.160815207
MJCO,Majesco,0,6.254332,-0.063391,1035000,1.6273,40,0.234,-0.27,-0.7,1.672,0.302,0.172620103,5.4945,-0.111499693,242930.2,273416,3,0.115619737
LMNX,路明克斯,36.699412,2.683045,0.762955,5669000,0.0225,223,0.233333333,1.68,-5.51,4.53,1.526666667,0.232463535,17.07345291,0.10485406,4352552.661,3939481.982,18,0.196625521
TACT,TransAct Technologies Incorporat,32.933603,4.339519,0.441798,1210000,0.3956,252,0.233333333,-0.05,2.1,-1.35,0.041666667,0.499226507,8.187970238,-0.575265229,525265.2778,1236690.079,21,0.401316815
ATTO,Atento,0,1.581748,-0.278518,4041000,2.1062,48,0.233333333,0.3,-0.05,0.45,-0.033333333,0.139790275,9.923541667,0.249787271,1887346.25,1510134,4,0.098198304
RES,RPC Inc,13.80228,3.296325,1.050551,59943000,0.3673,252,0.233333333,1.22,-0.85,0.33,-0.455,0.325265957,8.089725,1.889320556,27535566.02,9530118.063,21,0.278528473
HVT,哈弗蒂家具,22.081925,1.606135,1.01214,6214000,0.0047,252,0.233333333,0.55,1.9,-1.75,0.35,0.175695571,15.73422619,-0.101150227,1797035.397,1999261.111,21,0.158858939
INTT,inTest Corporation,48.938902,2.03984,0.176751,4014000,1.7779,60,0.233333333,-0.75,1.5,-0.05,0.241666667,0.218932202,5.304165,1.56852312,1126842.6,438712.2667,5,0.153827769
DCP,DCP Midstream Partners L.P.,0,0.926965,-0.160503,51000000,-0.427,154,0.233333333,-0.95,-3.28,4.93,0.903333333,0.261763593,36.43116883,2.692171767,8362769.052,2265000,12,0.19816605
FNJN,"Finjan Holdings, Inc.",2.738645,1.828411,1.584725,7039000,3.4873,53,0.223333333,-0.24,0.41,0.5,0.136666667,0.345039257,2.297054717,3.307267947,5843434.519,1356645.231,4,0.267588919
GLAD,格拉德斯通资本,7.628342,1.098639,1.268952,12093000,0.9622,206,0.223333333,-0.01,0.38,0.3,0.165,0.242374195,13.63524272,0.580645672,2393539.515,1514279.612,17,0.186838277
UZC,United States Cellular Corp,73.045339,0.571818,0.364705,52000000,3.3333,35,0.216666667,-0.12,0.77,0,0.065,0.040112562,25.992,-0.655275555,414041.7778,1201080.412,2,0.025156133
COTV,"Cotiviti Holdings, Inc.",25.729353,3.493886,1.73887,16575000,-0.214,29,0.216666667,0,0.14,0.51,1.71,0.200078609,35.17413793,0.304248575,9796604.467,7511301.643,2,0.123481885
GTN.A,格林电视,4.313181,1.342441,3.66319,40705000,-0.4231,252,0.216666667,-0.45,1.6,-0.5,0.7119,0.80471396,9.972506746,-0.680441736,40792.5,127652.7778,21,0.573694511
CXDC,鑫达集团,5.552719,0.223995,0.603308,27224100,-0.0299,107,0.215133333,0.7139,-0.3185,0.25,-0.042433333,0.332386021,4.998027103,-0.073165792,1702963.426,1837398.113,8,0.237614713
GPIC,Gaming Partners International Co,13.835841,1.13107,0.649039,2505000,50.1224,252,0.214166667,0.5525,0.3,-0.21,-0.0411,0.563472045,8.279465079,-0.518701827,154958.9127,321960.3175,21,0.431942374
LLNW,Limelight Networks,38.616165,3.002398,0.113424,15159000,10.3286,136,0.213333333,0,0.64,0,0.165,0.371587365,3.723455882,-0.48487364,8627788.529,16748877.94,11,0.295403994
TPVG,Triplepoint Venture Growth BDC Corp,9.734662,1.346167,1.367279,8395000,0.0598,55,0.213333333,-0.09,-0.53,1.26,0.161666667,0.087659144,12.93709091,0.497774497,2362837.179,1577565.37,4,0.060207839
CPHC,坎特伯雷帕克控股,14.700367,1.60361,1.037389,725400,0.0122,252,0.207433333,0.5478,0.2,-0.1255,0.048966667,0.207374836,10.45408571,-0.28386507,63167.07937,88205.55556,21,0.169059068
FLY,巴布科克和布朗航空,14.258551,0.747061,1.051299,24344000,7.4528,133,0.203333333,-0.18,0.92,-0.13,0.238333333,0.240757628,12.80383459,0.762444812,4159359.075,2359993.939,11,0.199206197
ZEUS,Olympic Steel,8.235228,0.800812,2.621664,15848000,2.3037,252,0.203333333,-1.21,-0.08,1.9,0.07,0.461957015,18.34468254,0.023636868,2422294.476,2366361.111,21,0.370279245
SXCP,SunCoke Energy Partners L.P. Co,4.955605,1.311762,3.188309,19400000,2.552,69,0.2,0.25,-0.9,1.25,-0.391666667,0.23174087,19.29884058,1.088581521,4692474.829,2246728.118,5,0.151970324
DLNG,Dynagas LNG Partners LP,32.146831,1.403434,0.274055,351000,1.0677,59,0.2,-0.03,0.74,-0.11,-0.221666667,0.1755274,15.53847458,0.451033397,3219481.2,2218750.586,4,0.122727821
GV,Goldfield Corp,15.923989,1.999272,0.301432,2151500,-0.1455,252,0.2,0.1,0,0.5,0.166666667,0.596560274,1.30612619,1.088895655,3665640.516,1754822.222,21,0.491452896
IMMY,Imprimis Pharmaceuticals Inc.,0,17.814552,-0.45604,2522000,0.6995,68,0.193333333,-0.19,0.6,0.17,0.171666667,0.594929423,5.077426471,5.195090296,3922210.059,633115.8824,5,0.353995099
FII,联邦投资,8.173682,2.928023,2.840825,38667000,-0.2926,245,0.193333333,0.5,-1.01,1.09,-1.603333333,0.162386561,27.05839469,1.002357777,20627806.46,10301758.61,20,0.128743976
CIX,CompX国际,11.124239,1.194367,1.245029,4997000,0.5129,247,0.189866667,0.15,0.45,-0.0304,0.015716667,0.304227817,13.21190283,-0.737140877,92530.25806,352014.6341,20,0.252281302
CVG,肯沃基,25.784218,1.659394,0.954072,13900000,-0.6508,242,0.186666667,0.27,0.07,0.22,0.37,0.185301432,20.08169421,-0.148643418,14758108.74,17334814.88,20,0.154215519
CVR,Chicago Rivet & Machine Co,12.317287,1.048132,2.604908,703100,0.5207,252,0.1865,0.79,0.5695,-0.8,0.311633333,0.231981772,24.81021944,1.525314888,53242.05556,21083.33333,21,0.182344623
EL,雅诗兰黛,45.03351,10.566201,3.010869,188000000,-0.1826,252,0.183333333,2.05,5.79,-7.29,-1.08,0.151082289,42.7665377,0.20453796,47741992.06,39635107.94,21,0.134662635
WLDN,Willdan Group,23.833461,3.572424,1.344748,3315000,0.0009,143,0.183333333,0.09,3.48,-3.02,0.548333333,0.485627664,9.663559441,4.204748901,1350800.944,259532.3944,11,0.425510102
TCCO,Technical Communications Corpora,0,2.721838,-0.347624,243000,1.7055,99,0.183333333,-0.05,1.05,-0.45,-0.033333333,0.630070238,5.872353535,4.524077171,934775.32,169218.3673,8,0.409970198
GVP,GSE Systems,15.649382,2.272099,0.223651,981000,0.1862,252,0.183333333,0.45,0.4,-0.3,0.095916667,0.510093629,3.322973413,1.892566732,922655.3254,318974.6032,21,0.40045861
INFY,印孚瑟斯,18.267075,5.261564,1.111289,534000000,-0.0129,69,0.181666667,-0.11,0.26,0.395,0.224166667,0.118540483,7.858514493,-0.032494091,222341612.5,229809048.7,5,0.09302885
EQNR,Equinor ASA,18.682832,2.064144,1.38737,1220000000,-0.1504,208,0.18,0.79,-0.53,0.28,0.55,0.180919433,20.37225962,1.985435936,38607706.33,12932016.35,17,0.159891346
JAG,Jagged Peak Energy Inc.,852.868514,3.477283,0.014973,45081000,1.7483,21,0.18,-0.02,-0.89,1.45,-0.021666667,0.098017548,13.51238095,0.55856411,26330521.09,16894089.2,1,0.055338238
CNS,科恩-斯蒂尔斯金融,19.262638,6.572145,2.211016,25569000,0.1118,170,0.176666667,0.56,-0.45,0.42,0.25,0.20386941,31.145,-0.277236752,2790663.729,3861103.529,14,0.18030014
PRGO,Perrigo Co.,44.676039,1.723778,1.66286,36200000,1.5201,64,0.176666667,-3.48,-3.89,7.9,-1.615,0.091386224,119.4857813,0.548236368,36041543.53,23279096.31,5,0.073081237
E,埃尼石油,12.18777,2.450363,3.1187,1257000000,68.8333,252,0.173333333,-0.2,-1.07,1.79,0.383333333,0.115862809,40.38038889,0.756910046,9823991.897,5591630.556,21,0.100401875
POL,普立万,19.882066,5.790676,2.163759,51200000,1.2822,217,0.173333333,1.15,-2.49,1.86,0.141666667,0.30209213,17.11654378,0.343094894,11838568.17,8814394.444,18,0.240643001
MTBC,Medical Transcription Billing,0,1.883916,-0.358469,195300,1.1153,51,0.17,0.17,-0.56,0.9,0.175,0.5426786,2.125133333,22.60775964,12524910.85,530542.12,4,0.334259109
HTGC,海格投资,10.501463,1.312925,1.284583,52060000,0.5705,78,0.17,-0.36,0,0.87,0.166666667,0.083917777,13.25564103,0.05523063,8242403.744,7810997.436,6,0.067303057
VTNR,Vertex Energy Inc.,0,1.573123,-0.233596,2661800,2.4658,68,0.167333333,0.28,0.31,-0.088,0.05785,0.396790332,2.680173529,-0.536005512,1508751.853,3251659,5,0.303492333
MSGN,MSG Networks Inc.,6.471772,-2.812968,3.832026,45202000,0.1388,37,0.166666667,0.15,0.75,-0.4,0.341666667,0.122202191,20.54837838,-0.315938654,10492205.74,15338106.44,3,0.08928122
SANM,新美亚电子,0,1.408221,-0.974266,33963000,-0.0671,252,0.166666667,-1.1,1.7,-0.1,0.6,0.485553973,46.43509643,-0.314439681,15116644.75,22050057.94,21,0.373175792
CMCM,猎豹移动,6.589742,2.159278,1.591868,194000000,1.6412,53,0.163333333,-0.08,1.47,-0.9,-0.523333333,0.346229198,14.89603774,-0.007540856,19920154.44,20071510.81,4,0.268854251
RBCN,卢比肯科技,0,0.751654,-2.516931,150000,1.0268,131,0.161666667,-0.445,0.92,0.01,0.228233333,0.45975316,93.06413206,-0.34406946,502954.6212,766780.3077,10,0.36499033
COLM,哥伦比亚户外,46.694105,3.859281,1.937932,10495000,1.9274,247,0.16,1.11,3.85,-4.48,2.655,0.305935595,21.04769271,-0.499681386,10115782.6,20218681.3,20,0.2131953
GT,固特异轮胎橡胶公司,21.112045,1.205269,1.116898,164000000,0.0649,69,0.16,0.9,-1.54,1.12,-0.54,0.136581786,27.01913043,-0.103074014,64887374.74,72344179.74,5,0.108608018
PANL,Universal Display Corporation,6.374766,0.983252,0.538059,6872700,2.6459,58,0.16,0.17,0.13,0.18,0.141283333,0.326226226,4.252032759,1.251214498,562492.7241,249861.8966,4,0.193443918
PBH,普雷斯蒂奇,5.990695,1.71091,6.413279,34466000,0.0209,164,0.16,0.17,2.77,-2.46,0.843333333,0.262222315,23.75737805,0.318362438,7963381.805,6040358.537,13,0.212231275
KNDI,康迪车业,15.615301,0.843416,0.256159,1374500,1.1189,131,0.158333333,0.5,0.2,-0.225,-0.0125,0.656457253,5.730763359,6.901530209,19277618.53,2439732.308,10,0.547163492
WEYS,Weyco Group,22.203137,1.959134,1.726783,1523000,0.1688,252,0.156666667,1.26,0.76,-1.55,0.493333333,0.179350051,20.77991389,0.339692393,245481.619,183237.3016,21,0.154486567
LUNA,Luna Innovations Incorporated,5.938619,1.972319,0.614621,1067300,0,148,0.156666667,-0.19,0.22,0.44,0.028333333,0.885795471,2.326735135,0.353503054,2175417.784,1607250,12,0.607086097
CCT,"Corporate Capital Trust, Inc.",13.037376,0.837493,1.263291,38074000,0.0301,11,0.156666667,-0.56,-0.46,1.49,-0.141666667,0.018523042,16.44727273,-0.463806065,6842857.667,12761908,0,-0.018519227
EEP,安桥能源合作伙伴,23.90917,3.372342,0.484333,187000000,-0.0508,252,0.153333333,0.07,0.04,0.35,0.281666667,0.178205331,24.36285714,4.068477525,18320510.82,3614598.413,21,0.139276913
IHG,洲际酒店,20.322195,-10.019575,3.033629,117000000,-0.0565,160,0.153333333,0.67,-0.44,0.23,0.3,0.163260387,36.07034188,0.397593041,3315085.75,2371996.463,13,0.128200289
WLKP,Westlake Chemical Partners LP,11.785737,1.791255,2.172117,84476000,-0.0231,51,0.15,-0.65,-0.85,1.95,0.4,0.182767509,23.51137255,-0.530124815,1129982.385,2404856.48,4,0.114475271
EVC,超视野传播,2.891227,1.466448,1.9196,4840000,0.3848,218,0.15,0.1,0.45,-0.1,0.125,0.737468965,6.630412844,0.204349253,7845870.22,6514613.761,18,0.520287648
GFF,格里丰,6.646427,1.669979,2.760882,5827000,-0.3901,252,0.15,-0.1,0.4,0.15,-1.18E-15,0.208629296,14.57872262,0.145963711,3662223.444,3195758.651,21,0.173642289
SIRI,Sirius XM Holdings Inc.,38.246171,-22.791433,0.181979,292000000,0.4465,252,0.146666667,0.06,0.11,0.27,0.16,0.575470164,8.174742063,0.918816764,953717544.7,497034194.4,21,0.410471941
KOSS,高斯电子,0,2.08047,-0.46,347000,5.931,252,0.146666667,-0.9,1.19,0.15,0.1802,0.45179544,6.03324127,1.038235618,396430.3571,194496.8254,21,0.329681551
FDUS,Fidus Investment Corporation,7.856143,0.935901,1.9297,7644000,-0.2323,88,0.146666667,-0.63,0.86,0.21,0.27,0.087546431,16.09034091,0.494426671,1658701.523,1109925,7,0.072727273
WAB,美国西屋制动,36.276173,3.68506,3.011343,83271000,0.154,252,0.146666667,-10.32,-1.43,12.19,2.873333333,0.199876571,33.04789683,0.93881473,16014686.6,8260039.683,21,0.16378739
NSYS,Nortech Systems Incorporated,0,0.555972,-0.878575,390000,25.375,252,0.143333333,-0.22,0.8,-0.15,0.10715,0.265204759,5.260556349,0.747514509,186635.9365,106800.7937,21,0.227268783
AVEO,AVEO制药公司,0,-7.004446,-0.238772,4004000,1.1203,103,0.14,-0.33,0.86,-0.11,-0.04,0.687402409,5.516387379,2.504831538,32014636.29,9134429.412,8,0.459546565
DNR,邓伯瑞资源,10.532262,2.657558,0.49562,30222000,1.0989,252,0.14,-0.48,1.12,-0.22,0.428333333,0.494385465,9.630337302,5.573399112,141933099.7,21592040.48,21,0.384773056
PZN,Pzena Investment Management,18.806073,5.90809,0.503029,17357000,0.1479,132,0.14,0.48,-0.67,0.61,-0.215,0.482496245,8.144393939,-0.357709668,990591.7273,1542280.303,11,0.350385463
TAIT,Taitron Components Incorporated,19.473957,1.056103,0.11577,399000,0.8558,252,0.136666667,-0.11,0.04,0.48,0.0905,0.293707136,1.647795635,0.45341236,232423.7063,159915.873,21,0.25989937
EXTN,Exterran Corp,66.135025,1.909454,0.437136,75000,-0.9788,35,0.136666667,-2.19,-0.27,2.87,-0.215,0.168608678,23.46628571,-0.194005607,3526248.889,4375029.059,2,0.118539592
RENX,Relx NV,19.410667,15.649074,1.146277,340000000,-0.0058,39,0.136666667,-0.88,0.46,0.83,0.168333333,0.057382762,19.07974359,-0.404767903,1807741.15,3037035.737,3,0.037068592
AXTI,AXT Inc,20.108179,1.562893,0.370496,4551000,1.5311,245,0.133333333,-0.45,0.3,0.55,0.033333333,0.369293452,7.303734694,0.385218134,5532680.447,3994086.066,20,0.324506873
ZIXI,Zix Corporation,0,6.27341,-0.134719,1840000,0.6155,252,0.133333333,0.35,0.08,-0.03,0.248333333,0.519138323,7.101865079,-0.126399287,7495514.222,8580023.016,21,0.362194395
VTSI,"VirTra, Inc.",12.204111,3.191097,0.409698,2112900,0.2821,7,0.133333333,0.05,0.56,-0.21,-0.0017,-0.035912407,5.347114286,1.753904212,464602,168706.6667,0,-0.035912407
EML,Eastern Company ,22.390769,2.038737,1.344304,3258500,1.2221,82,0.133333333,-1.05,-0.05,1.5,-0.025,0.166942253,19.95467439,0.205437607,258463.4634,214414.6341,6,0.124851972
SSWA,Seaspan Corporation,23.045803,0,1.091305,68013000,1.4046,12,0.1307,-0.25,0.4531,0.189,0.277266667,0.018671935,24.28350833,-0.407717782,340616.6667,575091.8333,1,-0.007719351
GGB,盖尔道钢铁,0,0.259165,-0.04349,698000000,8.1259,235,0.13,-0.07,-0.47,0.93,-0.12,0.424098287,5.857208936,2.492106447,151630948.8,43421055.76,19,0.32943254
AMS,American Shared Hospital Service,8.143815,0.570094,0.380657,500000,0.1261,252,0.127566667,0.0527,0.13,0.2,0.093866667,0.444810406,3.38316627,0.009576885,223929.7619,221805.5556,21,0.327144283
CUO,Continental Materials Corp,0,0.541368,-1.684073,2113000,1.0554,252,0.127566667,-0.5173,0.754,0.146,-0.535383333,0.368630071,20.11542778,0.510917614,30056.46825,19892.85714,21,0.275482777
HMC,本田汽车,5.133706,0.738767,5.781399,2.66722E+11,0.1828,252,0.126666667,-0.2,-1.22,1.8,-0.75,0.141331436,27.97853175,1.377559952,13543943.87,5696573.016,21,0.123327694
MRO,马拉松石油,0,1.451037,-0.200036,96000000,1.6906,252,0.12,-0.8,0.69,0.47,0.89,0.378132889,16.0300496,-0.094529101,222267031.1,245471203.2,21,0.279624578
WIT,Wipro Ltd ADS,19.84605,0.050546,0.261513,20936000000,0.0054,216,0.12,0.01,0.06,0.29,-0.011666667,0.196971678,3.971766204,-0.324327093,24650603.45,36483042.59,18,0.167391413
WERN,沃纳企业公司,11.578597,2.158084,3.178278,38264000,0.648,252,0.116666667,0.7,-0.25,-0.1,0.1,0.165634449,20.20912778,0.60622482,16547940.2,10302381.08,21,0.135077885
AYR,爱卡索,7.551702,0.841829,2.799369,50203000,8.0549,146,0.113333333,-0.22,0.19,0.37,0.15,0.282783655,17.6180137,-0.324711876,7389887,10943309.59,12,0.223781637
EGLE,伊格尔散货航运,0,0.802624,-0.331021,3450800,1.586,160,0.11,0.63,-0.7,0.4,0.135,3.453642381,2018.941844,35.22765854,2827435.613,78046.325,13,1.902684579
RDWR,Radware Ltd,953.67201,3.724924,0.029507,1674000,1.4124,229,0.11,-1.49,0.45,1.37,0.7,0.218148436,12.30786026,-0.224002812,6595451.957,8499324.561,19,0.18028688
AMX,美洲移动,103.172681,6.45608,0.16516,1286000000,-0.9157,212,0.106666667,0.05,-0.35,0.62,-0.363333333,0.154105175,16.87968491,-0.467002468,106507269.7,199826947.2,17,0.138427367
ENBA,Enbridge Inc,18.060303,0,1.420242,1327000000,0.0693,6,0.106666667,-0.18,0.22,0.28,0.1,-0.013382733,25.465,-0.697841313,1053276.333,3485838.333,0,-0.013382733
ETE,能源转换,17.090564,-19.178507,1.069596,633000000,4.2314,151,0.106666667,-0.13,-0.59,1.04,0.553333333,0.421789465,16.64521523,2.481712261,120542932,34621738.67,12,0.273038597
FENG,凤凰新媒体,63.911498,0.85752,0.069784,49019000,1.0296,89,0.103333333,-0.62,0.99,-0.06,0.048333333,0.408335161,5.988539326,-0.196106717,5708698.333,7101313.636,7,0.317594278
ISIG,Insignia Systems,16.53054,1.588415,0.122803,184000,1.3446,252,0.1,-0.26,0.52,0.04,0.056666667,0.812821926,3.306833333,-0.219480872,689865.5476,883854.7619,21,0.565837452
VIVO,Meridian Bioscience Inc,27.412137,3.788604,0.570915,6825000,27.4375,252,0.1,0.4,-0.05,-0.05,0.308333333,0.218543133,13.93358492,0.589135028,4961853.262,3122361.016,21,0.184964192
HMI,华米科技,16.096514,2.975965,0.674059,84778000,0.7049,8,0.096666667,-1.06,1.72,-0.37,-0.08,0.014209857,10.29,-0.096406507,5409502.5,5986655,0,-0.009947242
IPG,埃培智,15.336622,4.259112,1.491854,148000000,0.3736,252,0.093333333,0.01,0.97,-0.7,0.158333333,0.253185928,18.77390873,1.156898595,111127335.7,51521817.46,21,0.200981481
GBDC,Golub Capital BDC,12.760378,1.172493,1.484282,21720000,0.08,102,0.093333333,-0.53,0.26,0.55,0.126666667,0.070731368,17.0770098,0.211109269,3661947.98,3023631.373,8,0.060626774
MOC,Command Security Corp,0,1.144189,-0.079594,729800,9.2288,252,0.093333333,-0.15,0.65,-0.22,-0.197583333,0.388092444,1.909710714,0.379844776,536044.5079,388481.746,21,0.324378302
MNDO,思维终端科技,8.451911,2.404934,0.266212,1160000,-0.3843,218,0.093333333,0.09,0.23,-0.04,0.04,0.312763424,2.608146789,0.02523022,1439610.404,1404182.569,18,0.250078903
GNC,GNC Holdings,0,-1.61152,-2.535718,13341000,-0.1984,90,0.09,0.67,-0.06,-0.34,-0.008333333,0.159464128,29.12511111,0.630108987,49368480.98,30285386.67,7,0.138083731
PPDF,拍拍贷,0,2.55205,-1.813679,608000000,-0.038,11,0.09,-0.38,2,-1.35,-0.173333333,0.082275439,6.924545455,-0.076633196,15254777.5,16520820.8,0,-0.035124872
ELVT,Elevate Credit Inc.,0,3.6813,-0.111102,3128000,0.0358,18,0.09,-0.7,0.1,0.87,0.13,0.103900097,7.750555556,-0.089089297,3984590.111,4374292.778,1,0.045056597
TGC,Tengasco Inc,9.795715,1.789457,0.112294,109000,1.6124,252,0.089566667,-0.08,0.08,0.2687,0.055266667,0.849091832,23.58374152,2.697145425,1103858.881,298570.5873,21,0.651457229
IDSA,美国工业服务,52.256313,1.505918,0.043057,797000,3.1141,252,0.0895,-0.04,0.2285,0.08,-0.022383333,1.755975147,3.843495635,-0.743657209,727138.373,2836586.008,21,1.087602056
SUMR,Summer Infant,0,3.025363,-0.288671,298000,-0.4492,41,0.086666667,-0.28,0.57,-0.03,0.065033333,0.261337774,1.817802439,0.796011921,1188063.143,661500.7,3,0.178317257
FORM,FormFactor,34.672345,2.160316,0.40378,9123000,-0.481,184,0.083333333,-2.1,2.6,-0.25,-0.029166667,0.264999758,16.63592391,-0.287461683,8945160.337,12553935.87,15,0.230668024
TYPE,蒙泰图像,74.446494,2.623904,0.294171,695000,2.4012,135,0.083333333,-0.05,-0.05,0.35,-0.291666667,0.286031131,18.03337037,0.681427648,3884429.132,2310197.015,11,0.219792026
GRBK,Green Brick Partners,18.932542,1.155522,0.533473,18995000,1.0141,48,0.083333333,-0.4,0.75,-0.1,-0.141666667,0.17604028,9.3178125,-0.458452148,1757138.292,3244659.333,4,0.140163272
OIIM,凹凸科技,9.439195,0.591401,0.205526,1461000,2.0188,156,0.08,-0.26,0.49,0.01,0.114416667,0.292902278,4.824869231,-0.768223079,1092384.833,4713087.179,13,0.255915759
BKCC,黑岩凯尔索资本,0,0.812622,-0.097566,4171500,-0.7543,136,0.08,-0.22,0.26,0.2,0.001666667,0.171728964,9.206801471,0.309638797,8309313.426,6344736.765,11,0.12492555
IIJI,首创网络,23.451197,1.41559,0.444327,290000000,-0.6118,230,0.077,-0.7344,0.95,0.0154,0.0945,0.607707049,11.76401217,-0.974286621,232652.887,9047931.304,19,0.424620934
DPZ,达美乐比萨,40.889942,-4.244404,7.286633,77408000,0.1775,171,0.076666667,-18.85,35.06,-15.98,7.791666667,0.346652379,65.87538012,0.102848928,13663418.53,12389202.35,14,0.246722215
BEN,富兰克林资源,26.340415,1.746263,1.240679,355000000,-0.2264,252,0.076666667,0.28,-2.67,2.62,-0.411666667,0.108104911,29.90740079,0.206677195,65714292.59,54458883.33,21,0.095623508
AQXP,"Aquinox Pharmaceuticals, Inc.",0,0.825444,-1.696466,2918000,1.212,55,0.076666667,-0.38,0.16,0.45,-1.886666667,1.643748012,10.56827273,-0.312773775,4492120.857,6536596.963,4,0.890501919
WHF,WhiteHorse Finance,5.752888,0.949632,2.452681,19054000,1.6191,70,0.076666667,0.72,-0.58,0.09,0.363333333,0.102831532,13.22542857,0.248275824,1056458.057,846333.8286,5,0.072058954
LBY,Libbey Inc,0,3.597407,-3.855037,3988000,5.7933,252,0.076666667,-1.12,-0.05,1.4,0.571666667,3.606420352,21.58603175,0.693473918,2524141.69,1490511.111,21,1.890120857
MAGS,马加尔安全系统,79.554382,1.628161,0.072529,1903000,1.5758,252,0.076166667,0.081,0.3375,-0.19,-0.030066667,0.675526318,5.812401984,-0.771574863,863564.5159,3780514.389,21,0.445345473
SSNT,"SilverSun Technologies, Inc.",0,3.766422,-0.152682,17200,-0.8571,18,0.075466667,0.23,0.3437,-0.3473,0.11035,0.052550531,4.052383333,-0.609314686,95948.66667,245590.6667,1,0.02682212
PX,普莱克斯,32.212935,7.453495,4.849294,499000000,0.1881,252,0.073333333,-0.88,-9.4,10.5,2.246666667,0.096976989,73.63621032,-0.096199819,29809643.28,32982559.52,21,0.079281915
CTS,CTS Corp,78.152328,3.169902,0.445924,7209000,-0.2766,252,0.066666667,-0.75,2.05,-1.1,1.475,0.26821146,17.72271825,-0.435748452,2185172.492,3872692.063,21,0.20343038
AROC,"Archrock, Inc",25.987316,2.117538,0.492548,4149000,2.028,35,0.066666667,-0.65,-0.8,1.65,0.616666667,0.344492439,10.69971429,0.350353803,20315630.61,15044672.41,2,0.225997132
ETM,安德康传播,1.732088,0.653681,4.532103,2441000,-0.6194,237,0.066666667,-0.15,0.3,0.05,-0.333333333,0.489436125,22.37379747,0.100630774,7765252.319,7055274.576,19,0.360161196
TEUM,Pareteum Corp,0,6.012929,-0.531674,1656500,2.2336,23,0.066666667,0,-0.16,0.36,0.046666667,0.443681955,1.974191304,7.653695141,67101055,7754035,1,0.231274852
MERC,美世国际,10.92934,2.142099,1.619494,16755000,8.9634,252,0.066666667,-0.05,-0.3,0.55,0.875,1.058485315,8.192480159,1.586565181,4219775.81,1631420.635,21,0.662537797
