code,name,pe,pb,eps,net_radio2018-06,income_radio2018-06,net_radio2018-03,income_radio2018-03,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_3_rs,month_6_rs,price,vol_radio,volume_3,volume_6,year
WTW,慧俪轻体,20.02635,-4.804483,3.3381019999999997,56.51%,19.92%,269.21%,24.06%,203,-10.246666666666664,12.229999999999995,-0.1130130740184911,0.16837516906191455,0.8803959456899927,0.4304563925879343,69.86,-0.04963966900847903,32800656.0,34513915.333333336,16
BPT,BPT信托,7.582288,1010.186335,4.0093440000000005,15.78%,15.94%,23.74%,23.54%,252,1.1166666666666671,1.8999999999999986,0.04016360473273592,0.07923990182850872,0.29438168652041596,0.21703989427150763,32.8,-0.33806900236026033,4287119.666666667,6476686.666666667,21
HLT,希尔顿酒店,16.929909,41.069092,4.515086,43.71%,8.43%,239.58%,12.57%,58,0.3933333333333356,0.04666666666666212,0.0051932588320980615,0.000827478593842431,0.12127627961421439,0.060466032915238895,80.22,-0.4057025483562284,54142475.666666664,91103328.0,4
SXCP,SunCoke Energy Partners L.P. Co,4.814464,1.2744010000000001,3.188309,255.20%,13.96%,109.64%,9.82%,69,0.2333333333333331,-0.9833333333333331,0.01703862764740965,-0.05588269986299255,0.33820670700600314,0.1252750322028838,15.6,-0.4386088744472653,1761960.6666666667,3138561.6666666665,5
CHD,丘奇＆德怀特,17.792294000000002,6.484622,3.2986190000000004,66.94%,14.47%,20.00%,14.68%,252,2.3483333333333314,0.896666666666666,0.04290104589499647,0.021006730991744087,0.16273526948544842,0.1133517617747825,59.455,-0.4486315294033355,28545323.666666668,51771773.666666664,21
KNX,Knight Transportation Inc,7.235156,1.1645729999999999,4.874809,401.82%,373.54%,368.24%,358.88%,252,-0.44333333333333275,-2.7733333333333334,-0.00672482122447166,-0.05982760650442178,0.190785485190433,0.1398837672390675,36.54,-0.14260293464971943,54956956.666666664,64097439.666666664,21
CABO,Cable ONE Inc,18.719189,6.779056,45.461372,57.16%,11.38%,26.59%,28.12%,40,52.46333333333337,14.403333333333345,0.06919000181419419,0.02351247762844497,0.118451387422082,0.07043187628906229,885.35,-0.3584957268023209,619957.0,966411.3333333334,3
MSA,Mine Safety Appliances Co,61.247164,6.286681,1.68318,164.95%,17.51%,121.16%,22.62%,252,4.073333333333333,4.333333333333338,0.04144767431445503,0.04988718135452556,0.23233420697590143,0.1501497408569407,107.29,-0.4608890011753793,2393492.0,4439701.666666667,21
UFS,Domtar Corp,0.0,1.335934,-3.4964800000000005,13.16%,10.81%,170.00%,3.30%,139,2.7166666666666663,1.426666666666667,0.056587151058108444,0.033196178326712136,0.6593129750638326,0.20090683612481727,53.66,-0.31841544830076,9746787.0,14300187.666666666,11
OEC,Orion Engineered Carbons,16.356423,15.295617000000002,2.051182,185.93%,18.80%,44.09%,25.50%,50,0.6083333333333331,1.2666666666666668,0.02295961093564877,0.045555132035124485,0.11851067225545735,0.09795815972927957,32.625,-0.16029137581010403,7804616.666666667,9294434.333333334,4
FOE,费罗,28.160115,5.044278,0.797582,40.66%,19.39%,6.68%,26.51%,252,0.9633333333333324,-0.7899999999999979,0.04594858593183452,-0.034897834702393805,0.7117244929625395,0.4027419253964975,23.38,-0.23105793909277544,6898582.666666667,8971524.666666666,21
AOS,A.O.史密斯,30.428162,5.768066999999999,1.922561,23.92%,12.88%,12.66%,6.49%,252,0.7633333333333306,-1.503333333333335,0.013364097353705535,-0.023374312541067633,0.2176092738484516,0.1640135617107506,60.3,-0.06951088563799622,22823385.0,24528374.0,21
OMC,宏盟集团,14.005085000000001,6.75322,4.9889019999999995,11.18%,1.83%,8.50%,1.18%,252,-1.5766666666666727,1.2966666666666622,-0.019737628232016854,0.01802133249669838,0.4703238509862418,0.09212979824213134,69.7,-0.008181403481596483,38298320.0,38614238.666666664,21
MCRN,Milacron Holdings Corp,40.821039,2.854225,0.528159,47.52%,6.11%,123.98%,8.76%,40,1.0283333333333335,-0.4033333333333336,0.05293673713511462,-0.016758020557688238,0.18067600330419753,0.10777444486139835,21.785,-0.25468598606131254,5758387.0,7726122.0,3
AJRD,Aerojet Rocketdyne Holdings Inc,313.65362700000003,12.34468,0.11458499999999999,43.21%,1.65%,137.29%,21.39%,42,1.5799999999999994,0.5400000000000004,0.05396196974230727,0.019264157173956544,0.18451718304283005,0.11126731264470781,34.04,-0.1082014160551181,12433556.333333334,13942112.666666666,3
CHH,精选国际酒店,30.705199,-21.784079000000002,2.554942,57.52%,12.97%,3.37%,10.83%,252,2.141666666666661,-1.533333333333336,0.02784400230206684,-0.01896344967311649,0.18211992285817405,0.14678306996141216,81.925,-0.16666408763920249,4810901.0,5773063.333333333,21
TSU,堤姆通信服务,16.420472,1.90123,0.8824350000000001,52.81%,5.58%,85.58%,4.26%,239,-0.6900000000000001,-1.6866666666666674,-0.0422679410647642,-0.07863778554017196,0.6221856767379893,0.24288286178569427,14.09,-0.27322521370124053,18031273.0,24809987.0,19
MED,快验保,70.346307,27.483534999999996,3.362792,86.35%,54.93%,98.89%,39.61%,252,16.115,21.97666666666666,0.10472769082264709,0.2067647884455439,0.7238284319718035,0.5007075478644362,211.495,-0.06578420349844472,3996999.0,4278453.666666667,21
CLB,Core Laboratories N.V.,52.8106,31.300286,2.061518,9.23%,10.91%,33.34%,8.56%,252,-2.240000000000004,6.046666666666671,-0.018462672350618377,0.05490630880077115,0.25249715595173056,0.215041147059536,110.58,-0.07588497449439728,7599629.333333333,8223683.333333333,21
TEL,泰科电子,23.692288,3.315718,3.812211,4.37%,11.79%,20.99%,16.05%,112,0.7950000000000017,-3.2600000000000002,0.009286901218564183,-0.03306222412053117,0.1458554897937189,0.09904445725147966,91.445,-0.16551193400325062,30999235.0,37147607.333333336,9
CC,Chemours Company,7.9140630000000005,7.636098,5.559723,75.16%,14.36%,96.69%,20.39%,40,-0.8833333333333352,-1.5399999999999991,-0.019792750932968204,-0.030980855414773963,0.3898155249857824,0.2739315465797403,40.62,-0.012562220928512214,30934666.333333332,31328218.333333332,3
VIV,Telefonica Brasil S.A. ADS,8.68324,0.240184,1.164312,262.72%,1.18%,10.22%,1.88%,88,-0.6433333333333339,-1.2033333333333331,-0.0579128137419746,-0.0841274102851972,0.1786924719456163,0.10362148404971676,9.33,-0.13328243656578656,31877024.333333332,36779022.0,7
GLOB,Globant,47.622748,7.093887,1.248353,587.56%,28.42%,14.51%,34.90%,51,1.1599999999999966,1.8433333333333337,0.025131428043077258,0.041564208394994424,0.23389199809178174,0.16122770795350141,59.75,-0.3605625879003275,5947418.666666667,9301017.666666666,4
CNS,科恩-斯蒂尔斯金融,18.99127,6.479558,2.211016,11.18%,1.83%,26.06%,5.26%,170,0.301666666666667,0.323333333333333,0.0073090142477538105,0.008528427586287322,0.2202238096360395,0.1875150110590229,42.475,-0.32438214353586836,2421007.0,3583397.0,14
MRO,马拉松石油,0.0,1.444701,-0.200036,169.06%,54.43%,107.18%,69.46%,252,0.47666666666666774,1.659999999999999,0.022785125156762013,0.09853025622639444,0.5184541797332002,0.2378115980481976,21.95,-0.34729672399414224,184965065.33333334,283383081.0,21
NCI,法维翰咨询,11.704222,1.548096,2.087281,227.68%,3.22%,6.82%,3.68%,252,0.47666666666666774,0.9466666666666654,0.022770679512246577,0.052977141123627315,0.27986458062586694,0.17631523269890673,23.31,0.08842962683828315,6313977.0,5800997.0,21
CBM,凯姆布雷克斯,18.043419,3.572186,3.710494,61.48%,9.85%,21.11%,34.72%,252,3.758333333333335,-0.06666666666666998,0.0731480744286354,0.00560723999115688,0.43617856753589845,0.29224836653718295,63.125,-0.12717415735036483,6399724.333333333,7332189.333333333,21
MCS,马库斯,15.621698,2.491535,2.65016,84.81%,21.55%,7.56%,0.13%,252,2.7833333333333337,0.7333333333333343,0.08272388200137419,0.024275652845667395,0.30151755535782837,0.203534707868727,40.45,0.22291421086966098,2010209.6666666667,1643786.3333333333,21
VG,Vonage Holdings,0.0,6.5577369999999995,-0.057815,77.39%,3.19%,314.75%,4.20%,149,0.39166666666666633,0.7233333333333333,0.032500733793156995,0.06422357316033776,1.2616032582246743,0.35725028086693716,13.735,-0.15081766252866524,25057254.333333332,29507507.666666668,12
CCU,清晰频道,10.172735000000001,0.008336,2.5774779999999997,1282.04%,7.86%,16.76%,5.23%,252,1.0766666666666656,-1.7099999999999984,0.04391920777031585,-0.06150407470438605,0.16324216783770087,0.1355713269880101,27.15,0.1879942189841091,4180676.0,3519104.6666666665,21
CLX,高乐氏,23.6812,26.594584,6.365387,7.96%,2.67%,5.23%,2.71%,252,5.913333333333327,0.9733333333333339,0.042732376878364946,0.012032416971655144,0.11888021954854248,0.09055978256365856,151.57,-0.2917993445547831,21012105.0,29669705.666666668,21
PII,北极星,26.768321999999998,7.8728869999999995,4.146319,49.16%,10.08%,2013.91%,12.45%,252,-4.361666666666665,2.603333333333339,-0.03500601755546331,0.025412449036071868,0.5196795617639226,0.17980179640737104,110.205,-0.267832268609106,11287357.666666666,15416355.0,21
BLL,波尔,32.879821,3.7512790000000003,1.290153,20.00%,8.62%,78.57%,12.62%,252,3.2116666666666682,-1.3699999999999974,0.08459109136975114,-0.035238893341102355,0.1520049912004042,0.12215149350290332,44.445,-0.2017993601258937,47223023.333333336,59161846.0,21
NOA,North American Energy Partners,18.202023999999998,1.66041,0.41753599999999996,100.53%,66.87%,15.96%,23.55%,143,0.8500000000000002,0.2833333333333335,0.12347631052667025,0.05600794136169875,0.5603188700359868,0.3580484143518627,8.8,1.1085824599949374,1927088.3333333333,913926.0,11
ROL,Rollins Inc,67.355952,19.293006,0.9135049999999999,22.08%,10.82%,20.50%,8.93%,252,3.6199999999999974,0.45000000000000284,0.06482875347922869,0.009591656692819792,0.15348329894455634,0.1320336076570859,63.36,-0.3204679523217318,7977570.333333333,11739800.0,21
WNC,Wabash National Corp,8.898342999999999,2.1189299999999998,2.077915,39.04%,40.56%,5.45%,35.46%,252,0.3466666666666664,-0.7033333333333331,0.020017084792742335,-0.034517045806183776,1.271294236831225,0.34757599800786637,19.02,-0.2875224940117522,7892789.0,11077948.333333334,21
DIS,迪士尼,13.908014000000001,3.580961,7.978853,23.65%,6.95%,22.69%,9.09%,252,2.023333333333331,1.519999999999996,0.020240409920092132,0.015256425150214243,0.12616698537133364,0.10622219697003728,110.12,-0.3759715370263885,116714193.0,187033444.66666666,21
MOD,摩丁制造,30.454015999999996,1.7284580000000003,0.536875,29.31%,9.82%,122.22%,16.04%,252,-0.7833333333333332,-0.9833333333333343,-0.04580093113884829,-0.04334506749936421,0.7055465044816192,0.37161546949472096,15.4,-0.37970426803568874,3978608.6666666665,6414051.333333333,21
TX,特尔尼翁钢铁,4.922055,1.000284,5.442848000000001,19.87%,34.93%,35.99%,42.71%,152,-1.2166666666666675,0.7366666666666646,-0.02337295817791325,0.030514721570721253,0.5122841717979926,0.22216817240094078,30.41,0.06720689142068849,7279669.0,6821235.0,12
AVNS,Halyard Health Inc,32.282175,2.650752,2.2343599999999997,106.43%,7.91%,57.81%,7.34%,48,2.068333333333333,3.566666666666665,0.04756422766661275,0.07342603495252066,0.19766007476413835,0.11335026367323885,69.905,-0.3381247816063834,5959021.0,9003239.333333334,4
K,家乐氏,14.58854,9.050379,5.078644000000001,111.66%,5.83%,66.92%,4.71%,252,1.053333333333337,1.6266666666666676,0.014910862965868465,0.028236633631546413,0.09984636614212712,0.08986755976832068,72.87,-0.4796063831244631,32073046.666666668,61632283.0,21
MTOR,美驰,5.791525,6.7914520000000005,3.6881480000000004,31.37%,22.72%,160.87%,32.26%,91,-0.45333333333333314,-0.14333333333333323,-0.020651061701993868,-0.006009227837885991,0.29975933477185507,0.2303280709373583,20.31,-0.1926893444330662,14324411.666666666,17743370.0,7
VMC,火神材料,22.636754999999997,2.919546,4.8955779999999995,32.89%,16.43%,17.94%,8.53%,252,-5.0566666666666675,4.573333333333333,-0.039074128017891716,0.04096999520873399,0.1953777215132891,0.16580498528936435,113.61,-0.1746288287803656,22227099.0,26929822.333333332,21
BTU,Peabody,14.833604999999999,1.39278,2.869161,149.91%,7.33%,72.21%,17.36%,18,-0.29666666666666447,3.030000000000001,-0.0051602063172115215,0.07976202230177681,0.14958204527443578,0.05258776384340319,43.67,-0.3032911746489355,17262058.0,24776574.333333332,1
VSM,"Versum Materials, Inc.",21.816983,33.052881,1.7284700000000002,17.18%,20.36%,35.26%,25.81%,24,-0.29333333333333417,-0.240000000000002,-0.005776085925493053,-0.0014691015057674006,0.09981065428601006,0.049017961850167,35.65,-0.3750558105346261,7230385.333333333,11569649.666666666,2
FND,Floor & Decor Holdings Inc.,23.055719,6.360569,1.5171940000000002,95.05%,26.23%,186.40%,31.13%,18,-4.57,-0.8366666666666637,-0.0994081310987424,-0.011411672156835173,0.18860744856844266,0.06064962511276905,35.05,0.17931895871766548,23954666.333333332,20312288.0,1
FTV,Fortive Corporation,25.385509,5.256412999999999,3.3322160000000003,22.87%,13.95%,30.80%,13.39%,27,3.349999999999999,-0.2766666666666661,0.0422518370839677,-0.0017719462120134681,0.07656443092654007,0.05040450068799974,86.28,0.43086699242988186,54714466.0,38238680.666666664,2
VLP,Valero Energy Partners LP,13.179210999999999,9.619252000000001,2.7444740000000003,9.54%,21.78%,13.66%,24.69%,58,-0.7933333333333366,0.9433333333333351,-0.0201502550355722,0.028831915204088565,0.16386442205628493,0.11694676513235436,35.62,0.19417336790926248,2784353.3333333335,2331615.6666666665,4
DKL,Delek Logistics Partners,13.266860000000001,-6.527978,2.453482,34.81%,31.17%,37.00%,29.70%,71,2.372400000000001,-0.40000000000000097,0.08011466425938966,-0.01203822514090779,0.18366175120781225,0.11500858997669632,34.325,0.025829727471328903,931782.0,908320.3333333334,5
ABBV,AbbVie Inc.,23.255418,-42.251573,4.049379,3.55%,19.21%,62.65%,21.35%,70,-0.4066666666666663,-1.9633333333333336,-0.0037013077273463832,-0.01924615063024876,0.12436240863643026,0.08709386592229061,90.89,-0.4299975616543466,103594984.66666667,181744809.66666666,5
MMC,威达信集团,26.505490999999996,5.610666,3.234424,5.72%,6.84%,20.42%,14.19%,252,1.1833333333333325,-0.3666666666666695,0.01431054326410825,-0.0044443110721210325,0.1166064203245301,0.08453170032250527,85.21,-0.05666110996271031,33064362.666666668,35050354.666666664,21
ACCO,ACCO Brands,9.198002,1.6825900000000003,1.310067,9.36%,1.80%,188.89%,12.78%,158,-0.5249999999999998,0.3333333333333333,-0.039421078238291725,0.02605503439649781,1.4263286395352353,0.36022281317281096,12.125,-0.19623082803098674,8029250.0,9989497.333333334,13
TNC,坦能,82.361255,4.537648,0.915479,580.65%,7.90%,183.40%,42.81%,252,-0.8416666666666686,3.7333333333333343,-0.010074915974481543,0.05322362239743819,0.3155612178868211,0.18080411802780852,75.825,-0.26655288047928444,1697690.0,2314672.6666666665,21
GNRC,Generac控股,17.334267999999998,5.598486,3.214442,113.71%,25.34%,177.21%,20.32%,104,1.784999999999999,1.8866666666666656,0.03332220775857154,0.04123923072710066,0.34687171341494577,0.16691577235447164,58.455,0.07059004988351421,9479176.666666666,8854161.0,8
WAT,沃特世,272.09990600000003,7.510846000000001,0.7074239999999999,18.10%,6.80%,6.06%,6.57%,252,2.214999999999994,-2.220000000000008,0.012075340969148104,-0.010791292878918,0.17638292735242914,0.14337102333916926,196.975,-0.31754481321491906,9110158.666666666,13349094.333333334,21
ENLK,"EnLink Midstream Partners, LP",62.185143999999994,2.582234,0.308273,245.26%,41.04%,389.47%,33.52%,55,0.8733333333333331,0.64,0.05398501826166461,0.05030608933466413,0.18878622965158262,0.12196696841911125,18.34,0.13254435816449683,22127401.0,19537778.666666668,4
ABG,阿斯伯里汽车集团,9.448742,3.2483310000000003,7.609478999999999,35.42%,5.58%,17.94%,3.72%,199,1.2083333333333333,0.5499999999999972,0.01829197048163866,0.00832840485219239,0.7353277570735345,0.25665451752255636,71.875,0.00853539847845394,3887002.6666666665,3854106.3333333335,16
PZN,Pzena Investment Management,17.831974,5.602069,0.503029,14.79%,12.41%,38.82%,22.49%,132,0.06333333333333317,-0.5699999999999997,0.008498061627164452,-0.049795100975518786,0.683973034832695,0.2810194552289161,9.35,-0.13880162628423276,844808.3333333334,980968.3333333334,11
XYL,赛莱默,38.219507,5.62297,2.058373,15.00%,13.14%,41.07%,13.63%,84,5.190000000000002,-3.150000000000001,0.07439317691460048,-0.04276406188684958,0.1510553762201478,0.08716326573947042,82.0,-0.2337478918827383,19740738.0,25762719.333333332,7
PKG,Packaging Corp of America,14.369563000000001,4.393414,7.787989,30.31%,11.58%,19.34%,10.03%,225,2.261666666666675,-0.2633333333333307,0.02080875967297974,-0.0014028113571686828,0.18581999997602572,0.1482121072405944,117.775,-0.2361664361982865,12040545.0,15763309.666666666,18
PTR,中石油,23.273235999999997,0.762876,3.1504,113.92%,22.47%,43.25%,9.95%,222,1.8166666666666675,2.599999999999999,0.024582252872769116,0.03938301787942645,0.3177829588809859,0.18386575710026284,78.97,-0.5002819827969919,1740554.3333333333,3483073.0,18
ROP,儒博实业,29.041309000000002,4.302272,10.468536,27.24%,14.01%,33.65%,10.70%,252,12.683333333333318,-2.406666666666657,0.04527598584253693,-0.0077106039974804185,0.11410994685664193,0.09503534441322394,311.88,-0.20605612058298473,7816389.666666667,9845015.333333334,21
NVS,诺华,13.746668,2.785987,5.949078,292.52%,7.48%,21.80%,10.01%,221,3.8500000000000036,-1.8133333333333326,0.051185163171940135,-0.022870731879507694,0.1275617394020923,0.10620518650737899,84.63,-0.13786445765276134,32037468.0,37160593.0,18
UNP,联合太平洋,10.834969000000001,5.760992,14.314762,29.20%,8.38%,22.20%,6.84%,252,7.6699999999999875,1.3100000000000023,0.052456540106095885,0.01034495736723312,0.13342917940247404,0.11874612460840968,162.54,-0.163800108184407,67751229.0,81022767.0,21
PRLB,Proto Labs Inc,65.221513,8.277567,2.3772830000000003,51.53%,33.66%,47.96%,34.40%,80,14.216666666666674,0.46666666666666856,0.1129971250450139,0.004161164840827809,0.25529771704391346,0.17929957559026663,159.55,-0.26196161243498556,2409207.0,3264338.3333333335,6
RCL,皇家加勒比邮轮,15.379295999999998,2.4121259999999998,8.086196000000001,26.19%,6.48%,1.83%,0.96%,252,9.420000000000007,-4.836666666666669,0.08408602051269752,-0.042302976405440285,0.5032441083205649,0.25831418238945064,131.3,-0.31403206808340234,29965064.0,43682893.333333336,21
GDI,Gardner Denver Holdings Inc.,16.822171,3.169977,1.4849450000000002,141.22%,15.39%,705.71%,28.63%,17,0.10000000000000024,0.043333333333333,0.0039022231584200187,0.00457112268172175,0.09202763150681187,0.031447394075403264,29.27,-0.2172902820880858,26014058.0,33235895.0,1
ADSW,Advanced Disposal Services Inc.,42.708686,2.701603,0.64858,4950.00%,3.92%,130.00%,4.98%,24,0.9400000000000013,0.793333333333333,0.03731268873933987,0.03484123531980975,0.06766138048344227,0.04306691847369995,27.5,-0.2712144933521921,8740453.333333334,11993176.666666666,2
FIX,Comfort Systems USA,26.790540999999997,4.572173,2.123884,81.10%,14.96%,122.80%,22.16%,252,3.124999999999998,1.5,0.07047258189155342,0.03711052564307502,0.24274825008129905,0.19651071030371195,55.025,0.3833150471590497,5165927.333333333,3734454.6666666665,21
BRO,布朗保险经纪,19.997093,3.039832,1.541224,11.83%,1.58%,29.55%,12.55%,252,0.9433333333333339,0.6999999999999993,0.033475330157413864,0.0273700165962756,0.1403329251048676,0.11892039316673697,30.39,-0.18675965373525663,17333232.333333332,21313788.0,21
UHS,Universal Health Services Inc Cl,14.7883,2.2279709999999997,8.582460000000001,21.18%,2.64%,8.62%,2.86%,252,6.006666666666661,-2.6066666666666642,0.05301737936404984,-0.022253375295734856,0.20859531115123967,0.14125209755571685,127.05,-0.29674312637375616,12960920.333333334,18429852.333333332,21
MTD,梅特勒-托利多,38.793382,27.888293,15.180682000000001,9.73%,10.46%,0.91%,11.14%,251,14.849399999999983,1.3099999999999834,0.025739230478852727,0.0026770321461280825,0.14037557591279462,0.12983050537048288,612.5182,-0.3673514160005816,2924122.0,4622032.0,20
CR,Crane Co,29.021414,3.795544,3.167661,16.45%,21.14%,8.53%,18.67%,252,6.104166666666667,-4.1966666666666725,0.07296568294343038,-0.04680937004945381,0.20325148169603882,0.13017833705428242,96.9625,-0.126469459616953,5267632.0,6030278.0,21
GPC,Genuine Parts Co,22.190491,4.236725,4.569074,19.48%,17.61%,10.25%,17.43%,252,3.4866666666666695,0.7466666666666649,0.037039833526233724,0.008427811097799316,0.1200196020043115,0.08080986246933684,101.4,-0.387011239993701,11912803.333333334,19433967.0,21
SRI,Stoneridge Inc,14.533876999999999,3.150204,1.963688,69.53%,5.50%,45.86%,10.58%,252,-2.0766666666666667,1.7399999999999995,-0.06257395038851658,0.06409169364975725,0.47905713639270237,0.370029971141804,28.62,-0.4096763698508871,4195607.333333333,7107300.333333333,21
KAMN,Kaman,30.407042999999998,2.8197259999999997,2.129112,12.16%,4.26%,123.59%,6.28%,80,-1.053333333333337,2.383333333333328,-0.015221163932086836,0.04090870559780653,0.12435807345201744,0.06827926544811073,65.94,-0.14417714366571913,2963609.0,3462876.6666666665,6
PSXP,Phillips 66 Partners LP,15.884604999999999,2.202154,3.291237,80.58%,11.89%,77.32%,16.36%,63,0.2133333333333335,1.0299999999999987,0.004928667742179618,0.02184626501092372,0.19183332249625232,0.1306545554234859,51.44,-0.00022537246991458188,5546602.666666667,5547853.0,5
HCA,HCA控股,16.246639000000002,-7.654152000000001,8.153687,21.51%,7.42%,64.99%,7.53%,90,8.973333333333338,1.2433333333333298,0.08596393786443075,0.013189582290814635,0.175978204619926,0.13336609897903162,133.62,-0.2456170902626622,30636815.666666668,40611757.333333336,7
USPH,US Physical Therapy Inc,73.130187,7.571541000000001,1.727057,107.14%,8.34%,66.62%,7.26%,74,7.499999999999996,4.816666666666663,0.0775447156710473,0.057158191184372986,0.1773574551745519,0.139362516941128,119.1,-0.22413743686724955,965484.6666666666,1244401.6666666667,6
THR,Thermon Group Holdings,57.886765000000004,2.545902,0.446216,373.11%,71.84%,96.89%,51.79%,89,0.9800000000000004,0.09666666666666639,0.042010278278935005,0.00453730778505686,0.17840508539691988,0.14012117434774152,26.62,-0.14661582431831674,1568978.6666666667,1838537.3333333333,7
CHL,中国移动,8.876195,1.306806,5.3987099999999995,5.31%,0.71%,4.03%,0.82%,252,1.6333333333333329,-0.5300000000000011,0.036598067547415965,-0.01091616609639127,0.20196329394495272,0.15132745689083896,48.22,-0.1476322774507068,14853450.0,17426105.666666668,21
RMD,ResMed Inc,50.684059000000005,7.76715,2.210557,8.07%,12.03%,25.39%,15.06%,252,3.61666666666666,1.6033333333333342,0.03418199369520572,0.017284259069652964,0.1866705786018039,0.1493059542733582,113.3,-0.09464099397139183,12726860.0,14057252.333333334,21
TMO,赛默飞世尔,39.585451,3.594018,5.960776,22.88%,21.80%,5.08%,22.83%,252,11.963333333333338,-0.13333333333333522,0.056690800529513447,-0.000474818719513298,0.1372385931153527,0.11626875713842072,241.05,-0.21844411800804095,23385004.666666668,29921091.0,21
BAX,百特国际,44.048414,4.487209,1.6933639999999999,29.43%,9.10%,43.01%,8.16%,252,1.2950000000000064,2.7900000000000014,0.017507224805048016,0.04138373094824879,0.1568567055346569,0.10579854413784717,77.715,-0.24093735775916156,49941489.666666664,65793634.0,21
MCO,穆迪,31.008611,139.678551,5.701642,20.50%,17.45%,8.93%,15.54%,216,2.7466666666666697,2.816666666666663,0.01607000714327043,0.017697745111435282,0.19045865232253859,0.15123715772345037,177.9,-0.09100435938892093,13909930.333333334,15302527.0,18
UZC,United States Cellular Corp,32.888103,0.560013,0.793296,333.33%,1.14%,96.43%,0.64%,35,0.19000000000000009,-0.086666666666666,0.007505066143812733,-0.0031964196876066177,0.05765487403098921,0.022570249261470998,26.0,-0.2995068668049312,304317.3333333333,434433.0,2
TRGP,Targa Resources Corp,82.708956,1.958193,0.65265,71.53%,30.88%,135.20%,16.24%,94,2.396666666666666,1.813333333333335,0.047127430706547235,0.03998257809167868,0.25024147936142893,0.16463252737297432,56.11,-0.2970195943997237,32027194.666666668,45559157.0,7
DLB,杜比,78.080502,3.334863,0.8989440000000001,9.32%,3.85%,39.50%,12.67%,164,2.5,-0.5266666666666685,0.04035931229353664,-0.0072164990516373,0.29898318326717316,0.1930467525391042,68.56,-0.23847917240915306,6353389.333333333,8343027.666666667,13
ORAN,Orange,17.390747,1.19429,0.9045040000000001,21.41%,0.87%,21.41%,0.87%,63,-0.13333333333333405,-0.00666666666666534,-0.007499805869868668,0.0007615894973534385,0.1705278546469939,0.09403342033890033,15.93,-0.24266627025318727,4449258.666666667,5874898.333333333,5
ITGR,Integer Holdings Corporation,26.58192,2.838995,3.047184,569.63%,11.94%,287.09%,9.63%,27,5.86666666666667,2.750000000000005,0.08513009606041277,0.052165353400260205,0.18785472622423605,0.10362206777081955,81.75,0.05761444990382833,4410596.333333333,4170325.3333333335,2
DHR,丹纳赫,27.364709,2.691296,3.8246339999999996,20.90%,10.44%,11.95%,11.64%,252,3.1433333333333358,0.07000000000000266,0.0311444505566849,0.0009365906483218023,0.32477735338472824,0.08028183768159315,107.75,-0.11733333466815915,42320626.333333336,47946329.0,21
YUMC,百胜中国,29.029127000000003,4.8547139999999995,1.310408,13.64%,12.24%,40.95%,15.41%,23,-0.9333333333333323,-0.9000000000000009,-0.02274380094929954,-0.02159063702304717,0.1576743025408571,0.06622726004123965,34.7,0.1962058012964915,70533646.66666667,58964474.666666664,1
GWR,杰纳西及怀俄明,9.091331,1.487827,9.69055,1.00%,10.10%,178.59%,10.70%,252,3.300000000000002,3.943333333333333,0.03947920917231829,0.055140291297948646,0.2398246431676986,0.17840670934376565,90.37,-0.2006615023632058,8842356.0,11062092.0,21
SSWN,Seaspan Corporation 6.375% Notes due 2019,23.265723,1.2830030000000001,1.091305,140.46%,37.66%,69.19%,11.65%,54,-0.04656666666666709,0.022533333333332923,-0.0018046630817360916,0.0008992781170126515,0.05363417547302299,0.03146805250990247,25.42,-0.0916070245982091,739791.0,814395.3333333334,4
SHW,宣伟公司,23.037134,11.465921,20.07715,26.48%,27.78%,4.59%,43.59%,252,24.66003333333333,5.836666666666683,0.057790018766706974,0.016431974620966714,0.14940222749478374,0.13370360428505915,476.4401,-0.3396373043950871,10448714.0,15822689.666666666,21
CSL,卡莱尔伙伴,12.618813000000001,2.835611,10.052451,11.14%,25.63%,400.97%,27.22%,252,6.813333333333328,1.3566666666666691,0.061221352892434744,0.012992053666061397,0.20316616897387263,0.14646977110668194,128.29,-0.2993262950987545,7128820.333333333,10174237.0,21
CL,高露洁,26.664068,-111.180057,2.5131200000000002,20.54%,1.57%,10.97%,6.38%,252,1.5366666666666713,-2.0733333333333284,0.023625289670079846,-0.028938019907231702,0.09717674928531488,0.07987260937465025,68.36,-0.39996535141285716,59325902.333333336,98870794.33333333,21
WSO.B,Watsco Inc,29.002421999999996,4.499119,5.9946720000000004,19.17%,4.45%,25.49%,6.25%,252,1.1599999999999966,-0.06333333333334205,0.006761746370676503,0.002338184103650718,0.17827244614162108,0.15897560357358753,180.26,-0.3131115459882583,1404.0,2044.0,21
UIS,优利系统,17.928601,-0.761898,1.062548,115.58%,0.18%,240.40%,6.61%,252,2.175000000000001,0.7333333333333337,0.14980549860694956,0.06452072107706447,0.7714163890101142,0.39427142709341584,20.175,1.2515139821244479,26249260.0,11658493.0,21
SXC,SunCoke Energy,4.56174,1.624347,2.463972,136.19%,13.55%,122.53%,13.17%,87,-0.4566666666666664,0.8566666666666668,-0.03191255270541669,0.07772592126432949,0.2895195749245045,0.23809467122601916,11.86,-0.3022068497746738,6036927.666666667,8651457.333333334,7
