code,open,name,pe,pb,eps,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
ROCK,48.55,Gibraltar Industries,19.243891,2.640165,2.424146,22837000.0,0.7885,266000000.0,0.0743,8352000.0,1.0901,215000000.0,0.0423,25176000.0,4.2477,258000000.0,0.1133,20619000.0,0.4956,275000000.0,0.0067,252,0.3964020899376006,18.209265873015877,1.1921619612600343,3685178.23015873,1681070.238095238,21,0.3131491386618406
CORT,14.68,Corcept医疗,10.923043,6.748357,1.296342,18196000.0,0.4388,62312000.0,0.7524,17459000.0,2.9788,57659000.0,1.0892,98330000.0,20.39,53280000.0,1.2375,13757000.0,4.3219,42763000.0,0.9684,175,0.6263549244075307,4.973028571428571,5.470609004021727,11604516.625,1793419.5402298851,14,0.5216893773124837
SIFY,1.68,Sify Technologies Limited,14.231623999999998,0.027086000000000002,0.11383099999999999,201000000.0,0.1552,4683000000.0,0.0281,262000000.0,0.4163,6062000000.0,0.158,285000000.0,0.6193,5228000000.0,0.1279,203000000.0,0.2935,4840000000.0,0.102,229,0.8042334394101589,10.919806113537122,0.018732302879412036,6224802.660869565,6110341.885964912,19,0.5701908379374503
MEDP,58.57,Medpace Holdings Inc.,39.284372,3.891888,1.431358,16568000.0,0.7343,170000000.0,0.7995,14551000.0,0.7226,163000000.0,0.7389,11291000.0,538.6667,99448000.0,0.0427,9831000.0,0.9521,98681000.0,0.0408,27,0.18826667160251365,37.230740740740735,0.5240240501051332,7014280.714285715,4602473.769230769,2,0.11934984896973823
BCOR,36.35,Blucora,23.027952,2.617328,1.519892,35157000.0,9.1026,158000000.0,0.1343,45543000.0,0.483,206000000.0,0.1293,11919000.0,1.6264,97849000.0,0.1273,-16733000.0,0.6899,90171000.0,0.0833,77,0.30562659011376003,18.315974025974025,0.15512696485274396,9278906.923076924,8032802.631578947,6,0.21851024292099028
WHLM,5.26,Wilhelmina International Inc.,33.827668,0.981144,0.147808,364000.0,8.0,20596000.0,0.1264,225000.0,24.0,19716000.0,0.0295,180000.0,1.3077,17042000.0,-0.0336,26000.0,-0.8855,18718000.0,-0.1047,51,0.16358916832234038,6.7064705882352955,0.8507651237267337,68496.07692307692,37009.6,4,0.11410495430573098
CRNT,3.11,Ceragon网络,14.478553,1.67595,0.205131,3226000.0,-0.3525,88328000.0,-0.0536,2070000.0,17.1719,83275000.0,0.0954,7210000.0,-0.1348,86679000.0,0.0238,3496000.0,0.0037,75999000.0,-0.0396,219,0.37709922770101034,5.638369863013696,0.3143580382169802,6294554.7,4789071.559633028,18,0.32188464740287986
LFVN,11.59,Lifevantage Corporation,27.03195,7.144677000000001,0.411735,2992000.0,34.619,54033000.0,0.067,1635000.0,25.8033,50562000.0,0.1234,317000.0,0.1201,49482000.0,0.0109,817000.0,-0.3076,49127000.0,-0.1051,74,0.37704952125367425,9.612272972972974,0.5627042451407274,1866899.3243243243,1194659.4054054054,6,0.2863365847694614
KOSS,2.75,高斯电子,0.0,1.352683,-0.458647,347000.0,5.931,7238300.0,0.1593,-812900.0,0.2727,4326700.0,-0.0937,-2937700.0,-21.9669,5883900.0,-0.1202,17500.0,-0.7922,6066600.0,-0.0444,252,0.45179543976563424,6.030878174603173,1.1103547841596486,398156.95238095237,188668.25396825396,21,0.32968155123608395
EGOV,15.35,NIC Inc,17.178335999999998,5.055989,0.8557290000000001,17011000.0,0.3322,92498000.0,0.0841,15508000.0,0.1089,86725000.0,0.0427,10840000.0,-0.2055,83472000.0,0.0655,14020000.0,-0.1364,84533000.0,0.0518,232,0.25179461190261054,11.24827586206896,0.10899490268774903,5893188.3965517245,5313990.517241379,19,0.20293856777010774
DLPN,2.45,"Dolphin Entertainment, Inc.",8.662784,6.347855,0.282819,170500.0,1.1094,5219400.0,-0.3335,833000.0,-0.8321,5784900.0,9.8562,-2662800.0,0.815,7240500.0,-0.1196,6172600.0,1.5349,6808000.0,4.9395,11,0.04326134097332677,3.065454545454546,-0.7730483756467063,313235.5,1380186.2,0,-0.03896243937639746
HIMX,6.31,奇景光电,39.048239,2.34996,0.1534,1396000.0,2.4201,181000000.0,0.1953,-3316000.0,-5.0989,163000000.0,0.0492,22862000.0,5.5301,181000000.0,-0.1099,3130000.0,-0.7663,197000000.0,-0.096,152,0.5074339726848348,5.576809210526317,6.804656403686188,83071663.94736843,10643859.210526315,12,0.40701090793406663
LTRX,4.31,创力,108.75954899999999,3.658983,0.037422000000000004,752000.0,15.4615,12037000.0,0.0899,344000.0,3.1235,11601000.0,0.0067,225000.0,4.4878,11336000.0,0.0102,-641000.0,-5.1635,10606000.0,-0.0305,219,0.5094551294812565,7.751274429223744,0.7489778546662583,944743.2818181819,540168.8073394495,18,0.4108143452856116
EGRX,68.87,"Eagle Pharmaceuticals, Inc.",32.682015,5.288554,1.996205,2659000.0,-0.4095,59296000.0,0.1834,2616000.0,-0.8859,46626000.0,-0.3928,9085000.0,-0.8415,46785000.0,-0.4234,15431000.0,0.2911,63021000.0,0.6658,57,0.42233222764363926,53.84359649122807,0.3160200956006879,6745351.24137931,5125568.571428572,4,0.33438767568865324
SSNT,4.22,"SilverSun Technologies, Inc.",0.0,4.075991,-0.15268199999999998,17200.0,-0.8571,9683200.0,0.138,58400.0,-0.6205,9310100.0,0.1634,-1078600.0,-17.9608,8753900.0,0.0623,317800.0,-0.8845,9586900.0,0.0055,19,0.05255053057023216,4.013831578947369,-0.6358184078656626,89439.6,245590.66666666666,1,0.021417370959962437
ESEA,1.5,Euroseas Ltd,0.0,4.122043,-0.475808,2661400.0,3.5697,9750600.0,-0.026000000000000002,-3230400.0,-0.4752,12927500.0,0.5589999999999999,1954500.0,1.1109,13545900.0,0.8524,-4823500.0,-0.0577,11068500.0,0.5317,149,1.5891097588126275,4.899957046979864,0.17574421231513954,3040328.28,2585875.608108108,12,0.8960644684979836
TBK,42.0,"Triumph Bancorp, Inc.",23.264045,1.845739,1.805361,12385000.0,0.2821,0.0,0.0,12068000.0,0.1523,0.0,0.0,6305000.0,0.006999999999999999,0.0,0.0,9782000.0,1.0349,0.0,0.0,48,0.14775659111935954,23.952083333333334,1.756501857148173,2873631.7083333335,1042492.2083333334,4,0.12065559623925852
FNCB,11.25,"FNCB Bancorp, Inc.",318.292181,2.0752599999999997,0.033774,2412000.0,0.34600000000000003,0.0,0.0,2019000.0,-0.081,0.0,0.0,-6114000.0,-5.0118,0.0,0.0,2272000.0,0.1264,0.0,0.0,8,0.018258535979444383,9.194175,0.6384877511802605,194614.25,118776.75,0,0.0020437404009042803
CIFS,9.63,圣盈信,8.661267,2.609569,1.0495,3425100.0,-0.1686,5709600.0,0.4322,3425100.0,-0.1686,5709600.0,0.4322,10794700.0,1.4569,12009000.0,1.4781,5014400.0,0.3189,5133900.0,0.2619,15,0.31375554228172725,26.253999999999998,-0.5362472933088075,2017691.5,4350791.857142857,1,0.04574602394623393
SIEB,15.15,Siebert Financial Corp,69.437894,44.465723,0.20526399999999997,1799000.0,3.9288,0.0,0.0,1693000.0,28.1897,0.0,0.0,732000.0,1.2281,0.0,0.0,1001000.0,1.8781,0.0,0.0,252,0.9127273863957578,4.507178968253966,-0.7145792347017133,328915.49206349207,1152388.0952380951,21,0.6028432676491976
OSN,2.25,奥盛创新,2.7151810000000003,0.14192000000000002,0.8102590000000001,2585600.0,1.0267,35011400.0,0.3246,2585600.0,24.1822,35011400.0,0.3686,2260000.0,-0.2655,40180500.0,0.1487,2260000.0,0.6602,40180500.0,0.4083,95,0.44740043692040904,3.390058947368421,1.3098197098633764,559272.125,242128.04255319148,7,0.3414048991074887
AYTU,3.32,"Aytu BioScience, Inc.",0.0,0.405262,-306.125702,547600.0,1.0811,925100.0,0.1068,-2817700.0,0.4598,607500.0,-0.3202,-3672700.0,0.2376,1051200.0,0.3236,-4245000.0,0.2584,1076400.0,0.5421,18,0.5825725075964016,21.293111111111113,52.56513571427193,3085822.0,57608.77777777778,1,0.19026281602144202
CTIB,3.67,CTI工业,0.0,1.012394,-0.380274,205700.0,1.3466,15984700.0,0.2477,-470600.0,-10.7479,13979200.0,-0.0899,-954900.0,-2.1109999999999998,14839300.0,-0.3078,-282700.0,-0.4115,13226000.0,-0.0186,252,0.74591343861074,4.150361507936507,-0.8154813591096383,141026.27777777778,764292.8492063492,21,0.5257160313551369
AAME,2.7,美国大西洋,44.924488000000004,0.468314,0.05231,3185000.0,1.1815,0.0,0.0,-5024000.0,-21.733,0.0,0.0,2542000.0,0.8858,0.0,0.0,747000.0,4.0134,0.0,0.0,252,0.33914907611914685,2.8539313492063494,-0.30943558998356546,107047.89682539682,155015.07936507938,21,0.27370850178121164
YRD,19.23,宜人贷,6.400991,1.7416880000000001,3.226063,205000000.0,-0.2394,1461000000.0,0.2567,279000000.0,-0.2052,1546000000.0,0.5307,449000000.0,0.1818,1766000000.0,0.6639,303000000.0,-0.12,1475000000.0,0.6920000000000001,35,0.4524150174612133,25.36314285714286,-0.12296709893237998,11124861.888888888,12684657.411764706,2,0.2582893607217113
IIPR,45.56,Innovative Industrial Properties Inc,107.731404,2.363671,0.44482200000000005,1542000.0,4.654,0.0,0.0,945000.0,2.5989999999999998,0.0,0.0,607000.0,1.0828,0.0,0.0,334000.0,0.0,0.0,0.0,23,0.2814586455318427,26.273369565217394,2.162124164479579,3190431.5,1008952.0,1,0.15883181856804146
PPDF,6.0,拍拍贷,0.0,2.518564,-1.813679,608000000.0,-0.038,959000000.0,-0.0081,438000000.0,0.0498,848000000.0,0.4354,-507000000.0,-2.906,847000000.0,1.1522,541000000.0,1.7974,1107000000.0,2.3823,12,0.11331874731389603,6.789166666666667,0.12834123211187015,16650805.0,14756887.833333334,1,-0.0323911516495289
LAD,85.62,利西亚车行,8.681321,1.840991,10.170111,60660000.0,0.1402,2982000000.0,0.2571,52061000.0,0.0263,2553000000.0,0.1879,89404000.0,0.7421,2600000000.0,0.1778,51886000.0,-0.0399,2579000000.0,0.1819,252,0.4470188695121495,37.627420634920625,2.47200833786969,6104766.126984127,1758280.9523809524,21,0.3276379466918074
SJT,4.63,San Juan Basin Royalty Trust,6.709464,36.78835,0.72435,2531900.0,-0.5767,2990500.0,-0.5364,6227400.0,-0.2356,6646800.0,-0.2279,10165800.0,0.3235,3042700.0,-0.6117,14836000.0,2.6811,15120300.0,2.4514,252,0.2823687019772662,18.436984126984132,0.13197483139134403,3692359.0555555555,3261873.8095238097,21,0.22139693943843197
CEA,33.09,东方航空,13.611916,1.0965260000000001,2.43375,348000000.0,-0.7882,27669000000.0,0.3209,2158000000.0,-0.2768,26753000000.0,0.0904,-1676000000.0,0.271,19248000000.0,0.2294,3869000000.0,0.037000000000000005,29485000000.0,0.0141,252,0.5279527865070522,16.061319841269842,-0.052522672219437544,681081.2936507936,718836.5079365079,21,0.3976956132405027
NOAH,40.94,诺亚财富,19.109773,3.0245290000000002,2.1952119999999997,186000000.0,-0.0948,798000000.0,0.1277,261000000.0,0.2091,831000000.0,0.1651,157000000.0,0.9196,722000000.0,0.1174,183000000.0,0.2429,684000000.0,0.1247,96,0.3579300117511788,21.425520833333337,0.522689376015115,7380941.729166667,4847306.25,8,0.27611380958282505
PZN,9.21,Pzena Investment Management,18.647037,5.858128,0.503029,17357000.0,0.1479,38348000.0,0.1241,17666000.0,0.3882,39252000.0,0.2249,15086000.0,-0.3445,38909000.0,0.3383,17217000.0,0.4443,36229000.0,0.3423,133,0.4824962450308055,8.155187969924805,-0.35905872458115057,988511.104477612,1542280.303030303,11,0.3503854625557297
GMED,52.52,Globus Medical Inc,39.345484,4.884129,1.386182,44977000.0,0.5689,173000000.0,0.1378,39538000.0,0.377,174000000.0,0.1194,24376000.0,0.0032,176000000.0,0.1613,25591000.0,-0.0242,152000000.0,0.1186,75,0.17054106038180616,26.999733333333328,0.5890792437835903,14479634.236842105,9111964.864864865,6,0.13745875151121878
AZRE,15.22,Azure Power Global Ltd,0.0,0.033632999999999996,-0.5797479999999999,29803000.0,-0.8559,0.0,0.0,148000000.0,1.4685,0.0,0.0,-136000000.0,0.7511,0.0,0.0,-1241000000.0,-4.8784,0.0,0.0,25,0.07863981517040264,15.6172,-0.1816027045583419,604211.5384615385,738286.3333333334,2,0.046842094004631574
ATHM,83.84,汽车之家,26.672164000000002,6.720625999999999,3.118607,689000000.0,0.3352,1869000000.0,0.1965,481000000.0,0.4817,1288000000.0,-0.0447,728000000.0,0.9389,1751000000.0,-0.1307,425000000.0,0.6916,1548000000.0,0.0498,59,0.25074344772152407,46.249322033898295,0.009065359441447157,17561556.566666666,17403785.0,4,0.20983033240838325
DAL,58.39,达美航空,12.410430999999999,3.204718,4.820139,1025000000.0,-0.1358,10769000000.0,0.0818,547000000.0,-0.025,8967000000.0,0.0751,572000000.0,-0.0804,8700000000.0,0.0677,1178000000.0,-0.0643,9586000000.0,0.0377,139,0.35188617774366104,26.366978417266182,-0.12259860379942082,205026337.64285713,233674505.79710144,11,0.26497520920520934
MOH,148.9,Molina Healthcare Inc,0.0,5.682626,-1.315907,202000000.0,1.8783,0.0,0.0,107000000.0,0.3896,0.0,0.0,-262000000.0,-4.5745,0.0,0.0,-97000000.0,-3.3095,0.0,0.0,184,0.28404612082301445,35.76173913043478,1.3853337855627093,16026406.923913043,6718727.173913044,15,0.24806280990394006
JJMB,45.28,Barclays iPath Bloomberg Industrial Metals Subindex Total Return,0.0,0.0,-2.996428,150000000.0,1.3452,0.0,0.0,150000000.0,1.3452,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,10,0.009713369773361026,48.425999999999995,1.5226677649966165,17149.6,6798.2,0,-0.014837232440616263
CWH,21.66,Camping World Holdings Inc.,33.016232,11.564675,0.671185,81815000.0,-0.2215,1321000000.0,0.1208,17276000.0,-0.6519,970000000.0,0.18899999999999997,-5494000.0,-1.4766,824000000.0,0.313,83752000.0,0.2272,1135000000.0,0.2314,25,0.16840072336491727,31.574800000000003,2.0776725945093237,27895448.615384616,9063812.916666666,2,0.09424127649479329
JJCB,43.62,Barclays iPath Bloomberg Copper Subindex Total Return,0.0,0.0,-2.996428,150000000.0,1.3452,0.0,0.0,150000000.0,1.3452,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,10,0.005872503032278739,45.7049,9.364629001571679,75178.8,7253.4,0,-0.01908934662771629
KNL,23.14,海丘,14.257852,3.160437,1.654527,13123000.0,0.0126,323000000.0,0.2034,15267000.0,-0.0084,297000000.0,0.1547,32679000.0,0.5239,316000000.0,0.0794,19161000.0,-0.1137,291000000.0,-0.0029,167,0.2067183216452206,17.749700598802402,-0.17779162078316382,5132444.619047619,6242267.469879518,13,0.17167441184138896
HNI,43.04,HNI Corp,20.670417,3.6327589999999996,2.108811,18596000.0,0.3421,544000000.0,0.0566,2461000.0,-0.4853,505000000.0,0.0574,33930000.0,2.0967,584000000.0,0.0051,37331000.0,0.1041,599000000.0,0.0254,252,0.2599247057209841,33.83533730158734,0.38860730983015085,4212867.063492063,3033879.365079365,21,0.20893641161047286
BX,38.28,黑石,14.604039000000002,3.66739,2.652691,1551000000.0,1.1102,0.0,0.0,842000000.0,-0.1591,0.0,0.0,763000000.0,-0.0101,0.0,0.0,847000000.0,0.2246,0.0,0.0,137,0.22314691841465562,22.890656934306563,0.29934731966776124,90614825.4057971,69738725.0,11,0.17337159366794372
VIPS,6.66,唯品会,11.999728,1.7639029999999998,0.559596,689000000.0,0.8575,20104000000.0,0.18,525000000.0,-0.0344,19368000000.0,0.24100000000000002,660000000.0,-0.1354,23628000000.0,0.2771,318000000.0,-0.0775,14901000000.0,0.2732,80,0.3813034810846359,11.685874999999998,0.3813961096883402,176719493.625,127928182.5,6,0.32297164747353524
PKX,67.81,浦项钢铁,7.798724000000001,0.134047,8.747585,580338000000.0,0.0949,16083300000000.0,0.0762,1083540000000.0,0.1092,15862300000000.0,0.0521,559908000000.0,39.7888,15597400000000.0,0.0386,906623000000.0,0.9065,15036100000000.0,0.1795,252,0.22385110147782658,61.20329365079364,-0.3768341919788817,7180168.865079365,11522084.126984127,21,0.174948514921617
CARS,25.9,Cars.com Inc.,10.110155,1.115908,2.602334,12726000.0,-0.48700000000000004,169000000.0,0.0759,929000.0,-0.9654,160000000.0,0.0443,152000000.0,2.1094,157000000.0,-0.0316,20988000.0,-0.5952,160000000.0,-0.0148,17,0.07181748694943929,26.971176470588237,-0.4698368167032451,19863566.333333332,37466891.25,1,0.02446502096549071
BCEI,29.69,富矿溪能源,0.143396,0.872324,210.396729,4859000.0,-0.948,71872000.0,0.6281,13870000.0,1.1471,64193000.0,0.2214,-5768000.0,0.9143,50189000.0,0.0618,4328000.0,1.124,45232000.0,-0.083,83,0.67831219099972,2045.265334939758,24.676542090286343,2936605.4523809524,114369.19512195123,6,0.43530268819521667
SCCO,43.95,Southern Copper Corp,34.410835999999996,5.245476999999999,1.286804,411000000.0,0.3681,1837000000.0,0.2009,472000000.0,0.4967,1841000000.0,0.1624,-286000000.0,-2.6611,1864000000.0,0.3326,403000000.0,1.0323,1677000000.0,0.1969,105,0.14912253246952847,33.629841904761896,-0.42526686768162814,25848838.150943395,44975375.0,8,0.13039531777723468
SSW,8.2,塞斯潘,6.2564470000000005,0.551133,1.342615,68013000.0,1.4046,282000000.0,0.3766,67716000.0,0.6919,225000000.0,0.1165,58553000.0,39.6054,214000000.0,0.0056,48377000.0,1.2629,211000000.0,-0.0616,159,0.2852990500897274,16.608616352201242,0.5090037850341822,10998232.7375,7288406.329113924,13,0.22355915648837618
BVN,13.13,布埃纳文图拉开采,52.876408,1.190895,0.259473,39037000.0,7.8021,323000000.0,0.2564,30826000.0,-0.5957,317000000.0,0.139,-959000.0,0.9977,371000000.0,0.2908,-5117000.0,0.8196,369000000.0,0.3707,252,0.36020804966138226,16.022321428571427,0.8839531842048587,28783255.04761905,15278115.873015873,21,0.2946904958085212
KB,47.45,韩国国民银行,5.878531,0.619369,8.076848,946797000000.0,-0.0577,0.0,0.0,968389000000.0,0.091,0.0,0.0,553721000000.0,0.1956,0.0,0.0,897402000000.0,0.5542,0.0,0.0,204,0.23072946761060473,45.36250735294117,-0.6553982100996737,3077244.5098039214,8929856.43137255,17,0.1927956379828003
SIX,67.85,Six Flags Entertainment Corp,20.661151,-8.712048,3.341053,94505000.0,0.3193,445000000.0,0.0546,-62345000.0,-0.0834,129000000.0,0.2958,98013000.0,51.4695,257000000.0,0.0729,201000000.0,0.6511,580000000.0,0.0409,101,0.17255042636289344,40.90178217821783,0.4153604140376064,18561407.29411765,13114262.0,8,0.13739141540380323
HCI,42.33,Homeowners Choice Inc,0.0,2.1026290000000003,-0.86429,6403000.0,-0.32899999999999996,0.0,0.0,10791000.0,-0.1022,0.0,0.0,12091000.0,1.6239,0.0,0.0,-40546000.0,-4.5777,0.0,0.0,73,0.2470334813564918,38.037534246575326,-0.1439957127688432,2316509.8378378376,2706189.527777778,6,0.18497334025044335
EGL,34.5,Engility Holdings,0.0,1.8821439999999998,-0.852361,13756000.0,0.456,489000000.0,-0.0124,6588000.0,-0.1497,477000000.0,-0.0178,-58667000.0,-8.9971,465000000.0,-0.0821,10856000.0,1.7080000000000002,487000000.0,-0.0482,75,0.2947356110476274,29.437066666666663,0.18646683140956563,3141052.289473684,2647400.0,6,0.24022672209880006
MIXT,14.84,MiX Telematics Limited,24.450594,65.133776,0.6143,14434000.0,-0.5743,457000000.0,0.1261,64270000.0,1.0569,454000000.0,0.1587,58779000.0,0.6757,442000000.0,0.1015,24240000.0,0.0449,411000000.0,0.1168,63,0.22325038474350742,9.224444444444444,0.34876957096064365,1503513.46875,1114729.677419355,5,0.17670552510476123
MPC,82.2,马拉松石油,10.281735000000001,2.523672,8.14065,1235000000.0,1.1516,22317000000.0,0.2276,235000000.0,1.3267,18866000000.0,0.1583,2125000000.0,6.3529,19047000000.0,0.2464,1004000000.0,3.5845,17198000000.0,0.1696,89,0.16334444858564684,62.118426966292134,0.6333185254627913,101961189.62222221,62425784.09090909,7,0.1304731421708364
WF,44.54,韩国友利金融,6.742371,0.5239510000000001,6.671244000000001,721796000000.0,0.5479999999999999,0.0,0.0,594520000000.0,-0.075,0.0,0.0,137647000000.0,-0.1416,0.0,0.0,283426000000.0,-0.2114,0.0,0.0,48,0.12052279583886799,34.389337499999996,1.2578485526770935,242595.66666666666,107445.5,4,0.09118336276591354
VALE,14.65,淡水河谷,17.391671,0.486464,0.852707,331000000.0,1.0818,31234000000.0,0.3369,5174000000.0,-0.3483,27932000000.0,0.0445,2410000000.0,0.6395,29827000000.0,-0.0269,7162000000.0,2.8116,28600000000.0,0.3101,200,0.33406125504403866,14.5762505,0.300392142525338,461552505.65,354933324.0,16,0.2848317128855728
SCX,6.2,施泰力,0.0,0.506043,-0.517964,825000.0,19.3333,57552000.0,0.0608,1637000.0,3.0827,54834000.0,0.0822,-6521000.0,-7.1345,52124000.0,-0.02,426000.0,-0.4387,51818000.0,0.0594,252,0.3057130009964686,16.409468253968246,0.6193956533717971,237908.5,146911.90476190476,21,0.23712583643139848
HII,251.61,Huntington Ingalls Industries,18.791285000000002,6.508211,13.583957,239000000.0,0.6259,2020000000.0,0.0872,156000000.0,0.3109,1874000000.0,0.087,64000000.0,-0.6751,1996000000.0,0.0385,149000000.0,0.3925,1863000000.0,0.107,91,0.1353875432170841,121.76901098901098,0.1672112886225527,7185427.9130434785,6156064.444444444,7,0.11172949483754857
ROYT,2.65,Pacific Coast Oil Trust,13.633304,0.48565699999999995,0.19461900000000001,1582000.0,0.0689,0.0,0.0,3240000.0,16.234,0.0,0.0,1156000.0,0.0,0.0,0.0,1531000.0,0.0,0.0,0.0,78,0.3101575343409346,7.535091025641023,-0.3168352752673893,3353037.282051282,4908094.871794872,6,0.2102304167150413
ITCB,15.46,Itau Corpbanca,38.601748,0.001615,0.4005,58304000000.0,-0.1215,0.0,0.0,43031000000.0,0.9495,0.0,0.0,-21402000000.0,0.4035,0.0,0.0,-4211000000.0,-1.3053,0.0,0.0,31,0.08493245415924915,13.840219354838712,-0.39019446634675387,633252.3125,1038449.6,2,0.05265297029942148
SBS,5.92,Companhia de Saneamento Basico d,6.134581,0.225439,0.979692,182000000.0,-0.4518,0.0,0.0,580000000.0,-0.1393,0.0,0.0,613000000.0,-0.353,0.0,0.0,901000000.0,0.5692,0.0,0.0,198,0.23654402051008663,6.67472222222222,0.32425484442814345,39256860.696969695,29644490.90909091,16,0.1953168454036229
LUV,62.69,西南航空,10.492917,3.65524,6.077433,733000000.0,-0.0135,5402000000.0,-0.0039,463000000.0,0.3658,4627000000.0,0.0085,1888000000.0,2.6169,4783000000.0,0.0253,503000000.0,0.2964,4787000000.0,0.0161,252,0.18306245659798295,20.635988492063504,0.9036815527293065,151359094.0079365,79508620.43650794,21,0.1563356478794451
FCX,14.81,麦克莫兰铜金,7.388892,2.2452360000000002,1.986766,1035000000.0,2.0988,5168000000.0,0.3926,817000000.0,1.6964,4868000000.0,0.457,1209000000.0,5.6796,5041000000.0,0.1517,245000000.0,-0.07200000000000001,4310000000.0,0.1117,252,0.3798077501182831,22.4975,3.04828544900272,485054561.4444444,119817282.53968254,21,0.3062529334211876
KBR,20.71,KBR科技,5.951221,1.854825,3.5354089999999996,62000000.0,-0.2152,1267000000.0,0.1581,139000000.0,2.6579,1038000000.0,-0.0615,278000000.0,4.2326,937000000.0,-0.2126,47000000.0,1.8246,1034000000.0,-0.0363,144,0.21522334284983444,23.581875000000004,-0.1325853740612526,34540754.0,39820350.0,12,0.17129902082734058
CBD,20.97,Companhia Brasileira de Distribu,21.058622,0.525207,1.008613,478000000.0,1.8118,11775000000.0,0.1043,226000000.0,0.0865,11343000000.0,0.075,164000000.0,4.6444,12509000000.0,0.0655,71000000.0,1.2298,10910000000.0,0.0812,252,0.22284846963843494,21.550992063492068,0.6365132177506714,12222875.642857144,7468852.380952381,21,0.19445092327369787
UNT,27.31,Unit Corp,13.392871,1.041133,2.075791,8150000.0,-0.1003,203000000.0,0.1918,7865000.0,-0.5062,205000000.0,0.1674,89155000.0,51.9739,205000000.0,0.1754,3705000.0,1.1542,188000000.0,0.2287,252,0.4066624129510395,31.95321428571429,0.9435007039059238,11147084.023809524,5735569.841269841,21,0.3152671603154655
TSU,14.42,堤姆通信服务,16.647118,1.927472,0.8824350000000001,335000000.0,0.5281,4163000000.0,0.0558,245000000.0,0.8558,4120000000.0,0.0426,604000000.0,0.6605,4257000000.0,0.0527,279000000.0,0.5162,4083000000.0,0.0472,240,0.43253426926184174,11.452458333333336,0.8120298605649621,27875159.016666666,15383388.333333334,20,0.3120851577188806
ANDV,153.03,Andeavor,10.571541999999999,2.3329869999999997,14.706956,582000000.0,5.6897,12472000000.0,0.6206,237000000.0,1.7241,10300000000.0,0.5836,908000000.0,7.9901,10359000000.0,0.591,601000000.0,1.99,9645000000.0,0.5075,252,0.3696396306712367,36.070694444444456,0.9800938649094538,78873407.36507936,39833165.87301587,21,0.2974305158420672
CVI,38.35,CVR能源,9.944776,3.83512,3.921657,79000000.0,5.1579,1914000000.0,0.3347,104000000.0,1.712,1537000000.0,0.0195,173000000.0,29.3115,1593000000.0,0.1771,25300000.0,11.65,1454000000.0,0.1721,133,0.32367057596451454,27.272406015037593,-0.40793436826904894,10893143.746268656,18398540.90909091,11,0.2820315858341271
HCLP,12.4,Hi-Crush Partners LP,5.678154,1.289719,2.180286,68008000.0,3.1519,249000000.0,0.8379,53949000.0,8.8977,218000000.0,1.6164,43178000.0,6.3136,216000000.0,2.2164,29807000.0,3.5402,168000000.0,2.5996,75,0.3379613256345125,21.57586666666666,3.415278824109131,27301458.94736842,6183405.405405405,6,0.26392614762899896
MN,2.7235,Manning & Napier,19.803549,0.263698,0.13886400000000002,6190000.0,-0.5757,40441000.0,-0.2024,7273000.0,-0.5596,41435000.0,-0.2412,5570000.0,-0.6996,45668000.0,-0.2271,11852000.0,-0.40700000000000003,48838000.0,-0.2285,84,0.1530320787473766,10.547619047619044,0.23803290587950623,2107630.1666666665,1702402.380952381,7,0.12228473377434279
WLL,48.06,Whiting Petroleum Corp,0.0,1.120975,-11.772764,2120000.0,1.0321,483000000.0,0.6984,15012000.0,1.1726,477000000.0,0.4067,-798000000.0,-3.6073,438000000.0,0.3975,-286000000.0,0.5867,297000000.0,0.026000000000000002,180,0.4690233730690747,121.17066666666672,5.933205433567808,50802040.166666664,7327352.5,15,0.3530496345727879
OAK,41.45,橡树资本,19.709422,7.046819,2.12335,65757000.0,-0.7774,213000000.0,-0.6636,137000000.0,-0.151,337000000.0,0.1648,97831000.0,-0.4354,311000000.0,0.0429,134000000.0,-0.204,235000000.0,-0.1902,79,0.0984379663438973,47.30164556962025,0.19477486699469332,5470938.45,4579053.846153846,6,0.06997838458712276
TCI,34.1,Transcontinental Realty Investor,52.020145,1.552608,0.670125,7372000.0,1.7194,0.0,0.0,-101000.0,0.9799,0.0,0.0,-7225000.0,-3.0289,0.0,0.0,7170000.0,2.6178,0.0,0.0,252,0.3959595663396412,13.660625396825392,-0.28795849675667523,59938.07142857143,84177.77777777778,21,0.33237934332283586
MCD,162.71,麦当劳,23.774014,-21.70544,6.885669,1496000000.0,0.0725,5354000000.0,-0.115,1375000000.0,0.1322,5139000000.0,-0.0946,699000000.0,-0.4145,5340000000.0,-0.1142,1884000000.0,0.4769,5755000000.0,-0.1042,252,0.09267948597375734,66.4328373015873,0.0165131405469493,116023510.98412699,114138722.22222222,21,0.08324018163422435
