code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,std,volume_end,volume_start,year
FNV,Franco Nevada Corp,96.710145,2.5858,0.69,85.0,62.18,81.82,55.89823529411768,35.77,70.7044827586207,50.80535714285715,45.656071428571416,46.85,12.61470439950278,15905931.046511628,8981923.80952381,7.0
IHC,独立控股,14.885389000000002,1.232156,2.428556,253.0,35.25,37.15,11.729366798418972,2.4773,16.296705882352946,11.206059523809524,7.630961904761906,4.8554,6.694858603412541,245150.81102362205,198648.47619047618,21.0
PSJ,PowerShares ETF Tst Dynamic Soft,5.508209,1.667099,15.458745,160.0,86.7106,86.7106,31.81616999999999,12.01,50.85670740740741,26.662735849056602,17.569811320754713,15.09,16.51027796861643,215929.7375,542027.5,13.0
NES,Nuverra Environmental Solutions,0.0,0.647895,-2.038653,12.0,10.5155,23.13,15.183758333333335,9.5996,11.488875,19.23,14.8324,21.0,4.733312840525954,226382.33333333334,311694.8333333333,1.0
AVYA,Avaya Holdings Corp.,4.184439,1.46884,5.484605999999999,9.0,22.69,23.36,21.77111111111111,20.08,22.209999999999997,21.679999999999996,21.423333333333332,21.7,1.1612756395925616,22543243.4,20154142.75,0.0
CNHI,CNH Industrial N.V.,26.097966,3.499569,0.45099300000000003,61.0,11.735,14.7,9.712377049180327,6.26,11.71452380952381,7.541999999999999,9.7805,12.75,2.1787522435554285,33187185.35483871,21334364.4,5.0
CUB,Cubic Corp,267.74945099999997,3.043834,0.282727,253.0,74.6,75.7,31.17188379446642,5.25,49.450705882352956,30.15273809523809,13.694602380952382,11.6267,16.926648105625663,2465349.8897637795,1772816.6666666667,21.0
MCRN,Milacron Holdings Corp,39.287409999999994,2.7469930000000002,0.528159,40.0,21.17,21.43,17.58325,12.51,19.139999999999997,17.35538461538461,16.134615384615387,19.5,2.1764925765776084,9688589.35,4129539.95,3.0
FNDE,Schwab Fundamental Emerging Markets Large Company Index ETF,0.0,0.0,0.0,62.0,27.7703,32.49,25.338311290322594,17.57,28.5233,21.669333333333334,25.84650000000001,25.2,3.4803383769023517,4763924.096774193,1626087.4516129033,5.0
UPRO,三倍做多标普500ETF,0.0,0.0,0.0,112.0,56.44,56.63,17.934185714285718,2.4083,33.20483157894738,15.243921621621624,4.941083783783783,2.3883,14.118306503042358,150784905.89285713,655095600.0,9.0
CVEO,Civeo Corporation,0.0,1.272506,-1.250002,53.0,3.94,25.41,4.7230207547169805,0.8901,3.038333333333333,1.815561111111111,9.585294117647056,21.26,6.190038446486746,17105649.074074075,34385379.23076923,4.0
CNXT,Market Vectors中国中小企业板创业板ETF,651.475015,0.0,0.04,50.0,25.725,58.94,33.834464,25.543,32.15151176470588,32.02397058823529,37.54625,26.12,6.138951821711081,188998.52,1301063.2,4.0
OIS,Oil States International Inc,0.0,1.40385,-1.072767,212.0,33.35,64.55,17.516096698113213,1.885,33.09200704225351,14.044119718309863,5.239250000000002,2.5775,13.572901625548376,31867174.83018868,35424777.358490564,17.0
SOR,Source Capital Inc,7.21957,0.909742,5.652691,253.0,40.2587,76.75,54.413171936758914,24.52,53.256970588235305,56.38190476190475,53.614404761904765,47.13,11.751050988662156,326313.58267716534,117777.77777777778,21.0
HY,Hyster-Yale Materials Handling C,29.504178999999997,1.837967,2.096991,72.0,61.5573,100.94,68.3234347222222,41.08,68.92780416666669,63.79624999999999,72.24624999999999,43.0,12.828652878397294,1183312.9166666667,1018991.5,6.0
SMI,中芯国际,35.632509999999996,0.937867,0.159405,175.0,5.7973,15.1,5.203441714285712,0.98,5.336310169491526,3.083275862068965,7.188448275862072,17.0,2.5919318000303444,3152427.909090909,5727151.724137931,14.0
MYE,Myers Industries Inc,0.0,4.418451,-0.008748,253.0,21.95,23.3,13.50320079051384,3.95,16.69576470588235,12.567976190476193,11.207854761904757,10.6645,4.050756956235641,2407100.023622047,1842901.9444444445,21.0
TECK,泰克资源有限公司,17.052238,0.893618,1.34,197.0,22.11,61.83,24.098248730964446,3.3,18.897272727272725,34.673636363636355,18.64115384615384,4.505,14.050302691345454,88696495.60606061,33488504.08163265,16.0
REXR,Rexford Industrial Realty Inc,85.25267,1.8854,0.375824,63.0,32.12,32.5,20.320158730158735,12.92,28.533333333333335,18.019523809523808,14.40761904761905,14.75,6.60446195509777,10020340.5625,5181817.774193549,5.0
NAT,Nordic American Tanker,0.0,0.49656999999999996,-2.107813,253.0,2.23,55.26,19.08978260869564,1.88,9.465647058823532,32.58904761904763,15.329226190476188,17.745,11.082801126327587,20976758.921259843,2884280.1587301586,21.0
PICK,iShares MSCI Global Metals & Mining Producers ETF,0.0,0.0,0.0,80.0,30.1301,51.1,32.58350124999999,14.74,29.761855555555552,27.745185185185193,40.538076923076915,51.5,8.183849585732693,3209326.725,334826.25,6.0
GEN, Genesis Healthcare,0.0,-0.143966,-5.985521,42.0,1.72,7.26,2.8571261904761904,0.6897,1.382807142857143,2.6178571428571433,4.570714285714286,8.57,1.9023323458784422,10431593.42857143,4155791.0,3.0
KREF,KKR Real Estate Finance Trust Inc.,14.295316,1.175235,1.489299,17.0,21.14,22.11,20.509411764705884,19.45,20.483333333333334,19.973333333333333,21.183999999999997,21.0,0.7285556823969879,2241667.4444444445,1715559.625,1.0
PXQ,PowerShares ETF Networking Port,15.134837,1.245459,3.803807,160.0,58.0309,58.55,27.151144375,9.92,40.00885370370371,25.269528301886787,15.932452830188678,15.13,11.151654806822805,176919.6,686160.0,13.0
EZJ,ProShares Ultra MSCI Japan,0.0,0.0,0.0,112.0,38.485,47.6033,27.242982142857148,16.33,33.86992105263158,26.363256756756765,21.316662162162164,19.2967,7.217081041594275,161826.2857142857,725608.9285714285,9.0
CMC,美国工商五金公司,44.719361,1.765622,0.49016800000000005,253.0,21.365,37.7,13.76600830039526,2.5,16.994529411764706,19.94538690476191,4.31967380952381,3.875,8.285619940833561,30829737.433070865,15094499.206349207,21.0
WFT,Weatherford International Ltd,0.0,-2.120362,-2.726518,116.0,2.365,24.18,12.53969827586207,2.29,5.463717948717949,14.730512820512823,17.55342105263158,10.18,6.056914277117087,330077621.7241379,246922660.3448276,9.0
AGCO,爱科集团,22.068541,1.6531150000000001,2.778616,253.0,58.5,73.77,35.022964426877486,6.5,53.79058823529414,34.94047619047619,16.114404761904762,32.5,18.63014761896118,25400591.94488189,17959527.777777776,21.0
FRLG,GS Finance Large Cap Growth Index Linked,0.0,0.0,0.0,6.0,127.7999,128.92,115.71665,100.25,128.35995,114.16499999999999,104.625,94.9,11.19876525939355,444069.6666666667,914004.6666666666,0.0
LEE,李氏企业,3.518918,-3.3549,0.824117,253.0,2.85,48.01,17.389341897233237,0.28,2.401070588235293,17.07958333333334,32.86580357142858,25.75,16.091469402773022,6963274.7086614175,2847543.6507936507,21.0
GCP,GCP Applied Technologies Inc.,3.4504650000000003,4.21701,7.564197,32.0,25.4,33.4,28.127499999999998,17.73,29.71363636363636,29.518181818181816,24.852999999999998,16.27,3.658986286550045,10170647.9375,10899107.0625,2.0
TLTE,FlexShares Morningstar Emerging,0.0,0.0,0.0,73.0,52.4,64.075,51.04627260273971,38.64,54.399804,46.73178333333334,51.86750000000001,50.41,5.152965550299389,774263.7837837838,475366.6666666667,6.0
VNE,"Veoneer, Inc.",0.0,2.322027,-1.0444149999999999,3.0,52.42,52.42,51.553333333333335,49.94,52.42,49.94,52.3,41.75,1.398475360288245,3960060.0,26159704.0,0.0
NYLD,NRG Yield Inc,39.398138,1.132658,0.517791,63.0,20.125,54.39,26.427698412698412,11.61,18.125000000000007,17.8347619047619,43.32333333333333,26.75,13.720830226967156,12072717.84375,10942478.129032258,5.0
DL,正保教育,37.113296000000005,7.668166,0.23603400000000002,123.0,9.1,24.27,8.683455284552842,2.17,10.729024390243902,10.516951219512196,4.8043902439024375,6.5,5.055238280210483,1991231.9838709678,525267.2131147541,10.0
PTF,PowerShares Dynamic Technology S,7.691197,0.0,8.65795,144.0,67.9911,68.03,32.323568750000014,14.3,45.50081041666667,28.684791666666666,22.785104166666667,25.34,11.39099880246188,449362.1666666667,230880.55555555556,12.0
ASHX,Deutsche X-trackers CSI 300 China A-Shares Hedged Equity ETF,0.0,0.0,0.0,36.0,17.5,25.4319,21.251936111111114,17.5,20.67695833333333,20.664358333333332,22.414491666666667,25.53,1.9923417394976306,49239.11111111111,23836.055555555555,3.0
XSW,SPDR S&P Software And Services ETF,0.0,0.0,0.0,85.0,90.64,91.24,39.0467117647059,12.3725,66.15859999999999,33.09307499999999,16.920178571428572,12.7,23.072440582932604,149525.7441860465,211028.57142857142,7.0
GLD,SPDR黄金ETF,0.0,0.9050299999999999,-1.3696110000000001,96.0,112.86,177.65,130.78863749999996,101.46,120.586875,117.30403749999999,154.47500000000002,128.72,19.225118839253533,158022405.95833334,210026806.25,8.0
NWHM,New Home Company Inc. ,12.936271000000001,0.713314,0.6841229999999999,57.0,8.799,17.23,12.210508771929826,8.78,10.701526315789474,11.50157894736842,14.428421052631577,11.5,2.11591716961503,1538815.3448275863,1346546.7142857143,4.0
SPA,斯巴顿,0.0,1.7211560000000001,-0.973778,253.0,12.685,32.4,10.975343873517778,1.35,19.930058823529418,6.442445238095236,6.446923809523808,13.288,7.552912566712841,910574.7637795275,150185.61904761905,21.0
EPOL,iShares MSCI Poland Capped ETF,0.0,0.0,0.0,101.0,23.74,39.62,25.663704950495045,16.87,22.08938823529412,26.216470588235296,28.776818181818186,24.86,4.931010092514031,5829792.117647059,2905876.0,8.0
SHW,宣伟公司,22.283541,11.090846,20.07715,253.0,457.78,457.78,112.17881422924901,17.63,247.78811764705884,59.4017857142857,27.73214285714287,27.31,112.35527985142991,20156318.79527559,16206115.07936508,21.0
DBP,PowerShares DB Precious Metals Fund,0.0,0.950362,-0.142738,141.0,34.27,66.61,40.60903687943264,24.99,37.19051489361702,51.019148936170225,33.61744680851064,24.08,9.657493044044765,876766.6338028169,1694014.2857142857,11.0
SPXL,Direxion Daily S&P 500 Bull 3X,0.0,0.0,0.0,76.0,53.5559,53.75,23.595634210526317,6.3475,37.71205384615384,21.0223,11.487891999999997,6.225,12.47207212702634,97158864.07894737,124245557.89473684,6.0
SM,SM Energy,15.499820000000001,1.245278,1.960668,253.0,30.32,89.04,31.624545454545437,3.9075,46.652,37.76708333333331,10.275654761904763,8.9375,22.03640226517406,35012355.30708662,7214526.984126984,21.0
WCG,WellCare Health Plans Inc,27.849505999999998,5.6712050000000005,10.887446,171.0,302.6,302.6,72.61912280701755,8.96,128.49666666666667,44.29017543859649,45.07052631578947,19.3,56.55157862093793,10427440.372093024,15138944.705882354,14.0
EEA,European Equity Fund,4.173132,0.8647020000000001,2.288449,253.0,9.5,19.06,9.05175415019763,3.97,8.13369176470588,8.651547619047621,10.380952380952381,14.5,3.066685887302694,371979.86614173226,601019.8412698413,21.0
SQM,智利矿业化工,24.338943,5.9141900000000005,1.790957,253.0,42.23,64.72,19.614330434782605,0.1695,37.521795294117666,20.809315476190474,0.29869642857142853,0.604,21.538278396083676,16024663.598425196,62216190.47619048,21.0
EQWM,PowerShares Russell Midcap Equal Weight Portfolio,0.0,0.0,0.0,41.0,51.64,51.64,42.664046341463404,33.5781,47.95987142857142,42.07315714285714,37.59719230769231,40.63,4.716168860955762,24245.095238095237,36008.1,3.0
LGF.B,狮门娱乐B,9.746752,1.480808,2.272552,22.0,22.23,32.0,26.031818181818178,21.83,23.347499999999997,29.972857142857144,25.158571428571427,26.1,3.2551960461239964,9059764.0,10421301.818181818,1.0
TCI,Transcontinental Realty Investor,44.708076,1.33437,0.670125,253.0,31.1,43.84,13.62354782608695,1.62,13.565501176470589,12.963571428571429,14.342261904761905,17.5,6.497169845539742,59872.8031496063,84219.04761904762,21.0
SGOL,ETFS Gold Trust,0.0,0.0,-10.7,109.0,115.08,181.06,131.21225963302751,100.77,120.95233243243244,131.37986111111113,141.5895833333333,98.95,19.46970114850878,776261.2181818181,2320483.3333333335,9.0
ASIX,AdvanSix Inc.,7.668521000000001,2.4390970000000003,4.384157,24.0,33.56,46.27,33.05541666666667,15.96,36.62,38.40625,24.14,16.5,7.791474147044188,5036288.583333333,8342735.416666667,2.0
SUM,Summit Materials Inc,21.373146,1.853662,0.9839450000000001,43.0,20.89,31.95,24.18704418604651,15.4653,28.362606666666668,22.704207142857143,21.19606428571429,19.6459,4.496397497484188,29665084.681818184,19496111.666666668,3.0
EXTN,Exterran Corp,66.135025,1.909454,0.43713599999999997,35.0,26.965,32.27,23.51557142857143,12.53,28.313749999999995,26.835833333333337,14.659090909090908,0.0,6.867490205503687,3461180.6666666665,4375029.05882353,2.0
HRL,荷美尔,20.743249,3.732192,1.829993,253.0,39.68,43.24,14.15606007905138,3.3825,27.532823529411765,9.466636904761906,5.30947261904762,3.6875,10.988609287093254,40877058.37007874,21212444.444444444,21.0
CHGG,Chegg Inc,0.0,9.196705,-0.128711,59.0,32.69,32.69,10.687627118644066,4.29,18.4595,6.458500000000001,6.9584210526315795,11.0,7.217730166410626,18782132.366666667,12463023.51724138,4.0
ICL,Israel Corporation Ltd,0.0,2.482766,-0.1,49.0,5.65,7.25,5.033961224489795,3.53,4.558823529411765,4.149374999999999,6.42338125,7.1,1.1912635093351387,4306210.88,5691562.75,4.0
JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF,0.0,0.0,0.0,45.0,53.5035,63.13,50.92615333333331,39.17,57.35801333333334,48.27630666666666,47.14414,51.08,6.024022769054821,473457.9130434783,200983.0,3.0
OI,欧文斯伊利诺玻璃,21.149204,3.706886,0.856297,253.0,17.56,57.22,23.308102766798424,2.88,23.018235294117655,28.646904761904775,18.262619047619054,34.88,10.100935185630965,36169368.2519685,16668303.968253968,21.0
PLNT,Planet Fitness Inc,78.31580100000001,-55.924711,0.647762,38.0,51.33,51.37,25.856052631578947,14.29,38.708461538461535,21.47153846153846,16.6825,14.5,10.745322185119436,23794019.47368421,11548028.05263158,3.0
SBS,Companhia de Saneamento Basico d,5.712308,0.228171,1.057366,197.0,5.81,16.12,6.673578680203043,0.855,8.420606060606058,8.555757575757575,2.9885384615384614,1.9,3.652454236418983,39174700.42424242,29594957.14285714,16.0
TDF,Templeton Dragon Fund Inc,2.93961,0.8612040000000001,7.191428999999999,253.0,21.25,36.49,18.96678735177867,5.69,23.155967058823524,23.815119047619053,9.879404761904762,15.13,7.546847496308494,1512260.9921259843,2862849.206349206,21.0
DK,Delek US Holdings,10.918505,2.8491880000000003,4.982367,149.0,54.97,55.78,21.365503355704696,5.29,29.9006,20.6644,13.371632653061221,16.11,11.583711329150225,20208820.706666667,4917524.324324325,12.0
SCHE,Schwab Emerging Markets Equity E,0.0,0.0,0.0,105.0,25.355,30.58,24.796571428571426,18.39,24.274714285714285,24.561714285714285,25.553285714285714,25.45,2.482798738153342,14602286.188679244,4213342.307692308,8.0
DBB,PowerShares DB Base Metals Fund,10.32008,0.929235,1.587197,141.0,15.8729,28.05,18.540304255319153,11.21,15.498997872340423,19.125106382978725,20.996808510638292,24.1,4.116512835396213,4185939.3661971833,4486144.285714285,11.0
IAU,黄金信托ETF(iShares),0.0,0.937974,-0.03,165.0,11.44,17.82,10.908696969696974,4.17,11.915454545454548,13.911818181818184,6.898818181818185,4.275,3.3977562492862767,133427614.78313252,66741564.63414634,13.0
UTSL,Direxion Daily Utilities Bull 3X Shares,0.0,0.0,0.0,17.0,28.1639,33.6341,27.167464705882356,21.54,26.240650000000002,27.097333333333335,28.363799999999998,24.95,2.9309764720868148,439955.1111111111,40560.75,1.0
IEMG,iShares Core MSCI Emerging Marke,4.592894,0.999765,11.406751,72.0,51.3099,61.44,48.68173472222222,36.98,52.01499583333333,44.338750000000005,49.691458333333344,49.23,5.160882911612017,163414232.0,27334079.611111112,6.0
CRD.A,Crawford & Company,29.863689,2.589037,0.285966,253.0,8.5,20.75,7.5006913043478205,2.04,6.94864588235294,5.204285714285714,10.355714285714285,20.5,3.703409846676948,681239.0708661417,242342.85714285713,21.0
CKH,海科控股,6.852807,1.4077870000000001,7.748649,253.0,51.0,97.8,53.05272055335971,17.8467,65.92823529411766,62.44660714285715,30.63003928571429,28.19,19.05169527862275,3418168.622047244,3513867.8571428573,21.0
FPL,First Trust New Opps MLP & Energy Fund,2.584577,0.0,4.02,53.0,9.971,20.2,14.024341509433963,9.82,11.737505555555556,12.762222222222224,17.78205882352941,19.97,3.0398024512884416,2274409.962962963,2761297.769230769,4.0
ARKQ,ARK Industrial Innovation ETF,0.0,0.0,0.0,49.0,36.71,37.14,24.71620816326531,16.075,33.101764705882346,21.015262500000002,19.507499999999997,20.02,6.596196035842575,588858.12,37586.208333333336,4.0
AXS,埃克斯资本,0.0,1.072742,-4.15004,183.0,57.39,69.3,39.20322404371587,22.38,54.21,32.47934426229508,30.920327868852453,25.3,11.945408193572419,13653145.782608695,15206828.57142857,15.0
SMAR,Smartsheet,0.0,-32.353218,-3.182937,6.0,31.14,31.14,25.426666666666666,19.3,30.435000000000002,23.735,22.11,18.4,4.575314925408596,3971761.6666666665,9882490.333333334,0.0
IDX,印度尼西亚ETF-Market Vectors,0.0,0.0,0.0,113.0,20.4011,34.05,24.42023097345132,13.98,21.871607894736847,25.812631578947368,25.6077027027027,13.275,4.152593236871037,1515804.7368421052,7159464.285714285,9.0
AIA,iShares S&P Asia 50 Index Fund,0.0,0.0,0.0,131.0,62.35,71.79,45.88958015267178,22.18,53.43534090909089,45.32715909090909,38.74383720930232,48.69,9.32153916058782,1123434.0303030303,605581.5384615385,10.0
P,潘多拉媒体,0.0,23.660396,-1.467986,88.0,9.1021,37.42,14.448546590909087,4.41,9.339736666666665,20.46275862068966,13.719310344827587,20.0,6.986556753532678,168169452.02272728,112647404.54545455,7.0
ARD,Ardagh Group S.A.,25.562648,-2.9638169999999997,0.63139,19.0,16.15,23.99,19.82315789473684,15.87,17.29,20.398333333333333,22.203333333333333,21.95,2.4699956199501854,1791772.3,3201131.0,1.0
HNI,HNI Corp,20.917001000000003,3.676096,2.108811,253.0,43.065,60.22,33.74946640316208,9.81,38.46064705882353,34.58988095238095,28.141785714285714,29.25,10.533843191955912,4306636.425196851,2934608.73015873,21.0
XSOE,WisdomTree Emerging Markets Ex-State Owned Enterprises Fund,0.0,0.0,0.0,46.0,28.4208,34.3352,25.377221739130444,18.58,30.3924625,22.775846666666666,22.629006666666665,24.6,4.248622066553556,475188.39130434784,20936.739130434784,3.0
DGL,PowerShares DB Gold Fund,0.0,0.959291,-0.485018,141.0,37.45,63.85,41.802695035460985,25.76,39.744680851063826,50.998936170212765,34.66446808510637,23.97,8.846862953243662,1320003.1549295774,1247315.7142857143,11.0
AVX,AVX Corp.,118.27925900000001,1.549754,0.173995,253.0,20.715,48.72,14.529268774703548,6.845,13.968058823529415,13.448809523809524,16.177619047619046,17.5,4.840755872747249,4451128.519685039,7950685.714285715,21.0
FLY,巴布科克和布朗航空,14.258551,0.747061,1.051299,133.0,14.775,22.8,12.804849624060152,3.13,13.34922222222222,13.594545454545454,11.45840909090909,23.0,2.908621714875633,4148040.194029851,2359993.9393939395,11.0
BAR,GraniteShares Gold Trust,0.0,0.0,0.0,24.0,118.935,134.64,86.74409583333333,25.98,126.47062499999998,103.97228750000001,29.789375,35.98,49.99606724145131,354145.8333333333,59315.166666666664,2.0
AMP,阿莫斯莱斯金融,12.147742,3.557931,11.627675,157.0,142.51,169.47,77.67070063694268,15.94,124.4654716981132,63.97019230769233,43.67653846153848,38.02,39.37307491614181,22101660.40506329,46675992.307692304,13.0
BST,BlackRock Science and Technology Trust,10.023323,1.819348,3.43,48.0,35.1423,35.31,21.776506249999997,15.26,29.18326875,18.454999999999995,17.69125,20.0,5.993365437179442,2266394.3333333335,1962987.875,4.0
DUSL,Direxion Daily Industrials Bull 3X Shares,0.0,0.0,0.0,17.0,35.7,42.6345,32.51808235294118,25.88,33.41448333333333,35.958999999999996,27.313299999999998,25.04,4.5894321029724505,246399.66666666666,48676.125,1.0
NEXA,Nexa Resources S.A.,14.847439000000001,0.6605409999999999,0.800138,12.0,11.91,20.7,16.352500000000003,11.77,12.285,17.802500000000002,18.97,16.5,3.330716889800152,3970416.5,5872343.5,1.0
TAN,太阳能ETF-Guggenheim,12.367232000000001,0.0,1.77,126.0,21.8423,278.0,52.5456531746032,14.31,24.34457857142857,29.837619047619043,103.45476190476194,258.4,51.07801265190599,4967455.507936508,1283765.0793650793,10.0
SXC,SunCoke Energy,4.582032,1.631573,2.463972,87.0,11.12,24.01,13.577241379310351,3.47,9.996206896551726,15.403448275862068,15.332068965517239,17.0,5.156074919994222,14680257.954545455,10390248.837209303,7.0
TLK,印尼电信,16.59815,0.000268,1.3622,253.0,22.74,35.32,14.875446640316211,1.3611,23.595588235294116,16.430892857142855,4.496047619047619,8.6806,8.921154690693148,9509465.866141733,15536622.666666666,21.0
BBD,巴西布拉德斯科银行,10.406595,0.38067,0.6640020000000001,198.0,6.645,11.8407,6.613854545454547,0.5535,7.831471212121213,9.2172696969697,2.7928227272727284,1.2935,3.4417668940456694,293835185.0707071,226337264.26262626,16.0
GMS,GMS Inc.,16.784817999999998,1.8264650000000002,1.535316,29.0,24.37,37.64,29.31448275862069,20.78,29.71,33.1,24.668888888888894,22.5,4.8513559122365075,8178098.933333334,5025864.5,2.0
LGF.A,狮门娱乐A,16.675892,1.555015,1.394828,22.0,23.215,33.84,27.72659090909091,23.17,24.691875,31.708571428571428,27.212857142857143,27.0,3.393009405332577,14885169.363636363,11963561.727272727,1.0
LBRT,Liberty Oilfield Services Inc.,10.6033,3.4264370000000004,1.9578810000000002,9.0,19.255,22.14,19.55944444444445,16.89,19.498333333333335,19.973333333333333,19.206666666666667,21.2,1.523450943672877,10754190.2,13258902.75,0.0
DWDP,陶氏杜邦,208.32017199999999,1.625181,0.332229,253.0,69.66,75.58,39.365638735177825,7.16,48.43905882352942,35.57523809523809,33.97460238095239,29.5,12.073738817041905,185420673.992126,74473347.61904761,21.0
PPLT,ETFS Physical Platinum Shares,0.0,0.0,-40.169998,105.0,73.46,185.87,127.0378571428571,73.46,90.29971428571427,129.3088571428571,161.505,160.66,32.461905298432434,962913.7735849057,1347503.8461538462,8.0
TEX,特雷克斯,21.725332,2.997465,1.773966,253.0,38.53,88.96,25.90743083003953,5.57,30.077764705882366,36.536904761904765,11.057976190476191,10.75,17.401586155130886,46325797.23622047,15480528.57142857,21.0
REX,REX American Resources,11.749461,1.3410549999999999,6.7756300000000005,253.0,78.84,106.83,27.445801976284585,4.5022,56.65235294117646,14.849880952380946,10.487474999999998,4.3911,26.072622280834803,1491795.7952755906,1456296.4285714286,21.0
GBL,Gamco投资,8.448952,-16.621389999999998,3.076121,253.0,26.1,88.94,40.01138339920947,3.81,49.316352941176476,44.832738095238106,25.774285714285714,4.19,17.800143192732662,584033.1496062992,792947.619047619,21.0
EMF,邓普顿新兴市场基金,3.0557830000000004,0.79565,4.777826999999999,253.0,14.33,25.25,15.23462766798418,7.0,15.99424470588235,18.45309523809524,11.247500000000002,22.94,4.516293823552671,1395339.2598425196,1177384.9206349207,21.0
AON,怡安保险,41.466435,7.7689710000000005,3.507415,253.0,145.67,146.1,55.01275375494072,18.24,93.3435294117647,38.78892857142856,32.44948452380951,34.2067,33.47963958701207,35664483.98425197,26788302.777777776,21.0
UIS,优利系统,15.011085999999999,-0.637915,1.062548,253.0,19.0,451.3,81.40632411067195,3.9,17.701058823529415,48.013214285714284,179.26309523809516,113.1,89.40472718143373,12623343.40944882,4091230.1587301586,21.0
THR,Thermon Group Holdings,58.62631700000001,2.5784279999999997,0.446216,89.0,26.48,28.8,21.21752808988764,12.0,20.957333333333334,22.993333333333332,19.649655172413794,12.05,3.4531751794869483,2820016.488888889,3199550.0,7.0
HGI,Guggenheim International Multi-A,0.0,0.0,0.0,135.0,16.77,25.01,17.262665185185185,10.04,16.053106666666668,17.64322222222222,18.09166666666667,24.75,2.6606684886724805,137611.76470588235,331128.3582089552,11.0
TEUM,Pareteum Corp,0.0,6.012929,-0.531674,23.0,2.7799,2.9975,1.972882608695652,0.5803,2.6099875000000003,1.3089250000000001,2.0035714285714286,4.355,0.8868705115343778,66341187.5,7754035.0,1.0
OUNZ,Merk黄金信托ETV,0.0,0.0,0.0,53.0,11.715,13.42,12.233050943396226,10.52,12.577877777777777,12.108133333333335,12.000205882352944,12.91,0.706626084514576,1431659.4814814816,1014140.0,4.0
PIY,Merrill Lynch Depositor Inc Pref,0.0,0.0,0.0,205.0,16.4001,28.0045,23.763314634146358,9.05,24.255572463768114,22.769338235294114,24.257794117647055,24.0,3.7036751823894507,59171.70873786408,74459.80392156863,17.0
DAN,达纳,15.021272,2.512175,1.3247879999999999,128.0,19.195,33.04,15.713867187499996,0.36,19.934534883720936,17.78860465116279,9.268571428571429,13.0,6.969731301513196,36480985.21875,43429120.3125,10.0
THD,iShares MSCI Thailand Investable,0.0,0.0,0.0,127.0,89.62,100.54,66.33472440944884,21.32,77.98023255813952,75.07523809523809,45.67142857142856,50.26,18.917761865790272,4372593.203125,3625426.984126984,10.0
PZD,PowerShares Cleantech Portfolio,0.0,0.0,-1.09899,144.0,43.66,44.66,28.876620138888875,14.63,34.71933958333334,26.346249999999998,25.564270833333328,24.77,6.6485780543854585,127443.77777777778,553993.0555555555,12.0
EEMS,iShares MSCI Emerging Markets Sm,0.0,0.0,0.0,86.0,46.48,56.28,46.27996046511629,37.7,47.27626206896552,45.7,45.84875000000001,49.83,3.880009452331696,969988.2558139535,171160.46511627908,7.0
NEP,Nextera Energy Partners,40.194418,1.505283,1.212855,52.0,47.97,48.5,35.56730769230769,21.8,41.75611111111111,28.582352941176477,35.999411764705876,32.55,7.054529935392679,5997167.923076923,5540377.846153846,4.0
BKF,iShares MSCI BRIC Index Fund,0.0,0.0,0.0,131.0,40.1424,59.5,39.339048854961824,21.75,36.885463636363646,38.22818181818181,42.986395348837206,58.64,7.418551810504074,1395999.5757575757,2919824.6153846155,10.0
ATI,阿利根尼,0.0,1.706696,-0.045794999999999995,253.0,26.7,115.73,34.7386166007905,2.9,27.621882352941178,54.05785714285713,22.620833333333334,58.17,23.018561662604387,39756315.8503937,19713365.476190478,21.0
CIVI,Civitas Solutions,102.1224,3.5141400000000003,0.160102,49.0,15.6,28.79,18.963469387755104,13.0,16.73529411764706,19.198125,21.09625,16.11,3.1907532751037064,1664991.04,1945580.6666666667,4.0
SPEM,SPDR S&P Emerging Markets ETF,0.0,0.0,0.0,139.0,34.44,42.825,31.819442446043173,16.185,32.17446808510637,32.69516304347825,30.580978260869575,28.65,4.738173941998599,2655196.0714285714,796020.2898550725,11.0
SAM,波斯顿啤酒,38.411827,8.106978999999999,8.134213,253.0,299.05,314.52,80.59806324110673,6.75,186.09552941176472,42.62404761904763,11.818690476190469,8.75,84.12359898007848,2303672.968503937,1291976.9841269841,21.0
SCL,Stepan Co,21.441527,2.6281779999999997,4.142894999999999,253.0,87.21,89.21,31.222529644268768,9.025,59.8134705882353,21.135535714285716,12.37821428571428,11.815,23.07332301693366,1662557.7086614172,466287.3015873016,21.0
GEM,Goldman Sachs ActiveBeta Em Mkts Equity ETF,0.0,0.0,0.0,37.0,32.32,38.61,30.314540540540545,23.48,34.85076923076923,29.850833333333338,25.864,24.35,4.152960889899281,2613527.8947368423,2278197.777777778,3.0
SF,Stifel Financial Corp,16.794942000000002,1.388312,3.2557419999999997,253.0,55.92,67.52,24.491568774703556,2.9813,43.98682352941176,24.828452380952378,4.427344047619047,3.6038,18.11183535591069,9015971.763779528,1289754.3174603174,21.0
BIG,必乐透,12.488631,2.934659,4.014051,253.0,41.075,60.78,28.33124505928853,7.48,42.67476470588236,23.4352380952381,18.71297619047619,37.88,13.634185637115504,29084532.50393701,20164511.904761903,21.0
