code,name,pe,pb,eps,count,max,mean,min,volume_end,volume_start,year
DHXM,DHX Media Ltd.,15,0.175893,0.12,39,7.38,4.701274359,1.85,961219.9,45920.47368,3
RCON,研控科技,0,1.809553,-0.811183,110,7.39,2.605712727,0.301,4311506.109,1619454.545,9
ELMD,Electromed,24.134701,2.060328,0.211314,83,7.39,3.115614458,0.995,1189439.31,637778.0488,6
APTO,Aptose Biosciences Inc,0,3.702095,-1.1,47,7.4,3.11776383,0.8698,8081711.417,520787.5217,3
STB,Student Transportation Inc,149.999998,6.684561,0.05,84,7.5,5.99547619,3.52,4600313.31,2294340.476,7
MIN,MFS Intermediate Income Trust,0,0.907983,-0.030766,252,7.5,6.075,3.81,7089466.079,4762334.921,21
OXBR,Oxbridge Re Holdings Ltd,0,0.755979,-3.942687,52,7.52,5.000178846,1.55,523257.7692,198915.5769,4
NSU,Nevsun Resources,92.750002,1.272839,0.04,196,7.53,3.007602041,0.5,12223103.38,4579371.429,16
GSS,金星资源,0,21.023729,-0.13,212,7.54,2.088866981,0.1662,47286416.39,42567490.57,17
OCX,OncoCyte Corporation,0,14.552734,-0.585518,33,7.55,4.570893939,2.1,1135548.588,470716.5,2
ADVM,"Adverum Biotechnologies, Inc.",0,1.59792,-1.239372,28,7.6,4.025535714,2.5,14521797.21,5081150.214,2
LOAN,曼哈顿大桥投资股份,14.211387,2.72136,0.460898,122,7.6,2.869893443,0.55,667164.5246,103016.3934,10
JRSH,"Jerash Holdings (US), Inc.",11.064199,1.735527,0.619114,4,7.62,6.825,6,400121,2073581.5,0
MMT,MFS Multimarket Income Trust,59.592096,0.916417,0.09414,252,7.62,6.259642857,4.58,3787605.992,2758389.683,21
SITO,"SITO Mobile, Ltd.",0,2.704093,-0.904724,37,7.65,3.856481081,1.93,4535399.316,1639889.278,3
XRA,Exeter Resource Corp,0,10.07054,-0.06,180,7.68,1.926510833,0.00755,4147900.278,3079745.556,15
ATHX,Athersys,0,4.952145,-0.206371,132,7.7,2.042833333,0.45,16173468.35,4742180.303,11
PIXY,Shiftpixy Inc.,0,-45.483076,-0.420043,15,7.7,3.464666667,2.44,12623886.63,5577677.857,1
JT,简普科技,0,3.900633,-0.24141,10,7.71,5.993,5.15,3782670,12644543,0
DS,Drive Shack Inc,0,2.908265,-0.764936,21,7.72,4.692857143,2.7,9495116.364,10906050.8,1
BOSC,BOS科技,9.144398,0.763304,0.256638,69,7.75,2.987042029,1.73,1887573.286,889073.6471,5
AIHS,爱鸿森,0,11.330801,-0.465743,6,7.76,5.804983333,4.71,611390.6667,1473234.667,0
XSPL,"Xspand Products Lab, Inc.",0,5.32632,-0.570498,4,7.77,6.7675,5.9,618676.5,2785019,0
MJCO,Majesco,0,6.254332,-0.063391,39,7.8,5.457692308,4.37,240547.05,281742.9474,3
UEC,Uranium Energy Corp,0,4.129542,-0.123763,151,7.8,2.360919205,0.28,20491504.8,8830680,12
IZEA,IZEA Inc.,0,6.797939,-0.857673,31,7.85,4.297516129,0.95,14395518.56,267168.2,2
SGRP,SPAR Group,0,1.342699,-0.128938,252,7.88,1.846379762,0.38,522163.7778,258301.5873,21
STAF,Staffing 360 Solutions Inc.,0,-1.17074,-5.806239,36,7.9,1.971480556,0.55,6589294.333,2617217,3
DWSN,道森地探,0,1.017015,-0.654164,43,7.9,5.375644186,3.0286,1686443.091,1863241.762,3
MGF,MFSA政府投资基金,0,0.920717,-0.040151,252,7.9,6.367579365,4.46,1598983.381,2053980.952,21
HPJ,豪鹏国际,3.832711,0.650444,0.743599,105,7.94,3.061869524,0.975,3086608.321,1768534.615,8
CIF,CIF基金,0,0.990748,-0.002845,252,7.94,3.550894841,1.35,1241228.183,918690.4762,21
ATXI,Avenue Therapeutics Inc.,0,8.37264,-2.415186,15,7.95,4.764333333,3.58,632465.75,666588.7143,1
ONCS,OncoSec Medical Incorporated,0,2.288851,-1.045214,40,7.95,2.240755,0.92,17997805.65,3236298.75,3
FSNN,"Fusion Connect, Inc.",0,-2.660514,-1.488218,49,7.95,3.923514286,1.83,3147863.24,452296.2083,4
NVFY,Nova Lifestyle Inc,6.905715,0.704101,0.26717,56,7.96,2.4974125,0.42,6241023.607,1798794.143,4
BNTC,Benitec Biopharma Limited,0,2.394709,-0.89516,37,7.9632,2.723737838,1.268,3469352.526,865471.0556,3
BOXL,Boxlight Corp,0,4.197179,-1.371166,10,7.98,5.05845,3.385,7229862.2,27791.6,0
REED,Reeds Inc,0,-28.45804,-1.31087,69,7.98,4.467175362,1.45,1107279,1084273.882,5
TKAT,"Takung Art Co., Ltd.",0,0.596484,-0.258099,18,7.98,3.290727778,0.8744,164872,71696.77778,1
DFBG,Differential Brands Group Inc.,0,1.307024,-0.880684,32,8,2.95541875,0.8479,4286395.313,334948.0625,2
CLDC,中国贷款公司,0,3.885111,-6.524339,26,8,4.338384615,0.9359,2657924.462,196415,2
PXS,Pyxis Tankers Inc,0,0.353935,-0.180085,35,8,2.054145714,0.7984,5364525.778,171655.5882,2
NYMT,纽约抵押信托,7.400156,1.215947,0.85809,124,8.04,6.380040323,2.04,22291086.61,5874159.677,10
CELGZ,Celgene Corporation,0.791667,0,1.92,95,8.04,2.538556842,0.225,354512.0208,950197.8723,7
TRPX,Therapix Biosciences Ltd.,0,2.714642,-13.69468,18,8.08,5.56035,3.6,1641194.444,1288897.111,1
XRF,信而富,0,5.840539,-0.169521,17,8.08,5.272941176,1.75,4889595.778,5210169.75,1
MFIN,Medallion Financial Corp.,0,0.53965,-1.054635,28,8.09,3.951785714,1.98,2688529.857,4168280.071,2
CMU,MFS High Yield Municipal Trust,19.949372,0.934624,0.225571,252,8.13,5.283571825,2.77,1224013.016,742680.9524,21
STRM,Streamline Health Solutions,0,2.060967,-0.080674,146,8.15,2.97225274,1.02,1320307.808,402693.1507,12
EVK,华瑞服装,4.120943,0.517825,0.837187,122,8.15,2.970212295,0.77,211927.3115,171137.7049,10
SNES,Senestech Inc.,0,3.655833,-0.841783,21,8.15,3.334185714,0.45,21743059.27,739886.2,1
MBOT,Microbot Medical Inc,0,3.498647,-0.132433,22,8.17,2.532259091,0.58,11919914.82,14163059.27,1
BKT,BKT信托,588.776464,0.893271,0.009783,252,8.2,6.708102381,5.49,3170359.238,2543461.905,21
CRHM,CRH Medical Corp,31.153847,4.511344,0.13,123,8.2,1.936178862,0.26,1456159.097,195644.2623,10
ATAX,America First Tax Exempt Investo,14.229076,1.23441,0.41113,252,8.21,6.402400794,4.79,2221298.746,235339.6825,21
LENS,Presbia PLC,0,8.191292,-0.703777,44,8.22,4.325375,1.85,527199.7727,364457.3636,3
SIGA,SIGA Technologies Inc,0,-1.91338,-0.490589,6,8.23,6.748333333,5.89,9077359.667,1713435.667,0
SOHO,Sotherly Hotels Inc.,0,1.075469,-0.310911,65,8.24,6.348467692,4.2,960516.3939,599765.1563,5
PLXP,PLx Pharma Inc.,0,4.398467,-1.339487,17,8.25,5.602511765,3.3,200926.2222,286550.75,1
TGEN,Tecogen Inc,0,2.470802,-0.01705,52,8.3,4.200096154,2.22,380596.5,278502.8077,4
DRD,DRDGOLD Ltd ADS,16.224245,1.362993,0.131285,81,8.3,4.202469136,1.22,5566185.512,1783365,6
BTX,BioTime Inc,0,3.216506,-1.06541,126,8.33,3.61515873,0.48,5966878.984,2527250.794,10
EDRY,EuroDry Ltd.,0,0,0,4,8.35,7.6675,7.23,123451,305255,0
FRSX,Foresight Autonomous Holdings Ltd.,2.709308,0,1.05562,15,8.36,4.6029,2.8267,1286216.5,920217.7143,1
WILC,G. Willi-Food International,9.704041,0.820322,0.711044,252,8.38,4.230124206,0.565,382296.5317,348700.7937,21
PIM,普特南马斯特信托,14.223346,0.91332,0.324115,252,8.38,5.861865079,3.81,3610953.968,3746067.46,21
FAX,Aberdeen Asia-Pacific Income Fun,41.956793,0.823845,0.100818,252,8.44,5.786071429,3.72,16014838.79,13560763.49,21
NNDM,Nano Dimension Ltd.,0,0.824761,-1.128525,30,8.4685,5.10511,1.2548,5395798,223089.0667,2
TRQ,Turquoise Hill Resources,38.571428,0.551978,0.063,73,8.48,3.844931507,2.06,63632689.32,64320588.89,6
RVP,Retractable Technologies Inc,0,0.933681,-0.092475,208,8.49,2.865366827,0.46,1179940.058,340532.6923,17
PIRS,"Pieris Pharmaceuticals, Inc.",0,5.137974,-0.161617,39,8.52,3.655712821,1.4052,13402996.55,4490178.632,3
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",0,5.15508,-0.758455,41,8.55,4.96195122,1.35,15142832.19,11229309.2,3
RMBL,Rumbleon Inc.,0,15.03165,-1.191915,11,8.57,5.302272727,4.14,1726364.167,753513.4,0
RDVT,"Red Violet, Inc.",0,1.962498,-1.812086,6,8.6,7.206666667,6.1,1772871.667,3368746.333,0
SVA,科兴生物,13.941899,2.88321,0.452485,106,8.61,5.074009434,1.85,2301735.547,6640147.17,8
CAPR,Capricor Therapeutics Inc,7.117806,3.512039,0.154542,42,8.62,2.962302381,0.815,14371091.9,726174.0952,3
BGI,Birks Group Inc.,2.441065,1.133831,0.651355,154,8.63,2.237381818,0.23,1300908.909,69807.79221,12
BTN,Ballantyne Strong Inc,0,1.912872,-0.876395,168,8.65,4.802351786,1.23,862529.0238,1216290.476,14
IEC,IEC Electronics,27.649723,3.511749,0.198917,111,8.67,4.90052973,3.26,594187.5,848845.4545,9
JCTCF,朱伊特卡梅伦贸易,7.888649,1.002067,1.11,252,8.675,2.567039683,0.4717,189802.4365,590605.1905,21
PPT,普特南优先收入信托,13.415194,0.934663,0.394329,252,8.69,6.056865079,3.75,8022080.127,5601884.127,21
GST,Gastar Exploration,0,-0.208727,-0.421675,57,8.71,2.371285965,0.0791,43129735.52,21265027.21,4
FSM,Fortuna Silver Mines Inc,18.285043,1.405593,0.2554,84,8.72,4.609166667,2.18,21150931.52,4799771.429,7
WVVI,Willamette Valley Vineyards,17.602659,1.420771,0.455613,252,8.75,4.245405556,1.18,115223.9444,141076.9841,21
CIK,Credit Suisse Asset Management I,8.603228,0.881643,0.367304,252,8.75,4.39765754,2.02,2852536.786,1816105.556,21
MAMS,MAM Software Group Inc.,20.610057,7.872447,0.397864,64,8.77,6.192548438,3.77,170413.4063,191469.875,5
HBP,Huttig Building Products,0,2.100905,-0.345024,57,8.8,4.909954386,2.85,2210159.759,334048.3929,4
TRX,Tanzanian Royalty Exploration Co,0,1.574737,-0.07,196,8.8,2.847588776,0.22,7265497.224,5438982.653,16
AMPE,安皮奥制药,0,-17.244888,-0.399154,63,8.84,3.427833333,0.5211,16499016.41,11952579.26,5
SBBP,Strongbridge Biopharma plc,0,138.642884,-2.138697,35,8.85,5.622285714,2.4,5206227.722,824677.2941,2
XELB,"Xcel Brands, Inc",0,0.481216,-0.516149,38,8.85,4.577873684,2.15,340357.1579,150322.2105,3
INTT,inTest Corporation,48.938902,2.03984,0.176751,59,8.85,5.260167797,3.5101,1122767.733,446510.4483,4
AEY,ADDvantage Technologies Group,0,0.37964,-0.266172,132,8.88,2.427260606,1.27,473775.6515,422568.1818,11
SKIS,"Peak Resorts, Inc.",0,0.971278,-0.017736,46,8.89,5.568221739,3.21,784329.6087,1221076.783,3
HDSN,哈德森科技,0,0.630208,-0.822327,252,8.9,2.623338095,0.8,3992981.175,445430.1587,21
ASLN,Aslan Pharmaceuticals Ltd.,0,5.074627,-0.317885,4,8.9,8.289975,7.9,168284.5,2572423,0
ASPU,Aspen Group Inc.,0,4.175559,-0.496702,13,8.92,7.508461538,5.88,977337.7143,719343.6667,1
CXE,MFS市政基金,20.623347,0.947393,0.245353,252,8.94,5.860136905,2.86,1525405.968,958380.9524,21
CLGN,Collplant Holdings Ltd.,0,7.271128,-2.26235,8,8.95,6.5836,5.4218,115067,3102.25,0
NTEC,Intec Pharma Ltd.,0,1.713819,-0.81,37,8.95,5.360564865,3.39,1900192.368,369854.2778,3
POLA,Polar Power Inc.,0,2.781695,-0.108105,21,8.95,5.91482381,4.17,562899.4545,2043116.2,1
LMFA,"LM Funding America, Inc",0,1.757264,-2.133415,33,8.9899,4.436015788,0.415,9101279.706,89545.5625,2
VIVE,Viveve Medical Inc.,0,11.187707,-1.858219,27,9,5.199262963,2.02,6104920.5,2309326.923,2
PRPO,"Precipio, Inc.",0.047055,0.826656,9.255083,15,9,2.02994,0.3678,26258959.25,1131294.571,1
DNJR,点牛金融,0,8.389823,-0.138275,6,9,6.545,4.5,235318,659248.3333,0
APT,Alpha Pro Tech Ltd,18.540279,1.569995,0.191475,252,9,2.100036111,0.48,4270530.897,1488137.381,21
LUNA,Luna Innovations Incorporated,5.938619,1.972319,0.614621,147,9.04,2.318413605,0.39,2172216.554,1626286.301,12
UXIN,优信,0,3.980915,-38.417156,3,9.04,7.043333333,5.93,27827906,25903476,0
PIH,"1347 Property Insurance Holdings, Inc.",52.708311,0.925317,0.133755,53,9.05,7.373803774,5.6,210882.4074,435801.1538,4
ICLK,爱点击,0,2.443905,-0.286813,9,9.05,7.276711111,5.74,3516137.8,2583586,0
RCG,RENN Global Entrepreneurs Fund,0,1.118452,-0.17,136,9.05,2.3436625,0.89,262205.2059,136152.9412,11
BVX,Bovie Medical Corp,0,7.602919,-0.100829,252,9.05,3.14184127,0.41,1165903.04,526839.6825,21
CATS,"Catasys, Inc.",0,-32.03948,-0.167198,17,9.08,5.206764706,3.57,1007035.222,1110512.625,1
IOTS,Adesto Technologies Corp,0,5.046137,-0.308491,35,9.1,5.422142857,1.8,4274642.5,1441138.647,2
KGJI,金凰珠宝,1.226402,0.217977,1.002934,97,9.1,1.791574227,0.5298,3253520.367,3532800,8
VUZI,Vuzix,0,4.505283,-1.02523,44,9.1,6.378068182,4.11,8040654.364,4422526.455,3
SGYP,Synergy Pharmaceuticals,0,-7.628661,-0.633418,81,9.12,4.246419753,1.56,88572246.51,12408727.5,6
TLGT,"Teligent, Inc.",0,5.843284,-0.760225,35,9.15,6.099142857,2.79,11196187,5898831.118,2
ROX,Castle Brands,0,43.635752,-0.003372,149,9.15,1.447087919,0.2,8422739.2,1085944.595,12
TIK,Tel Instrument Electronics Corp,0,-1.834607,-1.51509,252,9.15,3.755053571,1.31,232914.746,45719.84127,21
WKHS,"Workhorse Group, Inc.",0,-11.090549,-0.902808,32,9.17,4.300940625,1.02,8189918.438,2234251.375,2
ABEV,Ambev S.A.,32.208789,1.401512,0.144681,252,9.19,3.14797619,0.28,166185301.3,5475158.73,21
NYMX,Nymox Pharmaceutical Corporation,0,43.106832,-0.233463,250,9.23,4.19828,0.39,4260481.056,1395233.6,20
BKEP,Blueknight Energy Partners L.P.,0,0.24061,-0.235405,88,9.28,6.804659091,2.45,1845228.705,890863.6364,7
GTE,Gran Tierra Energy,1221.232357,1.339028,0.002694,147,9.28,4.302517007,1.1,26525809.68,18417724.66,12
LPTX,Leap Therapeutics Inc,0,8.479997,-2.500015,20,9.3,7.06117,5.71,1593764.5,446428.6,1
APOP,Cellect Biotechnology Ltd.,0,5.433552,-0.870046,26,9.3,6.651273077,3.09,1081871.769,2920246.385,2
APRN,Blue Apron Holdings Inc.,0,2.53832,-0.730036,15,9.34,3.940666667,2,78543103.5,59690458.14,1
ELVT,Elevate Credit Inc.,0,3.6813,-0.111102,17,9.36,7.695882353,6.11,4472628.222,4149667.5,1
ODP,欧迪办公,18.78864,0.85894,0.177767,47,9.37,5.191489362,2.15,131186801.9,192324860.2,3
WTT,Wireless Telecom Group Inc,0,1.179506,-0.085742,252,9.38,2.197945238,0.32,689094.1429,1297676.19,21
GSIT,广船国际技术,0,1.660075,-0.217779,138,9.41,5.400586957,2.21,1108765.768,1938686.957,11
RFL,"Rafael Holdings, Inc.",0,1.141731,-0.047519,6,9.42,8.318333333,4.85,1183673.333,2213021,0
TPIV,TapImmune Inc,0,24.248439,-1.361337,22,9.43,4.373181818,2.65,4381837.455,755668.7273,1
QTRH,Wi-LAN Inc,28.6,0.633457,0.05,87,9.46,3.162285057,1.0889,2212812.568,1616009.302,7
MATR,Mattersight Corporation,0,-7.355487,-0.365894,87,9.46,4.802988506,2.1,1851556.182,769688.3721,7
FNCB,"FNCB Bancorp, Inc.",257.31036,1.677659,0.033774,6,9.5,8.940566667,8.3861,69547.66667,113687.6667,0
DGSE,DGSE Cos,9.680674,2.282228,0.073342,252,9.5,2.940712302,0.2667,496645.3175,149839.6825,21
BVXV,BiondVax Pharmaceuticals Ltd.,0,8.366147,-2.10636,40,9.52,5.2198075,3.31,624690.25,539799.5,3
STG,尚德机构,0,27.654525,-1.632282,6,9.53,8,5.96,3559932.667,10470501,0
CIG.C,Companhia Energetica de Minas Gerais CEMIG,8.204,0.145167,0.207216,135,9.5521,4.442662222,1.453,63116.83824,86232,11
MFM,MFS Municipal Income Trust,22.622235,0.935828,0.298379,252,9.56,7.338954762,4.04,1598814.198,985731.746,21
VTIQ,VectoIQ Acquisition Corp,0,56.790229,-0.000777,3,9.58,9.573333333,9.56,1299182,1841661,0
TWLV,Twelve Seas Investment,0,12.497453,-0.129334,2,9.58,9.575,9.57,330970,4346739,0
EYEN,Eyenovia Inc.,0,2.335944,-2.053337,8,9.59,7.695,5.1,310118.5,574273,0
ALGR,Allegro Merger Corp.,0,7604.273433,-0.000126,1,9.59,9.59,9.59,5256423,,0
AXU,Alexco Resource Corp,0,1.42202,-0.04,132,9.59,2.844631061,0.3091,7077356.379,5209368.182,11
ABAC,奥信天力,19.041892,0.212864,0.09978,50,9.6,3.713222,1.665,407337.68,99186.52,4
PPDF,拍拍贷,0,2.55205,-1.813679,10,9.6,7.011,4.54,16436954.8,16520820.8,0
CMCL,Caledonia Mining Corporation Plc,0,1.176622,0,14,9.6298,7.313307143,5.386,226665.8571,119664.5714,1
LFAC,LF Capital Acquistion Corp.,0,1.214418,-0.101034,3,9.63,9.613333333,9.6,1535214,150683,0
TLRA,"Telaria, Inc.",72.111996,2.479937,0.049645,63,9.64,3.437301587,1.69,3365237.438,3880181.677,5
GLAC,Greenland Acquisition Corp.,0,0,0,1,9.6501,9.6501,9.6501,754805,,0
LBF,DWS全球基金,11.918919,0,0.74,151,9.66,8.085201987,4.75,247426.6842,569761.3333,12
MUDS,Mudrick Capital Acquisition Corporation,559.50521,50.33597,0.017301,6,9.68,9.644083333,9.6009,961486.6667,2477770.333,0
TIPT,Tiptree Financial Inc. - Class A,6.247026,0.608356,1.048499,61,9.68,6.796803279,5.22,820729.6452,443744.3667,5
STDY,SteadyMed Ltd.,0,28.953806,-0.462262,42,9.69,4.316478571,2.39,1787601.81,556666.6667,3
UQM,UQM Technologies Inc,0,10.785589,-0.115959,252,9.69,3.153769841,0.43,3761920.389,1200553.175,21
NEBU,Nebula Acquisition Corp.,332.971513,66.853121,0.029204,6,9.6991,9.663183333,9.65,215698.3333,69036,0
LACQ,Leisure Acquisition Corp.,0,11.659687,-0.113748,7,9.7,9.638571429,9.55,950037.25,345423.3333,0
LGC,Legacy Acquisition Corp.,404.539538,72.45,0.023879,9,9.7,9.6234,9.52,811979,1367931,0
LHC,Leo Holdings Corp.,230.045728,48.549913,0.042209,5,9.71,9.674,9.6,1470283,378163.5,0
NLST,Netlist,0,-1.58105,-0.182395,142,9.72,1.720306338,0.1167,10943008.11,8652770.423,11
LTN,Union Acquisition Corp.,0,6.333349,-0.088839,6,9.73,9.67375,9.58,460768,938292.3333,0
OMAD,One Madison Corp.,721.068239,80.189984,0.01348,6,9.7395,9.663216667,9.55,885275,1101637.667,0
DFBH,DFB Healthcare Acquisitions Corp.,267.813004,60.937403,0.036406,4,9.74,9.69,9.62,960940.5,546649,0
ESXB,Community Bankers Trust Corporat,24.663052,1.56412,0.368973,66,9.75,5.783539394,3.24,729777.6667,337678.2121,5
TIBR,Tiberius Acquisition Corp.,127.872155,40.529992,0.075466,5,9.75,9.616,9.56,906638.3333,2387312.5,0
TBRG,"Thunder Bridge Acquisition, Ltd",0,15.161216,-0.006652,2,9.75,9.695,9.64,1306103,2769882,0
GLDD,Great Lakes Dredge & Dock Corpor,0,1.69377,-0.324124,141,9.75,6.152340426,2.42,5865757.056,6370084.286,11
KDMN,Kadmon Holdings LLC,0,4.447764,-0.61475,26,9.75,4.346538462,2.26,13788212.92,3716186.308,2
FPAC,Far Point Acquisition Corporation,3088.470046,151.688364,0.003131,3,9.75,9.716666667,9.7,1825217.5,21797,0
QES,Quintana Energy Services,0,1.341009,-0.864285,7,9.75,8.457142857,7.27,805725.5,2613783.667,0
FEDU,四季教育,34.400083,2.090288,0.124709,10,9.75,7.01,4.26,639488.8,3066720.8,0
AGFS,"AgroFresh Solutions, Inc.",200.671009,0.869895,0.031594,37,9.76,6.137837838,2.63,3232152.421,4182088.056,3
ZN,锡安石油和天然气,0,3.31744,-0.156671,104,9.76,2.838091346,0.852,6932788.404,2586078.846,8
EGY,瓦可能源,11.29003,6.849183,0.209034,170,9.76,4.927896471,0.6971,11778808.07,12412088.24,14
TLF,Tandy Leather Factory,14.369922,1.150497,0.532362,99,9.79,7.072687879,4.14,229108.66,149742.8571,8
CHW,CHW基金,8.338566,1.013013,1.087717,74,9.8,8.438783784,6.38,4711364.486,3674108.108,6
HYAC,Haymaker Acquisition Corp.,149.997701,0,0.065201,10,9.8,9.6344,9.5,1786875.2,569866.4,0
TMCX,Trinity Merger Corp.,967.295722,84.438733,0.010121,4,9.8,9.7742,9.74,1788570.5,4331700,0
ZKIN,正康国际集团,7.208418,2.410124,0.535485,12,9.8,6.694466667,3.17,479883.6667,1711054.667,1
MOSC,Mosaic Acquisition Corp.,226.678696,84.524865,0.043233,9,9.8,9.700733333,9.57,1131765,286861.25,0
GRF,Eagle Capital Growth Fund Inc,5.730584,0.867842,1.383803,131,9.8,7.129474809,3.75,107798.4545,68518.46154,10
TDAC,Trident Acquisitions Corp,0,13.786453,-0.019903,3,9.81,9.77,9.75,1808507,2079850,0
VTNR,Vertex Energy Inc.,0,1.573123,-0.233596,67,9.81,2.696892537,0.76,1424645.794,3319596.758,5
OPES,Opes Acquisition Corp.,0,7.379875,-0.011696,6,9.82,9.728466667,9.68,476810.6667,692449.3333,0
HCCH,HL Acquisitions Corp.,0,3834.324108,-0.003988,2,9.83,9.705,9.58,94218,1062310,0
CRMD,CorMedix Inc,0,-5.485099,-0.55284,100,9.84,1.571963,0.18,16419874.42,989936,8
SMED,Sharps Compliance Corp,0,2.101766,-0.041856,112,9.85,4.81916875,2.26,972492.5893,1351171.429,9
BRAC,Black Ridge Acquisition Corp.,455.77157,8.556699,0.021502,11,9.85,9.711809091,9.56,608548.6667,858628.2,0
INOD,Innodata Inc,0,1.110958,-0.150252,252,9.85,2.815584524,0.0492,1070745.444,2838191.27,21
GSAH,GS Acquisition Holdings Corp.,2241.536937,169.049696,0.004372,2,9.85,9.79,9.73,5412082,338539,0
VERU,Veru Inc.,0,3.128753,-0.420743,111,9.86,4.301306306,0.91,2524268.268,1756149.091,9
RWGE,Regalwood Global Energy Ltd.,227.167994,0,0.043404,8,9.86,9.7312625,9.6,1136510,845885.25,0
GPAQ,Gordon Pointe Acquisition Corp.,0,7.905756,-0.067699,6,9.87,9.756683333,9.71,332750.3333,633584.3333,0
IRET,IRET房产信托,6.299361,1.275347,0.871517,69,9.87,7.27057971,4.65,11054965.2,7530210.353,5
CIC,Capitol Investment Corp. IV,1940.621284,23.534798,0.005086,11,9.87,9.758090909,9.67,511230.1667,1134770.2,0
CRON, Cronos Group Inc.,0,0,0,7,9.88,7.357142857,6.05,155555008,43310354.33,0
FAMI,"Farmmi, Inc.",12.747187,4.980233,0.327131,7,9.88,6.777142857,4.25,5231012.5,1998892.333,0
JMM,Nuveen Multi-Market Income Fund,13.785222,0.863383,0.509241,252,9.88,7.946703571,5.72,402785.0238,370027.7778,21
DPW,Digital Power Corp,0,0.912512,-0.858623,252,9.88,1.492409127,0.366,8996799.024,307607.9365,21
NVCN,Neovasc Inc,0,-0.083737,-1.38,52,9.9,3.226315385,0.0332,314854688,5363621.154,4
GWRS,"Global Water Resources, Inc. ",29.944268,13.681588,0.33195,29,9.9,8.852068966,6.4,400359.9333,582045.1429,2
ABIL,Ability Inc,0,-4.991014,-3.713175,33,9.9,3.223866667,0.382,9967752.353,639363.9375,2
CCM,泰和诚医疗,0,1.077392,-1.007668,105,9.91,5.119572381,2.62,732066.2075,1508859.615,8
NNA,Navios Maritime Acquisition Corp,0,0.210747,-0.437568,122,9.92,4.070309836,0.5742,9050662.459,1692508.197,10
GIG,"GigCapital, Inc.",0,8.144737,-0.069147,8,9.9397,9.8008875,9.65,551286,1875649.75,0
CKPT,"Checkpoint Therapeutics, Inc.",0,5.513501,-1.102909,15,9.95,5.284213333,2.82,1568571.25,385704.2857,1
CNFR,"Conifer Holdings, Inc.",0,1.103933,-2.468443,37,9.95,7.195443243,5.1613,127708.7368,487732.8333,3
STNL,"Sentinel Energy Services, Inc.",213.209881,84.611182,0.046011,8,9.95,9.7912625,9.6501,355560,173584.25,0
VEAC,Vantage Energy Acquisition Corp,44.686322,31.334936,0.222887,17,9.96,9.798823529,9.64,941507.3333,1394578,1
HUNT,Hunter Maritime Acquisition Corp.,0,8.375679,-0.100864,19,9.96,9.832273684,9.72,406806.9,531918.6667,1
BRPA,Big Rock Partners Acquisition Corp.,0,5.197952,-0.302782,9,9.96,9.834455556,9.68,123749.2,455117,0
RCM,R1 RCM Inc.,0,42.642376,-0.851732,18,9.97,5.426111111,3.09,11072862.44,8451414.111,1
AMTX,Aemetis Inc,0,-0.271067,-1.571206,51,9.97,2.867621569,0.55,3969632.808,904909.76,4
CMSS,CM Seven Star Acquisition Corporation,92.168029,52.488224,0.108172,10,9.99,9.784,9.64,713838.8,2035936.8,0
AEMD,Aethlon Medical Inc,0,3.649532,-0.316509,38,9.99,3.808360526,0.9701,5526156.789,873152.4211,3
VCNX,Vaccinex Inc.,0,-0.807505,-11.870022,1,9.99,9.99,9.99,1519505,,0
SNFCA,Security National Financial Corp,5.604395,0.586436,0.91,252,9.9955,3.043101587,0.898,567425.9762,133357.2619,21
DCF,"Dreyfus Alcentra Global Credit Income 2024 Target Term Fund, Inc",0,0,0,11,9.999,9.430818182,9.1,811140.1667,936588.8,0
GRNQ,Greenpro Capital Corp.,0,42.84891,-0.041346,3,10,7.547333333,6.292,65335,16451,0
IMXI,International Money Express Inc,83.011767,9.097196,0.114803,18,10,9.861916667,9.75,2184723.444,409610.2222,1
CORV,Correvio Pharma Corp.,0,6.660109,-0.83,65,10,5.214769231,1.38,2383786.97,1750310.625,5
IMMY,Imprimis Pharmaceuticals Inc.,0,17.814552,-0.45604,67,10,5.111268657,1.5,3950964.206,591060.2121,5
VTVT,vTv Therapeutics Inc.,0,-0.196311,-1.431307,38,10,5.455526316,1.09,8124616.158,1333320.263,3
