code,name,open,latestPrice,volume,volumeRatio,pe,pb,eps,Name,LastSale,MarketCap,year,Sector,industry,Summary Quote,Unnamed: 8
CII,CII基金,15.8,15.86,98696.0,0.99966,0.0,1.038109,-0.917566,Blackrock Capital and Income Strategies Fund Inc,15.86,$699.77M,2004.0,,,https://www.nasdaq.com/symbol/cii,
EXI,iShares S&P Global Industrial Se,88.31,88.3,2408.0,0.097682,301.225369,0.0,0.293136,,,,,,,,
ECCB,Eagle Point Credit Company Inc,25.97,26.02,1432.0,0.558415,0.0,2.098192,-2.27,Eagle Point Credit Company Inc.,26.02,,2016.0,,,https://www.nasdaq.com/symbol/eccb,
PEZ,PowerShares Dynamic Consumer Dis,54.1551,54.4967,1612.0,1.144724,14.073325,0.0,3.87234,Invesco DWA Consumer Cyclicals Momentum ETF,54.4967,$32.7M,,,,https://www.nasdaq.com/symbol/pez,
BSJL,Guggenheim BulletShares 2021 High Yield Corporate Bond ETF,24.76,24.78,168433.0,0.684853,0.0,0.0,0.0,,,,,,,,
FTA,First Trust Large Cap Value AlphaDEX Fund,51.91,51.9868,144940.0,1.732012,0.0,0.0,0.0,First Trust Large Cap Value AlphaDEX Fund,51.9868,$1.15B,,,,https://www.nasdaq.com/symbol/fta,
NXRT,NexPoint Residential Trust Inc,35.45,35.52,129261.0,1.774369,0.0,2.828832,-0.08,"NexPoint Residential Trust, Inc.",35.52,$837.41M,2015.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nxrt,
PAGS,Pagseguro Digital Ltd.,28.62,28.46,1567057.0,0.823859,38.547756,1.421943,0.738305,PagSeguro Digital Ltd.,28.46,$9.33B,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/pags,
SNE,索尼,46.21,46.25,847928.0,0.786387,8.1048,1.718912,5.706495,Sony Corp Ord,46.25,$58.3B,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne,
VALQ,American Century STOXX U.S. Quality Value ETF,39.7394,39.7025,1428.0,0.499161,0.0,0.0,0.0,,,,,,,,
EFC,Ellington投资,17.73,17.81,367990.0,1.248186,11.749199,0.939591,1.515848,Ellington Financial Inc.,17.81,$529.77M,2010.0,Finance,Real Estate,https://www.nasdaq.com/symbol/efc,
STAG,STAG Industrial,28.45,28.52,1064929.0,1.603741,36.101265,2.085113,0.79,"Stag Industrial, Inc.",28.52,$3.21B,2011.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stag,
CTAA,Qwest Corporation,25.0,24.97,16168.0,1.025537,2e-06,0.024205,10590000.0,Qwest Corporation,24.97,,2016.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctaa,
PFFA,Virtus InfraCap U.S. Preferred Stock ETF,25.02,25.0903,2363.0,0.354507,0.0,0.0,0.0,,,,,,,,
IAI,iShares Dow Jones U.S. Broker De,60.65,60.6499,9131.0,0.399201,22.981891,0.0,2.63903,,,,,,,,
KOMP,SPDR Kensho New Economies Composite ETF,31.485,31.4609,2718.0,0.819811,0.0,0.0,0.0,,,,,,,,
ISD,Prudential Short Duration High Y,14.27,14.31,168439.0,1.145928,0.0,0.0,-0.02,"PGIM High Yield Bond Fund, Inc.",14.31,$475.9M,2012.0,,,https://www.nasdaq.com/symbol/isd,
EXTN,Exterran Corp,17.79,17.89,327699.0,1.341847,26.308823,1.169601,0.68,Exterran Corporation,17.89,$646.58M,2015.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/extn,
DIVO,Amplify YieldShares CWP Dividend & Option Income ETF,29.15,29.1695,3664.0,0.814403,0.0,0.0,0.0,,,,,,,,
LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,26.37,26.29,4871.0,0.251762,0.0,0.0,0.0,,,,,,,,
FTCS,First Trust Capital Strength ETF,53.73,53.77,290674.0,1.25248,0.0,0.0,0.0,First Trust Capital Strength ETF,53.77,$1.91B,,,,https://www.nasdaq.com/symbol/ftcs,
BF.A,布朗霍文集团,50.32,50.34,37104.0,2.183179,30.893671,16.084797,1.62946,Brown Forman Corporation,,,,,,https://www.nasdaq.com/symbol/bf.a,
SYV,SPDR MFS Systematic Value Equity ETF,66.36,66.411,2766.0,1.396688,0.0,0.0,0.0,,,,,,,,
TGH,Textainer Group Holdings Ltd,10.89,10.8,246258.0,2.077141,12.272727,0.511902,0.88,Textainer Group Holdings Limited,10.8,$617.21M,2007.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/tgh,
IEME,iShares Evolved U.S. Media and Entertainment ETF,26.81,26.7576,498.0,1.351792,0.0,0.0,0.0,,,,,,,,
WTID,ProShares Daily 3x Inverse Crude ETN,8.1837,7.9763,24193.0,0.699624,0.0,0.0,0.0,,,,,,,,
IMLP,Barclays Bank PLC Pfd,16.42,16.78,32523.0,1.5576,0.0,0.0,0.0,,,,,,,,
MLQD,iShares 5-10 Year Investment Grade Corporate Bond ETF,48.84,48.835,1835.0,2.22155,0.0,0.0,0.0,,,,,,,,
EPRT,Essential Properties Realty Trust Inc.,18.1,18.1,1516310.0,0.746223,69.975493,1.780581,0.258662,"Essential Properties Realty Trust, Inc.",18.1,$792.7M,2018.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eprt,
IGIB,iShares Intermediate-Term Corporate Bond ETF,54.32,54.35,349228.0,0.55411,15.335303,0.0,3.54411,iShares Intermediate-Term Corporate Bond ETF,54.35,$5.55B,,,,https://www.nasdaq.com/symbol/igib,
ANGO,阿吉奥动态,21.69,21.75,554300.0,2.694701,46.706896,1.469775,0.46567,"AngioDynamics, Inc.",21.75,$807.73M,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango,
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,54.4,54.41,204341.0,1.061103,123.659092,0.0,0.44,iShares Broad USD Investment Grade Corporate Bond ETF,54.41,$2.72B,,,,https://www.nasdaq.com/symbol/usig,
NCMI,National CineMedia,7.26,7.26,496468.0,1.217102,19.702669,-1.557756,0.368478,"National CineMedia, Inc.",7.26,$570.65M,2007.0,Consumer Services,Advertising,https://www.nasdaq.com/symbol/ncmi,
ECA,加拿大能源,7.27,7.26,20359878.0,0.777816,0.0,1.014293,-1.07,Encana Corporation,7.26,$10.86B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eca,
DWT,三倍做空原油ETN,7.44,7.26,6114118.0,0.772429,0.0,0.0,0.0,,,,,,,,
CTBB,Qwest Corporation,21.75,21.81,104927.0,1.085855,0.0,0.087942,0.0,Qwest Corporation,21.81,,2016.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctbb,
AB,联博控股,29.1,29.22,271490.0,1.328718,11.706581,1.895468,2.496032,AllianceBernstein Holding L.P.,29.22,$2.82B,,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab,
EQL,ALPS Equal Sector Weight ETF,71.89,71.8868,775.0,0.336488,0.0,0.0,0.0,,,,,,,,
CVY,Guggenheim Multi-Asset Income ET,21.91,21.92,54928.0,1.37366,0.0,0.0,0.0,,,,,,,,
PSJ,PowerShares ETF Tst Dynamic Soft,90.01,90.2365,40748.0,0.566574,18.913465,1.478577,4.771019,,,,,,,,
GUNR,FlexShares Global Upstream Natur,32.48,32.56,215726.0,0.664801,0.0,0.0,0.0,,,,,,,,
EQLT,Workplace Equality Portfolio ETF,36.4656,36.525,482.0,0.085419,0.0,0.0,0.0,,,,,,,,
KBWB,PowerShares KBW Bank Portfolio,51.56,51.68,264692.0,1.069252,0.0,0.0,0.0,Invesco KBW Bank ETF,51.68,$666.67M,,,,https://www.nasdaq.com/symbol/kbwb,
SDIV,Global X SuperDividend ETF,18.48,18.46,417703.0,1.214778,0.0,0.0,0.0,,,,,,,,
KCNY,KraneShares E Fund China Commercial Paper ETF,34.3814,34.4783,3038.0,0.984574,0.0,0.0,0.0,,,,,,,,
AFC,联合资本,25.85,25.87,6478.0,0.890104,0.0,0.0,-2.913494,Ares Capital Corporation,25.87,$206.96M,,,,https://www.nasdaq.com/symbol/afc,
INSI,Insight Select Income Fund,18.54,18.51,5575.0,0.428023,0.0,0.916413,-0.084157,Insight Select Income Fund,18.51,$198.24M,,,,https://www.nasdaq.com/symbol/insi,
PCEF,PowerShares CEF Income Composite,22.18,22.24,110085.0,1.022922,0.0,0.0,0.0,,,,,,,,
GLV,Clough Global Allocation Fund,11.1,11.12,14157.0,0.779682,0.0,0.88657,-0.86946,Clough Global Dividend and Income Fund,11.12,$77.91M,2004.0,,,https://www.nasdaq.com/symbol/glv,
WTTR,Select Energy Services Inc.,11.11,11.13,1037071.0,1.094828,22.606146,1.070143,0.492344,"Select Energy Services, Inc.",11.13,$1.17B,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/wttr,
ULVM,USAA MSCI USA Value Momentum Blend Index ETF,50.18,50.1857,4030.0,0.462188,0.0,0.0,0.0,,,,,,,,
EVOP,Evo Payments Inc.,26.01,26.08,417735.0,0.72722,0.0,-13.963482,-0.7,"EVO Payments, Inc.",26.08,$2.12B,2018.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/evop,
GSS,金星资源,3.75,3.73,548143.0,1.754899,4.448011,40.420287,0.838577,"Golden Star Resources, Ltd",3.73,$406.07M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gss,
RFCI,ALPS ETF Trust,24.28,24.27,126190.0,2.276779,0.0,0.0,0.0,,,,,,,,
ISHG,iShares S&P/Citigroup 1-3 Year I,79.33,79.2581,1103.0,0.673547,0.0,0.0,0.0,iShares 1-3 Year International Treasury Bond ETF,79.2581,$75.3M,,,,https://www.nasdaq.com/symbol/ishg,
RNSC,First Trust Small Cap US Equity Select ETF,21.1166,21.1166,227.0,0.595801,0.0,0.0,0.0,First Trust Small Cap US Equity Select ETF,21.1166,$5.28M,,,,https://www.nasdaq.com/symbol/rnsc,
GLIBP,"GCI Liberty, Inc. Preferred Stock",24.3,24.36,125694.0,1.784306,0.0,0.598463,-8.091833,"GCI Liberty, Inc.",24.36,$874.4M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glibp,
KCE,SPDR KBW Capital Markets ETF,54.1309,54.14,623.0,0.646132,0.0,0.931949,-13.809751,,,,,,,,
SHSP,SharpSpring Inc,15.0,15.03,47454.0,1.050862,0.0,11.035492,-1.113544,"SharpSpring, Inc.",15.03,$129.7M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp,
DCI,唐纳森,48.84,48.86,669837.0,1.569952,20.909794,7.190678,2.336704,"Donaldson Company, Inc.",48.86,$6.24B,,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci,
GEL,Genesis Energy L.P.,22.38,22.62,1262998.0,1.652959,0.0,1.63899,-0.618996,"Genesis Energy, L.P.",22.62,$2.77B,1996.0,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/gel,
CORP,PIMCO Investment Grade Corporate,102.07,102.1,16615.0,0.129287,0.0,0.0,0.0,,,,,,,,
GRNB,VanEck Vectors Green Bond ETF,25.8301,25.8283,2255.0,1.112372,0.0,0.0,-0.68,,,,,,,,
HYGV,FlexShares High Yield Value-Scored Bond Index Fund,48.31,48.2422,1639.0,0.668161,0.0,0.0,0.0,,,,,,,,
QLTA,Ishares Aaa - A Rated Corporate,51.37,51.37,39687.0,0.600125,0.0,0.0,0.0,,,,,,,,
NRG,NRG能源,41.93,41.97,6119362.0,1.103163,48.429364,-9.488336,0.866623,"NRG Energy, Inc.",41.97,$11.79B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nrg,
PHIO,Rxi Pharmaceuticals Corp,0.42,0.42,1148367.0,0.647846,0.0,4.359445,-2.284309,Phio Pharmaceuticals Corp.,0.42,$7.63M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/phio,
NS,纽星能源,26.58,26.77,1049101.0,1.501066,0.0,1.921347,-2.779471,Nustar Energy L.P.,26.77,$2.88B,,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/ns,
IDA,IDACORP Inc,99.23,99.54,890330.0,2.504037,22.169266,2.11578,4.49,"IDACORP, Inc.",99.54,$5.02B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ida,
NJR,新泽西能源,50.34,49.85,1269599.0,2.478361,22.633115,2.956016,2.202525,NewJersey Resources Corporation,49.85,$4.43B,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/njr,
PRCP,Perceptron,7.77,7.67,17319.0,0.874406,17.417449,1.476566,0.440363,"Perceptron, Inc.",7.67,$73.77M,1992.0,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/prcp,
CDL,Victory CEMP US Large Cap High Dividend Volatility Weighted Index ETF,46.07,46.08,13905.0,0.53757,0.0,0.0,0.0,VictoryShares US Large Cap High Div Volatility Wtd ETF,46.08,,,,,https://www.nasdaq.com/symbol/cdl,
IWR,iShares Russell Mid-Cap ETF,53.71,53.77,1481972.0,0.993594,8.150085,1.009709,6.597477,,,,,,,,
THD,iShares MSCI Thailand Investable,87.75,88.38,214967.0,0.862519,0.0,0.0,0.0,,,,,,,,
BFOR,Barron's 400 ETF,40.5,40.4852,5621.0,1.110255,0.0,0.0,0.0,,,,,,,,
FRBA,First Bank,11.53,11.55,86321.0,2.131172,12.157895,1.107128,0.95,First Bank,11.55,$215.59M,2013.0,,,https://www.nasdaq.com/symbol/frba,
BOUT, Innovator IBD Breakout Opportunities ETF,19.91,19.97,3923.0,0.765195,0.0,0.0,0.0,,,,,,,,
HYDB,iShares Edge High Yield Defensive Bond ETF,48.97,49.0875,3715.0,2.803774,0.0,0.0,0.0,,,,,,,,
CCNE,CNB金融,27.14,27.07,99282.0,3.586389,12.265329,1.561769,2.207034,CNB Financial Corporation,27.07,$412.53M,,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne,
BCTF,"Bancorp 34, Inc.",15.52,15.47,7777.0,1.401059,46.779418,1.060125,0.330701,"Bancorp 34, Inc.",15.47,$51.92M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf,
UTES,Reaves Utilities ETF,37.1404,37.2588,2878.0,2.153869,0.0,0.0,0.0,,,,,,,,
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,50.44,50.43,59267.0,3.143804,4.25788,0.0,11.843922,FlexShares Credit-Scored US Long Corporate Bond Index Fund,50.43,$27.74M,,,,https://www.nasdaq.com/symbol/lkor,
VBND,Vident Core U.S. Bond Strategy Fund,48.48,48.515,3075.0,0.446701,0.0,0.0,0.0,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,48.515,$417.23M,,,,https://www.nasdaq.com/symbol/vbnd,
MHI,先锋市政债务,11.71,11.66,92837.0,0.836223,530.602971,0.95819,0.021975,Pioneer Municipal High Income Trust,11.66,$265.51M,2003.0,,,https://www.nasdaq.com/symbol/mhi,
CDLX,Cardlytics Inc.,15.54,15.55,135173.0,0.67589,0.0,6.732234,-2.791133,"Cardlytics, Inc.",15.55,$349.91M,2018.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cdlx,
MOGU,蘑菇街,15.31,15.56,19846.0,0.743914,0.0,2.682119,-5.524651,MOGU Inc.,15.56,$1.66B,2018.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mogu,
PLCY,US Tax Reform Fund,21.2527,21.31,1932.0,1.088819,0.0,0.0,0.0,,,,,,,,
GDOT,Green Dot,58.58,58.56,761315.0,1.240296,26.862384,3.408734,2.18,Green Dot Corporation,58.56,$3.1B,2010.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gdot,
WBIR,Absolute Shares Trust,23.5301,23.5452,24661.0,0.133314,0.0,0.0,0.0,,,,,,,,
EMHY,iShares Emerging Markets High Yi,46.82,46.86,46064.0,0.90237,0.0,0.0,0.0,,,,,,,,
FDHY,Fidelity High Yield Factor ETF,50.82,50.7762,9391.0,0.90954,0.0,0.0,0.0,,,,,,,,
EQIX,易昆尼克斯,439.91,441.61,1206946.0,1.792648,96.844299,5.129244,4.56,"Equinix, Inc.",441.61,$37.03B,2000.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix,
MVV,ProShares Ultra MidCap400,39.06,39.1,38009.0,2.036051,0.0,0.0,0.0,,,,,,,,
INCO,EG Shares India Consumer ETF,42.88,43.04,5585.0,0.231265,0.0,0.0,0.0,,,,,,,,
BNS,丰业银行,54.81,54.78,651261.0,0.992282,10.856339,1.539946,5.0459,Bank of Nova Scotia (The),54.78,$67.14B,,Finance,Major Banks,https://www.nasdaq.com/symbol/bns,
FIF,First Trust Energy Infrastructur,15.72,15.66,50125.0,0.958116,9.321429,0.0,1.68,First Trust Energy Infrastructure Fund,15.66,$274.84M,2011.0,,,https://www.nasdaq.com/symbol/fif,
ACSI,American Customer Satisfaction Core Alpha ETF,32.5201,32.5734,637.0,0.421185,0.0,0.0,0.0,,,,,,,,
PFM,PowerShares Exchange Traded Fund,27.45,27.44,16089.0,0.991545,15.029029,1.143713,1.8258,Invesco Dividend Achievers ETF,27.44,$323.79M,,,,https://www.nasdaq.com/symbol/pfm,
RWDC,Direxion MSCI Defensives Over Cyclicals ETF,51.95,52.0067,1513.0,0.457847,0.0,0.0,0.0,,,,,,,,
IPE,SPDR Barclays TIPS ETF,55.02,55.12,29701.0,0.479872,1093.000202,0.0,0.05043,,,,,,,,
UITB,USAA Core Intermediate-Term Bond ETF,49.32,49.29,13691.0,0.687065,0.0,0.0,0.0,,,,,,,,
SLT,Salt truBeta High Exposure ETF,25.2,25.1806,863.0,0.194466,0.0,0.0,0.0,,,,,,,,
ARKW,ARK Web x.0 ETF,51.54,51.52,51771.0,0.392569,0.0,0.0,0.0,,,,,,,,
EZM,WisdomTree MidCap Earnings Fund,39.61,39.64,88165.0,0.885193,0.0,0.0,0.0,,,,,,,,
GRMN,佳明,83.1,83.25,2808564.0,1.744699,22.745901,3.788789,3.66,Garmin Ltd.,83.25,$15.77B,2000.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/grmn,
IWM,罗素2000指数ETF,154.53,154.74,22023715.0,1.098973,7.585186,0.856599,20.40029,,,,,,,,
PROV,Provident Financial Holdings,19.81,19.85,6085.0,1.323805,21.959811,1.215147,0.903924,"Provident Financial Holdings, Inc.",19.85,$149.07M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/prov,
VTSI,"VirTra, Inc.",3.99,3.97,30893.0,2.513792,12.82913,2.520961,0.309452,"VirTra, Inc.",3.97,$31.41M,,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/vtsi,
JAGX,"Jaguar Animal Health, Inc.",0.155,0.1589,1678350.0,0.65664,0.0,0.48393,-4.279196,"Jaguar Health, Inc.",0.1589,$10.97M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx,
NBO,Neuberger Berman New York Interm,11.92,11.93,12960.0,1.059672,0.0,0.897812,-0.321843,Neuberger Berman New York Municipal Fund Inc.,11.93,$60.57M,2002.0,,,https://www.nasdaq.com/symbol/nbo,
BIBL,Inspire 100 ETF,27.08,27.0251,13372.0,1.123622,0.0,0.0,0.0,,,,,,,,
VGZ,Vista Gold Corp,0.75,0.7569,106342.0,1.018523,0.0,3.570762,-0.089999,Vista Gold Corporation,0.7569,$75.89M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/vgz,
VAW,Vanguard Materials ETF,123.51,123.54,97954.0,1.401718,12.813891,0.0,9.6411,,,,,,,,
FTDR,Frontdoor Inc,35.6,35.89,1200876.0,2.31509,24.414966,-8.827989,1.47,"frontdoor, inc.",35.89,$3.04B,,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/ftdr,
AGG,债券指数ETF-iShares Barclays综合国债,107.65,107.7,2756917.0,0.717816,0.0,1.039099,-1.085079,,,,,,,,
AIC,Arlington Asset Investment Corp,23.55,23.59,967.0,0.544298,0.0,1.842227,-1.556638,Arlington Asset Investment Corp,23.59,,2015.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aic,
CS,瑞士信贷,12.01,12.06,2386938.0,1.018418,15.213538,0.701841,0.792715,Credit Suisse Group,12.06,$30.78B,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cs,
EUSC,WisdomTree Europe Hedged SmallCap Equity Fund,30.27,30.2259,16728.0,2.204475,0.0,0.0,0.0,,,,,,,,
OMP,Oasis Midstream Partners LP,20.11,20.14,91991.0,1.528999,13.621712,2.853601,1.478522,Oasis Midstream Partners LP,20.14,$680.64M,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/omp,
TRTY,Cambria Trinity ETF,24.2286,24.2101,6490.0,0.723733,0.0,0.0,0.0,,,,,,,,
CTG,Computer Task Group Incorporate,4.08,4.03,8710.0,0.677241,0.0,0.896034,-0.204056,"Computer Task Group, Incorporated",4.03,$57.55M,,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg,
ADUS,爱德斯,64.41,64.57,163598.0,1.401222,45.788644,2.959696,1.410175,Addus HomeCare Corporation,64.57,$845.76M,2009.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus,
FLCA,Franklin FTSE Canada ETF,24.28,24.23,597.0,0.687313,0.0,0.0,0.0,,,,,,,,
PAA,Plains All American Pipeline L.P,24.12,24.3,2491710.0,1.38783,8.972137,1.81832,2.708385,"Plains All American Pipeline, L.P.",24.3,$17.66B,1998.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/paa,
DE,迪尔股份有限公司,157.62,158.15,2386275.0,1.396709,15.212103,4.44656,10.396327,Deere & Company,158.15,$50.37B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/de,
PNQI,PowerShares NASDAQ Internet Port,134.04,133.89,40224.0,1.729871,0.0,0.0,0.0,Invesco Nasdaq Internet ETF,133.89,$575.73M,,,,https://www.nasdaq.com/symbol/pnqi,
QGRO,American Century STOXX U.S. Quality Growth ETF,39.63,39.56,3208.0,1.132369,0.0,0.0,0.0,,,,,,,,
FXY,日元ETF-CurrencyShares,85.44,85.55,19651.0,0.298986,0.0,0.0,-0.421363,,,,,,,,
UAL,联合大陆航空,81.76,81.69,4860337.0,1.13992,10.609091,2.179988,7.7,"United Continental Holdings, Inc.",81.69,$21.79B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual,
ETFC,亿创,48.88,49.02,3351262.0,1.454968,12.63402,2.039301,3.88,E*TRADE Financial Corporation,49.02,$12.07B,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc,
PBCTP,People's United Financial Inc,24.54,24.58,43277.0,0.522915,19.054264,1.451191,1.29,"People&#39;s United Financial, Inc.",24.58,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbctp,
XKST,SPDR Kensho Smart Mobility ETF,27.939,27.7683,751.0,0.819154,0.0,0.0,0.0,,,,,,,,
FXA,澳元ETF-CurrencyShares,70.86,70.8426,7227.0,1.435239,50.9659,0.0,1.39,,,,,,,,
EMTL,SPDR DoubleLine Emerging Markets Fixed Income ETF,49.15,49.3,7535.0,0.864086,0.0,0.0,0.0,,,,,,,,
TDTF,FlexShares iBoxx 5 Year Target D,24.63,24.67,25829.0,0.404291,0.0,0.0,0.0,,,,,,,,
FCX,麦克莫兰铜金,12.32,12.35,15387834.0,1.105326,6.939329,1.826483,1.779711,"Freeport-McMoran, Inc.",12.35,$17.9B,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/fcx,
DBVT,DBV Technologies S.A.,8.42,8.24,172596.0,0.747225,0.0,2.141348,-3.270418,DBV Technologies S.A.,8.24,$496.52M,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt,
TEVA,梯瓦制药,16.54,16.51,6631388.0,0.707495,0.0,1.223195,-2.35,Teva Pharmaceutical Industries Limited,16.51,$17.99B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/teva,
HAS,孩之宝,86.62,86.72,1393899.0,1.341345,49.83908,6.220089,1.74,"Hasbro, Inc.",86.72,$10.91B,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/has,
DALT,Anfield Capital Diversified Alternatives ETF,10.0244,10.035,30411.0,0.511913,0.0,0.0,0.0,,,,,,,,
QTRX,Quanterix Corp,24.94,24.87,115864.0,0.998468,0.0,13.284694,-1.40149,Quanterix Corporation,24.87,$552.06M,2017.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/qtrx,
VXF,Vanguard Extended Market ETF,116.02,116.09,224534.0,1.215707,0.0,1.243492,-9.604321,,,,,,,,
VLYPO,Valley National Bancorp,24.94,24.91,9632.0,0.557343,33.213333,2.633028,0.75,Valley National Bancorp,24.91,,,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypo,
GPJA,Georgia Power Company,24.8478,24.91,23083.0,0.55727,0.302364,0.0,82.384064,Georgia Power Company,24.91,,2017.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/gpja,
VB,小型股指数ETF-Vanguard MSCI,153.57,153.75,274104.0,0.548922,0.0,1.931599,-8.255358,,,,,,,,
FFTI,Formula Folios Income ETF,23.71,23.69,47039.0,1.158984,0.0,0.0,0.0,,,,,,,,
IUSB,iShares Core Total USD Bond Market ETF,49.99,50.06,109235.0,0.822855,0.0,0.0,0.0,iShares Core Total USD Bond Market ETF,50.06,$2.96B,,,,https://www.nasdaq.com/symbol/iusb,
UDN,做空美元指数-PowerShares,20.87,20.87,30713.0,1.491574,0.0,0.0,-0.48,,,,,,,,
IDE,ING Infrastructure Industrial &,12.5,12.53,68827.0,1.326223,0.0,0.0,0.0,"Voya Infrastructure, Industrials and Materials Fund",12.53,$241.56M,2010.0,,,https://www.nasdaq.com/symbol/ide,
NOBL,ProShares S&P 500 Aristocrat,66.81,66.9,495613.0,0.960759,0.0,0.0,0.0,,,,,,,,
ALFA,Alphaclone Alternative Alpha ETF,49.9129,49.9728,1505.0,0.622158,454.232098,0.0,0.110016,,,,,,,,
PPC,Pilgrim’s Pride Corporation,20.95,20.94,1056126.0,0.890588,21.024455,2.593954,0.995983,Pilgrim&#39;s Pride Corporation,20.94,$5.21B,,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/ppc,
RMT,RMT信托,8.37,8.38,125857.0,0.736055,4.640204,0.743726,1.805955,"Royce Micro-Cap Trust, Inc.",8.38,$339.39M,,,,https://www.nasdaq.com/symbol/rmt,
AJXA,Great Ajax Corp,25.1539,25.23,2161.0,0.337899,16.498672,0.0,1.529214,Great Ajax Corp.,25.23,,2017.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ajxa,
F,福特汽车,8.42,8.43,66553985.0,1.469496,9.163043,0.933407,0.92,Ford Motor Company,8.43,$33.54B,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/f,
CPTAL,Capitala Finance Corp,25.08,25.31,887.0,0.566846,0.0,0.0,0.0,Capitala Finance Corp.,25.31,,,,,https://www.nasdaq.com/symbol/cptal,
ERI,Eldorado Resorts Inc,46.51,46.5,997726.0,1.430901,38.114787,3.48857,1.219999,"Eldorado Resorts, Inc.",46.5,$3.6B,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri,
TIPZ,PIMCO Broad U.S. TIPS Index Ex,57.2199,57.21,1253.0,0.770318,0.0,0.0,0.0,,,,,,,,
