code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
BRO,布朗保险经纪,19.711554,2.996434,1.541228,73922000,0.1183,252,1.17,0.935,0.129626659,11.59792421,0.709322661,29761768.41,17411439.68,21,0.109421561
MLHR,赫尔曼米勒,17.890405,3.437687,2.146402,32200000,-0.0388,252,1.166666667,0.891666667,0.196474504,25.86545635,-0.203370939,7452528.087,9355079.365,21,0.160566229
GEL,Genesis Energy L.P.,0,1.602809,-0.128311,10871000,-0.6763,252,1.166666667,0.936666667,0.249214614,21.73275794,9.56066584,6551208.476,620340.4762,21,0.193980008
CNK,喜满客影城,15.76458,3.020071,2.380019,82464000,0.5917,138,1.166666667,0.223333333,0.155523775,26.09,0.241832204,15824167.45,12742597.1,11,0.138530542
GMED,Globus Medical Inc,37.751177,4.686221,1.386182,44977000,0.5689,74,1.166666667,0.578333333,0.17054106,26.62324324,0.594420653,14528304.97,9111964.865,6,0.137458752
WSO.B,Watsco Inc,28.358517,4.39923,5.994672,108000000,0.1917,252,1.16,0.548333333,0.168624025,61.45206587,-0.525483304,4821.428571,10160.71429,21,0.145554218
PKG,Packaging Corp of America,14.206491,4.343556,7.787989,187000000,0.3031,225,1.156666667,0.446666667,0.167016054,39.28328889,0.483948073,17914291.35,12072047.32,18,0.143954137
CDEV,"Centennial Resource Development, Inc.",27.923461,1.64468,0.673269,67482000,1.909,24,1.156666667,0.551666667,0.072581024,18.24541667,0.716765708,44183608.17,25736539.33,2,0.043685964
SHOO,史蒂夫·马登,24.585161,4.14095,2.371349,32445000,0.1179,252,1.15,2.116666667,0.322752463,16.22448413,-0.231860626,12514087.36,16291428.07,21,0.244367297
RDY,如瑞迪博士,27.872405,0.04442,1.254646,4561000000,6.7174,210,1.15,0.415,0.189364944,25.98621429,-0.196304151,6156543.657,7660290.476,17,0.160319467
EFII,电子影像,0,2.009554,-0.489341,3768000,0.3657,252,1.143333333,0.99,0.176667387,26.65928571,-0.594351386,6499502.349,16022493.65,21,0.156236092
CLF,克里夫天然资源公司,6.406844,-9.610769,1.542101,165000000,4.485,252,1.143333333,0.82,0.505785264,21.80900794,4.761069694,157790678.6,27389128.57,21,0.413485539
DFIN,"Donnelley Financial Solutions, Inc.",93.783023,3.888938,0.220509,18900000,0.0053,24,1.14,0.591666667,0.118181075,20.62083333,-0.399615183,4978989.083,8292996.333,2,0.063800103
GILD,吉利德科学,43.273368,4.401887,1.700584,1819000000,-0.4073,252,1.126666667,-0.165,0.151688546,31.20956349,-0.43221515,257397203.5,453335807.9,21,0.142936331
MOS,美国美盛,0,1.120491,-0.293401,68100000,-0.2987,168,1.12,1.186666667,0.315042217,43.86375,-0.062395679,84984389.83,90639929.76,14,0.26748096
FSS,联邦信号,18.833304,3.184814,1.383188,26900000,1.3596,252,1.113333333,0.758333333,0.256618786,15.23115079,0.344802247,5957853.913,4430282.54,21,0.20621884
JBHT,JB Hunt运输服务,17.987571,6.657344,6.88253,152000000,0.5495,252,1.11,1.021666667,0.16099797,39.10593254,-0.144283227,24224440.62,28308946.83,21,0.139868358
CDNS,铿腾电子,59.709334,11.145795,0.784132,75149000,0.0871,252,1.106666667,1.638333333,0.174040725,18.08809524,0.495486385,60612329.06,40530177.78,21,0.143094647
BLBD,Blue Bird Corp,26.41332,-11.217103,0.842378,21891000,0.0928,44,1.1,0.35,0.148816522,15.97613636,0.838520476,1686601.273,917368.7727,3,0.115535115
IMAX,Imax Corp,78.294525,2.90406,0.312921,10255000,4.6689,92,1.1,0.925,0.199623305,27.33358696,0.018603226,17393002.17,17075345.65,7,0.15386585
AXL,美国车桥,4.825407,1.136991,3.721966,151000000,1.2821,237,1.08,0.606666667,0.732463941,17.73025316,2.20870025,41604083.58,12966023.73,19,0.471218582
NVT,nVent Electric plc,22.588836,1.857839,1.238665,43300000,-0.3876,5,1.076666667,1.416,-0.003590448,27.216,-0.739883327,17079129,65659493.5,0,-0.003590448
WWW,沃尔弗林集团,56.005612,3.62421,0.687074,55500000,1.7073,252,1.076666667,1.518333333,0.174078803,14.73066071,0.280696465,17746131.16,13856625.4,21,0.145974303
AER,AerCap Holdings N.V.,8.152084,0.971976,6.963864,254000000,-0.1008,143,1.07,1.051666667,0.43096313,26.82258741,2.138512608,27836312.63,8869269.014,11,0.289842882
OMP,Oasis Midstream Partners LP,30.194044,2.586804,0.769357,37485000,2.0164,13,1.066666667,0.628333333,0.065557428,18.56692308,-0.52805577,1100049.143,2330888,1,0.011130683
DISH,DISH Network Corporation,6.643157,2.123798,5.336318,460000000,6.8331,252,1.063333333,-0.125,0.212310621,32.86351865,-0.175728834,53719508.4,65172130.95,21,0.174821941
HEP,霍利能源,11.762939,6.908583,2.609042,41499000,-0.0317,171,1.063333333,0.736666667,0.226402189,26.58266082,0.623628759,2507490.233,1544374.118,14,0.178134731
GTES,Gates Industrial Corp PLC,19.118071,2.752514,0.921118,92600000,10.575,9,1.053333333,0.345,0.034693422,17.13777778,-0.500274935,8383359.2,16775943,0,0.001233388
HA,夏威夷控股,5.981426,2.283085,6.921427,79480000,0.0336,124,1.05,0.033333333,0.309188876,18.87544355,0.545018758,20635641.84,13356240.32,10,0.266649503
CSPI,CSP Inc,0,2.657267,-0.104695,3000,-0.9957,252,1.033333333,0.422533333,0.354630142,6.465565476,-0.493808279,220150.1111,434914.4841,21,0.273579825
MNST,怪物饮料,37.700475,9.295157,1.608733,270000000,0.2133,252,1.03,0.536666667,0.486686741,14.40316111,-0.328697568,112300397,167287338.1,21,0.367114505
SDI,"Standard Diversified Opportunities, Inc.",34.164489,5.392443,0.463932,8087000,0.2689,6,1.028066667,3.122366667,0.092857766,14.47776667,2.480139634,350256.3333,100644.3333,0,0.092857766
SUN,太阳石油,0,2.47871,-0.0404,68000000,1.3063,73,1.026666667,0.398333333,0.140839318,34.24315068,3.59467908,11680325.14,2542141.667,6,0.111778442
VLRS,Controladora Vuela Compania de Aviacion SAB de CV,92.898889,1.589836,0.08041,38140000,1.0751,61,1.023333333,0.003333333,0.204493346,12.3042623,0.798936968,9420768.097,5236852.8,5,0.157965966
MSM,MSC Industrial Direct Co,15.343855,3.478508,5.60876,79069000,0.2583,252,1.023333333,-0.628333333,0.175327613,48.16420635,0.782013043,9431383.23,5292544.444,21,0.14821581
DNOW,NOW Inc.,467.814074,1.573443,0.036895,14000000,1.8235,52,1.02,1.043333333,0.15732447,18.76288462,-0.083547944,26515762.81,28933060.54,4,0.119973964
BPL,巴克艾,12.35216,1.187614,2.988951,93317000,-0.1982,252,1.02,0.136666667,0.165516984,48.76990079,7.570897732,8400010.357,980061.9048,21,0.127311124
PARR,Par Petroleum Corporation.,12.135695,1.729988,1.496412,16178000,1.3092,51,1.02,0.515,0.162690239,18.20686275,1.368788518,5349846.615,2258473.72,4,0.124417072
CCR,CNX Coal Resources LP,9.168513,2.319329,1.963241,19376000,0.6887,39,1.016666667,0.691666667,0.207507114,14.18666667,-0.56258673,792305.35,1811342.737,3,0.143592125
MDLZ,亿滋,20.776192,2.466671,2.040316,325000000,-0.35,76,1.003333333,0.401666667,0.074937729,38.10486842,-0.066022244,177632612.4,190189339.5,6,0.060979854
PLXS,普雷克萨斯,0,2.226632,-0.89497,26501000,0.036,252,1.003333333,0.523333333,0.278821983,29.25267857,-0.59230359,4686226.587,11494402.38,21,0.228507941
SSP,E.W. Scripps Co Cl A,0,1.309605,-0.495074,5720000,-0.3306,252,1.003333333,0.753333333,0.448927111,10.29055556,-0.739746583,9990494.516,38387563.31,21,0.302985611
HESM,Hess Midstream Partners LP,0,2.534226,-0.047901,94600000,0.5016,18,1.003333333,0.605,0.042366492,21.28444444,-0.455273308,1890893,3471269.222,1,0.015848488
MOG.B,Moog Inc.,29.987249,2.246418,2.642123,40750000,0.0165,252,1.0017,0.648316667,0.152293167,37.13949444,-0.407875889,11295.42063,19076.10317,21,0.125040402
IESC,Integrated Electrical Services,0,1.863113,-0.744316,8649000,0.4727,149,0.983333333,0.766666667,0.42506435,10.94637584,-0.282436836,675026.2133,940720.2703,12,0.347446112
SOI,Solaris Oilfield Infrastructure Inc.,23.187723,3.021546,0.728834,21448000,19.1959,17,0.97,0.113333333,0.151814958,15.99823529,0.651307878,10500410.22,6358844.625,1,0.071908159
INCY,因塞特医疗,0,8.596705,-0.459133,52394000,5.1969,252,0.966666667,-2.205,0.409281803,31.26640873,0.723928005,31654218.75,18361682.54,21,0.334103553
GLOB,Globant,49.545281,7.37764,1.248353,14425000,5.8756,51,0.966666667,1.405,0.197559853,35.39176471,0.529699307,5806766.962,3796018.56,4,0.167978911
TOT,道达尔,16.307195,1.347998,3.927714,3634000000,0.7928,252,0.963333333,0.808333333,0.242013773,42.19902778,0.118425802,45006438.68,40240880.16,21,0.163311215
AUDC,奥科,47.425715,3.408797,0.22414,2394000,1.3609,233,0.96,0.575816667,0.400160657,8.31693133,-0.630744157,2889508.462,7825220.69,19,0.322442291
OI,欧文斯伊利诺玻璃,21.149204,3.706886,0.856297,56000000,-0.6084,252,0.96,-0.335,0.298863932,23.27361111,1.144966801,36253706.25,16901756.35,21,0.226466867
ENLK,"EnLink Midstream Partners, LP",60.984909,2.532395,0.308273,113000000,2.4526,55,0.956666667,0.798333333,0.155376599,19.75254545,0.115720068,15836525.61,14193995.48,4,0.10342733
KRNT,Kornit Digital Ltd.,338.44643,4.049487,0.054957,1774000,7.2512,42,0.95,1.266666667,0.175901475,14.40166667,4.371085336,6412452.333,1193883.905,3,0.136046688
APAM,Artisan Partners Asset Managemen,24.335357,16.055406,1.353997,67645000,0.3852,67,0.95,-0.025,0.121562069,40.83746269,0.652031264,8567877.882,5186268.606,5,0.091125466
WDR,Waddell & Reed Financial Inc,9.779125,1.852337,2.10346,44256000,0.7904,247,0.94,0.01,0.185366136,28.11479109,1.16975624,20155613.66,9289344.715,20,0.152303329
CTY,Qwest Corporation 6.125% Notes d,0,0.072185,0,427000000,0.5933,65,0.93,0.446666667,0.081821239,23.47476923,-0.467850462,1457115.152,2738168.594,5,0.059465123
PNR,滨特尔,16.860768,3.981851,2.543182,41500000,-0.8426,252,0.93,-0.411666667,0.176537873,37.36646825,1.022070394,21735857.33,10749307.94,21,0.143100495
ARW,艾睿,13.99713,1.34819,5.641871,171000000,0.6994,252,0.92,0.198333333,0.180675133,37.2818254,0.113002337,15069499.56,13539503.97,21,0.145633969
ALCO,阿利科公司,0,1.542764,-0.792544,9092000,0.6615,252,0.919066667,1.342033333,0.242623148,32.69373016,0.103620091,232973.3254,211099.2063,21,0.205979365
NVO,诺和诺德,18.346216,12.287044,2.682297,10343000000,0.0394,252,0.916666667,-0.271666667,1.024696004,12.29003214,0.203745082,87764528.52,72909563.49,21,0.576293954
TPC,Tutor Perini,8.520068,0.581086,2.359136,27896000,-0.1452,252,0.916666667,-0.216666667,0.339688529,17.90186508,1.905068319,7196502.103,2477223.016,21,0.278292632
SYK,史赛克,58.901498,6.719969,2.885835,452000000,0.156,252,0.913333333,1.601666667,0.122994497,58.91797619,0.237318229,33865043.46,27369711.9,21,0.104342516
MCRN,Milacron Holdings Corp,39.28741,2.746993,0.528159,14900000,0.4752,40,0.913333333,0.255,0.144225224,17.59,1.385460673,9850855.15,4129539.95,3,0.104233841
MTSC,MTS Systems Corporation,17.907809,1.98613,2.934474,8979000,-0.1537,252,0.908333333,0.604166667,0.179942474,34.88037698,-0.025501648,1570440.444,1611537.302,21,0.15562037
TEL,泰科电子,24.012312,3.360505,3.812211,454000000,0.0437,112,0.903333333,-1.178333333,0.122449974,53.33776786,-0.211450971,34609722.46,43890387.5,9,0.098987478
CLFD,克利尔菲尔德通讯,49.325817,2.731804,0.271663,1755200,1.185,252,0.9,0.116666667,0.528246746,7.173611111,1.27230561,1248330.762,549367.4603,21,0.400529696
EW,爱德华兹,45.347549,9.378761,3.125417,283000000,0.5191,221,0.9,1.103333333,0.181888869,36.38924208,0.096717233,38139661.83,34776203.64,18,0.163507946
ATI,阿利根尼,0,1.706696,-0.045795,75600000,4.6418,252,0.896666667,0.685,0.412563942,34.66305556,0.986599174,39803827.41,20036164.29,21,0.344835257
BDXA,Becton Dickinson and Co,0,0.643361,-0.487323,594000000,5.5,17,0.896666667,1.025,0.033819132,59.12235294,-0.450607405,4538406.556,8260771.25,1,0.012656447
UNT,Unit Corp,13.238328,1.029119,2.075791,8150000,-0.1003,252,0.883333333,1.463333333,0.406662413,31.9025,0.976095629,11201670.59,5668587.302,21,0.31526716
SAIA,Saia Inc.,17.39774,3.064593,4.428736,30281000,0.7234,193,0.883333333,1.141666667,0.330525415,23.27854922,-0.079476557,3871420.052,4205672.417,16,0.27536285
FOE,费罗,27.407841,4.909524,0.797582,29861000,0.4066,252,0.88,0.045,0.557233209,17.24555556,3.102595914,15670794.69,3819726.587,21,0.41445985
MAN,万宝盛华人力资源,9.98547,2.095692,8.938989,143000000,0.2256,252,0.876666667,-4.465,0.190504384,55.20126984,0.389585614,15769755.35,11348530.95,21,0.159152493
SPNS,Sapiens International Corp,53.34256,2.908955,0.222524,2129000,1.5937,252,0.876666667,0.678333333,0.449968766,10.89043651,1.115643896,897572.3333,424254.9206,21,0.377764506
MDRX,麦赛斯医药,808.670952,2.324647,0.018314,74272000,1.5193,231,0.876666667,0.368333333,0.32103538,14.43690476,3.158254493,46643831.28,11217166.09,19,0.262931301
EXPD,康捷国际物流,23.151601,6.799054,3.183365,141000000,0.296,252,0.87,1.985,0.154907264,33.48007976,0.029826719,33022489.79,32066064.29,21,0.136099683
EVTC,Evertec Inc.,32.986482,9.11068,0.759402,20133000,-0.004,66,0.866666667,1.358333333,0.133203708,19.36984848,0.365977229,10448682.94,7649236.545,5,0.106895225
SYNH,"Syneos Health, Inc.",0,1.788301,-2.406538,13560000,3.0012,47,0.858333333,2.320833333,0.202513509,43.52308511,0.772936227,17754197.79,10014008.13,3,0.160772323
ADSW,Advanced Disposal Services Inc.,39.979647,2.528973,0.64858,9700000,49.5,24,0.856666667,0.825,0.055364149,23.41625,0.17268551,9533285.583,8129447.75,2,0.037987454
HLF,康宝莱,47.138214,-10.863582,1.22109,94400000,-0.314,166,0.853333333,1.273333333,0.344626302,20.61519578,0.521921583,84642127.27,55615301.2,13,0.276328543
BWA,博格华纳,17.298303,2.342196,2.567304,284000000,0.2858,252,0.85,-0.813333333,0.185204535,23.93257937,0.554858074,50811266.23,32679038.1,21,0.157214993
PHI,菲律宾长途电话,35.103702,0.050392,0.748639,4881000000,-0.5789,252,0.85,-0.458333333,0.164572745,38.84242063,-0.432694279,2341813.254,4127956.349,21,0.142815926
PSX,Phillips 66,10.150815,2.45666,11.747826,1404000000,1.4165,78,0.846666667,2.96,0.115160908,77.40961538,-0.187636477,55442721.08,68248658.97,6,0.095914598
AE,亚当斯资源与能源公司,34.947914,1.261984,1.284483,3620000,13.8369,252,0.845,0.2525,0.282610181,26.83269841,-0.030255823,151507.1349,156234.127,21,0.257644213
CQP,Cheniere Energy Partners L.P.,17.78704,25.927385,2.177428,281000000,5.1087,139,0.84,1.563333333,0.3112283,22.88827338,0.236468843,5168703.186,4180213.043,11,0.22202025
TSQ,Townsquare Media,0,0.489908,-2.099586,1634000,-0.7063,50,0.84,0.183333333,0.182025358,10.2332,0.411826883,1359986.52,963281.36,4,0.120857652
CCU,清晰频道,10.708142,0.008775,2.577478,1.68703E+11,12.8204,252,0.833333333,-0.438333333,0.149406747,15.81001984,0.032054405,2924734.063,2833895.238,21,0.133651488
BRKS,布鲁克自动化,16.842496,2.940536,1.760428,22606000,0.3029,252,0.833333333,1.3,0.325664149,17.74089286,-0.28805894,8485096.627,11918257.14,21,0.271690419
ACU,Acme United Corp,19.232277,1.378078,1.109073,2436000,-0.1441,252,0.829766667,0.206466667,0.191429136,11.20957381,-0.324135214,109657.4524,162247.619,21,0.153341506
AMCX,AMC网络公司,7.747646,21.591048,8.121177,110000000,0.0251,88,0.826666667,2.11,0.143186391,58.43335227,0.382210885,15212013,11005565.91,7,0.118250988
CTV,Qwest Corp,22.463636,0.050964,1.1,427000000,0.5933,48,0.826666667,0.445,0.070201251,25.21208333,-0.390259304,931267.4583,1527317.208,4,0.043654062
CTZ,Qwest Corp,5.016666,0.039732,4.8,427000000,0.5933,37,0.8228,0.434066667,0.060745031,24.45783784,-0.453796508,927113.5789,1697377.611,3,0.035208345
HFC,HollyFrontier,9.258523,2.20084,7.947272,363000000,3.8994,252,0.82,3.613333333,0.266089198,20.73351151,2.176614045,54602521.33,17188906.35,21,0.236680563
CSIQ,阿特斯太阳能,6.056501,0.76214,2.28845,15973000,-0.6042,143,0.816666667,-0.235,0.653723354,15.92402098,0.527912984,43573237.68,28518140.85,11,0.531995345
WLFC,Willis Lease Finance Corporation,3.417055,0.820057,10.014473,8359000,0.3955,252,0.816666667,-0.053316667,0.265601341,13.85087302,0.048060205,318735.0714,304119.0476,21,0.209530426
SEP,Spectra Energy Partners L.P.,39.95257,1.633797,0.981664,391000000,0.0654,136,0.813333333,0.706666667,0.195911934,36.67610294,2.242450931,8354212.971,2576511.765,11,0.145641466
NEWT,Newtek Business Services Inc,10.025226,1.55915,2.336107,7621000,0.0997,252,0.806666667,0.695,0.402760522,13.89921825,6.15639137,995862.9762,139157.1429,21,0.305989241
ABB,ABB Ltd,22.555943,3.809891,1.039194,717000000,0.2341,210,0.8,0.028333333,0.130666734,17.09285714,0.106857703,44027329.18,39776864.76,17,0.116507176
HSII,海德思哲服务,0,3.510924,-0.512036,11463000,1.6282,234,0.8,0.991666667,0.2587065,25.8391453,-0.426064504,2092411.846,3645726.496,19,0.218557879
WSC,WillScot Corporation,0,3.897768,-6.446744,379000,1.0643,36,0.8,0.575,0.123032119,38.59514167,9.973894547,7781033.222,709049.3889,3,0.067706424
ESIO,电子科技工业,5.397996,2.627671,4.23861,31143000,9.7316,252,0.796666667,-0.203333333,0.318526235,17.45071429,-0.259135649,4068305.468,5491296.032,21,0.265875161
THR,Thermon Group Holdings,58.626317,2.578428,0.446216,3378000,3.7311,89,0.796666667,0.446666667,0.15926313,21.21292135,-0.115133607,2831174.267,3199550,7,0.128014773
EVRI,Everi Holdings Inc,0,-5.036363,-0.34809,1475000,1.0774,157,0.796666667,0.495,0.54255729,7.398535032,0.379376571,12452571.34,9027680.769,13,0.433382315
TLP,Transmontaigne Partners,22.269921,2.083131,1.73777,9460000,-0.3466,161,0.79,0.578333333,0.216649723,34.10118012,0.021743207,821788.0617,804300,13,0.170576291
GOLF,Acushnet Holdings Corp.,20.195344,2.354503,1.370613,40369000,0.186,24,0.786666667,0.581666667,0.077199217,20.65208333,-0.141232347,5264782.583,6130625.167,2,0.055673026
KO,可口可乐,81.392609,10.591107,0.560616,2331000000,0.699,252,0.786666667,0.488333333,0.087515879,31.41662698,0.376978189,309971765.5,225110149.2,21,0.074777977
SYNL,Synalloy Corporation,27.424778,2.05155,0.831365,3677300,3.4311,252,0.783333333,1.308333333,0.307162086,11.20835317,-0.465247794,282233.3016,527783.3333,21,0.252172429
KNL,海丘,14.094663,3.124264,1.654527,13123000,0.0126,166,0.776666667,0.493333333,0.206718322,17.71728916,-0.175770524,5145060.843,6242267.47,13,0.171674412
AAL,美国航空,12.511143,-20.571885,3.102834,566000000,-0.3449,58,0.773333333,-1.988333333,0.195110275,42.48913793,-0.358620546,138750248.8,216330984.5,4,0.147850541
ARRS,艾利斯,38.10183,1.456871,0.655874,34799000,0.2221,252,0.766666667,0.0425,0.287010823,16.96708333,0.191561099,31883739.87,26757956.35,21,0.229738819
NRC,National Research Corp.,37.579749,36.900448,1.064403,7948000,0.3818,65,0.766666667,1.741666667,0.178906294,20.49123077,0.866599079,489789.1818,262396.5625,5,0.143551389
GHM,Graham Corp,0,2.63208,-0.866828,2323000,1.4845,252,0.763333333,1.11,0.494081985,13.30497024,0.894773697,1527356.024,806088.8889,21,0.37848597
HTLD,哈特兰快递,21.512045,2.833266,0.93529,17803000,0.218,252,0.76,0.461666667,0.161364637,13.98148373,0.39037168,11084406.88,7972261.69,21,0.137679068
CAR,安飞士,6.921434,7.057226,4.78947,26000000,7.6667,94,0.753333333,-2.043333333,0.238962476,33.29994681,0.43158044,48151022.3,33634870.21,7,0.198774975
EME,埃姆科,19.311559,2.690472,4.152953,70816000,0.247,252,0.753333333,-0.006666667,0.208476662,27.23861111,-0.114020007,9069492.413,10236678.57,21,0.169073645
SPR,Spirit AeroSystems Holdings Inc,18.171355,9.656606,4.76134,145000000,3.5563,143,0.75,0.806666667,0.248400571,36.08517483,0.01963511,25127530.06,24643649.3,11,0.196593813
ABUS,Arbutus Biopharma Corporation,0,4.256412,-1.231085,3091000,1.1693,38,0.75,0.758333333,0.309280361,4.860394737,0.050325656,5623233,5353799.526,3,0.214191416
IART,英特格拉生命科学,66.374729,3.756966,0.892207,11376000,0.0499,252,0.746666667,1.825,0.135158272,19.94977183,-0.239057278,199346594.4,261973192.9,21,0.119681357
TSLX,TPG Specialty Lending Inc,10.260533,1.214799,1.930699,33569000,0.0548,55,0.746666667,0.383333333,0.081596787,18.38054545,0.42747918,4428436.357,3102277.37,4,0.060791454
MCRI,Monarch Casino & Resort,28.747087,3.038265,1.658255,9239000,0.2763,252,0.736666667,0.633333333,0.447082854,14.19242063,-0.150840806,1154772.262,1359900.794,21,0.320252353
POWL,Powell Industries,0,1.525041,-1.204798,301000,1.0936,252,0.736666667,1.685,0.302189737,28.51462302,0.735000692,1054731.706,607914.2857,21,0.236965904
TRS,瑞奇包装系统,26.3914,2.391411,1.157574,19600000,0.3199,110,0.733333333,0.9,0.341107343,23.20127273,0.188936715,4281931.8,3601480,9,0.247396648
NOA,North American Energy Partners,18.681024,1.656499,0.417536,33000,1.0053,143,0.733333333,0.508333333,0.459183642,7.240848951,-0.67492125,1251935.042,3851174.648,11,0.355846896
NOC,诺斯罗普格鲁曼,23.206255,6.307979,12.843089,689000000,0.2414,144,0.733333333,-6.651666667,0.148313213,122.7534201,-0.504944083,21764562,43963845.83,12,0.111926513
LEG,礼恩派,21.637494,5.211263,2.08758,85100000,-0.0285,252,0.726666667,0.416666667,0.141924081,27.44051587,1.04014908,26840777.72,13156282.54,21,0.123490249
CCOI,Cogent Communications Group,225.058,-21.131279,0.238383,6552000,0.5177,200,0.716666667,2.008333333,0.539586224,24.044975,0.02669659,6709966.17,6535490.85,16,0.363483396
CG,凯雷,12.537698,3.717016,1.918215,241000000,0.0464,77,0.716666667,0.333333333,0.134781948,24.08525974,0.635012576,14763350.36,9029502.632,6,0.115282394
WEB,"Web.com Group, Inc. ",27.148848,4.496595,1.033193,6212000,-0.2279,35,0.716666667,1.65,0.188642034,20.95142857,0.256164227,9354197.389,7446635.706,2,0.111204122
GRC,Gorman-Rupp Company,29.267758,2.882691,1.28059,10173000,0.2963,252,0.716666667,1.295,0.201962183,17.10285714,0.704253188,1169899.817,686458.9286,21,0.172999433
ISNS,图像传感系统,15.063228,3.42529,0.398321,511000,0.582,252,0.715833333,0.357916667,0.440909453,7.208943254,8.542762812,1823105.452,191045.873,21,0.347586712
LNG,Cheniere Energy Inc,86.898492,-15.888044,0.749265,150000000,6.1429,252,0.706666667,2.205,0.786611572,22.02992063,7.213729565,51585047.58,6280344.048,21,0.545696343
SYKE,赛科斯企业,54.138851,1.54541,0.541201,7178000,-0.1885,252,0.706666667,0.328333333,0.235818165,17.94257937,-0.260770679,4271261.151,5777992.063,21,0.197507056
MPLX,MPLX LP,20.605571,4.224691,1.764086,456000000,1.3874,72,0.703333333,0.513333333,0.117840532,42.83666667,9.121087432,33696329.25,3329319.056,6,0.103024496
LFUS,美国力特保险丝,47.606666,3.736943,4.600406,42326000,-0.1298,252,0.7,3.39,0.224531275,57.7881746,-0.06911241,2459615.571,2642226.19,21,0.186168946
KBR,KBR科技,6.021934,1.876864,3.535409,62000000,-0.2152,143,0.696666667,0.608333333,0.215223343,23.58874126,-0.135499728,34540129.42,39953867.61,11,0.171299021
CBT,卡博特,0,3.477874,-2.317368,99000000,0.8,252,0.693333333,1.345,0.235466554,36.26694444,0.466823713,8124479.27,5538824.603,21,0.179907053
CBS.A,哥伦比亚广播,18.760968,9.254182,2.842604,400000000,5.8966,155,0.691666667,1.182516667,0.289231749,38.03295097,-0.971018767,117081.9231,4039922.078,12,0.203123005
OSK,Oshkosh,12.538907,2.110883,5.573851,153000000,0.1928,252,0.69,-0.836666667,0.363024574,32.91595317,1.424176098,21877993.04,9024919.048,21,0.283750791
SBH,Sally Beauty,8.003363,-5.604337,1.905449,58226000,-0.1249,143,0.69,0.293333333,0.26097294,18.6020979,0.77816369,35683344.93,20067525.35,11,0.201006888
PKOH,Park-Ohio Holdings Corp,12.724802,1.741546,3.292782,15000000,3.6875,252,0.683333333,0.05,0.530979385,21.16688492,0.090467318,776096.8413,711710.3175,21,0.406134509
QSII,Quality Systems,1292.241977,4.264078,0.017311,2648000,-0.3203,252,0.683333333,1.305,0.279255025,14.51771825,0.185657589,10277281.87,8668001.587,21,0.226941547
LNTH,"Lantheus Holdings, Inc.",4.403268,12.513491,3.304364,9745000,-0.2832,40,0.683333333,0.116666667,0.535164997,11.03125,1.120501997,9706473.1,4577441.15,3,0.316589796
FMS,Fresenius Medical Care AG & Co K,12.848826,1.218225,3.920981,1055000000,2.1235,252,0.683333333,0.236666667,0.114107792,24.87194444,0.694997701,3282785.452,1936749.206,21,0.102417449
FBHS,Fortune Brands Home & Security,17.616842,3.558034,3.08171,130000000,-0.0581,85,0.673333333,-0.596666667,0.128467795,45.58458824,0.101366119,27627952.65,25085166.67,7,0.098272654
CTBB,Qwest Corporation,0,0.094998,0,427000000,0.5933,26,0.673333333,0.355,0.047810188,23.69769231,-0.365193583,2476776.538,3901624.923,2,0.023897908
DHI,霍顿房屋,12.940238,1.968389,3.474434,454000000,0.5699,252,0.67,-0.116666667,0.267960504,18.71840079,1.222138248,125524483.7,56488152.29,21,0.199802113
INS,Intelligent Systems Corp,45.90336,5.942648,0.315881,1058000,5.6125,252,0.67,0.987916667,0.442333375,2.781812302,0.041528383,135831.8333,130415.873,21,0.374722497
NCI,法维翰咨询,11.459885,1.515778,2.087281,28826000,2.2768,252,0.666666667,0.806666667,0.228089907,16.6588754,-0.273465375,5510329.786,7584400.794,21,0.185337695
CTDD,Qwest Corp,0,0,0,427000000,0.5933,18,0.666666667,0.376666667,0.039769482,23.70222222,-0.54923568,1745943.889,3873296.556,1,0.011231186
UNVR,Univar Inc.,21.338637,3.423275,1.328576,56100000,0.7923,40,0.666666667,0.065,0.113024325,24.79975,0.599117982,17712137.8,11076192,3,0.076235149
UL,联合利华,20.988147,5.424583,2.718201,1618000000,-0.0241,252,0.656666667,0.36,0.124959957,30.13246032,2.231767645,24762965.6,7662359.524,21,0.105039457
LGL,LGL Group Inc,58.855934,1.469199,0.132527,472000,22.6,252,0.656666667,0.302233333,0.590603297,11.06391944,3.058520152,212502.1825,52359.52381,21,0.450041886
TRN,Trinity Industries Inc,7.806075,1.251485,4.686094,65500000,0.213,252,0.653333333,0.591666667,0.301485463,16.38501984,0.868119628,43880397.52,23489072.58,21,0.245189631
IP,国际纸业,7.161512,3.096457,7.237299,407000000,4.0875,252,0.65,-0.1,0.257625318,38.25702381,0.644424291,87943700.14,53479932.54,21,0.178134484
EVA,"Enviva Partners, LP",0,2.947126,-0.005109,3544000,-0.0816,42,0.65,0.616666667,0.128457992,24.61738095,-0.520122922,1280174.571,2667713.524,3,0.087552806
WHD,Cactus Inc.,0.03887,12.538614,861.073975,41542000,1.5059,8,0.646666667,1.458333333,0.070562295,31.27625,-0.013446634,11894392.25,12056511.75,0,0.049226145
