,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sz002750,,,,,35.02%,38.34%,31.76%,34.44%,14.23%,11.74%,17.79%,,,,,46.89%,55.01%,41.97%,33.92%,34.04%,40.69%,11.55%,,,,,45.86%,43.22%,28.38%,22.67%,12.03%,14.38%,5.43%,,,,,1.03次,0.56次,0.44次,0.43次,0.32次,0.31次,0.39次
sz002032,,,26.91%,30.37%,29.55%,31.56%,34.94%,35.50%,32.27%,41.96%,43.32%,,,8.63%,7.88%,7.37%,7.47%,7.65%,8.02%,9.04%,9.49%,9.22%,,,15.33%,17.58%,18.38%,16.24%,18.54%,19.63%,21.90%,22.79%,26.87%,,,1.39次,1.56次,1.71次,1.47次,1.57次,1.54次,1.56次,1.57次,1.67次
sz002028,,,24.56%,24.67%,25.55%,30.17%,31.14%,30.67%,33.58%,32.62%,33.57%,,,47.30%,31.31%,8.59%,9.99%,11.99%,13.73%,10.72%,9.13%,6.17%,,,38.05%,18.99%,5.64%,9.02%,11.43%,13.15%,10.20%,8.70%,5.82%,,,0.55次,0.47次,0.50次,0.71次,0.73次,0.70次,0.69次,0.70次,0.68次
sz300409,,,,,32.82%,31.46%,41.97%,30.78%,44.58%,33.20%,50.04%,,,,,22.23%,20.21%,18.87%,16.18%,9.20%,13.09%,12.38%,,,,,39.03%,24.00%,26.43%,24.13%,8.92%,9.32%,12.41%,,,,,1.55次,0.81次,0.87次,0.71次,0.59次,0.56次,0.61次
sh600416,,,72.42%,70.85%,81.99%,83.98%,85.62%,86.36%,78.51%,66.97%,67.83%,,,3.40%,3.50%,2.27%,-4.06%,0.83%,0.70%,0.49%,1.23%,0.86%,,,10.58%,12.90%,7.42%,-9.47%,2.30%,2.57%,1.79%,3.07%,1.36%,,,0.86次,0.79次,0.52次,0.40次,0.45次,0.48次,0.54次,0.57次,0.46次
sz300378,,,82.58%,51.67%,43.76%,39.82%,37.38%,22.30%,26.94%,33.96%,37.50%,,,7.05%,7.23%,9.64%,9.59%,9.12%,5.98%,1.19%,3.73%,5.32%,,,12.61%,21.52%,23.62%,19.60%,16.16%,5.73%,1.03%,3.50%,5.13%,,,1.73次,1.03次,1.25次,1.17次,1.10次,0.85次,0.67次,0.68次,0.65次
sz000547,,,30.10%,28.05%,24.41%,31.86%,37.33%,30.07%,18.91%,22.34%,25.51%,,,24.07%,11.55%,32.81%,34.63%,29.20%,26.78%,19.25%,13.69%,13.14%,,,7.69%,2.11%,7.29%,7.64%,8.48%,10.40%,7.29%,4.58%,5.09%,,,0.25次,0.25次,0.20次,0.18次,0.20次,0.27次,0.22次,0.30次,0.32次
sz002220,,,46.70%,47.83%,39.65%,48.32%,53.78%,57.91%,58.29%,44.46%,46.25%,,,8.83%,10.47%,11.64%,8.53%,8.97%,8.39%,10.12%,12.29%,9.13%,,,13.79%,19.27%,16.74%,10.19%,8.48%,7.94%,8.50%,7.19%,4.96%,,,0.86次,0.97次,0.79次,0.67次,0.46次,0.42次,0.35次,0.32次,0.30次
sz300613,,,,,,28.87%,25.46%,29.02%,23.76%,17.71%,12.15%,,,,,,24.63%,24.75%,21.61%,20.30%,34.15%,23.52%,,,,,,52.36%,61.88%,46.85%,28.79%,52.71%,13.36%,,,,,,2.40次,1.93次,1.50次,1.02次,1.19次,0.64次
sh600576,,,31.27%,12.65%,41.77%,35.28%,24.58%,19.85%,9.55%,5.61%,9.92%,,,9.67%,-8.00%,7.77%,-318.50%,3.50%,-188.97%,5.51%,14.18%,11.67%,,,6.00%,-4.82%,3.55%,-12.34%,1.68%,-2.87%,2.75%,6.14%,4.88%,,,0.38次,0.47次,0.31次,0.02次,0.10次,0.02次,0.28次,0.37次,0.39次
sz300423,,,,,57.09%,56.91%,59.00%,54.71%,24.87%,26.03%,33.20%,,,,,12.79%,12.50%,12.54%,14.08%,14.01%,10.61%,10.47%,,,,,31.92%,28.34%,21.24%,22.14%,11.28%,5.52%,5.87%,,,,,1.84次,0.98次,0.71次,0.68次,0.59次,0.39次,0.39次
sz002124,,,42.81%,50.08%,54.83%,55.74%,66.77%,67.10%,42.79%,42.80%,31.40%,,,5.78%,3.88%,2.57%,2.51%,6.02%,1.04%,5.03%,15.72%,8.47%,,,14.40%,10.11%,7.55%,10.99%,24.76%,6.14%,17.19%,30.04%,10.15%,,,1.23次,1.32次,1.75次,1.82次,1.38次,1.39次,1.11次,1.06次,0.88次
sh603980,,,,,,71.23%,67.56%,42.77%,20.65%,23.85%,13.67%,,,,,,7.79%,12.71%,31.53%,25.25%,19.88%,17.68%,,,,,,25.73%,37.63%,82.05%,40.97%,19.11%,13.22%,,,,,,1.77次,0.86次,1.21次,1.14次,0.77次,0.63次
sz002462,,,38.52%,28.20%,30.94%,41.26%,53.26%,63.17%,62.59%,60.22%,65.27%,,,3.75%,3.65%,3.54%,2.70%,4.14%,5.50%,3.68%,3.74%,3.30%,,,8.09%,6.68%,6.03%,6.06%,11.33%,18.90%,12.73%,11.94%,12.59%,,,1.37次,1.14次,1.20次,1.46次,1.51次,1.52次,1.57次,1.65次,1.72次
sh600187,,,44.36%,59.75%,35.23%,36.95%,25.04%,28.34%,33.42%,34.52%,20.33%,,,23.27%,30.40%,22.86%,22.17%,24.85%,21.52%,-25.16%,4.11%,3.29%,,,8.40%,15.58%,6.68%,6.63%,7.79%,5.81%,-4.53%,0.63%,0.55%,,,0.16次,0.22次,0.22次,0.18次,0.21次,0.19次,0.12次,0.09次,0.10次
sz300384,,,,,59.37%,57.79%,63.39%,47.40%,35.10%,31.36%,24.71%,,,,,24.72%,23.70%,23.14%,26.05%,30.64%,33.06%,30.79%,,,,,63.74%,46.65%,38.02%,37.58%,15.65%,10.07%,6.79%,,,,,1.62次,0.80次,0.63次,0.41次,0.30次,0.20次,0.17次
sz300301,,,45.20%,66.76%,60.44%,36.06%,42.20%,54.74%,50.10%,37.88%,35.11%,,,12.80%,13.39%,15.54%,8.31%,3.38%,5.50%,9.38%,-0.48%,5.71%,,,15.28%,39.09%,40.35%,8.12%,3.75%,6.62%,8.57%,-3.92%,1.69%,,,0.78次,1.03次,0.95次,0.71次,0.67次,0.60次,0.59次,0.47次,0.46次
sh600223,,,90.42%,89.67%,92.04%,91.97%,92.58%,92.69%,93.06%,94.01%,93.96%,,,17.60%,14.66%,9.67%,8.88%,6.91%,4.29%,2.40%,1.54%,1.54%,,,72.83%,51.25%,19.58%,17.14%,15.58%,10.68%,5.41%,4.23%,4.62%,,,0.42次,0.33次,0.17次,0.19次,0.22次,0.20次,0.18次,0.20次,0.18次
sz002206,,,27.26%,42.05%,21.90%,36.16%,38.96%,38.74%,41.58%,33.47%,34.39%,,,14.53%,9.26%,8.49%,4.43%,4.68%,6.33%,9.33%,9.99%,9.90%,,,15.81%,15.21%,11.26%,4.40%,5.14%,7.18%,9.52%,10.49%,11.21%,,,0.86次,1.05次,1.05次,0.68次,0.68次,0.69次,0.61次,0.66次,0.74次
sz000785,,,73.64%,72.35%,70.88%,70.17%,69.37%,66.26%,65.58%,68.18%,54.50%,,,1.60%,2.09%,2.31%,1.81%,1.52%,1.25%,-0.36%,0.92%,9.88%,,,9.01%,10.58%,11.84%,7.60%,5.26%,3.13%,-5.93%,0.26%,37.49%,,,1.38次,1.44次,1.53次,1.49次,1.46次,1.51次,1.60次,1.46次,1.40次
sz002240,,,47.06%,49.47%,47.60%,47.98%,42.93%,40.37%,41.72%,38.78%,28.04%,,,-5.56%,1.30%,0.88%,-6.91%,0.34%,0.60%,-13.81%,1.55%,0.92%,,,-2.96%,1.14%,0.56%,-7.28%,0.61%,0.72%,-13.14%,1.68%,1.84%,,,0.29次,0.47次,0.57次,0.55次,0.61次,0.63次,0.57次,0.57次,0.74次
sz002056,,,12.80%,26.89%,26.13%,36.46%,32.48%,31.04%,31.09%,31.86%,30.26%,,,11.99%,12.10%,2.57%,-7.49%,8.50%,10.40%,8.16%,9.36%,9.61%,,,6.93%,14.09%,2.55%,-7.83%,9.95%,12.24%,9.61%,11.81%,13.59%,,,0.50次,0.92次,0.89次,0.70次,0.76次,0.80次,0.80次,0.86次,0.97次
sz300439,,,,,38.13%,38.84%,34.53%,33.18%,11.01%,35.84%,44.03%,,,,,28.28%,27.99%,23.90%,22.88%,23.34%,17.83%,12.47%,,,,,68.56%,58.54%,40.70%,38.79%,16.63%,13.04%,13.84%,,,,,2.15次,1.28次,1.08次,1.09次,0.66次,0.55次,0.64次
sz300379,,,25.34%,25.41%,26.97%,34.44%,31.78%,19.52%,8.88%,9.67%,7.35%,,,30.74%,37.34%,35.03%,25.82%,25.23%,29.42%,29.79%,34.22%,-104.95%,,,52.08%,36.89%,34.37%,28.73%,25.37%,17.48%,8.74%,8.53%,-18.88%,,,1.19次,0.74次,0.72次,0.74次,0.67次,0.31次,0.25次,0.23次,0.17次
sh600051,,,67.41%,65.52%,64.77%,69.27%,75.62%,73.05%,74.82%,74.07%,60.28%,,,5.91%,4.39%,5.21%,0.60%,1.58%,5.51%,5.62%,5.90%,7.86%,,,9.50%,10.90%,13.13%,1.81%,3.28%,6.34%,6.69%,7.80%,22.07%,,,0.74次,0.68次,0.77次,0.51次,0.40次,0.58次,0.47次,0.51次,0.95次
sh601139,,,53.00%,60.48%,55.51%,53.64%,56.48%,56.52%,51.20%,53.26%,53.19%,,,7.55%,5.11%,5.20%,6.07%,8.47%,7.68%,7.95%,9.27%,8.26%,,,18.41%,12.71%,14.73%,13.29%,16.06%,13.85%,10.15%,10.42%,11.00%,,,0.72次,0.99次,0.98次,0.95次,0.79次,0.75次,0.56次,0.52次,0.61次
sh603988,,,,,64.50%,51.74%,46.31%,24.00%,21.17%,22.71%,26.55%,,,,,13.21%,14.66%,15.74%,16.44%,15.48%,10.22%,10.76%,,,,,34.70%,26.24%,23.24%,15.13%,6.89%,3.73%,5.05%,,,,,1.59次,0.75次,0.76次,0.49次,0.34次,0.28次,0.35次
sz300002,,,4.95%,6.90%,12.86%,8.64%,13.27%,10.93%,15.60%,28.40%,25.77%,,,37.42%,38.87%,30.56%,30.29%,26.99%,23.70%,10.59%,15.97%,4.79%,,,33.20%,13.64%,13.31%,14.36%,15.36%,14.54%,7.45%,10.18%,2.35%,,,0.52次,0.33次,0.38次,0.42次,0.50次,0.53次,0.48次,0.45次,0.29次
sz300493,,,,,44.35%,43.98%,45.98%,41.58%,29.66%,51.95%,53.91%,,,,,4.95%,4.65%,4.04%,3.80%,3.60%,3.21%,2.99%,,,,,31.20%,22.31%,17.82%,15.59%,14.46%,10.68%,11.26%,,,,,4.99次,2.67次,2.39次,2.29次,2.10次,1.87次,1.76次
sh603926,,,,,,39.70%,40.83%,34.72%,32.65%,33.72%,18.02%,,,,,,10.32%,14.19%,14.94%,13.86%,15.46%,12.88%,,,,,,27.80%,38.04%,33.25%,24.88%,24.65%,12.41%,,,,,,3.03次,1.56次,1.35次,1.18次,1.05次,0.78次
sz000166,,,82.63%,75.71%,69.62%,68.94%,72.64%,83.75%,84.45%,80.37%,80.99%,,,49.83%,43.47%,35.05%,29.64%,32.07%,40.48%,40.80%,37.56%,35.35%,,,--,--,--,--,10.56%,17.20%,27.41%,10.59%,8.61%,,,0.12次,0.09次,0.08次,0.08次,0.09次,0.08次,0.13次,0.05次,0.05次
sh600250,,,83.68%,92.40%,95.01%,91.49%,86.93%,83.07%,84.06%,83.13%,76.93%,,,0.33%,0.19%,-2.70%,-0.16%,2.43%,0.46%,-3.56%,1.82%,11.53%,,,3.16%,2.67%,-49.56%,7.15%,33.66%,4.13%,-12.21%,5.25%,23.73%,,,1.37次,1.66次,1.35次,1.47次,1.80次,1.17次,0.71次,0.48次,0.45次
sz300404,,,,,21.52%,27.01%,30.01%,29.58%,16.82%,17.16%,27.90%,,,,,26.79%,26.52%,25.78%,26.39%,20.27%,2.81%,-20.47%,,,,,21.58%,21.67%,18.71%,18.27%,7.19%,0.48%,-5.84%,,,,,1.13次,0.62次,0.52次,0.48次,0.30次,0.14次,0.24次
sh603300,,,,,41.44%,47.29%,49.26%,44.76%,36.06%,25.16%,38.27%,,,,,28.95%,26.05%,24.70%,25.60%,21.03%,24.79%,22.82%,,,,,21.47%,15.34%,14.15%,14.70%,7.94%,4.94%,2.84%,,,,,0.60次,0.33次,0.31次,0.30次,0.24次,0.16次,0.14次
sh600993,,,26.75%,22.20%,20.37%,22.22%,22.75%,22.28%,21.72%,19.22%,17.54%,,,18.51%,10.16%,9.54%,10.86%,11.09%,11.86%,11.83%,11.08%,17.64%,,,20.79%,12.36%,12.65%,14.22%,13.77%,13.49%,13.25%,13.47%,15.41%,,,0.79次,0.82次,0.91次,0.88次,0.83次,0.77次,0.78次,0.86次,0.67次
sz002140,,,70.11%,66.11%,70.89%,68.83%,65.04%,74.20%,65.34%,64.88%,67.86%,,,7.38%,10.76%,11.87%,11.08%,8.79%,7.81%,4.97%,4.98%,-2.12%,,,19.49%,25.24%,28.17%,26.76%,15.76%,15.33%,9.38%,4.07%,-3.16%,,,0.76次,0.75次,0.73次,0.73次,0.60次,0.57次,0.56次,0.29次,0.48次
sz000682,,,18.42%,21.24%,22.64%,34.69%,38.43%,43.54%,41.99%,40.54%,34.19%,,,4.01%,3.60%,3.51%,4.15%,5.40%,5.91%,5.44%,6.25%,6.88%,,,1.62%,1.50%,1.60%,1.77%,2.58%,3.05%,3.37%,3.88%,3.77%,,,0.55次,0.57次,0.62次,0.66次,0.66次,0.64次,0.65次,0.71次,0.66次
sz300364,,,,,18.90%,17.78%,17.66%,30.30%,41.57%,10.79%,9.80%,,,,,31.99%,29.70%,20.48%,17.09%,7.53%,6.11%,11.31%,,,,,31.78%,26.35%,17.77%,16.40%,6.57%,2.55%,3.00%,,,,,1.39次,0.73次,0.73次,0.72次,0.59次,0.32次,0.25次
sz300268,,,58.29%,57.52%,36.37%,47.06%,36.49%,28.05%,22.96%,11.54%,66.71%,,,12.08%,12.81%,10.89%,-1.15%,-85.34%,6.59%,"-1,436.02%",85.64%,2.79%,,,38.46%,29.67%,17.53%,-0.68%,-47.75%,1.69%,-39.04%,2.83%,1.15%,,,0.94次,0.98次,0.71次,0.30次,0.32次,0.17次,0.02次,0.03次,0.89次
sz002552,,,33.72%,33.66%,10.89%,8.06%,7.68%,10.95%,36.19%,37.89%,33.50%,,,17.81%,17.55%,16.23%,13.84%,5.61%,4.39%,1.31%,-92.63%,-56.63%,,,30.13%,28.83%,10.53%,5.67%,1.51%,1.77%,0.53%,-23.45%,-21.03%,,,1.12次,1.07次,0.68次,0.37次,0.25次,0.36次,0.30次,0.15次,0.23次
sh600528,,,81.83%,82.78%,84.91%,85.64%,86.81%,88.33%,88.59%,88.45%,53.25%,,,1.74%,2.00%,1.12%,1.09%,0.85%,0.52%,-0.17%,0.08%,8.59%,,,16.88%,21.72%,10.30%,10.60%,7.24%,4.70%,2.74%,2.71%,10.19%,,,1.70次,1.90次,1.67次,1.60次,1.67次,1.30次,1.00次,0.91次,0.36次
sz000716,,,82.77%,67.19%,65.34%,63.63%,42.60%,22.25%,38.48%,41.52%,46.13%,,,-1.85%,36.48%,1.39%,2.73%,3.15%,4.13%,7.90%,1.09%,3.78%,,,-4.45%,79.24%,4.11%,5.83%,5.36%,6.14%,7.71%,0.94%,6.36%,,,0.46次,0.52次,0.70次,0.72次,1.08次,0.79次,0.73次,0.78次,0.68次
sz300472,,,,,44.97%,43.11%,37.49%,45.41%,25.43%,36.92%,46.31%,,,,,18.65%,19.05%,19.22%,17.96%,11.77%,7.38%,7.57%,,,,,30.73%,26.06%,22.29%,19.38%,8.91%,4.26%,5.30%,,,,,1.32次,0.77次,0.69次,0.62次,0.50次,0.39次,0.28次
sz002286,,,38.88%,31.91%,31.64%,26.54%,14.37%,17.93%,22.76%,21.92%,27.61%,,,7.48%,5.94%,5.86%,6.88%,4.65%,2.63%,3.42%,3.57%,3.08%,,,10.17%,6.26%,7.61%,8.55%,3.42%,1.66%,2.80%,3.32%,3.27%,,,0.57次,0.68次,0.89次,0.88次,0.65次,0.53次,0.65次,0.72次,0.79次
sz300062,,,34.48%,18.40%,14.59%,16.34%,21.89%,19.94%,57.81%,47.57%,57.83%,,,23.07%,23.35%,18.88%,13.52%,10.06%,7.33%,3.44%,8.79%,-8.22%,,,31.64%,10.18%,8.22%,5.96%,5.47%,4.04%,2.66%,9.77%,-8.35%,,,0.91次,0.44次,0.37次,0.35次,0.45次,0.44次,0.41次,0.46次,0.42次
sh600539,,,23.05%,17.73%,19.60%,12.88%,21.86%,23.88%,28.06%,18.37%,10.66%,,,0.16%,0.27%,-71.94%,0.77%,-161.36%,-240.26%,2.63%,-16.20%,-63.73%,,,0.10%,0.13%,-37.50%,0.41%,-24.16%,-9.19%,2.94%,-2.20%,-11.39%,,,0.45次,0.40次,0.42次,0.33次,0.09次,0.02次,0.10次,0.24次,0.14次
sz300018,,,6.36%,5.15%,9.73%,11.06%,8.72%,8.80%,9.43%,7.86%,10.20%,,,36.94%,34.05%,22.49%,20.60%,19.61%,22.21%,27.28%,30.75%,26.21%,,,27.84%,6.83%,5.76%,6.12%,5.49%,6.84%,8.22%,7.75%,6.87%,,,0.39次,0.19次,0.24次,0.28次,0.25次,0.27次,0.23次,0.23次,0.24次
sz000910,,,67.87%,67.66%,68.56%,66.33%,64.09%,62.37%,62.58%,48.95%,42.13%,,,4.28%,4.72%,2.95%,2.93%,3.18%,3.25%,5.09%,8.18%,10.46%,,,9.62%,9.11%,6.34%,5.36%,5.39%,6.35%,11.50%,21.22%,20.59%,,,0.78次,0.84次,0.83次,0.93次,0.93次,1.00次,1.05次,1.05次,1.15次
sz300543,,,,,61.74%,46.12%,45.59%,46.55%,52.49%,34.94%,40.63%,,,,,5.28%,8.02%,7.97%,9.06%,8.79%,8.18%,6.77%,,,,,30.00%,39.26%,30.02%,29.73%,27.94%,19.92%,12.73%,,,,,3.84次,2.18次,2.04次,1.73次,1.56次,1.27次,1.16次
sh603856,,,,,,58.11%,50.36%,44.60%,38.46%,27.07%,16.98%,,,,,,9.59%,11.53%,8.12%,8.84%,8.66%,8.07%,,,,,,29.49%,29.11%,14.40%,14.34%,12.39%,12.59%,,,,,,2.35次,1.18次,0.93次,0.95次,0.95次,1.04次
sz300710,,,,,,,42.83%,38.85%,27.32%,29.96%,12.44%,,,,,,,6.23%,11.58%,12.73%,11.49%,11.18%,,,,,,,9.28%,15.13%,15.20%,16.50%,13.08%,,,,,,,1.40次,0.77次,0.85次,1.02次,0.78次
sh600710,,,48.21%,49.39%,34.26%,32.15%,33.01%,33.66%,37.03%,82.31%,82.92%,,,4.76%,13.41%,7.89%,0.71%,-18.83%,-15.48%,-59.86%,2.05%,1.48%,,,6.16%,21.36%,9.42%,0.46%,-10.92%,-10.11%,-36.93%,6.91%,9.32%,,,0.65次,0.81次,0.70次,0.44次,0.39次,0.43次,0.39次,2.58次,1.89次
sh600091,,,51.42%,53.16%,58.87%,58.17%,65.70%,76.38%,30.89%,29.55%,25.23%,,,"-2,624.70%",168.89%,"-2,652.62%",37.34%,-432.23%,-756.60%,153.66%,53.19%,8.53%,,,-83.78%,2.00%,-22.44%,2.11%,-21.90%,-43.89%,11.13%,1.70%,0.63%,,,0.02次,0.01次,0.00次,0.02次,0.02次,0.02次,0.02次,0.02次,0.05次
sz300353,,,36.19%,30.79%,30.00%,8.59%,9.79%,18.59%,18.39%,17.32%,26.37%,,,24.88%,26.30%,30.19%,27.22%,20.09%,10.65%,17.38%,18.24%,15.20%,,,42.42%,41.91%,42.49%,23.87%,8.54%,4.87%,12.05%,7.62%,5.84%,,,1.11次,1.07次,0.98次,0.57次,0.39次,0.47次,0.41次,0.33次,0.29次
sz000929,,,35.32%,33.11%,26.80%,30.24%,29.33%,27.79%,25.91%,24.12%,21.19%,,,7.86%,17.08%,-0.94%,5.49%,5.23%,13.35%,11.13%,-3.78%,2.12%,,,7.08%,20.53%,-2.65%,3.87%,4.22%,11.95%,9.56%,-3.38%,2.20%,,,0.72次,0.59次,0.58次,0.62次,0.63次,0.54次,0.45次,0.43次,0.40次
sz300005,,,14.32%,20.35%,28.32%,25.85%,29.48%,26.75%,39.73%,20.23%,20.11%,,,15.00%,12.42%,14.22%,15.22%,16.70%,16.44%,6.64%,3.90%,-3.89%,,,22.74%,11.35%,19.48%,24.15%,27.31%,26.04%,19.90%,7.51%,-3.19%,,,0.84次,0.75次,1.02次,1.14次,1.12次,1.05次,1.73次,0.92次,0.88次
sh600381,,,151.26%,114.12%,41.11%,46.88%,96.64%,78.51%,16.78%,9.36%,4.67%,,,94.91%,87.58%,38.30%,-32.92%,190.22%,203.17%,25.56%,34.66%,66.28%,,,--,0.00%,27.02%,-7.15%,--,77.48%,22.43%,13.05%,13.48%,,,0.15次,0.10次,0.10次,0.13次,0.00次,0.02次,0.79次,0.33次,0.20次
sz000609,,,21.51%,24.51%,30.66%,32.03%,34.86%,31.39%,34.21%,31.94%,10.01%,,,102.62%,37.37%,"2,090.70%",49.42%,32.15%,18.72%,3.99%,101.14%,49.53%,,,1.83%,4.30%,18.22%,8.05%,9.36%,9.86%,1.76%,9.83%,8.87%,,,0.01次,0.09次,0.01次,0.11次,0.19次,0.34次,0.24次,0.06次,0.14次
sz002677,,,34.62%,37.90%,28.67%,13.95%,14.25%,12.67%,13.90%,17.64%,21.92%,,,29.58%,18.84%,23.03%,24.32%,27.55%,29.33%,30.05%,30.44%,29.74%,,,34.19%,21.24%,27.95%,13.92%,12.20%,14.62%,15.32%,18.50%,25.73%,,,0.76次,0.76次,0.79次,0.50次,0.38次,0.43次,0.44次,0.51次,0.67次
sz300087,,,54.57%,8.94%,27.44%,31.73%,27.89%,30.50%,29.05%,38.83%,38.73%,,,20.87%,19.33%,9.50%,8.75%,5.32%,5.15%,7.06%,6.92%,10.23%,,,48.32%,9.21%,3.89%,3.99%,1.35%,0.91%,3.78%,4.83%,8.50%,,,1.02次,0.44次,0.37次,0.43次,0.47次,0.46次,0.56次,0.60次,0.63次
sh600332,,,19.44%,18.65%,19.71%,32.25%,42.67%,43.99%,45.28%,31.83%,31.97%,,,5.38%,6.11%,5.52%,4.96%,5.72%,6.44%,7.03%,7.78%,10.11%,,,6.56%,7.81%,7.84%,10.05%,15.71%,16.38%,15.91%,12.75%,11.34%,,,0.93次,1.03次,1.17次,1.48次,1.91次,1.42次,1.27次,0.96次,0.77次
sz002571,,,52.59%,52.55%,21.93%,29.08%,21.57%,30.29%,31.80%,26.74%,18.70%,,,10.15%,11.25%,9.44%,13.15%,8.40%,1.01%,-7.32%,-5.63%,7.60%,,,25.21%,25.25%,7.90%,9.88%,6.73%,0.53%,-4.04%,-4.10%,3.37%,,,1.05次,1.06次,0.67次,0.56次,0.56次,0.44次,0.38次,0.41次,0.41次
sh600805,,,73.82%,67.93%,55.52%,50.08%,39.43%,35.62%,33.19%,28.08%,30.81%,,,24.88%,37.89%,42.12%,51.63%,64.69%,47.47%,7.10%,8.67%,-20.51%,,,24.65%,39.08%,35.41%,31.56%,28.49%,18.72%,2.06%,1.72%,-4.45%,,,0.20次,0.26次,0.29次,0.27次,0.23次,0.23次,0.17次,0.15次,0.16次
sh603077,,,76.71%,68.75%,63.58%,32.53%,41.06%,47.96%,41.22%,16.65%,13.99%,,,5.12%,11.91%,19.28%,19.27%,4.02%,30.73%,8.34%,9.28%,10.66%,,,7.05%,23.53%,31.64%,14.89%,1.94%,16.17%,4.27%,4.29%,4.83%,,,0.53次,0.46次,0.56次,0.40次,0.30次,0.30次,0.28次,0.29次,0.36次
sz002532,,,49.70%,22.58%,18.71%,24.63%,24.50%,23.44%,21.01%,40.20%,26.68%,,,10.51%,10.41%,7.91%,9.31%,10.92%,8.15%,10.08%,8.15%,8.85%,,,39.72%,41.85%,7.51%,10.03%,12.70%,8.38%,10.28%,9.36%,9.56%,,,1.66次,0.88次,0.75次,0.82次,0.84次,0.78次,0.73次,0.67次,0.70次
sh603881,,,,,70.34%,88.14%,85.64%,59.34%,64.03%,64.76%,47.00%,,,,,9.77%,17.26%,16.64%,20.73%,21.32%,19.27%,22.09%,,,,,23.75%,46.65%,51.66%,27.78%,23.95%,20.78%,14.18%,,,,,1.28次,0.42次,0.40次,0.46次,0.42次,0.38次,0.36次
sh600295,,,66.66%,66.79%,67.53%,66.65%,67.36%,69.91%,69.79%,69.03%,69.98%,,,8.22%,12.45%,11.96%,6.99%,8.12%,5.57%,3.20%,3.49%,4.67%,,,10.19%,19.34%,17.05%,10.85%,11.66%,6.15%,3.32%,3.63%,6.91%,,,0.45次,0.50次,0.48次,0.42次,0.38次,0.38次,0.34次,0.37次,0.48次
sz000882,,,32.15%,37.35%,48.57%,52.75%,49.04%,49.47%,51.05%,41.80%,43.06%,,,17.45%,8.44%,10.72%,6.31%,5.78%,4.36%,16.32%,10.27%,0.93%,,,6.35%,1.48%,2.18%,1.82%,2.25%,1.28%,3.66%,1.88%,0.26%,,,0.25次,0.15次,0.11次,0.13次,0.11次,0.11次,0.09次,0.08次,0.09次
sz002226,,,8.05%,9.25%,22.23%,21.14%,26.63%,24.73%,22.13%,18.72%,20.65%,,,28.97%,23.63%,18.21%,19.14%,18.46%,13.01%,5.19%,6.32%,7.27%,,,22.42%,18.82%,13.08%,11.39%,10.93%,6.43%,1.27%,1.93%,2.26%,,,0.72次,0.72次,0.66次,0.53次,0.52次,0.45次,0.31次,0.28次,0.32次
sz002318,,,31.71%,26.33%,39.08%,39.53%,40.06%,29.15%,30.13%,30.96%,39.59%,,,6.57%,4.67%,5.61%,6.05%,7.75%,6.45%,4.15%,5.88%,4.54%,,,23.71%,5.42%,7.86%,10.00%,12.87%,9.71%,5.07%,6.62%,5.02%,,,0.96次,0.90次,0.97次,1.01次,0.97次,0.88次,0.76次,0.72次,0.64次
sh600823,,,56.22%,60.76%,60.86%,62.38%,67.61%,65.98%,62.27%,62.71%,62.33%,,,20.92%,22.48%,21.72%,20.65%,18.43%,20.53%,19.42%,19.98%,19.90%,,,3.87%,12.92%,12.75%,11.86%,12.15%,12.43%,11.95%,8.77%,10.64%,,,0.11次,0.22次,0.19次,0.19次,0.23次,0.23次,0.24次,0.19次,0.22次
sh601106,,,78.12%,41.10%,50.51%,53.21%,52.59%,57.57%,60.37%,69.46%,67.30%,,,12.94%,9.32%,4.94%,0.32%,0.17%,0.26%,-36.20%,-180.69%,0.74%,,,34.44%,5.58%,2.54%,0.18%,0.10%,0.15%,-11.71%,-47.64%,0.89%,,,0.43次,0.34次,0.28次,0.24次,0.23次,0.19次,0.13次,0.09次,0.32次
sh600641,,,49.00%,53.06%,61.50%,62.73%,65.37%,47.29%,41.60%,43.87%,33.38%,,,20.87%,17.35%,11.96%,9.15%,10.67%,26.46%,10.82%,22.67%,81.04%,,,11.55%,8.89%,5.51%,4.50%,8.77%,12.10%,5.74%,17.77%,33.22%,,,0.30次,0.24次,0.14次,0.17次,0.24次,0.24次,0.35次,0.44次,0.25次
